ID Number,xx speckey,xx Scientific Name
CMNPYM06016,1138159,xxTamarix aralensis
CMNPYM06017,1138159,xxTamarix aralensis
CMNPYM06018,1138159,xxTamarix aralensis
CMNPYM06019,1138159,xxTamarix aralensis
CMNPYM11649,1138160,xxTamarix gallica
CMNPYM11648,1138160,xxTamarix gallica
CMNPYM00460,1141051,xxLantana camara
CMNPYM03257,1139781,xxDelphinium nuttallianum
CMNPYM05191,1139804,xxRanunculus arvensis
CMNPYM05192,1139804,xxRanunculus arvensis
CMNPYM03894,1139808,xxRanunculus lapponicus
CMNPYM02337,1139809,xxRanunculus nivalis
CMNPYM09258,1139810,xxRanunculus pedatifidus
CMNPYM01571,1139810,xxRanunculus pedatifidus
CMNPYM12901,1138548,xxQuercus prinoides
CMNPYM03269,1140909,xxLappula echinata
CMNPYM03347,1140909,xxLappula echinata
CMNPYM11181,1140924,xxMyosotis arvensis
CMNPYM13482,1140926,xxMyosotis scorpioides
CMNPYM00305,1135604,xxStellaria humifusa
CMNPYM06172,1136416,xxEmpetrum nigrum
CMNPYM10898,1136416,xxEmpetrum nigrum
CMNPYM00617,1137520,xxSalix nigra
CMNPYM03908,1137522,xxSalix ovalifolia
CMNPYM00615,1137523,xxSalix pedicellaris
CMNPYM00589,1137525,xxSalix pentandra
CMNPYM01906,1137525,xxSalix pentandra
CMNPYM07423,1135830,xxEriogonum ovalifolium
CMNPYM11603,1135839,xxRumex crispus
CMNPYM11609,1135840,xxRumex longifolius
CMNPYM11948,1140845,xxMyriophyllum heterophyllum
CMNPYM11946,1140845,xxMyriophyllum heterophyllum
CMNPYM11947,1140845,xxMyriophyllum heterophyllum
CMNPYM13558,1140846,xxMyriophyllum humile
CMNPYM11923,1140850,xxMyriophyllum spicatum
CMNPYM11924,1140850,xxMyriophyllum spicatum
CMNPYM11925,1140850,xxMyriophyllum spicatum
CMNPYM11926,1140850,xxMyriophyllum spicatum
CMNPYM04704,1140850,xxMyriophyllum spicatum
CMNPYM04705,1140850,xxMyriophyllum spicatum
CMNPYM06560,1140850,xxMyriophyllum spicatum
CMNPYM04708,1140852,xxMyriophyllum tenellum
CMNPYM04707,1140852,xxMyriophyllum tenellum
CMNPYM00350,1137527,xxSalix planifolia
CMNPYM00635,1137527,xxSalix planifolia
CMNPYM01895,1137528,xxSalix prolixa
CMNPYM13004,1137529,xxSalix purpurea
CMNPYM00633,1137530,xxSalix pyrifolia
CMNPYM03265,1137531,xxSalix reticulata
CMNPYM01896,1137532,xxSalix scouleriana
CMNPYM01907,1137533,xxSalix sericea
CMNPYM00629,1137534,xxSalix serissima
CMNPYM01908,1137534,xxSalix serissima
CMNPYM03332,1135357,xxVeronica americana
CMNPYM01914,1140291,xxAcalypha indica
CMNPYM03264,1139724,xxActaea rubra
CMNPYM00473,1135434,xxAmaranthus albus
CMNPYM03111,1135435,xxAmaranthus australis
CMNPYM03284,1135810,xxPolygonum bistortoides
CMNPYM00549,1135811,xxPolygonum careyi
CMNPYM00545,1135812,xxPolygonum cilinode
CMNPYM03357,1135814,xxPolygonum convolvulus
CMNPYM11621,1135815,xxPolygonum cuspidatum
CMNPYM00548,1135816,xxPolygonum douglasii
CMNPYM00551,1135819,xxPolygonum pensylvanicum
CMNPYM02355,1135819,xxPolygonum pensylvanicum
CMNPYM01488,1136506,xxAndromeda polifolia
CMNPYM11619,1135822,xxPolygonum scandens
CMNPYM00552,1135822,xxPolygonum scandens
CMNPYM00553,1135823,xxPolygonum tenue
CMNPYM01599,1136606,xxVaccinium vitis-idaea
CMNPYM02385,1136606,xxVaccinium vitis-idaea
CMNPYM01541,1136613,xxMonotropa hypopithys
CMNPYM09053,1136619,xxPterospora andromedea
CMNPYM05473,1136619,xxPterospora andromedea
CMNPYM11478,1137535,xxSalix sitchensis
CMNPYM01582,1137538,xxSalix uva-ursi
CMNPYM05168,1139352,xxNuphar lutea
CMNPYM05169,1139352,xxNuphar lutea
CMNPYM03279,1139414,xxPapaver nudicaule
CMNPYM11195,1139416,xxPapaver rhoeas
CMNPYM03389,1135194,xxBoschniakia rossica
CMNPYM05167,1139360,xxNymphaea alba
CMNPYM02119,1139360,xxNymphaea alba
CMNPYM04445,1139364,xxNymphaea lotus
CMNPYM02113,1139366,xxNymphaea odorata
CMNPYM02114,1139366,xxNymphaea odorata
CMNPYM02116,1139368,xxNymphaea tuberosa
CMNPYM00323,1139372,xxAdlumia fungosa
CMNPYM03297,1139827,xxThalictrum venulosum
CMNPYM00402,1139840,xxIlex verticillata
CMNPYM05149,1136624,xxChimaphila menziesii
CMNPYM03211,1140758,xxGeranium richardsonii
CMNPYM00679,1140759,xxGeranium robertianum
CMNPYM07454,1140760,xxGeranium rotundifolium
CMNPYM03212,1140761,xxGeranium viscosissimum
CMNPYM01112,1139717,xxPodophyllum peltatum
CMNPYM01111,1139717,xxPodophyllum peltatum
CMNPYM00488,1139717,xxPodophyllum peltatum
CMNPYM00467,1136903,xxAbutilon theophrasti
CMNPYM00533,1136903,xxAbutilon theophrasti
CMNPYM03252,1136627,xxMoneses uniflora
CMNPYM03585,1136627,xxMoneses uniflora
CMNPYM03880,1136627,xxMoneses uniflora
CMNPYM09050,1136627,xxMoneses uniflora
CMNPYM03885,1136629,xxOrthilia secunda
CMNPYM09054,1136633,xxPyrola americana
CMNPYM01567,1136635,xxPyrola asarifolia
CMNPYM03250,1136637,xxPyrola chlorantha
CMNPYM03882,1136637,xxPyrola chlorantha
CMNPYM03360,1136637,xxPyrola chlorantha
CMNPYM05151,1136638,xxPyrola elliptica
CMNPYM01568,1136639,xxPyrola grandiflora
CMNPYM03883,1136639,xxPyrola grandiflora
CMNPYM01569,1136640,xxPyrola minor
CMNPYM03251,1136640,xxPyrola minor
CMNPYM00664,1137947,xxEchinocystis lobata
CMNPYM02874,1137947,xxEchinocystis lobata
CMNPYM08690,1137947,xxEchinocystis lobata
CMNPYM00712,1137947,xxEchinocystis lobata
CMNPYM03239,1135588,xxSilene menziesii
CMNPYM03345,1135589,xxSilene noctiflora
CMNPYM03344,1135590,xxSilene parryi
CMNPYM03847,1135591,xxSilene repens
CMNPYM09193,1138739,xxCannabis sativa
CMNPYM09808,1138739,xxCannabis sativa
CMNPYM04536,1134845,xxBignoniaceae
CMNPYM04535,1134869,xxCampsis radicans
CMNPYM03612,1134869,xxCampsis radicans
CMNPYM03321,1135965,xxArabis hirsuta
CMNPYM03849,1135971,xxBarbarea orthoceras
CMNPYM11205,1137691,xxTriadenum tubulosum
CMNPYM00441,1140841,xxMyriophyllum alterniflorum
CMNPYM04714,1140841,xxMyriophyllum alterniflorum
CMNPYM06157,1140841,xxMyriophyllum alterniflorum
CMNPYM11812,1140842,xxMyriophyllum elatinoides
CMNPYM03793,1140842,xxMyriophyllum elatinoides
CMNPYM06344,1140842,xxMyriophyllum elatinoides
CMNPYM11927,1140844,xxMyriophyllum farwellii
CMNPYM11928,1140844,xxMyriophyllum farwellii
CMNPYM11929,1140844,xxMyriophyllum farwellii
CMNPYM11930,1140844,xxMyriophyllum farwellii
CMNPYM11931,1140844,xxMyriophyllum farwellii
CMNPYM11932,1140844,xxMyriophyllum farwellii
CMNPYM12899,1138545,xxQuercus nigra
CMNPYM03206,1138210,xxViola glabella
CMNPYM03381,1138213,xxViola nuttallii
CMNPYM03348,1138214,xxViola orbiculata
CMNPYM00304,1135601,xxStellaria crassifolia
CMNPYM00748,1135990,xxCapsella bursa-pastoris
CMNPYM00684,1135990,xxCapsella bursa-pastoris
CMNPYM03765,1135992,xxCardamine hirsuta
CMNPYM00507,1135993,xxCardamine pratensis
CMNPYM09246,1135993,xxCardamine pratensis
CMNPYM11197,1135993,xxCardamine pratensis
CMNPYM03132,1136014,xxDescurainia sophia
CMNPYM02311,1146731,xxRhytidium rugosum
CMNPYM02218,1146477,xxDiscelium nudum
CMNPYM03899,1144382,xxRosa acicularis
CMNPYM03182,1144383,xxRosa arkansana
CMNPYM00478,1147150,xxTaxus canadensis
CMNPYM00487,1147150,xxTaxus canadensis
CMNPYM02336,1147150,xxTaxus canadensis
CMNPYM09110,1147150,xxTaxus canadensis
CMNPYM01592,1146756,xxSphagnum recurvum
CMNPYM02162,1146765,xxSphagnum wulfianum
CMNPYM02227,1146768,xxSplachnum ampullaceum
CMNPYM11258,1147812,xxLophosoria quadripinnata
CMNPYM00587,1144386,xxRosa blanda
CMNPYM03394,1144392,xxRubus arcticus
CMNPYM02421,1144395,xxRubus chamaemorus
CMNPYM00306,1144395,xxRubus chamaemorus
CMNPYM01434,1144396,xxRubus deliciosus
CMNPYM01860,1144396,xxRubus deliciosus
CMNPYM03245,1144398,xxRubus parviflorus
CMNPYM00764,1144399,xxRubus pubescens
CMNPYM00348,1144402,xxSanguisorba officinalis
CMNPYM01423,1144409,xxSpiraea alba
CMNPYM01850,1144409,xxSpiraea alba
CMNPYM03295,1144412,xxSpiraea betulifolia
CMNPYM03241,1144415,xxSpiraea japonica
CMNPYM00716,1144419,xxSpiraea tomentosa
CMNPYM12350,1144804,xxAcer leucoderme
CMNPYM00316,1144805,xxAcer macrophyllum
CMNPYM03159,1144133,xxRhynchosia americana
CMNPYM00515,1146054,xxSanicula marilandica
CMNPYM03916,1146063,xxSium suave
CMNPYM02266,1146523,xxAnacamptodon splachnoides
CMNPYM02265,1146525,xxFabronia pusilla
CMNPYM00368,1144437,xxHeuchera cylindrica
CMNPYM03333,1144438,xxHeuchera richardsonii
CMNPYM03196,1144440,xxMitella nuda
CMNPYM03167,1144138,xxRhynchosia difformis
CMNPYM03155,1144141,xxRhynchosia edulis
CMNPYM03172,1144147,xxRhynchosia minima
CMNPYM04473,1144147,xxRhynchosia minima
CMNPYM00520,1144148,xxRhynchosia phaseoloides
CMNPYM03177,1144148,xxRhynchosia phaseoloides
CMNPYM03171,1144152,xxRhynchosia reticulata
CMNPYM03218,1144173,xxTrifolium hybridum
CMNPYM08972,1147236,xxGinkgo biloba
CMNPYM00291,1147236,xxGinkgo biloba
CMNPYM00380,1144764,xxGeocaulon lividum
CMNPYM00671,1144801,xxAcer campestre
CMNPYM00315,1144802,xxAcer circinatum
CMNPYM02194,1146507,xxEncalypta ciliata
CMNPYM00758,1144813,xxAcer pensylvanicum
CMNPYM00318,1144813,xxAcer pensylvanicum
CMNPYM11216,1144816,xxAcer pseudoplatanus
CMNPYM00672,1144816,xxAcer pseudoplatanus
CMNPYM01482,1144818,xxAcer rubrum
CMNPYM02373,1144818,xxAcer rubrum
CMNPYM01481,1144818,xxAcer rubrum
CMNPYM11462,1144819,xxAcer saccharinum
CMNPYM02374,1144820,xxAcer saccharum
CMNPYM00735,1144820,xxAcer saccharum
CMNPYM02411,1144822,xxAcer spicatum
CMNPYM00767,1144822,xxAcer spicatum
CMNPYM02192,1146529,xxFissidens crassipes
CMNPYM02260,1146534,xxFontinalis antipyretica
CMNPYM00445,1147591,xxPolystichum lonchitis
CMNPYM01768,1147593,xxPolystichum munitum
CMNPYM08908,1147594,xxPolystichum muricatum
CMNPYM01770,1147595,xxPolystichum scopulinum
CMNPYM08918,1147603,xxTectaria cicutaria
CMNPYM00194,1147604,xxTectaria heracleifolia
CMNPYM01778,1147604,xxTectaria heracleifolia
CMNPYM01785,1147608,xxWoodsia ilvensis
CMNPYM03934,1147608,xxWoodsia ilvensis
CMNPYM01786,1147609,xxWoodsia obtusa
CMNPYM02261,1146535,xxFontinalis hypnoides
CMNPYM02219,1146543,xxPhyscomitrella patens
CMNPYM02215,1146552,xxGrimmia pulvinata
CMNPYM02263,1146561,xxHookeria lucens
CMNPYM02313,1146569,xxRhytidiadelphus squarrosus
CMNPYM09127,1144900,xxRhus trilobata
CMNPYM00590,1144901,xxRhus typhina
CMNPYM01772,1147886,xxPteridium aquilinum
CMNPYM13733,1147886,xxPteridium aquilinum
CMNPYM12592,1146876,xxChamaecyparis lawsoniana
CMNPYM01302,1146876,xxChamaecyparis lawsoniana
CMNPYM12593,1146877,xxChamaecyparis nootkatensis
CMNPYM04613,1146877,xxChamaecyparis nootkatensis
CMNPYM08944,1146877,xxChamaecyparis nootkatensis
CMNPYM12594,1146881,xxChamaecyparis thyoides
CMNPYM04615,1146881,xxChamaecyparis thyoides
CMNPYM12491,1146881,xxChamaecyparis thyoides
CMNPYM02243,1146620,xxMeesia triquetra
CMNPYM09744,1148041,xxHymenophyllum microcarpum
CMNPYM03299,1144264,xxAmelanchier alnifolia
CMNPYM01485,1144266,xxAmelanchier bartramiana
CMNPYM00768,1144270,xxAronia melanocarpa
CMNPYM02295,1146378,xxEurhynchium rusciforme
CMNPYM02296,1146379,xxEurhynchium speciosum
CMNPYM00372,1144286,xxDryas drummondii
CMNPYM03895,1144286,xxDryas drummondii
CMNPYM00374,1144288,xxDryas integrifolia
CMNPYM00371,1144288,xxDryas integrifolia
CMNPYM02430,1144288,xxDryas integrifolia
CMNPYM03897,1144288,xxDryas integrifolia
CMNPYM03388,1144290,xxDryas octopetala
CMNPYM01861,1144294,xxFragaria chiloensis
CMNPYM00675,1144297,xxFragaria virginiana
CMNPYM09247,1144297,xxFragaria virginiana
CMNPYM00381,1144302,xxGeum canadense
CMNPYM00923,1144302,xxGeum canadense
CMNPYM10393,1144304,xxGeum rivale
CMNPYM03300,1144305,xxGeum triflorum
CMNPYM00347,1144313,xxLuetkea pectinata
CMNPYM01759,1148204,xxPolypodium scouleri
CMNPYM02239,1146632,xxCinclidium stygium
CMNPYM02258,1146644,xxNeckera crispa
CMNPYM00692,1148211,xxPolypodium virginianum
CMNPYM13078,1148232,xxAdiantum hispidulum
CMNPYM13079,1148232,xxAdiantum hispidulum
CMNPYM00721,1148234,xxAdiantum pedatum
CMNPYM09987,1148234,xxAdiantum pedatum
CMNPYM02304,1146656,xxPlagiothecium undulatum
CMNPYM02167,1146343,xxArchidium alternifolium
CMNPYM02240,1146349,xxAulacomnium turgidum
CMNPYM02246,1146352,xxBartramia ithyphylla
CMNPYM03200,1145966,xxAngelica lucida
CMNPYM02252,1146721,xxCampylostelium saxicola
CMNPYM00705,1147587,xxPolystichum acrostichoides
CMNPYM00410,1147587,xxPolystichum acrostichoides
CMNPYM01769,1147587,xxPolystichum acrostichoides
CMNPYM08907,1147588,xxPolystichum andersonii
CMNPYM02291,1146381,xxHomalothecium lutescens
CMNPYM02298,1146387,xxRhynchostegium murale
CMNPYM02236,1146401,xxBryum alpinum
CMNPYM02317,1146678,xxPsilopilum laevigatum
CMNPYM02207,1146680,xxAcaulon triquetrum
CMNPYM02205,1146682,xxAloina rigida
CMNPYM02326,1146695,xxEucladium verticillatum
CMNPYM02210,1146702,xxPottia lanceolata
CMNPYM02233,1146407,xxBryum schleicheri
CMNPYM02231,1146417,xxPohlia elongata
CMNPYM02237,1146421,xxRhodobryum roseum
CMNPYM11034,1142940,xxCassia fistula
CMNPYM11035,1142941,xxCassia grandis
CMNPYM11037,1142943,xxCassia javanica
CMNPYM11481,1142532,xxCeanothus sanguineus
CMNPYM11483,1142533,xxCeanothus velutinus
CMNPYM00333,1142533,xxCeanothus velutinus
CMNPYM00448,1142538,xxColubrina elliptica
CMNPYM09699,1142539,xxColubrina glandulosa
CMNPYM09700,1142539,xxColubrina glandulosa
CMNPYM04148,1142972,xxCercis canadensis
CMNPYM02174,1146445,xxBrachydontium trichodes
CMNPYM02177,1146451,xxDicranella cerviculata
CMNPYM02187,1146461,xxDicranum elongatum
CMNPYM02182,1146466,xxOreas martiana
CMNPYM02175,1146470,xxTrematodon ambiguus
CMNPYM09240,1142749,xxSedum rhodanthum
CMNPYM11548,1142753,xxSedum sexangulare
CMNPYM03231,1142756,xxSedum stenopetalum
CMNPYM09104,1142631,xxVitis arizonica
CMNPYM02225,1146771,xxTetraplodon angustatus
CMNPYM08479,1143718,xxApios americana
CMNPYM08524,1143718,xxApios americana
CMNPYM08583,1143718,xxApios americana
CMNPYM08584,1143718,xxApios americana
CMNPYM00308,1144531,xxArceuthobium americanum
CMNPYM00309,1144533,xxArceuthobium laricis
CMNPYM00248,1144535,xxArceuthobium pusillum
CMNPYM00249,1144535,xxArceuthobium pusillum
CMNPYM00250,1144535,xxArceuthobium pusillum
CMNPYM03311,1144344,xxPotentilla glandulosa
CMNPYM01864,1144345,xxPotentilla gracilis
CMNPYM03305,1144347,xxPotentilla hippiana
CMNPYM03902,1144351,xxPotentilla multifida
CMNPYM01563,1144352,xxPotentilla nivea
CMNPYM09252,1144352,xxPotentilla nivea
CMNPYM00714,1144353,xxPotentilla norvegica
CMNPYM11242,1142722,xxRhodiola rosea
CMNPYM05716,1142728,xxSedum acre
CMNPYM05717,1142729,xxSedum album
CMNPYM05718,1142729,xxSedum album
CMNPYM05719,1142729,xxSedum album
CMNPYM03364,1144357,xxPotentilla plattensis
CMNPYM00936,1144359,xxPotentilla recta
CMNPYM01879,1144362,xxPrunus avium
CMNPYM01880,1144364,xxPrunus domestica
CMNPYM01878,1144366,xxPrunus ilicifolia
CMNPYM00747,1144368,xxPrunus pensylvanica
CMNPYM02357,1144368,xxPrunus pensylvanica
CMNPYM01565,1144369,xxPrunus serotina
CMNPYM01566,1144372,xxPrunus virginiana
CMNPYM00618,1145985,xxCicuta bulbifera
CMNPYM09095,1145985,xxCicuta bulbifera
CMNPYM03266,1145986,xxCicuta douglasii
CMNPYM00628,1145987,xxCicuta maculata
CMNPYM14116,1144183,xxCassia bicapsularis
CMNPYM11032,1144183,xxCassia bicapsularis
CMNPYM14226,1144202,xxParnassia asarifolia
CMNPYM01548,1144203,xxParnassia kotzebuei
CMNPYM03909,1144204,xxParnassia multiseta
CMNPYM00377,1144205,xxParnassia palustris
CMNPYM11221,1144205,xxParnassia palustris
CMNPYM09249,1144207,xxParnassia parviflora
CMNPYM05721,1142738,xxSedum hispanicum
CMNPYM05722,1142738,xxSedum hispanicum
CMNPYM05723,1142738,xxSedum hispanicum
CMNPYM03306,1142741,xxSedum lanceolatum
CMNPYM00351,1142747,xxSedum purpureum
CMNPYM11547,1142748,xxSedum reflexum
CMNPYM11232,1142759,xxSedum villosum
CMNPYM00616,1146019,xxHeracleum lanatum
CMNPYM03918,1146019,xxHeracleum lanatum
CMNPYM09250,1146019,xxHeracleum lanatum
CMNPYM02283,1146287,xxCalliergon trifarium
CMNPYM00386,1146956,xxAbies balsamea
CMNPYM00389,1146956,xxAbies balsamea
CMNPYM08975,1146957,xxAbies bracteata
CMNPYM00395,1146958,xxAbies concolor
CMNPYM08976,1146958,xxAbies concolor
CMNPYM00394,1146960,xxAbies fraseri
CMNPYM00392,1146960,xxAbies fraseri
CMNPYM08977,1146961,xxAbies grandis
CMNPYM01818,1146962,xxAbies lasiocarpa
CMNPYM01800,1146963,xxAbies magnifica
CMNPYM01817,1146966,xxAbies procera
CMNPYM00801,1143827,xxMedicago lupulina
CMNPYM06937,1145831,xxAralia californica
CMNPYM01490,1145833,xxAralia nudicaulis
CMNPYM00325,1145835,xxAralia racemosa
CMNPYM00458,1145836,xxAralia spinosa
CMNPYM09169,1143879,xxPsoralea argophylla
CMNPYM09170,1143880,xxPsoralea cuspidata
CMNPYM12911,1142853,xxRibes americanum
CMNPYM00607,1142853,xxRibes americanum
CMNPYM03304,1142854,xxRibes aureum
CMNPYM03095,1141031,xxPrunella vulgaris
CMNPYM03270,1141041,xxScutellaria galericulata
CMNPYM00780,1146217,xxEquisetum arvense
CMNPYM00400,1146217,xxEquisetum arvense
CMNPYM01524,1146218,xxEquisetum fluviatile
CMNPYM08836,1146218,xxEquisetum fluviatile
CMNPYM11638,1146220,xxEquisetum hyemale
CMNPYM03349,1143817,xxLupinus argenteus
CMNPYM03930,1146227,xxEquisetum scirpoides
CMNPYM02356,1146975,xxLarix laricina
CMNPYM00415,1146975,xxLarix laricina
CMNPYM00411,1146975,xxLarix laricina
CMNPYM00290,1146976,xxLarix occidentalis
CMNPYM08979,1146976,xxLarix occidentalis
CMNPYM00446,1146976,xxLarix occidentalis
CMNPYM01801,1146978,xxPicea abies
CMNPYM00393,1146981,xxPicea glauca
CMNPYM02363,1146981,xxPicea glauca
CMNPYM00286,1146982,xxPicea mariana
CMNPYM02381,1146982,xxPicea mariana
CMNPYM02396,1146982,xxPicea mariana
CMNPYM02387,1146982,xxPicea mariana
CMNPYM00287,1146985,xxPicea sitchensis
CMNPYM01556,1146991,xxPinus banksiana
CMNPYM01811,1146996,xxPinus lambertiana
CMNPYM11398,1146999,xxPinus mugo
CMNPYM01557,1146999,xxPinus mugo
CMNPYM01806,1147000,xxPinus nigra
CMNPYM00404,1147003,xxPinus resinosa
CMNPYM02397,1147003,xxPinus resinosa
CMNPYM02352,1147003,xxPinus resinosa
CMNPYM00387,1147004,xxPinus rigida
CMNPYM01814,1147004,xxPinus rigida
CMNPYM02365,1147004,xxPinus rigida
CMNPYM00150,1147005,xxPinus strobus
CMNPYM02343,1147005,xxPinus strobus
CMNPYM02376,1147005,xxPinus strobus
CMNPYM11397,1147006,xxPinus sylvestris
CMNPYM01558,1147006,xxPinus sylvestris
CMNPYM02390,1147006,xxPinus sylvestris
CMNPYM03271,1141718,xxEpilobium clavatum
CMNPYM04120,1141720,xxEpilobium hirsutum
CMNPYM01545,1143845,xxOxytropis maydelliana
CMNPYM03222,1143847,xxOxytropis podocarpa
CMNPYM03324,1143851,xxOxytropis viscida
CMNPYM12920,1142859,xxRibes hudsonianum
CMNPYM03912,1142859,xxRibes hudsonianum
CMNPYM14228,1142862,xxRibes missouriense
CMNPYM12915,1142862,xxRibes missouriense
CMNPYM00652,1142862,xxRibes missouriense
CMNPYM12917,1142864,xxRibes odoratum
CMNPYM12916,1142866,xxRibes rotundifolium
CMNPYM12913,1142867,xxRibes rubrum
CMNPYM12914,1142868,xxRibes setosum
CMNPYM03193,1142868,xxRibes setosum
CMNPYM03313,1142870,xxRibes triste
CMNPYM00918,1143911,xxTrifolium repens
CMNPYM01415,1143916,xxVicia caroliniana
CMNPYM00786,1143917,xxVicia cracca
CMNPYM03121,1143918,xxVicia villosa
CMNPYM01923,1143630,xxMimosa pigra
CMNPYM11069,1143630,xxMimosa pigra
CMNPYM09167,1143631,xxMimosa strigillosa
CMNPYM06882,1141810,xxOenothera perennis
CMNPYM00773,1146229,xxEquisetum sylvaticum
CMNPYM00417,1146229,xxEquisetum sylvaticum
CMNPYM11373,1147439,xxIsoetes butleri
CMNPYM11378,1147443,xxIsoetes flaccida
CMNPYM11381,1147446,xxIsoetes howellii
CMNPYM11382,1147448,xxIsoetes lacustris
CMNPYM11384,1147451,xxIsoetes melanopoda
CMNPYM11385,1147453,xxIsoetes nuttallii
CMNPYM11387,1147456,xxIsoetes orcuttii
CMNPYM01532,1147460,xxIsoetes riparia
CMNPYM11390,1147462,xxIsoetes saccharata
CMNPYM11392,1147464,xxIsoetes tuckermanii
CMNPYM11393,1147465,xxIsoetes virginica
CMNPYM04596,1147547,xxCyclopeltis semicordata
CMNPYM08870,1147549,xxCyrtomium falcatum
CMNPYM01746,1147551,xxDryopteris arguta
CMNPYM08875,1147552,xxDryopteris cristata
CMNPYM01521,1147557,xxDryopteris fragrans
CMNPYM01793,1147557,xxDryopteris fragrans
CMNPYM00563,1147558,xxDryopteris goldiana
CMNPYM02416,1147558,xxDryopteris goldiana
CMNPYM01792,1147560,xxDryopteris ludoviciana
CMNPYM00699,1147575,xxMatteuccia struthiopteris
CMNPYM09991,1147575,xxMatteuccia struthiopteris
CMNPYM00719,1147577,xxOnoclea sensibilis
CMNPYM01751,1147577,xxOnoclea sensibilis
CMNPYM02406,1147577,xxOnoclea sensibilis
CMNPYM02148,1147319,xxFossombronia pusilla
CMNPYM02149,1147320,xxFossombronia wondraczekii
CMNPYM14324,1148309,xxPityrogramma austroamericana
CMNPYM14325,1148309,xxPityrogramma austroamericana
CMNPYM14455,1148309,xxPityrogramma austroamericana
CMNPYM08864,1148329,xxCheilanthes covillei
CMNPYM08865,1148330,xxCheilanthes feei
CMNPYM08866,1148331,xxCheilanthes gracillima
CMNPYM09989,1148331,xxCheilanthes gracillima
CMNPYM01731,1148332,xxCheilanthes lanosa
CMNPYM01729,1148336,xxCheilanthes siliquosa
CMNPYM09988,1148336,xxCheilanthes siliquosa
CMNPYM08868,1148338,xxCheilanthes villosa
CMNPYM01730,1148339,xxCheilanthes wrightii
CMNPYM02155,1147337,xxTargionia hypophylla
CMNPYM11280,1148005,xxDicranopteris flexuosa
CMNPYM11282,1148006,xxDicranopteris linearis
CMNPYM11279,1148007,xxDicranopteris pectinata
CMNPYM02159,1147304,xxBucegia romanica
CMNPYM02161,1147310,xxRiccia frostii
CMNPYM02158,1147316,xxPeltolepis quadrata
CMNPYM01704,1147615,xxAsplenium adiantum-nigrum
CMNPYM01708,1147623,xxAsplenium macraei
CMNPYM01296,1147624,xxAsplenium nidus
CMNPYM10082,1147626,xxAsplenium platyneuron
CMNPYM01702,1147626,xxAsplenium platyneuron
CMNPYM10083,1147629,xxAsplenium trichomanes
CMNPYM01700,1147629,xxAsplenium trichomanes
CMNPYM01712,1147645,xxAthyrium filix-femina
CMNPYM00706,1147645,xxAthyrium filix-femina
CMNPYM01780,1147710,xxThelypteris palustris
CMNPYM02395,1147711,xxThelypteris phegopteris
CMNPYM00704,1147711,xxThelypteris phegopteris
CMNPYM01726,1147726,xxBlechnum orientale
CMNPYM05954,1147726,xxBlechnum orientale
CMNPYM11361,1147664,xxCystopteris fragilis
CMNPYM11360,1147664,xxCystopteris fragilis
CMNPYM10092,1147664,xxCystopteris fragilis
CMNPYM01797,1147664,xxCystopteris fragilis
CMNPYM10093,1147664,xxCystopteris fragilis
CMNPYM00973,1147672,xxGymnocarpium dryopteris
CMNPYM04588,1147744,xxSadleria cyatheoides
CMNPYM10079,1147752,xxWoodwardia areolata
CMNPYM01787,1147754,xxWoodwardia fimbriata
CMNPYM05548,1147773,xxCyathea andina
CMNPYM03047,1147774,xxCyathea arborea
CMNPYM11289,1148067,xxMarsilea quadrifolia
CMNPYM08892,1148179,xxMicrogramma lycopodioides
CMNPYM08905,1148194,xxPolypodium hesperium
CMNPYM00564,1148489,xxBotrychium dissectum
CMNPYM00565,1148489,xxBotrychium dissectum
CMNPYM01695,1148489,xxBotrychium dissectum
CMNPYM01696,1148490,xxBotrychium lanceolatum
CMNPYM03924,1148491,xxBotrychium lunaria
CMNPYM00388,1148492,xxBotrychium simplex
CMNPYM01697,1148493,xxBotrychium virginianum
CMNPYM02348,1148493,xxBotrychium virginianum
CMNPYM03083,1136515,xxArctostaphylos uva-ursi
CMNPYM00505,1131452,xxSparganium eurycarpum
CMNPYM03342,1131452,xxSparganium eurycarpum
CMNPYM11469,1135837,xxRumex acetosella
CMNPYM02340,1135837,xxRumex acetosella
CMNPYM03771,1135837,xxRumex acetosella
CMNPYM02280,1146282,xxCalliergon cuspidatum
CMNPYM00614,1130102,xxPotamogeton crispus
CMNPYM00352,1144414,xxSpiraea douglasii
CMNPYM01426,1144414,xxSpiraea douglasii
CMNPYM01853,1144414,xxSpiraea douglasii
CMNPYM00761,1139723,xxActaea pachypoda
CMNPYM06475,1100306,xxPolypremum procumbens
CMNPYM06156,1140855,xxMyriophyllum verticillatum
CMNPYM02112,1139335,xxBrasenia schreberi
CMNPYM00623,1137526,xxSalix petiolaris
CMNPYM03113,1136121,xxThlaspi arvense
CMNPYM08683,1135972,xxBarbarea vulgaris
CMNPYM03851,1136013,xxDescurainia richardsonii
CMNPYM08974,1146955,xxAbies amabilis
CMNPYM01813,1147002,xxPinus ponderosa
CMNPYM08044,1087799,xxWeinmannia pinnata
CMNPYM08045,1087799,xxWeinmannia pinnata
CMNPYM00922,1134151,xxSolanum dulcamara
CMNPYM00932,1134151,xxSolanum dulcamara
CMNPYM08805,1132501,xxBaccharis halimifolia
CMNPYM03509,1133251,xxNerium oleander
