speckey,Scientific Name,Parent,Level Name,Author/Date
1139416,xxPapaver rhoeas,1080467,SPECIES,L.
1135194,xxBoschniakia rossica,1135193,SPECIES,(C. & S.) B. Fetsch.
1139360,xxNymphaea alba,1139359,SPECIES,L.
1139364,xxNymphaea lotus,1139359,SPECIES,
1139366,xxNymphaea odorata,1139359,SPECIES,Aiton
1139368,xxNymphaea tuberosa,1139359,SPECIES,Paine
1139372,xxAdlumia fungosa,1139371,SPECIES,(Aiton) Greene
1139827,xxThalictrum venulosum,1139818,SPECIES,Trel.
1139840,xxIlex verticillata,1139833,SPECIES,Gray
1136624,xxChimaphila menziesii,1136623,SPECIES,(R. Br.) Sprengel
1140758,xxGeranium richardsonii,1140751,SPECIES,Fisch. & Trautv.
1140759,xxGeranium robertianum,1140751,SPECIES,L.
1140760,xxGeranium rotundifolium,1140751,SPECIES,L.
1140761,xxGeranium viscosissimum,1140751,SPECIES,Fisch. & Mey.
1139717,xxPodophyllum peltatum,1139715,SPECIES,L.
1136903,xxAbutilon theophrasti,1136883,SPECIES,Medic.
1136627,xxMoneses uniflora,1136626,SPECIES,(L.) A. Gray; (L.) Gray
1136633,xxPyrola americana,1136632,SPECIES,(Sweet) Fern.
1136637,xxPyrola chlorantha,1136632,SPECIES,Swartz
1136638,xxPyrola elliptica,1136632,SPECIES,Nutt.
1136639,xxPyrola grandiflora,1136632,SPECIES,Radius
1136640,xxPyrola minor,1136632,SPECIES,L.
1137947,xxEchinocystis lobata,1137944,SPECIES,(Michaux) T&G; (Michaux) Torrey & Gray
1135588,xxSilene menziesii,1135583,SPECIES,Hooker
1135589,xxSilene noctiflora,1135583,SPECIES,L.
1135590,xxSilene parryi,1135583,SPECIES,(S. Wats.) C.L. Hitchcock & Maguire
1135591,xxSilene repens,1135583,SPECIES,
1138739,xxCannabis sativa,1138738,SPECIES,L.
1134869,xxCampsis radicans,1134867,SPECIES,Seem
1135971,xxBarbarea orthoceras,1135970,SPECIES,
1137691,xxTriadenum tubulosum,1137690,SPECIES,(Walt.) Gleason
1140841,xxMyriophyllum alterniflorum,1140840,SPECIES,DC.
1140842,xxMyriophyllum elatinoides,1140840,SPECIES,Gaudich.
1140844,xxMyriophyllum farwellii,1140840,SPECIES,Morong
1138545,xxQuercus nigra,1080906,SPECIES,L.
1138210,xxViola glabella,1084851,SPECIES,Nutt.
1138213,xxViola nuttallii,1084851,SPECIES,Pursh
1138214,xxViola orbiculata,1084851,SPECIES,Geyer
1135601,xxStellaria crassifolia,1083061,SPECIES,Ehrk.
1135990,xxCapsella bursa-pastoris,1135988,SPECIES,Medic.
1135992,xxCardamine hirsuta,1135991,SPECIES,
1136014,xxDescurainia sophia,1136012,SPECIES,(L.) Webb.
1146477,xxDiscelium nudum,1146476,SPECIES,(Dicks.) Brid.
1144382,xxRosa acicularis,1089403,SPECIES,
1144383,xxRosa arkansana,1089403,SPECIES,Porter
1147150,xxTaxus canadensis,1147148,SPECIES,Marsh
1146768,xxSplachnum ampullaceum,1146767,SPECIES,L.
1147812,xxLophosoria quadripinnata,1147811,SPECIES,
1144386,xxRosa blanda,1089403,SPECIES,Aiton
1144395,xxRubus chamaemorus,1144390,SPECIES,L.
1144396,xxRubus deliciosus,1144390,SPECIES,Torr.
1144398,xxRubus parviflorus,1144390,SPECIES,Nutt.
1144399,xxRubus pubescens,1144390,SPECIES,Rafinesque-Schmaltz
1144402,xxSanguisorba officinalis,1144401,SPECIES,L.
1144409,xxSpiraea alba,1144408,SPECIES,DuRoi
1144412,xxSpiraea betulifolia,1144408,SPECIES,Pall.
1144415,xxSpiraea japonica,1144408,SPECIES,
1144419,xxSpiraea tomentosa,1144408,SPECIES,L.
1144804,xxAcer leucoderme,1144799,SPECIES,Small
1144805,xxAcer macrophyllum,1144799,SPECIES,Pursh
1144133,xxRhynchosia americana,1144131,SPECIES,Mill.
1146054,xxSanicula marilandica,1146052,SPECIES,L.
1146063,xxSium suave,1146060,SPECIES,
1146525,xxFabronia pusilla,1146524,SPECIES,Raddi
1144437,xxHeuchera cylindrica,1144436,SPECIES,Dougl.
1144440,xxMitella nuda,1144439,SPECIES,L.
1144138,xxRhynchosia difformis,1144131,SPECIES,DC.
1144141,xxRhynchosia edulis,1144131,SPECIES,Griesenbach
1144147,xxRhynchosia minima,1144131,SPECIES,(L.) DC.
1144148,xxRhynchosia phaseoloides,1144131,SPECIES,DC.
1144152,xxRhynchosia reticulata,1144131,SPECIES,(Sw.) Millsp.
1144173,xxTrifolium hybridum,1092351,SPECIES,L.
1147236,xxGinkgo biloba,1079158,SPECIES,L.
1144764,xxGeocaulon lividum,1144763,SPECIES,(Richards) Fern.
1144801,xxAcer campestre,1144799,SPECIES,L.
1144802,xxAcer circinatum,1144799,SPECIES,Pursh
1144813,xxAcer pensylvanicum,1144799,SPECIES,L.
1144816,xxAcer pseudoplatanus,1144799,SPECIES,L.
1144818,xxAcer rubrum,1144799,SPECIES,L.
1144819,xxAcer saccharinum,1144799,SPECIES,L.
1144820,xxAcer saccharum,1144799,SPECIES,Marsh; Marsh.; Marshall
1144822,xxAcer spicatum,1144799,SPECIES,Lam.
1146529,xxFissidens crassipes,1146527,SPECIES,Wils.
1147591,xxPolystichum lonchitis,1147586,SPECIES,
1147593,xxPolystichum munitum,1147586,SPECIES,
1147594,xxPolystichum muricatum,1147586,SPECIES,
1147595,xxPolystichum scopulinum,1147586,SPECIES,
1147603,xxTectaria cicutaria,1147602,SPECIES,
1147604,xxTectaria heracleifolia,1147602,SPECIES,
1147608,xxWoodsia ilvensis,1147606,SPECIES,
1147609,xxWoodsia obtusa,1147606,SPECIES,
1146561,xxHookeria lucens,1146560,SPECIES,(L.) Sm.
1146569,xxRhytidiadelphus squarrosus,1008832,SPECIES,(L.) Warnst.
1144900,xxRhus trilobata,1144889,SPECIES,
1144901,xxRhus typhina,1144889,SPECIES,L.
1147886,xxPteridium aquilinum,1147885,SPECIES,
1146876,xxChamaecyparis lawsoniana,1146861,SPECIES,Parl.
1146877,xxChamaecyparis nootkatensis,1146861,SPECIES,(D. Don) Spach
1146881,xxChamaecyparis thyoides,1146861,SPECIES,(L.) B.S.P.; (L.) BSP
1148041,xxHymenophyllum microcarpum,1148036,SPECIES,
1144264,xxAmelanchier alnifolia,1144263,SPECIES,Nutt.
1144266,xxAmelanchier bartramiana,1144263,SPECIES,
1144270,xxAronia melanocarpa,1144269,SPECIES,(Michaux) Willdenow
1146378,xxEurhynchium rusciforme,1008644,SPECIES,(Neck.) Milde.
1144286,xxDryas drummondii,1144285,SPECIES,Richardson
1144290,xxDryas octopetala,1144285,SPECIES,L.
1144294,xxFragaria chiloensis,1144293,SPECIES,
1144302,xxGeum canadense,1144299,SPECIES,Jacquin
1144304,xxGeum rivale,1144299,SPECIES,L.
1144313,xxLuetkea pectinata,1144312,SPECIES,(Pursh) Kuntze
1148204,xxPolypodium scouleri,1148191,SPECIES,
1148211,xxPolypodium virginianum,1148191,SPECIES,
1148232,xxAdiantum hispidulum,1077912,SPECIES,
1146656,xxPlagiothecium undulatum,1146653,SPECIES,(L.) B.S.G.
1146343,xxArchidium alternifolium,1146342,SPECIES,(Dicks.) Schimp.
1146349,xxAulacomnium turgidum,1146345,SPECIES,
1146352,xxBartramia ithyphylla,1146351,SPECIES,Brid.
1145966,xxAngelica lucida,1145964,SPECIES,L.
1146721,xxCampylostelium saxicola,1146720,SPECIES,(W&M) B.S.G.
1147587,xxPolystichum acrostichoides,1147586,SPECIES,
1147588,xxPolystichum andersonii,1147586,SPECIES,
1146387,xxRhynchostegium murale,1146386,SPECIES,(Neck) B.S.G.
1146401,xxBryum alpinum,1146399,SPECIES,Huds.
1146678,xxPsilopilum laevigatum,1146677,SPECIES,
1146680,xxAcaulon triquetrum,1146679,SPECIES,(Spruce) C. Mull.
1146682,xxAloina rigida,1146681,SPECIES,(Hedw.) Kindb.
1146695,xxEucladium verticillatum,1146694,SPECIES,
1146407,xxBryum schleicheri,1146399,SPECIES,
1146417,xxPohlia elongata,1146415,SPECIES,Hedw.
1146421,xxRhodobryum roseum,1146420,SPECIES,(Weis) Limpr.
1142940,xxCassia fistula,1090787,SPECIES,L.
1142941,xxCassia grandis,1090787,SPECIES,L. f.
1142943,xxCassia javanica,1090787,SPECIES,L.
1142532,xxCeanothus sanguineus,1142530,SPECIES,Pursh
1142533,xxCeanothus velutinus,1142530,SPECIES,Dougl.; Dougl. ex Hook.
1142538,xxColubrina elliptica,1142537,SPECIES,(Sw.) Briz. & Stern.
1142539,xxColubrina glandulosa,1142537,SPECIES,Perkins
1142972,xxCercis canadensis,1142971,SPECIES,L.
1146445,xxBrachydontium trichodes,1146444,SPECIES,(Weber) Bruch
1146451,xxDicranella cerviculata,1009658,SUBGENUS,(Hedw.) Schimp.
1146461,xxDicranum elongatum,1146438,SPECIES,Schleich.
1146466,xxOreas martiana,1146465,SPECIES,
1142749,xxSedum rhodanthum,1142727,SPECIES,
1142753,xxSedum sexangulare,1142727,SPECIES,L.
1142756,xxSedum stenopetalum,1142727,SPECIES,Pursh
1142631,xxVitis arizonica,1142629,SPECIES,
1146771,xxTetraplodon angustatus,1146770,SPECIES,(Hedw.) B.S.G.
1143718,xxApios americana,1143717,SPECIES,
1144531,xxArceuthobium americanum,1144529,SPECIES,Nutt.
1144533,xxArceuthobium laricis,1144529,SPECIES,(Piper) St. John
1144535,xxArceuthobium pusillum,1144529,SPECIES,Peck
1144344,xxPotentilla glandulosa,1089130,SPECIES,Lindl.
1144345,xxPotentilla gracilis,1089130,SPECIES,
1144347,xxPotentilla hippiana,1089130,SPECIES,Lehm.
1144351,xxPotentilla multifida,1089130,SPECIES,
1144353,xxPotentilla norvegica,1089130,SPECIES,L.
1142722,xxRhodiola rosea,1142721,SPECIES,L.
1142728,xxSedum acre,1142727,SPECIES,L.
1142729,xxSedum album,1142727,SPECIES,L.
1144357,xxPotentilla plattensis,1089130,SPECIES,Nutt.
1144359,xxPotentilla recta,1089130,SPECIES,L.
1144362,xxPrunus avium,1144361,SPECIES,
1144364,xxPrunus domestica,1144361,SPECIES,
1144366,xxPrunus ilicifolia,1144361,SPECIES,
1144368,xxPrunus pensylvanica,1144361,SPECIES,L. f.; L.f.
1144369,xxPrunus serotina,1144361,SPECIES,Ehrenberg; Ehrhart
1144372,xxPrunus virginiana,1144361,SPECIES,L.
1145985,xxCicuta bulbifera,1145984,SPECIES,L.
1145986,xxCicuta douglasii,1145984,SPECIES,(DC.) Coult. & Rose
1145987,xxCicuta maculata,1145984,SPECIES,L.
1144183,xxCassia bicapsularis,1090787,SPECIES,L.
1144202,xxParnassia asarifolia,1144201,SPECIES,Vent.
1144203,xxParnassia kotzebuei,1144201,SPECIES,
1144207,xxParnassia parviflora,1144201,SPECIES,
1142738,xxSedum hispanicum,1142727,SPECIES,L.
1142741,xxSedum lanceolatum,1142727,SPECIES,Torr.
1142747,xxSedum purpureum,1142727,SPECIES,Link
1142748,xxSedum reflexum,1142727,SPECIES,L.
1142759,xxSedum villosum,1142727,SPECIES,L.
1146019,xxHeracleum lanatum,1146017,SPECIES,Michaux
1146956,xxAbies balsamea,1146948,SPECIES,(L.) Mill.
1146957,xxAbies bracteata,1146948,SPECIES,
1146958,xxAbies concolor,1146948,SPECIES,Hoops
1146960,xxAbies fraseri,1146948,SPECIES,(Pursh) Poir.
1146961,xxAbies grandis,1146948,SPECIES,
1146962,xxAbies lasiocarpa,1146948,SPECIES,
1146963,xxAbies magnifica,1146948,SPECIES,
1146966,xxAbies procera,1146948,SPECIES,Rehder
1143827,xxMedicago lupulina,1091789,SPECIES,L.
1145831,xxAralia californica,1145830,SPECIES,S. Wats.
1145833,xxAralia nudicaulis,1145830,SPECIES,L.
1145835,xxAralia racemosa,1145830,SPECIES,L.
1145836,xxAralia spinosa,1145830,SPECIES,L.
1143879,xxPsoralea argophylla,1143878,SPECIES,
1143880,xxPsoralea cuspidata,1143878,SPECIES,
1142853,xxRibes americanum,1142852,SPECIES,Mill.
1142854,xxRibes aureum,1142852,SPECIES,Pursh
1141031,xxPrunella vulgaris,1141029,SPECIES,L.
1141041,xxScutellaria galericulata,1141040,SPECIES,L.
1146218,xxEquisetum fluviatile,1146216,SPECIES,L.
1146220,xxEquisetum hyemale,1146216,SPECIES,L.
1143817,xxLupinus argenteus,1143815,SPECIES,Pursh
1146227,xxEquisetum scirpoides,1146216,SPECIES,Michaux
1146975,xxLarix laricina,1146974,SPECIES,(Du Roi) K.Koch; (DuRoi) K.Koch; C. Koch.
1146976,xxLarix occidentalis,1146974,SPECIES,Nutt.
1146978,xxPicea abies,1079181,SPECIES,
1146982,xxPicea mariana,1079181,SPECIES,(Mill.) BSP
1146985,xxPicea sitchensis,1079181,SPECIES,(Bong.) Carr.; Trauto & Mey
1146996,xxPinus lambertiana,1146952,SPECIES,Dougl.
1146999,xxPinus mugo,1146952,SPECIES,Turra
1147000,xxPinus nigra,1146952,SPECIES,
1147003,xxPinus resinosa,1146952,SPECIES,Aiton
1147005,xxPinus strobus,1146952,SPECIES,L.
1147006,xxPinus sylvestris,1146952,SPECIES,L.
1141718,xxEpilobium clavatum,1141715,SPECIES,Trel.
1141720,xxEpilobium hirsutum,1141715,SPECIES,L.
1143847,xxOxytropis podocarpa,1091883,SPECIES,A. Gray
1143851,xxOxytropis viscida,1091883,SPECIES,Nutt.
1142859,xxRibes hudsonianum,1142852,SPECIES,Richard
1142862,xxRibes missouriense,1142852,SPECIES,Nutt.; Nutt. ex Torr.
1142864,xxRibes odoratum,1142852,SPECIES,
1142866,xxRibes rotundifolium,1142852,SPECIES,
1142867,xxRibes rubrum,1142852,SPECIES,L.
1142868,xxRibes setosum,1142852,SPECIES,Lindl.
1142870,xxRibes triste,1142852,SPECIES,Pall.
1143911,xxTrifolium repens,1092351,SPECIES,L.
1143916,xxVicia caroliniana,1143914,SPECIES,Walt.
1143917,xxVicia cracca,1143914,SPECIES,L.
1143918,xxVicia villosa,1143914,SPECIES,Roth.
1143630,xxMimosa pigra,1143622,SPECIES,L.
1143631,xxMimosa strigillosa,1143622,SPECIES,
1141810,xxOenothera perennis,1141768,SPECIES,L.
1146229,xxEquisetum sylvaticum,1146216,SPECIES,L.
1147439,xxIsoetes butleri,1147435,SPECIES,Engelm.
1147443,xxIsoetes flaccida,1147435,SPECIES,Shuttlew.
1147446,xxIsoetes howellii,1147435,SPECIES,Engelm.
1147448,xxIsoetes lacustris,1147435,SPECIES,Triana
1147453,xxIsoetes nuttallii,1147435,SPECIES,A. Br.
1147456,xxIsoetes orcuttii,1147435,SPECIES,A. A. Eaton
1147460,xxIsoetes riparia,1147435,SPECIES,Engelm.; Engelm. ex A. Br.
1147462,xxIsoetes saccharata,1147435,SPECIES,Engelm.
1147464,xxIsoetes tuckermanii,1147435,SPECIES,A. Br. ex Engelm.
1147465,xxIsoetes virginica,1147435,SPECIES,Pfeiffer
1147547,xxCyclopeltis semicordata,1147546,SPECIES,
1147549,xxCyrtomium falcatum,1147548,SPECIES,
1147551,xxDryopteris arguta,1147550,SPECIES,
1147552,xxDryopteris cristata,1147550,SPECIES,
1147557,xxDryopteris fragrans,1147550,SPECIES,
1147558,xxDryopteris goldiana,1147550,SPECIES,
1147560,xxDryopteris ludoviciana,1147550,SPECIES,
1147575,xxMatteuccia struthiopteris,1147573,SPECIES,
1147577,xxOnoclea sensibilis,1147576,SPECIES,
1147319,xxFossombronia pusilla,1147318,SPECIES,(L.) Dum.
1147320,xxFossombronia wondraczekii,1147318,SPECIES,(Corda) Dum.
1148309,xxPityrogramma austroamericana,1078059,SPECIES,
1148329,xxCheilanthes covillei,1077955,SPECIES,
1148330,xxCheilanthes feei,1077955,SPECIES,
1148331,xxCheilanthes gracillima,1077955,SPECIES,
1148332,xxCheilanthes lanosa,1077955,SPECIES,
1148336,xxCheilanthes siliquosa,1077955,SPECIES,
1148338,xxCheilanthes villosa,1077955,SPECIES,
1148339,xxCheilanthes wrightii,1077955,SPECIES,
1147337,xxTargionia hypophylla,1147336,SPECIES,L.
1148005,xxDicranopteris flexuosa,1148003,SPECIES,
1148006,xxDicranopteris linearis,1148003,SPECIES,
1148007,xxDicranopteris pectinata,1148003,SPECIES,
1147304,xxBucegia romanica,1147303,SPECIES,Radian
1147310,xxRiccia frostii,1147308,SPECIES,Austin
1147316,xxPeltolepis quadrata,1147315,SPECIES,(Sauter) K. Mull.
1147615,xxAsplenium adiantum-nigrum,1147613,SPECIES,
1147623,xxAsplenium macraei,1147613,SPECIES,
1147624,xxAsplenium nidus,1147613,SPECIES,
1147626,xxAsplenium platyneuron,1147613,SPECIES,
1147629,xxAsplenium trichomanes,1147613,SPECIES,
1147710,xxThelypteris palustris,1147709,SPECIES,
1147711,xxThelypteris phegopteris,1147709,SPECIES,
1147726,xxBlechnum orientale,1147714,SPECIES,
1147672,xxGymnocarpium dryopteris,1147670,SPECIES,
1147744,xxSadleria cyatheoides,1147743,SPECIES,
1147752,xxWoodwardia areolata,1147751,SPECIES,
1147754,xxWoodwardia fimbriata,1147751,SPECIES,
1147773,xxCyathea andina,1147770,SPECIES,
1147774,xxCyathea arborea,1147770,SPECIES,
1148067,xxMarsilea quadrifolia,1148064,SPECIES,
1148179,xxMicrogramma lycopodioides,1148178,SPECIES,
1148194,xxPolypodium hesperium,1148191,SPECIES,
1148489,xxBotrychium dissectum,1078876,SPECIES,
1148490,xxBotrychium lanceolatum,1078876,SPECIES,
1148491,xxBotrychium lunaria,1078876,SPECIES,
1148492,xxBotrychium simplex,1078876,SPECIES,
1148493,xxBotrychium virginianum,1078876,SPECIES,
1136515,xxArctostaphylos uva-ursi,1136511,SPECIES,(L.) Sprengel
1131452,xxSparganium eurycarpum,1131445,SPECIES,Engelm.; Englm.
1135837,xxRumex acetosella,1083856,SPECIES,L.
1146282,xxCalliergon cuspidatum,1146279,SPECIES,(L.) Kindb.
1130102,xxPotamogeton crispus,1130100,SPECIES,L.
1144414,xxSpiraea douglasii,1144408,SPECIES,Hooker
1139723,xxActaea pachypoda,1139722,SPECIES,Ell.
1100306,xxPolypremum procumbens,1100305,SPECIES,L.
1139335,xxBrasenia schreberi,1139334,SPECIES,Gmelin
1137526,xxSalix petiolaris,1137471,SPECIES,J.E. Sm.
1136121,xxThlaspi arvense,1136120,SPECIES,L.
1135972,xxBarbarea vulgaris,1135970,SPECIES,
1136013,xxDescurainia richardsonii,1136012,SPECIES,
1146955,xxAbies amabilis,1146948,SPECIES,(Dougl.) Forbes
1147002,xxPinus ponderosa,1146952,SPECIES,Dougl.; Dougl. ex Laws.; Laws.
1087799,xxWeinmannia pinnata,1087798,SPECIES,L.
1134151,xxSolanum dulcamara,1134144,SPECIES,L.
1132501,xxBaccharis halimifolia,1132500,SPECIES,
1133251,xxNerium oleander,1133249,SPECIES,
1132650,xxCoreopsis lanceolata,1132648,SPECIES,L.
1140756,xxGeranium maculatum,1140751,SPECIES,L.
1139822,xxThalictrum occidentale,1139818,SPECIES,A. Gray
1132671,xxEchinacea angustifolia,1132670,SPECIES,
1133776,xxMertensia virginica,1133772,SPECIES,(L.) Pers.
1133286,xxPlumeria rubra,1133285,SPECIES,
1132696,xxHelenium autumnale,1132695,SPECIES,
1133042,xxLonicera involucrata,1133039,SPECIES,(Richards) Banks
1132738,xxThelesperma simplicifolium,1132736,SPECIES,A. Gray
1132900,xxLactuca canadensis,1132899,SPECIES,L.
1132581,xxCentaurea americana,1132580,SPECIES,
1133321,xxTabernaemontana citrifolia,1133319,SPECIES,L.
1142856,xxRibes glandulosum,1142852,SPECIES,Grauer
1141717,xxEpilobium angustifolium,1141715,SPECIES,L.
1133690,xxGelsemium sempervirens,1133688,SPECIES,
1137024,xxMalvastrum americanum,1137023,SPECIES,(L.) Torrey
1135439,xxAmaranthus palmeri,1135433,SPECIES,
1147628,xxAsplenium resiliens,1147613,SPECIES,
1133946,xxPlantago maritima,1100211,SPECIES,L.
1139186,xxMagnolia acuminata,1139185,SPECIES,L.
1147309,xxRiccia cavernosa,1147308,SPECIES,Hoffm.
