Collection,ID Number,Verbatim name,Parsed name
Vascular Plant,CAN 52244,Cerastium alpinum subsp. lanatum var. arcticum,Cerastium alpinum lanatum arcticum
Bryophyte,CANM 231444,Drepanocladus intermedium,Drepanocladus intermedium
Fossil Vertebrate,CMNFV 54075,Hippotigris shoshonensis,Hippotigris shoshonensis
Vascular Plant,CAN 111676,Taraxacum proprium,Taraxacum proprium
Vascular Plant,CAN 46217,Salix groenlandia,Salix groenlandia
Fossil Vertebrate,CMNFV 54036,Acrohyaenodon acutidens,Acrohyaenodon acutidens
Fossil Vertebrate,CMNFV 54060,Zodiolestes diamonelixensis,Zodiolestes diamonelixensis
Fossil Vertebrate,CMNFV 54065,Bathyopsoides harrisorum,Bathyopsoides harrisorum
Vascular Plant,CAN 359139,Violoa adunca,Violoa adunca
Vascular Plant,CAN 562946,Salix eriocephala subsp. mackenzieana var. watsonii,Salix eriocephala mackenzieana watsonii
Bryophyte,CANM 259201,Drepanocladus aduncus var. typicus,Drepanocladus aduncus typicus
Bryophyte,CANM 170406,Hypnum commutatum,Hypnum commutatum
Bryophyte,CANM 242799,Sphagnum capillceum var. tenellum,Sphagnum capillceum tenellum
Bryophyte,CANM 244590,Sphagnum capillaceium,Sphagnum capillaceium
Lichen,CANL 67359,Clladonia gonecha,Clladonia gonecha
Vascular Plant,CAN 593432,Dodecatheon pubuerulum,Dodecatheon pubuerulum
Vascular Plant,CAN 593432,Dodecatheon cusickii,Dodecatheon cusickii
Vascular Plant,CAN 588735,Scirpus uniglumis,Scirpus uniglumis
Vascular Plant,CAN 468345,Not typical of Salix reptans,Not typical of reptans
Vascular Plant,CAN 174763,Alchemilla hirsuta var. campestris,Alchemilla hirsuta campestris
Vascular Plant,CAN 325630,Thalictrum divicum,Thalictrum divicum
Vascular Plant,CAN 192741,Crepis barbellata,Crepis barbellata
Vascular Plant,CAN 91485,Primula macrapoda,Primula macrapoda
Fossil Vertebrate,CMNFV 13131,Pseudotraquairaspis plana,Pseudotraquairaspis plana
Vascular Plant,CAN 44648,Aconogonon alaskanum var. glabrescens,Aconogonon alaskanum glabrescens
Vascular Plant,CAN 44648,Polygonum alaskanum var. laevimarginatum,Polygonum alaskanum laevimarginatum
Vascular Plant,CAN 44647,Polygonum alpinum var. alaskanum,Polygonum alpinum alaskanum
Vascular Plant,CAN 44647,Polygonum alpinum var. lapathifolium,Polygonum alpinum lapathifolium
Vascular Plant,CAN 44648,Polygonum polymorphum,Polygonum polymorphum
Vascular Plant,CAN 307932,Polygonum spergulariaeformae,Polygonum spergulariaeformae
Vascular Plant,CAN 586461,Poa arctica subsp. caespitosa,Poa arctica caespitosa
Vascular Plant,CAN 62299,Draba hirta var. lejocarpa,Draba hirta lejocarpa
Vascular Plant,CAN 62283,Draba daurica ad D. auream,Draba daurica ad auream
Lichen,CANL 7577,Clasdonia cariosa,Clasdonia cariosa
Vascular Plant,CAN 593883,Schedonnorus arundinacea,Schedonnorus arundinacea
Vascular Plant,CAN 593841,Bromus sitchnsis,Bromus sitchnsis
Bryophyte,CANM 102208,Sphagnum acutifolium var. vinde,Sphagnum acutifolium vinde
Fossil Vertebrate,CMNFV 34214,Pionaspis denisoni,Pionaspis denisoni
Fossil Vertebrate,CMNFV 34178,Pionaspis powensis,Pionaspis powensis
Lichen,CANL 123178,Lichinella stipulata,Lichinella stipulata
Lichen,CANL 123182,Lichinella robusta,Lichinella robusta
Vascular Plant,CAN 552093,Lycopodium selago ssp. arctica,Lycopodium selago arctica
Vascular Plant,CAN 200652,Huperzia appalachiana × selago,Huperzia appalachiana × selago
Vascular Plant,CAN 593846,Pascopyron smithii,Pascopyron smithii
Lichen,CANL 123236,Cladonia pseudoalcicornis,Cladonia pseudoalcicornis
Vascular Plant,CAN 455366,Salix rigida var. mackenzieana,Salix rigida mackenzieana
Vascular Plant,CAN 198135,Alchemilla vulgaris var. vulagaris,Alchemilla vulgaris vulagaris
Vascular Plant,CAN 96041,Gerardia paupercula var. borealis,Gerardia paupercula borealis
Lichen,CANL 11459,Pertusaria velata var. multipuncta,Pertusaria velata multipuncta
NU Fossil Vertebrate,NUFV 229,Aminnae,Aminnae
Bryophyte,CANM 193893,Atrichum undulatum var attecristatum,Atrichum undulatum attecristatum
Bryophyte,CANM 193893,Catharinea selyynii,Catharinea selyynii
Bryophyte,CANM 193892,Atrichum selioynii,Atrichum selioynii
Bryophyte,CANM 193973,Catherinea undulata,Catherinea undulata
Vascular Plant,CAN 74486,Alchemilla arvensis,Alchemilla arvensis
Vascular Plant,CAN 462013,Alchemilla microcarpa,Alchemilla microcarpa
Vascular Plant,CAN 74485,Alchemilla occidentalis,Alchemilla occidentalis
Vascular Plant,CAN 124949,Alchemilla venosa,Alchemilla venosa
Vascular Plant,CAN 229959,Alchemilla vulgaris var. vulgaris,Alchemilla vulgaris vulgaris
Fossil Vertebrate,CMNFV 12530,Cephalaspid indet.,Cephalaspid
Lichen,CANL 123185,Biatorella nannaria,Biatorella nannaria
Vascular Plant,CAN 575082,Alchemilla vulgaris var. vestita,Alchemilla vulgaris vestita
Vascular Plant,CAN 594094,Salix anglorum var. araioclada,Salix anglorum araioclada
Vascular Plant,CAN 229959,Alchemilla minor,Alchemilla minor
Vascular Plant,CAN 233406,Erechtites hieracifolium,Erechtites hieracifolium
Vascular Plant,CAN 587691,Braya thorild-wulffii subsp. thorild-wolffii,Braya thorild-wulffii thorild-wolffii
Vascular Plant,CAN 201871,Arabis drummondi,Arabis drummondi
Vascular Plant,CAN 172859,Arabis canescens,Arabis canescens
Vascular Plant,CAN 117912,Batrachium longirostris,Batrachium longirostris
Vascular Plant,CAN 117910,Batracium longirostris,Batracium longirostris
Vascular Plant,CAN 55317,Batrachium trichophyllum,Batrachium trichophyllum
Vascular Plant,CAN 55318,Ranunculus trichophyllum,Ranunculus trichophyllum
Vascular Plant,CAN 55318,Ranunculus aquatilis var. trichophyllum,Ranunculus aquatilis trichophyllum
Vascular Plant,CAN 126310,Erechtites hieraciifolium,Erechtites hieraciifolium
Vascular Plant,CAN 154750,Saxifraga aestivalis,Saxifraga aestivalis
Vascular Plant,CAN 64905,Saxifragus punctata,Saxifragus punctata
Bryophyte,CANM 117561,Crnodontium gracilescens,Crnodontium gracilescens
Vascular Plant,CAN 154276,Hippuris vulgaris f. terrestris,Hippuris vulgaris terrestris
Vascular Plant,CAN 561496,Hippuris vulgaris fo. submersa,Hippuris vulgaris submersa
Vascular Plant,CAN 569507,Echinochloa crus-galli var. mitis,Echinochloa crus-galli mitis
Vascular Plant,CAN 228943,Echinochloa frumentacea,Echinochloa frumentacea
Vascular Plant,CAN 231094,Echinochloa pungens var. weigandii,Echinochloa pungens weigandii
Vascular Plant,CAN 9260,Panicum crus-galli,Panicum crus-galli
Vascular Plant,CAN 115661,Echinochloa longiseta,Echinochloa longiseta
Lichen,CANL 9806,Cladonia transcendens f. squamulosa,Cladonia transcendens squamulosa
Lichen,CANL 62157,Cladonia turgida f. corniculata,Cladonia turgida corniculata
Vascular Plant,CAN 52531,Cerastium glabrum,Cerastium glabrum
Vascular Plant,CAN 92700,Pluirogyne rotata,Pluirogyne rotata
Vascular Plant,CAN 338788,Lotus corniculata,Lotus corniculata
Fossil Vertebrate,CMNFV 34000,Pteraspidiforme gen. & sp. nov.,Pteraspidiforme
Bryophyte,CANM 175333,Calliergon circulifolium,Calliergon circulifolium
Bryophyte,CANM 175734,Hygrohypnum ochraceum var. flaccidum,Hygrohypnum ochraceum flaccidum
Lichen,CANL 5009,Biatora flavidolivens,Biatora flavidolivens
Lichen,CANL 71997,"Peltigera  cfr, degenii",Peltigera cfr
Bryophyte,CANM 219933,Hypnum alleghaniense,Hypnum alleghaniense
Bryophyte,CANM 246486,Rhytidiadelphus squarrosum,Rhytidiadelphus squarrosum
Bryophyte,CANM 230785,Rhytidiadelphus squarrosum var. calvescens,Rhytidiadelphus squarrosum calvescens
Bryophyte,CANM 230778,Hylocomnium brevirostre,Hylocomnium brevirostre
Bryophyte,CANM 298604,Schistidium viride,Schistidium viride
Bryophyte,CANM 229742,Grimmia arpicola,Grimmia arpicola
Bryophyte,CANM 268726,Grimmia alpicol,Grimmia alpicol
Lichen,CANL 9623,Cladonia subsquamosa f. luscurians,Cladonia subsquamosa luscurians
Lichen,CANL 9624,Cladonia subsquamosa var. pulverulenta,Cladonia subsquamosa pulverulenta
Lichen,CANL 9695,Cladonis subsquamosa,Cladonis subsquamosa
Vascular Plant,CAN 569226,Typha latifolia f. ambigua,Typha latifolia ambigua
Vascular Plant,CAN 591221,Koelleria cf. macrantha,Koelleria macrantha
Vascular Plant,CAN 591753,Carex adjusta,Carex adjusta
Vascular Plant,CAN 591708,Dichanthelium acuminatus var. fasciculatum,Dichanthelium acuminatus fasciculatum
Lichen,CANL 46433,Cladonia squamosa multibrachiata,Cladonia squamosa multibrachiata
Lichen,CANL 9566,"Cladonia squamosa var, muricella",Cladonia squamosa var
Lichen,CANL 9627,Cladonia squamosa var. denticollis f. muricella,Cladonia squamosa denticollis muricella
Lichen,CANL 9543,Cladonia squamosa f. murina,Cladonia squamosa murina
Lichen,CANL 9575,Cladonia squamosa phyllocorea,Cladonia squamosa phyllocorea
Lichen,CANL 9630,Cladonia squamosa f. levicorticata,Cladonia squamosa levicorticata
Lichen,CANL 107631,Cladonia squamosa var. squamosa,Cladonia squamosa squamosa
Lichen,CANL 72006,Cetraria pinastri,Cetraria pinastri
Lichen,CANL 16686,Ramalina calicaris var. farinacea,Ramalina calicaris farinacea
Lichen,CANL 5541,Biatora varians,Biatora varians
Vascular Plant,CAN 386270,Corispermum villosum var. hookeri,Corispermum villosum hookeri
Vascular Plant,CAN 406466,Corispermum hyssopifoliom,Corispermum hyssopifoliom
Vascular Plant,CAN 170272,Corispermum rydbergii,Corispermum rydbergii
Lichen,CANL 7348,Cladonia cornutoradiata f. radiata,Cladonia cornutoradiata radiata
Lichen,CANL 7343,Cladonia cornutoradiata f. subulata,Cladonia cornutoradiata subulata
Vascular Plant,CAN 63105,Arabis kamtschatica,Arabis kamtschatica
Vascular Plant,CAN 255113,Arabis lyrata ssp. kamtschatica,Arabis lyrata kamtschatica
Bryophyte,CANM 111762,Schistidium apocarpum var. alpicola,Schistidium apocarpum alpicola
Bryophyte,CANM 286859,Schistidum viride,Schistidum viride
Bryophyte,CANM 286859,Schistidum dupretii,Schistidum dupretii
Vascular Plant,CAN 62035,Draba aureiformis Rydb.,Draba aureiformis
Vascular Plant,CAN 345825,Polygonum douglasii × spergulariiforme,Polygonum douglasii × spergulariiforme
Vascular Plant,CAN 591725,Achantherum nelsonii subsp. dorei,Achantherum nelsonii dorei
Lichen,CANL 47445,Crocynia lamiginora,Crocynia lamiginora
Vascular Plant,CAN 119968,Nicandra physaloides,Nicandra physaloides
Vascular Plant,CAN 43851,Polygonum coarctactum,Polygonum coarctactum
Vascular Plant,CAN 43831,Polygonum austinae,Polygonum austinae
Vascular Plant,CAN 591926,Salix petiolaris var. angustifolia,Salix petiolaris angustifolia
Vascular Plant,CAN 127824,Draba bellii var gracilis,Draba bellii gracilis
Vascular Plant,CAN 590060,Salix cordata var. abrasa,Salix cordata abrasa
Vascular Plant,CAN 591918,Salix petiolaris var. petiolaris,Salix petiolaris petiolaris
Vascular Plant,CAN 590048,Salix richardsonii var mckeandi,Salix richardsonii mckeandi
Vascular Plant,CAN 404400,Bupleurum americanum var. alpinum,Bupleurum americanum alpinum
Vascular Plant,CAN 220848,Allosorus gracilis,Allosorus gracilis
Vascular Plant,CAN 590047,Salix richardsonii var. mckeandii,Salix richardsonii mckeandii
Bryophyte,CANM 139819,Schistostega osmundaceae,Schistostega osmundaceae
Vascular Plant,CAN 63237,Arabis lyrata var. glabrata,Arabis lyrata glabrata
Lichen,CANL 110812,Cladonia crispata ssp. centrariiformis,Cladonia crispata centrariiformis
Lichen,CANL 9577,Cladonia squamosa f. muricella,Cladonia squamosa muricella
Fossil Vertebrate,CMNFV 53997,Martes cf paleosinensis,Martes paleosinensis
Fish,CMNFI 1969-0334.8,Notoscopelus respendens,Notoscopelus respendens
Lichen,CANL 9581,Cladonia crispata var. dilacerata f. rigidula,Cladonia crispata dilacerata rigidula
Fossil Vertebrate,CMNFV 30477,Ariaspis alata,Ariaspis alata
NU Palaeobotany,NUPB 171,Cornua tapiae,Cornua tapiae
NU Palaeobotany,NUPB 175,Variramus tozeri,Variramus tozeri
NU Palaeobotany,NUPB 172,Cornua engelii,Cornua engelii
NU Palaeobotany,NUPB 173,Vallacerta chinae,Vallacerta chinae
NU Palaeobotany,NUPB 174,Variramus gleseri,Variramus gleseri
NU Palaeobotany,NUPB 176,Variramus wisei,Variramus wisei
NU Palaeobotany,NUPB 177,Schulzyocha churchillii,Schulzyocha churchillii
NU Palaeobotany,NUPB 178,Schulzyocha lurveyi,Schulzyocha lurveyi
NU Palaeobotany,NUPB 180,Schulzyocha ruppelii,Schulzyocha ruppelii
NU Palaeobotany,NUPB 181,Umpiocha thorsteinssoni,Umpiocha thorsteinssoni
NU Palaeobotany,NUPB 182,Umpiocha umpiensis,Umpiocha umpiensis
NU Palaeobotany,NUPB 185,Nikolaevia symbolica,Nikolaevia symbolica
NU Palaeobotany,NUPB 179,Schulzyocha poweri,Schulzyocha poweri
NU Palaeobotany,NUPB 183,Lepidodiscus annamariae,Lepidodiscus annamariae
NU Palaeobotany,NUPB 184,Blochia magna,Blochia magna
Fossil Vertebrate,CMNFV 12530,Cephalaspidae,Cephalaspidae
Bryophyte,CANM 202740,Cirriphyllum illecebrum,Cirriphyllum illecebrum
Bryophyte,CANM 329106,Raphidostegium roellii,Raphidostegium roellii
Bryophyte,CANM 329104,Hypnum roellii,Hypnum roellii
Lichen,CANL 16648,Fistulariella miniscula,Fistulariella miniscula
Vascular Plant,CAN 591926,Salix humilis var. repediuscula,Salix humilis repediuscula
Bryophyte,CANM 154055,Orthotrichum porteri,Orthotrichum porteri
Bryophyte,CANM 128917,Microbryum floerfeanum,Microbryum floerfeanum
Vascular Plant,CAN 2307,Cryptogramma acrostichoides var. sitchense,Cryptogramma acrostichoides sitchense
Vascular Plant,CAN 327754,Cryptogramma crispa var. sitchensis,Cryptogramma crispa sitchensis
Bryophyte,CANM 134477,Grimmia apocarpa var. gracilis,Grimmia apocarpa gracilis
Bryophyte,CANM 126139,Tortella tortuosa var. arctica,Tortella tortuosa arctica
Lichen,CANL 37796,Cladonia squamosa f. clavariella,Cladonia squamosa clavariella
Lichen,CANL 9615,Cladonia squamosa var. denticollis,Cladonia squamosa denticollis
Lichen,CANL 46428,Cladonua squamosa denticollis,Cladonua squamosa denticollis
Bryophyte,CANM 146324,Mnium longirostrum,Mnium longirostrum
Lichen,CANL 56738,Cladonia squam,Cladonia squam
Fossil Vertebrate,CMNFV 21861,Ophthalmosauria indet.,Ophthalmosauria
Lichen,CANL 58816,Rocella,Rocella
Vascular Plant,CAN 481524,Polygonum douglassis,Polygonum douglassis
Vascular Plant,CAN 2312,Peltaea gracilis,Peltaea gracilis
Vascular Plant,CAN 285445,Arabislyrata,Arabislyrata
Vascular Plant,CAN 590074,Salix interior f. wheeleri,Salix interior wheeleri
Bryophyte,CANM 192707,Hypnum oakesii,Hypnum oakesii
Vascular Plant,CAN 253178,Calamagrostis vaseyi,Calamagrostis vaseyi
Lichen,CANL 56014,Ochrolechia rosella,Ochrolechia rosella
Lichen,CANL 35282,Haematomma lappocicum,Haematomma lappocicum
Vascular Plant,CAN 95524,Pycnanthemum aristatum,Pycnanthemum aristatum
Vascular Plant,CAN 40018,Elymus mollis between var. villosus & var. villosissimus,Elymus mollis between villosus
Vascular Plant,CAN 88360,Phyllodoce taxifolia,Phyllodoce taxifolia
Vascular Plant,CAN 88359,Menziesia caerulea,Menziesia caerulea
Vascular Plant,CAN 63235,Arabis ambigua,Arabis ambigua
Vascular Plant,CAN 63234,Arabis ambigue,Arabis ambigue
Vascular Plant,CAN 386270,Corispermum marginale,Corispermum marginale
Vascular Plant,CAN 517581,Corispermum hyssopifolium var. hyssopifolium,Corispermum hyssopifolium hyssopifolium
Vascular Plant,CAN 214953,Corispermum ovata,Corispermum ovata
Bryophyte,CANM 141801,Webera annotina,Webera annotina
Vascular Plant,CAN 108423,Artemisia hokkeriana,Artemisia hokkeriana
Bryophyte,CANM 243931,Scorpidium scorpoides,Scorpidium scorpoides
Bryophyte,CANM 166915,Pterigyandrum filiforme,Pterigyandrum filiforme
Vascular Plant,CAN 294601,Typha laxmanni,Typha laxmanni
Vascular Plant,CAN 131542,Typha latifolia var. media Syme,Typha latifolia media
Fossil Vertebrate,CMNFV 53940,Paleonisciformes,Paleonisciformes
Vascular Plant,CAN 108426,Artemisia ludoviciana var. douglasiana,Artemisia ludoviciana douglasiana
Vascular Plant,CAN 130522,Cryptogramme crispa,Cryptogramme crispa
Vascular Plant,CAN 341681,Allosurus crispus,Allosurus crispus
Lichen,CANL 113784,Pannaria russellii,Pannaria russellii
Bryophyte,CANM 275626,Mnium orthorrhychium,Mnium orthorrhychium
Bryophyte,CANM 146490,Mnium serratium,Mnium serratium
Bryophyte,CANM 135429,Grimmia pennsylvanica,Grimmia pennsylvanica
Bryophyte,CANM 275367,Mnium orthorrhnchum,Mnium orthorrhnchum
Bryophyte,CANM 242961,Porotrichum alleghaniense,Porotrichum alleghaniense
Fossil Vertebrate,CMNFV 53959,Palaeoniscus alberti,Palaeoniscus alberti
Vascular Plant,CAN 209517,Corispermum simplicissimum,Corispermum simplicissimum
Lichen,CANL 9621,Cladonia squamosa turfacea,Cladonia squamosa turfacea
Lichen,CANL 9636,Cladonia strepsilis var. glabrata,Cladonia strepsilis glabrata
Lichen,CANL 8332,Cladonia stricta var. stricta,Cladonia stricta stricta
Vascular Plant,CAN 447161,Corispermum hyssopfolium,Corispermum hyssopfolium
Vascular Plant,CAN 50434,Corispermumhyssipifolium,Corispermumhyssipifolium
Bryophyte,CANM 231681,Helodium paludosum var. helioides,Helodium paludosum helioides
Bryophyte,CANM 188222,Crepanium fertile,Crepanium fertile
Vascular Plant,CAN 591908,Salix serissima x lucida,Salix serissima × lucida
Vascular Plant,CAN 386270,Corispermum hyssopifolium var. hyssopilfolium,Corispermum hyssopifolium hyssopilfolium
Lichen,CANL 31798,Alectoria virens,Alectoria virens
Vascular Plant,CAN 548881,Typha dominguensis,Typha dominguensis
Bryophyte,CANM 136686,Rhacomitrium canescens var. erocoides,Rhacomitrium canescens erocoides
Bryophyte,CANM 136975,Rhacomitrium heterostichum var. affine fo. obtusum,Rhacomitrium heterostichum affine obtusum
Bryophyte,CANM 168946,Hypnum scitum,Hypnum scitum
Bryophyte,CANM 168949,Thuidium scita,Thuidium scita
Lichen,CANL 46435,Cladonia squamosa squamosissima,Cladonia squamosa squamosissima
Lichen,CANL 47306,Cladonia squamosa squamossimum,Cladonia squamosa squamossimum
Vascular Plant,CAN 61978,Draba palandriana,Draba palandriana
Vascular Plant,CAN 39666,Agropyron richardsoni var. tenerum,Agropyron richardsoni tenerum
Vascular Plant,CAN 39666,Agropyron trachycaulum var. typicum,Agropyron trachycaulum typicum
Vascular Plant,CAN 39666,Agropyron pauciflorum subsp. pauciflorum,Agropyron pauciflorum pauciflorum
Vascular Plant,CAN 514033,Agropyron trachycaulum × Hordeum jubatum,Agropyron trachycaulum × Hordeum jubatum
Vascular Plant,CAN 247466,Taraxacum pumilus,Taraxacum pumilus
Fossil Vertebrate,CMNFV 53717,Homo heidelbergensis,Homo heidelbergensis
Fossil Vertebrate,CMNFV 53717,Homo rhodesiensis,Homo rhodesiensis
Bryophyte,CANM 231742,Pterigynandrum filiforme var. minus,Pterigynandrum filiforme minus
Vascular Plant,CAN 65689,Saxifraga cernua var. latibracteata,Saxifraga cernua latibracteata
Vascular Plant,CAN 596686,Poa langeana,Poa langeana
Vascular Plant,CAN 330009,Chrysosplenium ioense,Chrysosplenium ioense
Vascular Plant,CAN 65728,Saxifraga cernua var. exilioides,Saxifraga cernua exilioides
Vascular Plant,CAN 65729,Saxifraga cernua f. bulbillosa,Saxifraga cernua bulbillosa
Vascular Plant,CAN 61247,Vesicaria arctica,Vesicaria arctica
Vascular Plant,CAN 61247,Vesicaria ludoviciana var. arenosa,Vesicaria ludoviciana arenosa
Vascular Plant,CAN 61247,Vesicaria didymocarpa,Vesicaria didymocarpa
Vascular Plant,CAN 556816,Isanthus caeruleus,Isanthus caeruleus
Vascular Plant,CAN 111519,Taraxacum canadense,Taraxacum canadense
Vascular Plant,CAN 312076,Saxifrage rivularis,Saxifrage rivularis
Vascular Plant,CAN 582337,Parnassia kotzebui,Parnassia kotzebui
Vascular Plant,CAN 49023,Salix pedicillaris var. hyperglauca,Salix pedicillaris hyperglauca
Lichen,CANL 109602,Sarcogyne urceolata,Sarcogyne urceolata
Lichen,CANL 123014,Teleoschistes contortuplicatus,Teleoschistes contortuplicatus
Vascular Plant,CAN 258766,Saxifraga nivalis var. nivalis,Saxifraga nivalis nivalis
Vascular Plant,CAN 65165,Saxifraga nivalis var. labradorica,Saxifraga nivalis labradorica
Vascular Plant,CAN 595826,Salix barclayi × S. pulchra,Salix barclayi × S. pulchra
