speckey,scientific_name,collection,rank,ancestors,catalog_count
1134087,Browallia,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | Polemoniales | xxSolanaceae,0
1143144,Brownea,Botany,GENUS,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Caesalpinioideae, Amherstieae",0
1142918,Brownea,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Caesalpinioideae,0
1093413,Buchenavia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Combretaceae,0
1141110,Buchenavia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxCombretaceae,0
1141977,Bunchosia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Polygalales | Malpighiaceae,0
1094697,Bunchosia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Polygalales | Malpighiaceae,0
1095832,Bunium,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Apiales | Apiaceae,0
1145976,Bunium,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | Umbellales | xxUmbelliferae,0
1095006,Bursera simaruba,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Burseraceae | Bursera,2
1144962,Bursera simaruba,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | xxBurseraceae | Bursera,2
1024524,Byblis,Zoology,GENUS,Animalia | Arthropoda | Crustacea | Malacostraca | Eumalacostraca | Peracarida | Amphipoda | Gammaridea | Ampeliscoidea | Ampeliscidae,0
1142665,Byblis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Nepenthales | Droseraceae,0
1094702,Byrsonima crassifolia,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Polygalales | Malpighiaceae | Byrsonima,2
1141991,Byrsonima crassifolia,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Polygalales | Malpighiaceae | Byrsonima,2
1146122,Byrsonima crassifolia,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Polygalales | Malpighiaceae | Byrsonima,2
1090716,Caesalpinia decapetala,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae | Caesalpinia,1
1143206,Caesalpinia decapetala,Botany,SPECIES,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Caesalpinioideae, Caesalpinieae | Caesalpinia",1
1090752,Calopogonium,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae,0
1143998,Calopogonium,Botany,GENUS,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae, Phaseoleae",0
1143744,Calopogonium,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae,0
1146141,Calopogonium,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae,0
1090756,Canavalia brasiliensis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae | Canavalia,1
1143749,Canavalia brasiliensis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae | Canavalia,1
1134256,Canthium,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,0
1102899,Canthium,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,0
1134099,Capsicum,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | Polemoniales | xxSolanaceae,0
1096966,Capsicum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Solanales | Solanaceae,0
1090783,Caragana,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae,0
1143952,Caragana,Botany,GENUS,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae, Galegeae",0
1090784,Caragana arborescens,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae | Caragana,13
1143953,Caragana arborescens,Botany,SPECIES,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae, Galegeae | Caragana",3
1081189,Carpinus betulus,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Fagales | Betulaceae | Carpinus,2
1138306,Carpinus betulus,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxHamamelidae | xxFagales | Carpinaceae | Carpinus,2
1081190,Carpinus caroliniana,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Fagales | Betulaceae | Carpinus,32
1138307,Carpinus caroliniana,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxHamamelidae | xxFagales | Carpinaceae | Carpinus,31
1080824,Carya,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Juglandales | Juglandaceae,1
1138636,Carya,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxHamamelidae | xxJuglandales | xxJuglandaceae,0
1143240,Cassia occidentalis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae | Cassia,2
1142948,Cassia occidentalis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae | Cassia,2
1080897,Castanopsis chrysophylla,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Fagales | Fagaceae | Castanopsis,1
1138341,Castanopsis chrysophylla,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxHamamelidae | xxFagales | xxFagaceae | Castaneoideae | Castanopsis,1
1080643,Castilla elastica,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Urticales | Moraceae | Castilla,1
1138754,Castilla elastica,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Urticales | xxMoraceae | Castilla,1
1138880,Cecropia peltata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Urticales | xxUrticaceae | Cecropia,1
1080645,Cecropia peltata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Urticales | Moraceae | Cecropia,1
1078939,Ceratopteris thalictroides,Botany,SPECIES,Plantae | Parkeriaceae | Ceratopteris,3
1148296,Ceratopteris thalictroides,Botany,SPECIES,Plantae | Filicinophyta | Filicopsida | xxPteridales | Parkeriaceae | Ceratopteris,3
1096978,Cestrum nocturnum,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Solanales | Solanaceae | Cestrum,1
1134104,Cestrum nocturnum,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | Polemoniales | xxSolanaceae | Cestrum,1
1090811,Chamaecrista flexuosa,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae | Chamaecrista,0
1143259,Chamaecrista flexuosa,Botany,SPECIES,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Caesalpinioideae, Cassieae | Chamaecrista",0
1102236,Chilopsis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Bignoniaceae,0
1134879,Chilopsis,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxBignoniaceae,0
1099139,Clerodendrum inerme,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Verbenaceae | Clerodendrum,1
1141048,Clerodendrum inerme,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Verbenaceae | Clerodendrum,1
1080366,Cocculus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Ranunculales | Menispermaceae,0
1139665,Cocculus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Ranunculales | Menispermaceae,0
1130473,Cocos,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxArecidae | xxArecales | Palmae,0
1108864,Cocos,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Arecidae | Arecales | Arecaceae,0
1113722,Colchicum,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae,0
1131881,Colchicum,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxLiliaceae | Melanthioideae,0
1088655,Coleogyne ramosissima,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | Rosaceae | Coleogyne,1
1144279,Coleogyne ramosissima,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | Rosaceae | Coleogyne,1
1090855,Colutea,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae,0
1143757,Colutea,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae,0
1093335,Conostegia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Melastomataceae,0
1141277,Conostegia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Melastomataceae,0
1079880,Coptis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Ranunculales | Ranunculaceae,0
1139772,Coptis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Ranunculales | Ranunculaceae,0
1092700,Crypteroniaceae,Botany,FAMILY,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales,0
1141167,Crypteroniaceae,Botany,FAMILY,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales,0
1141063,Ctenolophon,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | xxLinales | Ctenolophonaceae,0
1141085,Ctenolophon,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | xxLinales | xxLinaceae,0
1092656,Cuphea parsonsia,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Lythraceae | Cuphea,1
1141191,Cuphea parsonsia,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxLythraceae | Cuphea,1
1142008,Curatella americana,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Polygalales | Malpighiaceae | Curatella,2
1136180,Curatella americana,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Dilleniales | xxDilleniaceae | Curatella,2
1111445,Cymbopogon,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Poales | Poaceae,0
1131160,Cymbopogon,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Commelinidae | xxCyperales | xxGramineae,0
1098742,Cynoglossum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Boraginaceae,0
1133756,Cynoglossum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Boraginaceae,0
1140896,Cynoglossum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Boraginaceae,0
1081317,Cyphomeris gypsophiloides,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Caryophyllales | Nyctaginaceae | Cyphomeris,1
1135715,Cyphomeris gypsophiloides,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxCaryophyllidae | xxCaryophyllales | xxNyctaginaceae | Cyphomeris,1
1118563,Cystophora,Zoology,GENUS,Animalia | Chordata | Vertebrata | Mammalia | Carnivora | Caniformia | Arctoidea | Pinnipedia | Phocidae,0
1166405,Cystophora,Botany,GENUS,Plantae | Phaeophycophyta | Phaeophyceae | Fucales | Cystoseiraceae,0
1092705,Daphnopsis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Thymeliaceae,0
1141866,Daphnopsis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Thymelaeaceae,0
1088038,Decumaria barbara,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | Saxifragaceae | Decumaria,1
1142873,Decumaria barbara,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | Hydrangeaceae | Decumaria,1
1091001,Desmanthus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae,0
1143600,Desmanthus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Mimosoideae,0
1143666,Desmanthus,Botany,GENUS,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Mimosoideae, Mimoseae",0
1080534,Dicentra,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Papaverales | Fumariaceae,0
1139381,Dicentra,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Papaverales | Fumariaceae,0
1113747,Dichelostemma,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae,0
1131568,Dichelostemma,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | Alliaceae,0
1091081,Dichrostachys,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae,0
1143602,Dichrostachys,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Mimosoideae,0
1100798,Digitalis purpurea,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Scrophulariaceae | Digitalis,3
1135254,Digitalis purpurea,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxScrophulariaceae | Digitalis,3
1084702,Dionaea,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Nepenthales | Droseraceae,0
1137541,Dionaea,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Nepenthales | Droseraceae,0
1080320,Diphylleia cymosa,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Ranunculales | Berberidaceae | Diphylleia,1
1139708,Diphylleia cymosa,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Ranunculales | Podophyllaceae | Diphylleia,1
1086137,Diplotaxis muralis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Capparales | Brassicaceae | Diplotaxis,2
1136018,Diplotaxis muralis,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxDilleniidae | xxCapparales | xxCruciferae | Diplotaxis,1
1092710,Dirca,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Thymeliaceae,0
1141878,Dirca,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Thymelaeaceae,0
1094064,Ditta,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae,0
1140460,Ditta,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae,0
1087640,Dodecatheon,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Primulales | Primulaceae,0
1137452,Dodecatheon,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Primulales | Primulaceae,0
1098756,Echium,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Boraginaceae,0
1133761,Echium,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Boraginaceae,0
1140900,Echium,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Boraginaceae,0
1098762,Echium vulgare,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Boraginaceae | Echium,23
1133762,Echium vulgare,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Boraginaceae | Echium,21
1140903,Echium vulgare,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Boraginaceae | Echium,21
1084139,Elaeocarpus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Elaeocarpaceae,0
1136850,Elaeocarpus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | xxElaeocarpaceae,0
1079152,Ephedra torreyana,Botany,SPECIES,Plantae | Ephedraceae | Ephedra,2
1147271,Ephedra torreyana,Botany,SPECIES,Plantae | Gnetophyta | Gnetopsida | Ephedrales | Ephedraceae | Ephedra,2
1084306,Eremalche exilis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Malvaceae | Eremalche,1
1136948,Eremalche exilis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | xxMalvaceae | Eremalche,1
1113767,Eremocrinum albomarginatum,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae | Eremocrinum,1
1132001,Eremocrinum albomarginatum,Botany,SPECIES,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxLiliaceae | Eremocrinum,1
1093608,Eremolepis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Santalales | Eremolepidaceae,0
1144566,Eremolepis,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | xxSantalales | xxLoranthaceae,0
1083239,Eriogonum annuum,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Polygonales | Polygonaceae | Eriogonum,1
1135828,Eriogonum annuum,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Polygonales | Polygonaceae | Rumicoideae | xxEriogonum,1
1102974,Ernodea,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,0
1134358,Ernodea,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,0
1095953,Eryngium foetidum,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Apiales | Apiaceae | Eryngium,1
1146009,Eryngium foetidum,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | Umbellales | xxUmbelliferae | Eryngium,1
1091103,Erythrina flabelliformis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae | Erythrina,2
1144053,Erythrina flabelliformis,Botany,SPECIES,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae, Phaseoleae | Erythrina",2
1113796,Erythronium purpurascens,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae | Erythronium,2
1132009,Erythronium purpurascens,Botany,SPECIES,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxLiliaceae | Erythronium,1
1080585,Eucommiaceae,Botany,FAMILY,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Eucommiales,0
1138260,Eucommiaceae,Botany,FAMILY,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxHamamelidae | xxEucommiales,0
1087796,Eucryphiaceae,Botany,FAMILY,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales,0
1142843,Eucryphiaceae,Botany,FAMILY,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales,0
1092781,Eugenia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Myrtaceae,0
1141335,Eugenia,Botany,GENUS,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxMyrtaceae | Myrtoideae, Myrteae",0
1141479,Eugenia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxMyrtaceae,0
1092789,Eugenia confusa,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Myrtaceae | Eugenia,2
1141350,Eugenia confusa,Botany,SPECIES,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxMyrtaceae | Myrtoideae, Myrteae | Eugenia",2
1092810,Eugenia rhombea,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Myrtaceae | Eugenia,4
1141374,Eugenia rhombea,Botany,SPECIES,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxMyrtaceae | Myrtoideae, Myrteae | Eugenia",4
1094106,Euphorbia falcata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae | Euphorbia,3
1140221,Euphorbia falcata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae | Euphorbia,3
1140484,Euphorbia falcata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae | Euphorbia,3
1094110,Euphorbia helioscopia,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae | Euphorbia,17
1140486,Euphorbia helioscopia,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae | Euphorbia,16
1140222,Euphorbia hypericifolia,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae | Euphorbia,3
1140489,Euphorbia hypericifolia,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae | Euphorbia,3
1093508,Exocarpos,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Santalales | Santalaceae,0
1144759,Exocarpos,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | xxSantalales | xxSantalaceae,0
1080900,Fagus grandifolia,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Fagales | Fagaceae | Fagus,32
1138514,Fagus grandifolia,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxHamamelidae | xxFagales | xxFagaceae | Fagus,28
1080901,Fagus sylvatica,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Fagales | Fagaceae | Fagus,2
1138519,Fagus sylvatica,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxHamamelidae | xxFagales | xxFagaceae | Fagus,2
1088053,Fendlerella,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | Saxifragaceae,0
1144215,Fendlerella,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxPhiladelphaceae,0
1080571,Fothergilla,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Hamamelidales | Hamamelidaceae,0
1138594,Fothergilla,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxHamamelidae | xxHamamelidales | xxHamamelidaceae,0
1100337,Fraxinus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Oleaceae,1
1135146,Fraxinus,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxOleaceae,0
1103145,Gardenia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,0
1134386,Gardenia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,0
1136540,Gaultheria,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ericales | Ericaceae,0
1087194,Gaultheria,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ericales | Ericaceae,0
1113829,Gloriosa superba,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae | Gloriosa,1
1131884,Gloriosa superba,Botany,SPECIES,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxLiliaceae | Melanthioideae | Gloriosa,1
1084313,Gossypium barbadense,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Malvaceae | Gossypium,1
1136958,Gossypium barbadense,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | xxMalvaceae | Gossypium,1
1095105,Guarea glabra,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Meliaceae | Guarea,2
1145112,Guarea glabra,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Meliaceae | Melioideae | Guarea,2
1140509,Gymnanthes lucida,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae | Gymnanthes,3
1094164,Gymnanthes lucida,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae | Gymnanthes,3
1080576,Hamamelis virginiana,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Hamamelidales | Hamamelidaceae | Hamamelis,37
1138603,Hamamelis virginiana,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxHamamelidae | xxHamamelidales | xxHamamelidaceae | Hamamelis,36
1113834,Hastingsia,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae,0
1132026,Hastingsia,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxLiliaceae,0
1113835,Hastingsia alba,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae | Hastingsia,1
1132027,Hastingsia alba,Botany,SPECIES,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxLiliaceae | Hastingsia,1
1100862,Hebe,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Scrophulariaceae,0
1135273,Hebe,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxScrophulariaceae,0
1130913,Hechtia glomerata,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Zingiberidae | Bromeliales | xxBromeliaceae | Hechtia,1
1113255,Hechtia glomerata,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Zingiberidae | Bromeliales | Bromeliaceae | Hechtia,1
