speckey,scientific_name,collection,rank,ancestors,catalog_count
1131584,Tulbaghia,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | Alliaceae,0
1132126,Tulbaghia,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxLiliaceae,0
1080616,Ulmus alata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Urticales | Ulmaceae | Ulmus,1
1138857,Ulmus alata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Urticales | xxUlmaceae | Ulmus,1
1080617,Ulmus americana,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Urticales | Ulmaceae | Ulmus,36
1138858,Ulmus americana,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Urticales | xxUlmaceae | Ulmus,35
1080624,Ulmus rubra,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Urticales | Ulmaceae | Ulmus,13
1138865,Ulmus rubra,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Urticales | xxUlmaceae | Ulmus,12
1108466,Verbesina virginica,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Asterales | Asteraceae | Verbesina,1
1132753,Verbesina virginica,Botany,SPECIES,"Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxAsterales | xxCompositae | xxAsteroideae, Heliantheae | xxVerbesina",1
1084216,Waltheria indica,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Sterculiaceae | Waltheria,3
1137258,Waltheria indica,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Sterculiaceae | Waltheria,3
1108934,Washingtonia,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Arecidae | Arecales | Arecaceae,0
1130661,Washingtonia,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxArecidae | xxArecales | Palmae,0
1131725,Xiphidium,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxHaemodoraceae,0
1113389,Xiphidium,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Haemodoraceae,0
1095328,Zanthoxylum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Rutaceae,0
1145459,Zanthoxylum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | xxRutaceae,0
1131306,Zea mays,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | xxCyperales | xxGramineae | Zea,3
1113188,Zea mays,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Poales | Poaceae | Zea,5
1146131,xxLeguminosae,Botany,FAMILY,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales,1
1142891,xxLeguminosae,Botany,FAMILY,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales,1
1135314,xxPedicularis arctica,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxScrophulariaceae | xxPedicularis,1
1178928,xxPedicularis arctica,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Orobanchaceae | Pedicularis,0
1110761,xxScirpus fluviatilis,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Cyperales | Cyperaceae | Scirpus,5
1131094,xxScirpus fluviatilis,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | xxCyperales | xxCyperaceae | xxScirpus,5
1108284,xxTaraxacum pumilum,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Asterales | Asteraceae | Taraxacum,11
1132912,xxTaraxacum pumilum,Botany,SPECIES,"Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxAsterales | xxCompositae | Lactucoideae, Lactuceae | xxTaraxacum",11
1081208,Casuarina glauca,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Casuarinales | Casuarinaceae | Casuarina,2
1138242,Casuarina glauca,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxHamamelidae | xxCasuarinales | xxCasuarinaceae | Casuarina,2
1102901,Catesbaea,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,0
1134270,Catesbaea,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,0
1095102,Cedrela,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Meliaceae,0
1145138,Cedrela,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Meliaceae,0
1145081,Cedrela,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Meliaceae | Cedreloideae,0
1099412,Cedronella,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Lamiaceae,0
1133825,Cedronella,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | xxLabiatae,0
1099413,Cedronella canariensis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Lamiaceae | Cedronella,1
1133826,Cedronella canariensis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | xxLabiatae | Cedronella,1
1136755,Ceiba pentandra,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Bombacaceae | Ceiba,2
1084220,Ceiba pentandra,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Bombacaceae | Ceiba,2
1101800,Columnea,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Gesneriaceae,0
1135023,Columnea,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxGesneriaceae,0
1080073,xxRanunculus aquatilis var. capillaceus,Botany,VARIETY,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Ranunculales | Ranunculaceae | Ranunculus | Ranunculus aquatilis,9
1139802,xxRanunculus aquatilis var. capillaceus,Botany,VARIETY,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Ranunculales | Ranunculaceae | Ranunculus | Ranunculus aquatilis,1
1089393,Purshia tridentata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | Rosaceae | Purshia,2
1144374,Purshia tridentata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | Rosaceae | Purshia,2
1112686,Poa leibergii,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Poales | Poaceae | Poa,1
1196088,Poa leibergii,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Poales | Poaceae | Poa,0
1094908,Koelreuteria,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Sapindaceae,0
1148607,Koelreuteria,Botany,GENUS,Plantae,0
1145633,Koelreuteria,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Sapindaceae,0
1105168,xxConyza lyrata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Asterales | Asteraceae | Conyza,1
1132514,xxConyza lyrata,Botany,SPECIES,"Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxAsterales | xxCompositae | Asteroideae, Astereae | xxConyza",1
1081252,Abronia maritima,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Caryophyllales | Nyctaginaceae | Abronia,1
1135693,Abronia maritima,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxCaryophyllidae | xxCaryophyllales | xxNyctaginaceae | Abronia,1
1089953,Acacia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae,2
1144175,Acacia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae,0
1143541,Acacia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Mimosoideae,0
1090010,Adenanthera,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae,0
1143586,Adenanthera,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Mimosoideae,0
1094308,Adolphia californica,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rhamnales | Rhamnaceae | Adolphia,1
1142518,Adolphia californica,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | xxRhamnales | xxRhamnaceae | Adolphia,1
1079702,Adonis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Ranunculales | Ranunculaceae,0
1139725,Adonis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Ranunculales | Ranunculaceae,0
1110847,Aegilops triuncialis,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Poales | Poaceae | Aegilops,2
1194446,Aegilops triuncialis,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Poales | Poaceae | Aegilops,0
1099093,Aegiphila,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Verbenaceae,0
1133902,Aegiphila,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Verbenaceae,0
1094947,Aesculus glabra,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Hippocastanaceae | Aesculus,4
1145068,Aesculus glabra,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | xxHippocastanaceae | Aesculus,4
1114387,Agave americana,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Agavaceae | Agave,2
1131505,Agave americana,Botany,SPECIES,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxAgavaceae | Agave,2
1131506,Agave americana var. expansa,Botany,VARIETY,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxAgavaceae | Agave | Agave americana,1
1114389,Agave americana var. expansa,Botany,VARIETY,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Agavaceae | Agave | Agave americana,0
1095080,Ailanthus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Simaroubaceae,0
1145734,Ailanthus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | xxSimaroubaceae,0
1090027,Albizia julibrissin,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae | Albizia,1
1143591,Albizia julibrissin,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Mimosoideae | Albizia,1
1140323,Alchornea latifolia,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae | Alchornea,1
1093775,Alchornea latifolia,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae | Alchornea,1
1094857,Alectryon,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Sapindaceae,0
1145489,Alectryon,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Sapindaceae,0
1108961,Alocasia,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Arecidae | Arales | Araceae,0
1130122,Alocasia,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxArecidae | xxArales | xxAraceae,0
1099098,Aloysia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Verbenaceae,0
1141045,Aloysia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Verbenaceae,0
1082157,Alternanthera sessilis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Caryophyllales | Amaranthaceae | Alternanthera,2
1135432,Alternanthera sessilis,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxCaryophyllidae | xxCaryophyllales | xxAmaranthaceae | Alternanthera,1
1090033,Alysicarpus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae,0
1143704,Alysicarpus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae,0
1022431,Americorchestia barbarae,Zoology,SPECIES,Animalia | Arthropoda | Crustacea | Malacostraca | Eumalacostraca | Peracarida | Amphipoda | Gammaridea | Talitrida | Talitroidea | Talitridae | Americorchestia,5
1165797,Americorchestia barbarae,Zoology,SPECIES,Animalia | Arthropoda | Crustacea | Malacostraca | Eumalacostraca | Peracarida | Amphipoda | Gammaridea | Talitrida | Talitroidea | Talitridae | Americorchestia,3
1131908,Amianthium muscaetoxicum,Botany,SPECIES,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxLiliaceae | Amianthium,1
1113553,Amianthium muscaetoxicum,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae | Amianthium,1
1098514,Ammobroma,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Lennoaceae,0
1134042,Ammobroma,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | Polemoniales | xxLennoaceae,0
1110957,Ammophila arenaria,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Poales | Poaceae | Ammophila,3
1194648,Ammophila arenaria,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Poales | Poaceae | Ammophila,0
1090059,Amphicarpaea bracteata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae | Amphicarpaea,42
1143707,Amphicarpaea bracteata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae | Amphicarpaea,41
1102221,Amphilophium,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Bignoniaceae,0
1134848,Amphilophium,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxBignoniaceae,0
1098519,Amsinckia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Boraginaceae,6
1140880,Amsinckia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Boraginaceae,0
1095012,Anacardium,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Anacardiaceae,0
1144834,Anacardium,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | xxAnacardiaceae,0
1095013,Anacardium occidentale,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Anacardiaceae | Anacardium,2
1144837,Anacardium occidentale,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | xxAnacardiaceae | Anacardium,2
1087613,Anagallis arvensis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Primulales | Primulaceae | Anagallis,7
1137447,Anagallis arvensis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Primulales | Primulaceae | Anagallis,7
1026967,Ananthura,Zoology,GENUS,Animalia | Arthropoda | Crustacea | Malacostraca | Eumalacostraca | Peracarida | Isopoda | Anthuridea | Antheluridae,0
1026968,Ananthura,Zoology,SPECIES,Animalia | Arthropoda | Crustacea | Malacostraca | Eumalacostraca | Peracarida | Isopoda | Anthuridea | Antheluridae | Ananthura,0
1098534,Anchusa,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Boraginaceae,0
1140883,Anchusa,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Boraginaceae,0
1090060,Andira,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae,0
1143715,Andira,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae,0
1100457,Angelonia angustifolia,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Scrophulariaceae | Angelonia,1
1135224,Angelonia angustifolia,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxScrophulariaceae | Angelonia,1
1082472,Anredera,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Caryophyllales | Basellaceae,0
1135491,Anredera,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxCaryophyllidae | xxCaryophyllales | xxBasellaceae,0
1082475,Anredera leptostachys,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Caryophyllales | Basellaceae | Anredera,1
1135492,Anredera leptostachys,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxCaryophyllidae | xxCaryophyllales | xxBasellaceae | Anredera,1
1145971,Anthriscus sylvestris,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | Umbellales | xxUmbelliferae | Anthriscus,5
1095816,Anthriscus sylvestris,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Apiales | Apiaceae | Anthriscus,5
1130082,Aponogeton,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxAlismatidae | xxNajadales | xxAponogetonaceae,0
1108707,Aponogeton,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Alismatidae | Najadales | Aponogetonaceae,0
502690,Arenaria,Zoology,GENUS,Animalia | Chordata | Vertebrata | Aves | Charadriiformes | Scolopacidae,0
1082501,Arenaria,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Caryophyllales | Caryophyllaceae,2
1079578,Aristolochia macrophylla,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Aristolochiales | Aristolochiaceae | Aristolochia,1
1138947,Aristolochia macrophylla,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxMagnoliidae | xxAristolochiales | xxAristolochiaceae | Aristolochia,1
502889,Armeria,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Plumbaginales | Plumbaginaceae,0
1083958,Armeria,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Plumbaginales | Plumbaginaceae,0
1135776,Armeria,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Plumbaginales | Plumbaginaceae,0
1102884,Asperula,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,2
1134225,Asperula,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,0
1088001,Astilbe,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | Saxifragaceae,0
1144425,Astilbe,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxSaxifragaceae,0
1102047,Asystasia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Acanthaceae,0
1134716,Asystasia,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxAcanthaceae,0
1100478,Aureolaria,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Scrophulariaceae,0
1135227,Aureolaria,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxScrophulariaceae,0
1100479,Aureolaria flava,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Scrophulariaceae | Aureolaria,1
1135228,Aureolaria flava,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxScrophulariaceae | Aureolaria,1
1111103,Avenula pubescens,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Poales | Poaceae | Avenula,1
1194460,Avenula pubescens,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Poales | Poaceae | Avenula,0
1084171,Ayenia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Sterculiaceae,1
1137098,Ayenia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Sterculiaceae,0
1108617,Baldellia ranunculoides,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Alismatidae | Alismatales | Alismataceae | Baldellia,1
1130034,Baldellia ranunculoides,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Alismatidae | Alismatales | xxAlismataceae | Baldellia,1
502681,Bartramia,Zoology,GENUS,Animalia | Chordata | Vertebrata | Aves | Charadriiformes | Scolopacidae,0
1008229,Bartramia,Botany,GENUS,Plantae | Bryophyta | Bryopsida | Bryidae | Bryales | Bartramiaceae,0
1139116,Beilschmiedia,Botany,GENUS,"Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxMagnoliidae | xxMagnoliales | xxLauraceae | Lauroideae, Perseeae",0
1139140,Beilschmiedia,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxMagnoliidae | xxMagnoliales | xxLauraceae,0
1095826,Berula erecta,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Apiales | Apiaceae | Berula,1
1145975,Berula erecta,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | Umbellales | xxUmbelliferae | Berula,1
1080692,Boehmeria,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Urticales | Urticaceae,0
1138875,Boehmeria,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Urticales | xxUrticaceae,0
1170955,Brachyelytrum aristosum,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Poales | Poaceae | Brachyelytrum,6
1194732,Brachyelytrum aristosum,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Poales | Poaceae | Brachyelytrum,0
1085920,Brassica oleracea,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Capparales | Brassicaceae | Brassica,1
1135983,Brassica oleracea,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxDilleniidae | xxCapparales | xxCruciferae | Brassica,1
1087455,Bumelia celastrina,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ebenales | Sapotaceae | Bumelia,1
1136255,Bumelia celastrina,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ebenales | Sapotaceae | Bumelia,1
1093732,Buxus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Buxaceae,0
1140199,Buxus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | xxBuxaceae,0
1109100,Callisia,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Commelinales | Commelinaceae,0
1130954,Callisia,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Commelinidae | xxCommelinales | xxCommelinaceae,0
1084055,Calophyllum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Theales | Clusiaceae,0
1137625,Calophyllum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Theales | xxGuttiferae,0
1084057,Calophyllum inophyllum,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Theales | Clusiaceae | Calophyllum,1
1137626,Calophyllum inophyllum,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Theales | xxGuttiferae | Calophyllum,1
1092764,Calyptranthes,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Myrtaceae,0
1141449,Calyptranthes,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxMyrtaceae,0
1094863,Cardiospermum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Sapindaceae,0
1145525,Cardiospermum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Sapindaceae,0
1113245,Catopsis nitida,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Zingiberidae | Bromeliales | Bromeliaceae | Catopsis,1
1130887,Catopsis nitida,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Zingiberidae | Bromeliales | xxBromeliaceae | Catopsis,1
1087999,Cephalotaceae,Botany,FAMILY,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales,0
1142667,Cephalotaceae,Botany,FAMILY,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales,0
500780,Ceratopteris,Botany,GENUS,Plantae | Parkeriaceae,0
1148292,Ceratopteris,Botany,GENUS,Plantae | Filicinophyta | Filicopsida | xxPteridales | Parkeriaceae,0
1134101,Cestrum,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | Polemoniales | xxSolanaceae,0
1096971,Cestrum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Solanales | Solanaceae,0
1088648,Chamaebatiaria,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | Rosaceae,0
1144273,Chamaebatiaria,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | Rosaceae,0
1100690,Chelone,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Scrophulariaceae,0
1135247,Chelone,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxScrophulariaceae,0
1113707,Chlorogalum angustifolium,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae | Chlorogalum,1
1131969,Chlorogalum angustifolium,Botany,SPECIES,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxLiliaceae | Chlorogalum,1
1078556,Cibotium chamissoi,Botany,SPECIES,Plantae | Filicinophyta | Filicopsida | Filicidae | Dicksoniales | Dicksoniaceae | Cibotium,1
1147901,Cibotium chamissoi,Botany,SPECIES,Plantae | Filicinophyta | Filicopsida | Filicidae | Dicksoniales | Dicksoniaceae | Cibotium,1
1084301,Cienfuegosia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Malvaceae,0
