id,language,catalog_number,collection_code,collection,scientific_name,specimen_name,maker,collector,place_collected,date_collected,place_made,site,culture,date_made,specimen_nature,sex,geologic_age,stage,measurements,description,acquisition_number,item_count,system_count,parent_key,broader_text,whole_part,home_location,note,language_of_material,option1,option2,option3,option4,option5,option6,option7,flag1,flag2,flag3,gbif,publish,loan_allowed,offsite,create_date,created_by,update_date,updated_by,location,location_date,location_levels,condition,condition_date,valuation,valuation_date,legal_status
5584,eng,CMNA 1982-0689,CMNA,Annelid,Mysidobdella borealis,,,"Lavoie, René E.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1969-08-14,,Lavoie-19690814,,,fluid,,,,,,1969-351,3,,,,whole,,"Specimen remarks: /Idr: Madill, Jacqueline, 19 NOV 1981",eng,,,,"Original collector: Lavoie, Rene",,,,false,false,false,false,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:10 UTC,XGVIEWS,,,,,,,,permanent collection
146113,eng,CAN 490584,CAN,Vascular Plant,Lathyrus japonicus var. pellitus,,,"Hazel, F.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1982-07-04,,Hazel-4 JUL 1982,,,,,,,,,,1,,,,whole,,General remarks: Keyword: LATHYRUS REQUEST,eng,,,,"Original collector: Hazel, F.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:36:01 UTC,XGVIEWS,,,,,,,,permanent collection
146111,eng,CAN 469067,CAN,Vascular Plant,Lathyrus japonicus,,,"Clausen, Robert T.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1959-08-14,,CAN 469067-Netagamu R.(QC),,,dry,,,,,,,1,,,,whole,Natural Heritage Building/ Herbarium,General remarks: Keyword: LATHYRUS REQUEST; Scanned 2009,eng,Collecting remarks: Petals purple.,,,"Original collector: Clausen, R.T.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:36:01 UTC,XGVIEWS,Natural Heritage Building/ Herbarium,2014-10-27,,,,,,permanent collection
146110,eng,CAN 469068,CAN,Vascular Plant,Lathyrus japonicus,,,"Clausen, Robert T.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1959-07-29,,Clausen-29 JUL 1959,,,,,,,,,,1,,,,whole,,General remarks: Keyword: LATHYRUS REQUEST,eng,Collecting remarks: Petals pink.,,,"Original collector: Clausen, R.T.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:36:01 UTC,XGVIEWS,,,,,,,,permanent collection
133396,eng,CAN 442813,CAN,Vascular Plant,Lathyrus japonicus,,,"Brisson, Samuel; Bouchard, André; Groulx, M.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1977-07-16,,Brisson-16 JUL 1977,,,,,,,,,,1,,,,whole,,General remarks: Keyword: LATHYRUS REQUEST,eng,,,,"Original collector: Brisson, S.; Bouchard, A.; Groulx, M.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:36:01 UTC,XGVIEWS,,,,,,,,permanent collection
133393,eng,CAN 442474,CAN,Vascular Plant,Lathyrus japonicus,,,"Lemieux, Gilles","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1974-07-11,,Lemieux-11 JUL 1974,,,,,,,,,,1,,,,whole,,Specimen remarks: Elev: 10 ft; General remarks: Keyword: LATHYRUS REQUEST,eng,Collecting remarks: En fleur.,,,"Original collector: Lemieux, G.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:55 UTC,XGVIEWS,,,,,,,,permanent collection
133392,eng,CAN 443231,CAN,Vascular Plant,Lathyrus japonicus,,,"Roy, Claude","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1976-07-16,,Roy-16 JUL 1976,,,,,,,,,,1,,,,whole,,General remarks: Keyword: LATHYRUS REQUEST,eng,,,,"Original collector: Roy, C.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:36:01 UTC,XGVIEWS,,,,,,,,permanent collection
133376,eng,CAN 443235,CAN,Vascular Plant,Festuca rubra,,,"Roy, Claude","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1976-07-16,,Roy-16 JUL 1976,,,,,,,,,,1,,,,whole,,"Specimen remarks: CAT REM: Mapped by Stephen J. Darbyshire, Flora of North America Project 987-88.; General remarks: Keyword: FESTUCA - GRASS MANUAL - FLORA OF NORTH AMERICA; DUBE LOAN MAY 15, 1990",eng,Collecting remarks: SGA: s.l.,,,"Original collector: Roy, C.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:36:01 UTC,XGVIEWS,,,,,,,,permanent collection
133368,eng,CAN 442295,CAN,Vascular Plant,Festuca rubra,,,"Lemieux, Gilles","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1974-07-01,,Lemieux-1 JUL 1974,,,,,,,,,,1,,,,whole,,"Specimen remarks: Elev: 10 ft; CAT REM: Mapped by Stephen J. Darbyshire, Flora of North America roject 1987-88.; General remarks: Keyword: FESTUCA - GRASS MANUAL - FLORA OF NORTH AMERICA; DUBE LOAN MAY 15, 1990",eng,Collecting remarks: SGA: s.l.,,,"Original collector: Lemieux, G.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:56 UTC,XGVIEWS,,,,,,,,permanent collection
133367,eng,CAN 442472,CAN,Vascular Plant,Festuca rubra,,,"Lemieux, Gilles","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1974-07-11,,Lemieux-11 JUL 1974,,,,,,,,,,1,,,,whole,,"Specimen remarks: Elev: 10 ft; CAT REM: Mapped by Stephen J. Darbyshire, Flora of North America roject 1987-88.; General remarks: Keyword: FESTUCA - GRASS MANUAL - FLORA OF NORTH AMERICA; DUBE LOAN MAY 15, 1990",eng,Collecting remarks: Debut de floraison haut de 45 cm. SGA: s.l.,,,"Original collector: Lemieux, G.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:56 UTC,XGVIEWS,,,,,,,,permanent collection
133365,eng,CAN 444207,CAN,Vascular Plant,Festuca rubra,,,"Roy, Claude","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1976-07-16,,Roy-16 JUL 1976,,,,,,,,,,1,,,,whole,,"Specimen remarks: CAT REM: Mapped by Stephen J. Darbyshire, Flora of North America Project 987-88.; General remarks: Keyword: FESTUCA - GRASS MANUAL - FLORA OF NORTH AMERICA; DUBE LOAN MAY 15, 1990",eng,,,,"Original collector: Roy, C.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:36:01 UTC,XGVIEWS,,,,,,,,permanent collection
133364,eng,CAN 444809,CAN,Vascular Plant,Festuca rubra,,,"Lemieux, Gilles","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1974-07-05,,Lemieux-5 JUL 1974,,,,,,,,,,1,,,,whole,,"Specimen remarks: Elev: 300 ft; CAT REM: Mapped by Stephen J. Darbyshire, Flora of North America roject 1987-88.; General remarks: Keyword: FESTUCA - GRASS MANUAL - FLORA OF NORTH AMERICA; DUBE LOAN MAY 15, 1990",eng,Collecting remarks: Debut de floraison.  SGA: s.l.,,,"Original collector: Lemieux, G.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:56 UTC,XGVIEWS,,,,,,,,permanent collection
133363,eng,CAN 444767,CAN,Vascular Plant,Festuca rubra,,,"Lemieux, Gilles","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1974-07-11,,Lemieux-11 JUL 1974,,,,,,,,,,1,,,,whole,,"Specimen remarks: Elev: 10 ft; CAT REM: Mapped by Stephen J. Darbyshire, Flora of North America roject 1987-88.; General remarks: Keyword: FESTUCA - GRASS MANUAL - FLORA OF NORTH AMERICA; DUBE LOAN MAY 15, 1990",eng,Collecting remarks: Debut de floraison haut de 45 cm.  SGA: s.l.,,,"Original collector: Lemieux, G.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:55 UTC,XGVIEWS,,,,,,,,permanent collection
137810,eng,CAN 438595,CAN,Vascular Plant,Poa nemoralis,,,"Brisson, Samuel","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1977-07-09,,Brisson-9 JUL 1977,,,,,,,,,,1,,,,whole,,General remarks: Keyword: POA STUDY LOAN,eng,,,,"Original collector: Brisson, S.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:36:01 UTC,XGVIEWS,,,,,,,,permanent collection
137799,eng,CAN 444851,CAN,Vascular Plant,Arctopoa eminens,,,"Lemieux, Gilles","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1974-07-11,,CAN 444851-L. Salé(QC),,,dry,,,,,,,1,,,,whole,Natural Heritage Building/ Herbarium,"Specimen remarks: Elev: 10 ft; General remarks: Keyword: POA STUDY LOAN - MAY 16, 1990; Specimen marked with an arrow sampled for DNA barcoding. Jeffery M. Saarela 2010, National Herbarium of Canada (CAN); DNA Barcode Voucher Specimen  sequenced from leaf tissue removed from this sheet  www.boldsystems.org 2010; Scanned 2010",eng,Collecting remarks: h-3.  Debut de floraison haut de 90 cm.,,,"Original collector: Lemieux, G.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:55 UTC,XGVIEWS,,,,,,,,permanent collection
137798,eng,CAN 442833,CAN,Vascular Plant,Poa eminens,,,"Brisson, Samuel; Bouchard, André","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1977-07-06,,Brisson-6 JUL 1977,,,,,,,,,,1,,,,whole,,"General remarks: Keyword: POA STUDY LOAN - MAY 16, 1990",eng,,,,"Original collector: Brisson, S.; Bouchard, A.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:55 UTC,XGVIEWS,,,,,,,,permanent collection
132984,eng,CAN 444008,CAN,Vascular Plant,Gymnocarpium dryopteris,,,"Brisson, Samuel","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1978-07-11,,Brisson-11 JUL 1978,,,,,,,,,,2,,,,whole,,General remarks: Keyword: GYMNOCARPIUM OF NORTH AMERICA,eng,,,,"Original collector: Brisson, S.",,,,false,false,false,false,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:36:01 UTC,XGVIEWS,,,,,,,,permanent collection
132983,eng,CAN 438569,CAN,Vascular Plant,Gymnocarpium dryopteris,,,"Brisson, Samuel; Brassard, Léo; Bouchard, André","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1977-07-31,,Brisson-31 JUL 1977,,,,,,,,,,2,,,,whole,,"Specimen remarks: IDREM: DMB (1980): upper `branch' unusually large vis lateralones, as in G. obertiana, but plant glabrous, innermost basal pinnae large.; General remarks: Keyword: GYMNOCARPIUM OF NORTH AMERICA",eng,Collecting remarks: Dup: CAN 438570.,,,"Original collector: Brisson, S.; Brassard, L.; Bouchard, A.",,,,false,false,false,false,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:36:01 UTC,XGVIEWS,,,,,,,,permanent collection
132982,eng,CAN 438570,CAN,Vascular Plant,Gymnocarpium dryopteris,,,"Brisson, Samuel; Brassard, Léo; Bouchard, André","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1977-07-31,,Brisson-31 JUL 1977,,,,,,,,,,2,,,,whole,,General remarks: Keyword: GYMNOCARPIUM OF NORTH AMERICA,eng,Collecting remarks: Dup: CAN 438569.,,,"Original collector: Brisson, S.; Brassard, L.; Bouchard, A.",,,,false,false,false,false,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:36:01 UTC,XGVIEWS,,,,,,,,permanent collection
137785,eng,CAN 443976,CAN,Vascular Plant,Vicia cracca,,,"Brisson, Samuel","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1978-07-02,,Brisson-2 JUL 1978,,,,,,,,,,7,,,,whole,,General remarks: Keyword: VICIA STUDY,eng,,,,"Original collector: Brisson, S.",,,,false,false,false,false,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:36:01 UTC,XGVIEWS,,,,,,,,permanent collection
137782,eng,CAN 443075,CAN,Vascular Plant,Vicia cracca,,,"Brisson, Samuel","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1977-07-30,,Brisson-30 JUL 1977,,,,,,,,,,1,,,,whole,,General remarks: Keyword: VICIA STUDY,eng,Collecting remarks: 4 plants.,,,"Original collector: Brisson, S.",,,,false,false,false,false,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:36:01 UTC,XGVIEWS,,,,,,,,permanent collection
137781,eng,CAN 443229,CAN,Vascular Plant,Vicia cracca,,,"Roy, Claude","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1976-07-16,,Roy-16 JUL 1976,,,,,,,,,,1,,,,whole,,General remarks: Keyword: VICIA STUDY,eng,,,,"Original collector: Roy, C.",,,,false,false,false,false,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:36:01 UTC,XGVIEWS,,,,,,,,permanent collection
119498,eng,CAN 304338,CAN,Vascular Plant,Poa eminens,,,"Desmarais, Y.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1960-07-22,,Desmarais-22 JUL 1960,,,,,,,,,,1,,,,whole,,"General remarks: Keyword: POA STUDY LOAN - MAY 16, 1990",eng,Collecting remarks: (Locality name handwriting difficult to decipher.),,,"Original collector: Desmarais, Y.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:50 UTC,XGVIEWS,,,,,,,,permanent collection
119493,eng,CAN 399086,CAN,Vascular Plant,Poa eminens,,,"Cayouette, Jacques","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1973-07-12,,Cayouette-12 JUL 1973,,,,,,,,,,1,,,,whole,,"General remarks: Keyword: POA STUDY LOAN - MAY 16, 1990",eng,,,,"Original collector: Cayouette, J.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:50 UTC,XGVIEWS,,,,,,,,permanent collection
118033,eng,CAN 304409,CAN,Vascular Plant,Lathyrus japonicus var. pellitus,,,"Desmarais, Y.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1960-07-02,,Desmarais-2 JUL 1960,,,,,,,,,,1,,,,whole,,General remarks: Keyword: LATHYRUS REQUEST,eng,,,,"Original collector: Desmarais, Y.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:49 UTC,XGVIEWS,,,,,,,,permanent collection
118028,eng,CAN 304408,CAN,Vascular Plant,Lathyrus japonicus,,,"Desmarais, Y.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1960-07-06,,CAN 304408-Nabisipi River(QC),,,dry,,,,,"+ ""eggs""",,1,,,,whole,Natural Heritage Building/ Herbarium,For Bruce Bennett Exchange - 17/03/2010,eng,,,,"Original collector: Desmarais, Y.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:38:57 UTC,XGVIEWS,Natural Heritage Building/ Herbarium,2010-03-22,,,,,,permanent collection
118020,eng,CAN 407750,CAN,Vascular Plant,Lathyrus japonicus,,,"Gagnon, R.; Hay, Stuart G.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1975-08-07,,Gagnon-7 AUG 1975,,,,,,,,,,1,,,,whole,,General remarks: Keyword: LATHYRUS REQUEST,eng,,,,"Original collector: Gagnon, R.; Hay, S.G.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:49 UTC,XGVIEWS,,,,,,,,permanent collection
117879,eng,CAN 335039,CAN,Vascular Plant,Festuca rubra,,,"Cinq-Mars, Lionel; Vezina, Andre","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1969-06-19,,Cinq-Mars-19 JUN 1969,,,,,,,,,,1,,,,whole,,"Specimen remarks: CAT REM: Mapped by Stephen J. Darbyshire, Flora of North America Project 987-88.; General remarks: Keyword: FESTUCA - GRASS MANUAL - FLORA OF NORTH AMERICA",eng,Collecting remarks: SGA: s.l.,,,"Original collector: Cinq-Mars, L.; Vezina, A.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:36:00 UTC,XGVIEWS,,,,,,,,permanent collection
117862,eng,CAN 399065,CAN,Vascular Plant,Festuca rubra,,,"Cayouette, Jacques","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1973-07-12,,Cayouette-12 JUL 1973,,,,,,,,,,1,,,,whole,,"Specimen remarks: CAT REM: Mapped by Stephen J. Darbyshire, Flora of North America Project 987-88.; General remarks: Keyword: FESTUCA - GRASS MANUAL - FLORA OF NORTH AMERICA",eng,Collecting remarks: SGA: s.l.,,,"Original collector: Cayouette, J.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:49 UTC,XGVIEWS,,,,,,,,permanent collection
117258,eng,CAN 371126,CAN,Vascular Plant,Salix uva-ursi,,,"Argus, George W.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1969-07-05,,Argus-5 JUL 1969,,,,,,,,,,1,,,,whole,,Specimen remarks: GEN NO: 1873,eng,,,,"Original collector: Argus, G.W.",,,,false,false,false,false,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:49 UTC,XGVIEWS,,,,,,,,permanent collection
117249,eng,CAN 362892,CAN,Vascular Plant,Salix eriocephala,,,"Argus, George W.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1969-06-12,,Argus-12 JUN 1969,,,,,,,,,,1,,,,whole,,Specimen remarks: GEN NO: 1873,eng,,,,"Original collector: Argus, G.W.",,,,false,false,false,false,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:36:00 UTC,XGVIEWS,,,,,,,,permanent collection
117248,eng,CAN 362891,CAN,Vascular Plant,Salix eriocephala,,,"Argus, George W.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1969-07-16,,Argus-16 JUL 1969,,,,,,,,,,1,,,,whole,,Specimen remarks: GEN NO: 1873,eng,,,,"Original collector: Argus, G.W.",,,,false,false,false,false,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:36:00 UTC,XGVIEWS,,,,,,,,permanent collection
117236,eng,CAN 362878,CAN,Vascular Plant,Salix eriocephala,,,"Argus, George W.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1969-06-12,,Argus-12 JUN 1969,,,,,,,,,,1,,,,whole,,Specimen remarks: GEN NO: 1873,eng,,,,"Original collector: Argus, G.W.",,,,false,false,false,false,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:36:00 UTC,XGVIEWS,,,,,,,,permanent collection
117220,eng,CAN 371254,CAN,Vascular Plant,Salix eriocephala,,,"Argus, George W.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1969-07-16,,Argus-16 JUL 1969,,,,,,,,,,1,,,,whole,,Specimen remarks: GEN NO: 1873,eng,,,,"Original collector: Argus, G.W.",,,,false,false,false,false,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:36:00 UTC,XGVIEWS,,,,,,,,permanent collection
117158,eng,CAN 362920,CAN,Vascular Plant,Salix pellita,,,"Argus, George W.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1969-06-12,,Argus-12 JUN 1969,,,,,,,,,,1,,,,whole,,Specimen remarks: GEN NO: 1873,eng,,,,"Original collector: Argus, G.W.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:49 UTC,XGVIEWS,,,,,,,,permanent collection
117155,eng,CAN 362894,CAN,Vascular Plant,Salix pellita,,,"Argus, George W.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1969-07-16,,Argus-16 JUL 1969,,,,,,,,,,1,,,,whole,,Specimen remarks: GEN NO: 1873,eng,,,,"Original collector: Argus, G.W.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:10:42 UTC,XGVIEWS,,,,,,,,permanent collection
117120,eng,CAN 362865,CAN,Vascular Plant,Salix lucida,,,"Argus, George W.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1969-07-16,,Argus-16 JUL 1969,,,,,,,,,,1,,,,whole,,Specimen remarks: GEN NO: 1873,eng,,,,"Original collector: Argus, G.W.",,,,false,false,false,false,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:49 UTC,XGVIEWS,,,,,,,,permanent collection
117117,eng,CAN 362862,CAN,Vascular Plant,Salix lucida,,,"Argus, George W.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1969-07-16,,Argus-16 JUL 1969,,,,,,,,,,1,,,,whole,,Specimen remarks: GEN NO: 1873,eng,,,,"Original collector: Argus, G.W.",,,,false,false,false,false,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:10:42 UTC,XGVIEWS,,,,,,,,permanent collection
117116,eng,CAN 362863,CAN,Vascular Plant,Salix lucida,,,"Argus, George W.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1969-07-16,,Argus-16 JUL 1969,,,,,,,,,,1,,,,whole,,Specimen remarks: GEN NO: 1873,eng,,,,"Original collector: Argus, G.W.",,,,false,false,false,false,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:49 UTC,XGVIEWS,,,,,,,,permanent collection
117103,eng,CAN 361245,CAN,Vascular Plant,Salix myricoides var. myricoides,,,"Argus, George W.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1969-07-16,,Argus-16 JUL 1969,,,,,,,,,,1,,,,whole,,Specimen remarks: GEN NO: 1873,eng,,,,"Original collector: Argus, G.W.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:36:00 UTC,XGVIEWS,,,,,,,,permanent collection
117089,eng,CAN 362861,CAN,Vascular Plant,Salix humilis,,,"Argus, George W.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1969-07-16,,Argus-16 JUL 1969,,,,,,,,,,1,,,,whole,,Specimen remarks: GEN NO: 1873,eng,,,,"Original collector: Argus, G.W.",,,,false,false,false,false,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:50 UTC,XGVIEWS,,,,,,,,permanent collection
115333,eng,CAN 304302,CAN,Vascular Plant,Gymnocarpium robertianum,,,"Desmarais, Y.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1960-08-12,,Desmarais-12 AUG 1960,,,,,,,,,,4,,,,whole,,General remarks: Keyword: GYMNOCARPIUM OF NORTH AMERICA,eng,"Collecting remarks: Dup: DAO 165556, QFA 151181, QFA.",,,"Original collector: Desmarais, Y.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:36:00 UTC,XGVIEWS,,,,,,,,permanent collection
109452,eng,CAN 35459,CAN,Vascular Plant,Poa saltuensis,,,"Fernald, Merritt L.; Bartram, Edwin B.; Long, Bayard; Saint John, H.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1912-07-22,,Fernald-22 JUL 1912,,,,,,,,,,1,,,,whole,,General remarks: Keyword: POA STUDY LOAN,eng,,,,"Original collector: Fernald, M.L.; Bartram, E.B.; Long, B.; St. John, H.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:35:59 UTC,XGVIEWS,,,,,,,,permanent collection
109194,eng,CAN 34673,CAN,Vascular Plant,Poa eminens,,,"Macoun, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1883-09-09,,Macoun-9 SEP 1883,,,,,,,,,,1,,,,whole,,"General remarks: Keyword: POA STUDY LOAN - MAY 16, 1990",eng,,,,"Original collector: Macoun, J.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:35:59 UTC,XGVIEWS,,,,,,,,permanent collection
109189,eng,CAN 34671,CAN,Vascular Plant,Poa eminens,,,"Saint John, H.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1915-07-07,,St. John-7 JUL 1915,,,,,,,,,,1,,,,whole,,"General remarks: Keyword: POA STUDY LOAN - MAY 16, 1990",eng,,,,"Original collector: St. John, H.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:47 UTC,XGVIEWS,,,,,,,,permanent collection
109184,eng,CAN 34677,CAN,Vascular Plant,Poa eminens,,,"Lewis, Harrison F.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1927-07-27,,Lewis-27 JUL 1927,,,,,,,,,,1,,,,whole,,"General remarks: Keyword: POA STUDY LOAN - MAY 16, 1990",eng,,,,"Original collector: Lewis, H.F.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:47 UTC,XGVIEWS,,,,,,,,permanent collection
109183,eng,CAN 34667,CAN,Vascular Plant,Poa eminens,,,"Lewis, Harrison F.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1927-08-23,,Lewis-23 AUG 1927,,,,,,,,,,1,,,,whole,,"General remarks: Keyword: POA STUDY LOAN - MAY 16, 1990",eng,,,,"Original collector: Lewis, H.F.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:47 UTC,XGVIEWS,,,,,,,,permanent collection
109182,eng,CAN 34669,CAN,Vascular Plant,Poa eminens,,,"Saint John, H.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1915-07-21,,St. John-21 JUL 1915,,,,,,,,,,1,,,,whole,,"General remarks: Keyword: POA STUDY LOAN - MAY 16, 1990",eng,,,,"Original collector: St. John, H.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:08:47 UTC,XGVIEWS,,,,,,,,permanent collection
106300,eng,CAN 70369,CAN,Vascular Plant,Rubus paracaulis,,,"Lewis, Harrison F.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1928-06-24,,Lewis-24 JUN 1928,,,,,,,,,,1,,,,whole,,Specimen remarks: GEN NO: 3353,eng,Collecting remarks: Originally determined as R. arcticus l.,,,"Original collector: Lewis, H.F.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:35:59 UTC,XGVIEWS,,,,,,,,permanent collection
106299,eng,CAN 70372,CAN,Vascular Plant,Rubus paracaulis,,,"Saint John, H.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1915-08-22,,St.John-22 AUG 1915,,,,,,,,,,1,,,,whole,,Specimen remarks: GEN NO: 3353; ACC DATE: 16/02/1983,eng,Collecting remarks: Flora of the Labrador Peninsula. Originally determined as R. pubescens Raf.,,,"Original collector: St.John, H.",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-28 14:35:59 UTC,XGVIEWS,,,,,,,,permanent collection
