id,language,catalog_number,collection_code,collection,scientific_name,specimen_name,maker,collector,place_collected,date_collected,place_made,site,culture,date_made,specimen_nature,sex,geologic_age,stage,measurements,description,acquisition_number,item_count,system_count,parent_key,broader_text,whole_part,home_location,note,language_of_material,option1,option2,option3,option4,option5,option6,option7,flag1,flag2,flag3,gbif,publish,loan_allowed,offsite,create_date,created_by,update_date,updated_by,location,location_date,location_levels,condition,condition_date,valuation,valuation_date,legal_status
549487,eng,CMNFI 2006-0014.1,CMNFI,Fish,Gadus ogac,,,"Johnson, G.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1979-06-06,,Johnson - 6 JUN 1979 - CMNFI 2006-0014,,,fluid,,,,total length: 350 mm,,A1993.0223,1,,,,whole,,,eng,,,,,,,,false,false,false,false,true,true,false,2006-05-04 00:00:00 UTC,SLAFRAMBOISE,2016-07-27 10:11:15 UTC,XGVIEWS,,,,,,,,permanent collection
412725,eng,CMNFI 2000-0017.1,CMNFI,Fish,Petromyzon marinus,,,"Jensen, Jill A.","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1982-08-03,,Jensen - 3 AUG 1982,,,fluid,,,ammocoete,,,A2000.0035,1,,,,whole,,"Donated by Carleton University, September 1998.",eng,,,,,,,,false,false,false,true,true,true,false,2000-12-08 00:00:00 UTC,SLAFRAMBOISE,2016-07-27 10:10:34 UTC,XGVIEWS,,,,,,,,permanent collection
320278,eng,CMNAV S1727,CMNAV,Bird,Somateria mollissima,,,Faune et Parcs du Québec,"North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1976-02-13,,Ministre du Tourisme de la Chasse et de la Peche-13 Feb 1976,,,osteo,M,,adult,,"Breeding: testes not enlarged; Plumage/pelage condition: fresh; borealis by Ouellet, Henri; Fat class: 01",1978-075,1,,,,whole,,,eng,,,,Original collector: Ministere du Tourisme de la Chasse et de la Peche,,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:41 UTC,XGVIEWS,,,,,,,,permanent collection
320456,eng,CMNAV S1910,CMNAV,Bird,Somateria mollissima,,,Faune et Parcs du Québec,"North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1976-02-13,,Ministere Tourisme-13 Feb 1976,,,osteo,M,,immature,,"Diet: yes, in oesophagus: Hyas coarctatus; Breeding: testes not enlarged; Plumage/pelage condition: fresh; dresseri by Ouellet, Henri; Fat class: 02",1978-075,1,,,,whole,,,eng,,,,"Original collector: Ministere Tourisme, Chasse; Peche",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:41 UTC,XGVIEWS,,,,,,,,permanent collection
320466,eng,CMNAV S1920,CMNAV,Bird,Somateria mollissima,,,Faune et Parcs du Québec,"North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1976-05-01,,MTCP-01 May 1976,,,osteo,F,,,,Breeding: ovary; Plumage/pelage condition: molt; borealis ?; Fat class: 04,1978-075,1,,,,whole,,,eng,,,,Original collector: MTCP,,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:41 UTC,XGVIEWS,,,,,,,,permanent collection
320682,eng,CMNAV S5802,CMNAV,Bird,Anas rubripes,,,Faune et Parcs du Québec,"North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1976-05-20,,Ministere Tourisme-1976-May-20,,,osteo,F,,adult,938.3 g; 625 mm,Fat class: 01,,1,,,,whole,,,eng,,,,"Original collector: Ministere Tourisme, Chasse; Peche",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:41 UTC,XGVIEWS,,,,,,,,permanent collection
320677,eng,CMNAV S5770,CMNAV,Bird,Somateria mollissima,,,Faune et Parcs du Québec,"North America: Canada, Québec, Mun. Rég. de Cté de Minganie",,,Ministere Tourisme,,,osteo,F,,,1805.8 g; 584 mm,Fat class: 00,,1,,,,whole,,,eng,,,,"Original collector: Ministere Tourisme, Chasse; Peche",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:41 UTC,XGVIEWS,,,,,,,,permanent collection
320676,eng,CMNAV S5771,CMNAV,Bird,Somateria mollissima,,,Faune et Parcs du Québec,"North America: Canada, Québec, Mun. Rég. de Cté de Minganie",,,Ministere Tourisme,,,osteo,U,,immature,480 mm,Fat class: 00,,1,,,,whole,,,eng,,,,"Original collector: Ministere Tourisme, Chasse; Peche",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:41 UTC,XGVIEWS,,,,,,,,permanent collection
320675,eng,CMNAV S5772,CMNAV,Bird,Somateria mollissima,,,Faune et Parcs du Québec,"North America: Canada, Québec, Mun. Rég. de Cté de Minganie",,,Ministere Tourisme,,,osteo,U,,immature,1302.6 g; 554 mm,Fat class: 00,,1,,,,whole,,,eng,,,,"Original collector: Ministere Tourisme, Chasse; Peche",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:41 UTC,XGVIEWS,,,,,,,,permanent collection
320674,eng,CMNAV S5774,CMNAV,Bird,Somateria mollissima,,,Faune et Parcs du Québec,"North America: Canada, Québec, Mun. Rég. de Cté de Minganie",,,Ministere Tourisme,,,osteo,M,,adult,,Fat class: 01,,1,,,,whole,,,eng,,,,"Original collector: Ministere Tourisme, Chasse; Peche",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:41 UTC,XGVIEWS,,,,,,,,permanent collection
320536,eng,CMNAV S1990,CMNAV,Bird,Somateria mollissima,,,"Dupuis, Pierre","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1976-02-13,,Dupuis-13 Feb 1976,,,osteo,F,,unknown,,Breeding: ovary not enlarged; Plumage/pelage condition: molting; borealis; Fat class: 04,1978-075,1,,,,whole,,,eng,,,,"Original collector: Dupuis, Pierre",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:42 UTC,XGVIEWS,,,,,,,,permanent collection
320519,eng,CMNAV S1973,CMNAV,Bird,Melanitta perspicillata,,,"Dupuis, Pierre","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1976-06-07,,Dupuis-07 Jun 1976,,,osteo,M,,immature,,Breeding: testes not enlarged; Plumage/pelage condition: fresh; Fat class: 01,1978-075,1,,,,whole,,,eng,,,,"Original collector: Dupuis, Pierre",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:42 UTC,XGVIEWS,,,,,,,,permanent collection
320468,eng,CMNAV S1922,CMNAV,Bird,Somateria mollissima,,,"Dupuis, Pierre","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1976-02-13,,Dupuis-13 Feb 1976,,,osteo,F,,unknown,,"Diet: yes, in oesophagus: Strongylocentrotus droehbachie; Breeding: ovary not enlarged; Plumage/pelage condition: molt; borealis by Poulin, Richard M.; Fat class: 03",1978-075,1,,,,whole,,,eng,,,,"Original collector: Dupuis, Pierre, Ministere du Tourisme de la Chasse et de la Peche",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:41 UTC,XGVIEWS,,,,,,,,permanent collection
320467,eng,CMNAV S1921,CMNAV,Bird,Cepphus grylle,,,"Dupuis, Pierre","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1976-02-13,,Dupuis-13 Feb 1976,,,osteo,M,,unknown,,Breeding: testes not enlarged; Plumage/pelage condition: molt; Fat class: 03,1978-075,1,,,,whole,,,eng,,,,"Original collector: Dupuis, Pierre, Ministere du Tourisme de la Chasse et de la Peche",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:41 UTC,XGVIEWS,,,,,,,,permanent collection
316682,eng,CMNAV 11486,CMNAV,Bird,Mergus serrator,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,,,ad,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:10:41 UTC,XGVIEWS,,,,,,,,permanent collection
316680,eng,CMNAV 11488,CMNAV,Bird,Somateria spectabilis,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,M,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:39 UTC,XGVIEWS,,,,,,,,permanent collection
316679,eng,CMNAV 11489,CMNAV,Bird,Somateria spectabilis,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:39 UTC,XGVIEWS,,,,,,,,permanent collection
316678,eng,CMNAV 11490,CMNAV,Bird,Somateria mollissima,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,M,,ad,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:48 UTC,XGVIEWS,,,,,,,,permanent collection
316677,eng,CMNAV 11491,CMNAV,Bird,Somateria mollissima,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,M,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:39 UTC,XGVIEWS,,,,,,,,permanent collection
316676,eng,CMNAV 11492,CMNAV,Bird,Somateria mollissima,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:39 UTC,XGVIEWS,,,,,,,,permanent collection
316675,eng,CMNAV 11493,CMNAV,Bird,Somateria mollissima,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:10:13 UTC,XGVIEWS,,,,,,,,permanent collection
316674,eng,CMNAV 11494,CMNAV,Bird,Somateria mollissima,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,M,,ad,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:10:15 UTC,XGVIEWS,,,,,,,,permanent collection
316673,eng,CMNAV 11495,CMNAV,Bird,Alca torda,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1917-06-04,,Goddard-04 Jun 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,false,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:39 UTC,XGVIEWS,,,,,,,,deaccessioned
316700,eng,CMNAV 11468,CMNAV,Bird,Lagopus lagopus,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:38 UTC,XGVIEWS,,,,,,,,permanent collection
316698,eng,CMNAV 11470,CMNAV,Bird,Lagopus lagopus,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:38 UTC,XGVIEWS,,,,,,,,permanent collection
316696,eng,CMNAV 11472,CMNAV,Bird,Lagopus lagopus,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1917-06,,Goddard-Jun 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:39 UTC,XGVIEWS,,,,,,,,permanent collection
316694,eng,CMNAV 11474,CMNAV,Bird,Buteo lagopus,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:10:13 UTC,XGVIEWS,,,,,,,,permanent collection
316692,eng,CMNAV 11476,CMNAV,Bird,Bubo virginianus,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:10:15 UTC,XGVIEWS,,,,,,,,permanent collection
316690,eng,CMNAV 11478,CMNAV,Bird,Perisoreus canadensis,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:39 UTC,XGVIEWS,,,,,,,,permanent collection
316688,eng,CMNAV 11480,CMNAV,Bird,Loxia leucoptera,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:39 UTC,XGVIEWS,,,,,,,,permanent collection
316686,eng,CMNAV 11482,CMNAV,Bird,Pinicola enucleator,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:39 UTC,XGVIEWS,,,,,,,,permanent collection
316684,eng,CMNAV 11484,CMNAV,Bird,Uria lomvia,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:10:15 UTC,XGVIEWS,,,,,,,,permanent collection
316672,eng,CMNAV 11496,CMNAV,Bird,Fratercula arctica,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1917-06-04,,Goddard-04 Jun 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:39 UTC,XGVIEWS,,,,,,,,permanent collection
316671,eng,CMNAV 11497,CMNAV,Bird,Fratercula arctica,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1917-06-04,,Goddard-04 Jun 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:39 UTC,XGVIEWS,,,,,,,,permanent collection
318952,eng,CMNAV 9207,CMNAV,Bird,Cepphus grylle,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(Spring (?) 1916),,Goddard-Spring (?) 1916,,,skin / peau,,,ad,,,1916-043,1,,,,whole,,"Specimen remarks: Source: Goddard, J",eng,,,,"Original collector: Goddard, J",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:42 UTC,XGVIEWS,,,,,,,,permanent collection
318950,eng,CMNAV 9209,CMNAV,Bird,Cepphus grylle,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1915 - 1916),,Goddard-1915 - 1916,,,skin / peau,,,juv,,,1916-043,1,,,,whole,,"Specimen remarks: Source: Goddard, J",eng,,,,"Original collector: Goddard, J",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:10:22 UTC,XGVIEWS,,,,,,,,permanent collection
318949,eng,CMNAV 9210,CMNAV,Bird,Larus argentatus,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1916-05-10,,Goddard-10 May 1916,,,skin / peau,,,ad,,,1916-043,1,,,,whole,,"Specimen remarks: Source: Goddard, J",eng,,,,"Original collector: Goddard, J",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:42 UTC,XGVIEWS,,,,,,,,permanent collection
318947,eng,CMNAV 9212,CMNAV,Bird,Bucephala islandica,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1916-02-20,,Goddard-20 Feb 1916,,,skin / peau,M,,ad,,,1916-043,1,,,,whole,,"Specimen remarks: Source: Goddard, J",eng,,,,"Original collector: Goddard, J",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:10:40 UTC,XGVIEWS,,,,,,,,permanent collection
318945,eng,CMNAV 9214,CMNAV,Bird,Somateria mollissima,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1915 - 1916),,Goddard-1915 - 1916,,,skin / peau,M,,juv,,,1916-043,1,,,,whole,,"Specimen remarks: Source: Goddard, J",eng,,,,"Original collector: Goddard, J",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:42 UTC,XGVIEWS,,,,,,,,permanent collection
318944,eng,CMNAV 9215,CMNAV,Bird,Somateria spectabilis,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1916-04-20,,Goddard-20 Apr 1916,,,skin / peau,M,,ad,,,1916-043,1,,,,whole,,"Specimen remarks: Source: Goddard, J",eng,,,,"Original collector: Goddard, J",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:42 UTC,XGVIEWS,,,,,,,,permanent collection
318943,eng,CMNAV 9216,CMNAV,Bird,Somateria spectabilis,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1916-05-17,,Goddard-17 May 1916,,,skin / peau,F,,,,,1916-043,1,,,,whole,,"Specimen remarks: Source: Goddard, J",eng,,,,"Original collector: Goddard, J",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:42 UTC,XGVIEWS,,,,,,,,permanent collection
318942,eng,CMNAV 9217,CMNAV,Bird,Somateria spectabilis,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1916-05-17,,Goddard-17 May 1916,,,skin / peau,F,,,,,1916-043,1,,,,whole,,"Specimen remarks: Source: Goddard, J",eng,,,,"Original collector: Goddard, J",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:42 UTC,XGVIEWS,,,,,,,,permanent collection
318941,eng,CMNAV 9218,CMNAV,Bird,Buteo lagopus,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1916-06,,Goddard-Jun 1916,,,skin / peau,,,,,,1916-043,1,,,,whole,,"Specimen remarks: Source: Goddard, J",eng,,,,"Original collector: Goddard, J",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:42 UTC,XGVIEWS,,,,,,,,permanent collection
318940,eng,CMNAV 9219,CMNAV,Bird,Aegolius funereus,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(Spring 1916),,Goddard-Spring 1916,,,skin / peau,,,,,,1916-043,1,,,,whole,,"Specimen remarks: Source: Goddard, J",eng,,,,"Original collector: Goddard, J",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:10:41 UTC,XGVIEWS,,,,,,,,permanent collection
318939,eng,CMNAV 9220,CMNAV,Bird,Falcipennis canadensis,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(Spring? 1916),,Goddard-Spring? 1916,,,skin / peau,,,,,,1916-043,1,,,,whole,,"Specimen remarks: Source: Goddard, J",eng,,,,"Original collector: Goddard, J",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:43 UTC,XGVIEWS,,,,,,,,permanent collection
318938,eng,CMNAV 9221,CMNAV,Bird,Lagopus lagopus,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1915 - 1916),,Goddard-1915 - 1916,,,skin / peau,?,,,,,1916-043,1,,,,whole,,"Specimen remarks: Source: Goddard, J",eng,,,,"Original collector: Goddard, J",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:43 UTC,XGVIEWS,,,,,,,,permanent collection
318937,eng,CMNAV 9222,CMNAV,Bird,Corvus corax,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1915 - 1916),,Goddard-1915 - 1916,,,skin / peau,?,,,,,1916-043,1,,,,whole,,"Specimen remarks: Source: Goddard, J",eng,,,,"Original collector: Goddard, J",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:43 UTC,XGVIEWS,,,,,,,,permanent collection
320683,eng,CMNAV S5781,CMNAV,Bird,Anas rubripes,,,Faune et Parcs du Québec,"North America: Canada, Québec, Mun. Rég. de Cté de Minganie",1976-05-20,,Ministere Tourisme-1976-May-20,,,osteo,M,,adult,594 mm,Fat class: 04,,1,,,,whole,,,eng,,,,"Original collector: Ministere Tourisme, Chasse; Peche",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:41 UTC,XGVIEWS,,,,,,,,permanent collection
316714,eng,CMNAV 11454,CMNAV,Bird,Falcipennis canadensis,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:11:07 UTC,XGVIEWS,,,,,,,,permanent collection
316713,eng,CMNAV 11455,CMNAV,Bird,Falcipennis canadensis,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:38 UTC,XGVIEWS,,,,,,,,permanent collection
316712,eng,CMNAV 11456,CMNAV,Bird,Falcipennis canadensis,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:38 UTC,XGVIEWS,,,,,,,,permanent collection
316711,eng,CMNAV 11457,CMNAV,Bird,Falcipennis canadensis,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:10:12 UTC,XGVIEWS,,,,,,,,permanent collection
316709,eng,CMNAV 11459,CMNAV,Bird,Falcipennis canadensis,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:38 UTC,XGVIEWS,,,,,,,,permanent collection
316707,eng,CMNAV 11461,CMNAV,Bird,Lagopus lagopus,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,false,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:10:40 UTC,XGVIEWS,,,,,,,,deaccessioned
316705,eng,CMNAV 11463,CMNAV,Bird,Lagopus mutus,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:38 UTC,XGVIEWS,,,,,,,,permanent collection
316703,eng,CMNAV 11465,CMNAV,Bird,Lagopus lagopus,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:10:59 UTC,XGVIEWS,,,,,,,,permanent collection
316701,eng,CMNAV 11467,CMNAV,Bird,Lagopus lagopus,,,"Goddard, John","North America: Canada, Québec, Mun. Rég. de Cté de Minganie",(1916 - 1917),,Goddard-1916 - 1917,,,skin / peau,,,,,,1917-065,1,,,,whole,,,eng,,,,"Original collector: Goddard, John",,,,false,false,false,true,true,true,false,1999-07-15 00:00:00 UTC,CONVERSION,2016-07-27 10:09:38 UTC,XGVIEWS,,,,,,,,permanent collection
