mkey,Collection,ID Number
331406,Fossil Vertebrate,CMNFV 8871
331407,Fossil Vertebrate,CMNFV 8872
331412,Fossil Vertebrate,CMNFV 8877
331450,Fossil Vertebrate,CMNFV 25262G
331716,Fossil Vertebrate,CMNFV 25532
331717,Fossil Vertebrate,CMNFV 25533
331725,Fossil Vertebrate,CMNFV 25541
331728,Fossil Vertebrate,CMNFV 25545
331729,Fossil Vertebrate,CMNFV 25546
331730,Fossil Vertebrate,CMNFV 25547
331731,Fossil Vertebrate,CMNFV 25548
331732,Fossil Vertebrate,CMNFV 25549
331734,Fossil Vertebrate,CMNFV 25550
331735,Fossil Vertebrate,CMNFV 25551
331736,Fossil Vertebrate,CMNFV 25552
331737,Fossil Vertebrate,CMNFV 25553
331738,Fossil Vertebrate,CMNFV 25554
331739,Fossil Vertebrate,CMNFV 25555
331740,Fossil Vertebrate,CMNFV 25556
331741,Fossil Vertebrate,CMNFV 25557
331742,Fossil Vertebrate,CMNFV 25558
331743,Fossil Vertebrate,CMNFV 25559
331744,Fossil Vertebrate,CMNFV 25560
331745,Fossil Vertebrate,CMNFV 25561
331746,Fossil Vertebrate,CMNFV 25562
331747,Fossil Vertebrate,CMNFV 25563
331748,Fossil Vertebrate,CMNFV 25564
331749,Fossil Vertebrate,CMNFV 25565
331750,Fossil Vertebrate,CMNFV 25566
331751,Fossil Vertebrate,CMNFV 25567
331752,Fossil Vertebrate,CMNFV 25568
331753,Fossil Vertebrate,CMNFV 25569
331754,Fossil Vertebrate,CMNFV 25570
331755,Fossil Vertebrate,CMNFV 25571
331756,Fossil Vertebrate,CMNFV 25572
331757,Fossil Vertebrate,CMNFV 25573
331758,Fossil Vertebrate,CMNFV 25574
331759,Fossil Vertebrate,CMNFV 25575
331760,Fossil Vertebrate,CMNFV 25577
331761,Fossil Vertebrate,CMNFV 25576
331762,Fossil Vertebrate,CMNFV 25578
331763,Fossil Vertebrate,CMNFV 25579
331764,Fossil Vertebrate,CMNFV 25580
331765,Fossil Vertebrate,CMNFV 25581
331766,Fossil Vertebrate,CMNFV 25582
331767,Fossil Vertebrate,CMNFV 25583
331768,Fossil Vertebrate,CMNFV 25584
331769,Fossil Vertebrate,CMNFV 25585
331770,Fossil Vertebrate,CMNFV 25586
331771,Fossil Vertebrate,CMNFV 25587
331772,Fossil Vertebrate,CMNFV 25588
331773,Fossil Vertebrate,CMNFV 25589
331774,Fossil Vertebrate,CMNFV 25590
331775,Fossil Vertebrate,CMNFV 25591
331776,Fossil Vertebrate,CMNFV 25592
331777,Fossil Vertebrate,CMNFV 25594
331778,Fossil Vertebrate,CMNFV 25593
331779,Fossil Vertebrate,CMNFV 25595
331785,Fossil Vertebrate,CMNFV 25601
332000,Fossil Vertebrate,CMNFV 25816
332164,Fossil Vertebrate,CMNFV 25978
332306,Fossil Vertebrate,CMNFV 26117
332365,Fossil Vertebrate,CMNFV 26179
332419,Fossil Vertebrate,CMNFV 26613
332443,Fossil Vertebrate,CMNFV 26637
332596,Fossil Vertebrate,CMNFV 26790
332805,Fossil Vertebrate,CMNFV 26990
332906,Fossil Vertebrate,CMNFV 27099
332978,Fossil Vertebrate,CMNFV 27172
332990,Fossil Vertebrate,CMNFV 27182
333140,Fossil Vertebrate,CMNFV 27336
333305,Fossil Vertebrate,CMNFV 27501
333712,Fossil Vertebrate,CMNFV 27908
333713,Fossil Vertebrate,CMNFV 27909
333764,Fossil Vertebrate,CMNFV 27960
333901,Fossil Vertebrate,CMNFV 28097
333974,Fossil Vertebrate,CMNFV 28170
334075,Fossil Vertebrate,CMNFV 28271
334526,Fossil Vertebrate,CMNFV 28726
334680,Fossil Vertebrate,CMNFV 28880
335286,Fossil Vertebrate,CMNFV 31172
335650,Fossil Vertebrate,CMNFV 31558
335755,Fossil Vertebrate,CMNFV 31713
335972,Fossil Vertebrate,CMNFV 31930
335973,Fossil Vertebrate,CMNFV 31931
336077,Fossil Vertebrate,CMNFV 32035
336248,Fossil Vertebrate,CMNFV 32206
336249,Fossil Vertebrate,CMNFV 32207
336250,Fossil Vertebrate,CMNFV 32208
336251,Fossil Vertebrate,CMNFV 32209
336325,Fossil Vertebrate,CMNFV 32661
336335,Fossil Vertebrate,CMNFV 32671
336365,Fossil Vertebrate,CMNFV 32701
336372,Fossil Vertebrate,CMNFV 32708
336376,Fossil Vertebrate,CMNFV 32712
336386,Fossil Vertebrate,CMNFV 32722
336387,Fossil Vertebrate,CMNFV 32723
336395,Fossil Vertebrate,CMNFV 32731
336400,Fossil Vertebrate,CMNFV 32737
336407,Fossil Vertebrate,CMNFV 32743
336421,Fossil Vertebrate,CMNFV 32757
336425,Fossil Vertebrate,CMNFV 32761
336434,Fossil Vertebrate,CMNFV 32770
336439,Fossil Vertebrate,CMNFV 32775
336440,Fossil Vertebrate,CMNFV 32776
336445,Fossil Vertebrate,CMNFV 32781
336448,Fossil Vertebrate,CMNFV 32784
336450,Fossil Vertebrate,CMNFV 32786
336452,Fossil Vertebrate,CMNFV 32788
336453,Fossil Vertebrate,CMNFV 32789
336463,Fossil Vertebrate,CMNFV 32799
336477,Fossil Vertebrate,CMNFV 32813
336481,Fossil Vertebrate,CMNFV 32817
336489,Fossil Vertebrate,CMNFV 32825
336518,Fossil Vertebrate,CMNFV 32854
336543,Fossil Vertebrate,CMNFV 32880
336550,Fossil Vertebrate,CMNFV 32887
336590,Fossil Vertebrate,CMNFV 32927
336591,Fossil Vertebrate,CMNFV 32928
336605,Fossil Vertebrate,CMNFV 32942
336606,Fossil Vertebrate,CMNFV 32943
336629,Fossil Vertebrate,CMNFV 32966
336643,Fossil Vertebrate,CMNFV 32980
337622,Fossil Vertebrate,CMNFV 33958
338089,Fossil Vertebrate,CMNFV 35225
338090,Fossil Vertebrate,CMNFV 35226
338091,Fossil Vertebrate,CMNFV 35227
338092,Fossil Vertebrate,CMNFV 35228
338093,Fossil Vertebrate,CMNFV 35229
338491,Fossil Vertebrate,CMNFV 35620
339326,Fossil Vertebrate,CMNFV 36453
339334,Fossil Vertebrate,CMNFV 36461
339335,Fossil Vertebrate,CMNFV 36462
339336,Fossil Vertebrate,CMNFV 36463
339337,Fossil Vertebrate,CMNFV 36466
339339,Fossil Vertebrate,CMNFV 36465
339340,Fossil Vertebrate,CMNFV 36468
339341,Fossil Vertebrate,CMNFV 36469
339369,Fossil Vertebrate,CMNFV 36496
339483,Fossil Vertebrate,CMNFV 36610
340263,Fossil Vertebrate,CMNFV 37371
340577,Fossil Vertebrate,CMNFV 44823
340653,Fossil Vertebrate,CMNFV 44873
340747,Fossil Vertebrate,CMNFV 45020
340767,Fossil Vertebrate,CMNFV 45040
340780,Fossil Vertebrate,CMNFV 45053
340880,Fossil Vertebrate,CMNFV 45156
340975,Fossil Vertebrate,CMNFV 45256
341150,Fossil Vertebrate,CMNFV 21101
341151,Fossil Vertebrate,CMNFV 21102
341152,Fossil Vertebrate,CMNFV 21103
341153,Fossil Vertebrate,CMNFV 21104
341154,Fossil Vertebrate,CMNFV 21105
341155,Fossil Vertebrate,CMNFV 21106
341156,Fossil Vertebrate,CMNFV 21107
341157,Fossil Vertebrate,CMNFV 21108
341158,Fossil Vertebrate,CMNFV 21109
341159,Fossil Vertebrate,CMNFV 21110
341160,Fossil Vertebrate,CMNFV 21111
341161,Fossil Vertebrate,CMNFV 21112
341162,Fossil Vertebrate,CMNFV 21113
341163,Fossil Vertebrate,CMNFV 21114
341164,Fossil Vertebrate,CMNFV 21115
341165,Fossil Vertebrate,CMNFV 21116
341166,Fossil Vertebrate,CMNFV 21117
341167,Fossil Vertebrate,CMNFV 21118
341168,Fossil Vertebrate,CMNFV 21119
341169,Fossil Vertebrate,CMNFV 21120
341170,Fossil Vertebrate,CMNFV 21121
341171,Fossil Vertebrate,CMNFV 21122
341172,Fossil Vertebrate,CMNFV 21123
341173,Fossil Vertebrate,CMNFV 21124
341174,Fossil Vertebrate,CMNFV 21125
341175,Fossil Vertebrate,CMNFV 21126
341176,Fossil Vertebrate,CMNFV 21127
341177,Fossil Vertebrate,CMNFV 21128
341178,Fossil Vertebrate,CMNFV 21129
341179,Fossil Vertebrate,CMNFV 21130
341180,Fossil Vertebrate,CMNFV 21132
341181,Fossil Vertebrate,CMNFV 21133
341182,Fossil Vertebrate,CMNFV 21134
341183,Fossil Vertebrate,CMNFV 21135
341184,Fossil Vertebrate,CMNFV 21136
341185,Fossil Vertebrate,CMNFV 21137
341186,Fossil Vertebrate,CMNFV 21138
341187,Fossil Vertebrate,CMNFV 21139
341188,Fossil Vertebrate,CMNFV 21140
341189,Fossil Vertebrate,CMNFV 21141
341190,Fossil Vertebrate,CMNFV 21142
341191,Fossil Vertebrate,CMNFV 21143
341192,Fossil Vertebrate,CMNFV 21144
341193,Fossil Vertebrate,CMNFV 21145
341194,Fossil Vertebrate,CMNFV 21146
341195,Fossil Vertebrate,CMNFV 21147
341196,Fossil Vertebrate,CMNFV 21148
341197,Fossil Vertebrate,CMNFV 21149
341198,Fossil Vertebrate,CMNFV 21150
341199,Fossil Vertebrate,CMNFV 21151
341200,Fossil Vertebrate,CMNFV 21152
341201,Fossil Vertebrate,CMNFV 21153
341202,Fossil Vertebrate,CMNFV 21154
341203,Fossil Vertebrate,CMNFV 21155
341204,Fossil Vertebrate,CMNFV 21156
341205,Fossil Vertebrate,CMNFV 21157
341206,Fossil Vertebrate,CMNFV 21158
341207,Fossil Vertebrate,CMNFV 21159
341208,Fossil Vertebrate,CMNFV 21160
341209,Fossil Vertebrate,CMNFV 21161
341210,Fossil Vertebrate,CMNFV 21162
341211,Fossil Vertebrate,CMNFV 21163
341212,Fossil Vertebrate,CMNFV 21164
341213,Fossil Vertebrate,CMNFV 21165
341214,Fossil Vertebrate,CMNFV 21166
341215,Fossil Vertebrate,CMNFV 21167
341216,Fossil Vertebrate,CMNFV 21168
341217,Fossil Vertebrate,CMNFV 21169
341218,Fossil Vertebrate,CMNFV 21170
341219,Fossil Vertebrate,CMNFV 21171
341220,Fossil Vertebrate,CMNFV 21172
341221,Fossil Vertebrate,CMNFV 21173
341222,Fossil Vertebrate,CMNFV 21174
341223,Fossil Vertebrate,CMNFV 21175
341224,Fossil Vertebrate,CMNFV 21176
341225,Fossil Vertebrate,CMNFV 21177
341226,Fossil Vertebrate,CMNFV 21178
341227,Fossil Vertebrate,CMNFV 21179
341228,Fossil Vertebrate,CMNFV 21180
341229,Fossil Vertebrate,CMNFV 21181
341230,Fossil Vertebrate,CMNFV 21182
341231,Fossil Vertebrate,CMNFV 21184
341232,Fossil Vertebrate,CMNFV 21185
341233,Fossil Vertebrate,CMNFV 21186
341234,Fossil Vertebrate,CMNFV 21187
341235,Fossil Vertebrate,CMNFV 21188
341236,Fossil Vertebrate,CMNFV 21189
341237,Fossil Vertebrate,CMNFV 21190
341238,Fossil Vertebrate,CMNFV 21191
341239,Fossil Vertebrate,CMNFV 21192
341240,Fossil Vertebrate,CMNFV 21193
341241,Fossil Vertebrate,CMNFV 21194
341242,Fossil Vertebrate,CMNFV 21195
341243,Fossil Vertebrate,CMNFV 21196
341244,Fossil Vertebrate,CMNFV 21197
341245,Fossil Vertebrate,CMNFV 21198
341246,Fossil Vertebrate,CMNFV 21199
341247,Fossil Vertebrate,CMNFV 211200
341248,Fossil Vertebrate,CMNFV 21201
341249,Fossil Vertebrate,CMNFV 21202
341250,Fossil Vertebrate,CMNFV 21203
341251,Fossil Vertebrate,CMNFV 21204
341252,Fossil Vertebrate,CMNFV 21205
341253,Fossil Vertebrate,CMNFV 21206
341254,Fossil Vertebrate,CMNFV 21207
341255,Fossil Vertebrate,CMNFV 21208
341256,Fossil Vertebrate,CMNFV 21209
341257,Fossil Vertebrate,CMNFV 21210
341258,Fossil Vertebrate,CMNFV 21211
341259,Fossil Vertebrate,CMNFV 21212
341260,Fossil Vertebrate,CMNFV 21213
341261,Fossil Vertebrate,CMNFV 21214
341262,Fossil Vertebrate,CMNFV 21215
341263,Fossil Vertebrate,CMNFV 21216
341264,Fossil Vertebrate,CMNFV 21217
341265,Fossil Vertebrate,CMNFV 21218
341266,Fossil Vertebrate,CMNFV 21219
341267,Fossil Vertebrate,CMNFV 21220
341268,Fossil Vertebrate,CMNFV 21221
341269,Fossil Vertebrate,CMNFV 21222
341270,Fossil Vertebrate,CMNFV 21223
341271,Fossil Vertebrate,CMNFV 21224
341272,Fossil Vertebrate,CMNFV 21225
341273,Fossil Vertebrate,CMNFV 21226
341274,Fossil Vertebrate,CMNFV 21227
341275,Fossil Vertebrate,CMNFV 21228
341276,Fossil Vertebrate,CMNFV 21229
341277,Fossil Vertebrate,CMNFV 21230
341278,Fossil Vertebrate,CMNFV 21231
341279,Fossil Vertebrate,CMNFV 21232
341280,Fossil Vertebrate,CMNFV 21233
341281,Fossil Vertebrate,CMNFV 21234
341282,Fossil Vertebrate,CMNFV 21235
341283,Fossil Vertebrate,CMNFV 21236
341284,Fossil Vertebrate,CMNFV 21237
341285,Fossil Vertebrate,CMNFV 21238
341286,Fossil Vertebrate,CMNFV 21239
341287,Fossil Vertebrate,CMNFV 21240
341288,Fossil Vertebrate,CMNFV 21241
341289,Fossil Vertebrate,CMNFV 21242
341290,Fossil Vertebrate,CMNFV 21243
341291,Fossil Vertebrate,CMNFV 21244
341292,Fossil Vertebrate,CMNFV 21245
341293,Fossil Vertebrate,CMNFV 21246
341294,Fossil Vertebrate,CMNFV 21247
341295,Fossil Vertebrate,CMNFV 21248
341296,Fossil Vertebrate,CMNFV 21249
341297,Fossil Vertebrate,CMNFV 21250
341298,Fossil Vertebrate,CMNFV 21251
341299,Fossil Vertebrate,CMNFV 21252
341300,Fossil Vertebrate,CMNFV 21253
341301,Fossil Vertebrate,CMNFV 21254
341302,Fossil Vertebrate,CMNFV 21255
341303,Fossil Vertebrate,CMNFV 21256
341304,Fossil Vertebrate,CMNFV 21257
341305,Fossil Vertebrate,CMNFV 21258
341306,Fossil Vertebrate,CMNFV 21259
341307,Fossil Vertebrate,CMNFV 21260
341308,Fossil Vertebrate,CMNFV 21261
341309,Fossil Vertebrate,CMNFV 21262
341310,Fossil Vertebrate,CMNFV 21263
341311,Fossil Vertebrate,CMNFV 21264
341312,Fossil Vertebrate,CMNFV 21265
341313,Fossil Vertebrate,CMNFV 21266
341314,Fossil Vertebrate,CMNFV 21267
341315,Fossil Vertebrate,CMNFV 21268
341316,Fossil Vertebrate,CMNFV 21269
341317,Fossil Vertebrate,CMNFV 21270
341318,Fossil Vertebrate,CMNFV 21271
341319,Fossil Vertebrate,CMNFV 21272
341320,Fossil Vertebrate,CMNFV 21273
341321,Fossil Vertebrate,CMNFV 21274
341322,Fossil Vertebrate,CMNFV 21275
341323,Fossil Vertebrate,CMNFV 21276
341324,Fossil Vertebrate,CMNFV 21277
341325,Fossil Vertebrate,CMNFV 21278
341326,Fossil Vertebrate,CMNFV 21279
341327,Fossil Vertebrate,CMNFV 21280
341328,Fossil Vertebrate,CMNFV 21281
341329,Fossil Vertebrate,CMNFV 21282
341330,Fossil Vertebrate,CMNFV 21283
341331,Fossil Vertebrate,CMNFV 21284
341332,Fossil Vertebrate,CMNFV 21285
341333,Fossil Vertebrate,CMNFV 21286
341334,Fossil Vertebrate,CMNFV 21287
341335,Fossil Vertebrate,CMNFV 21288
341336,Fossil Vertebrate,CMNFV 21289
341337,Fossil Vertebrate,CMNFV 21290
341338,Fossil Vertebrate,CMNFV 21291
341339,Fossil Vertebrate,CMNFV 21292
341340,Fossil Vertebrate,CMNFV 21293
341341,Fossil Vertebrate,CMNFV 21294
341342,Fossil Vertebrate,CMNFV 21295
341343,Fossil Vertebrate,CMNFV 21296
341344,Fossil Vertebrate,CMNFV 21297
341345,Fossil Vertebrate,CMNFV 21298
341346,Fossil Vertebrate,CMNFV 21299
341347,Fossil Vertebrate,CMNFV 21300
341553,Fossil Vertebrate,CMNFV 31004
341554,Fossil Vertebrate,CMNFV 31005
341555,Fossil Vertebrate,CMNFV 31006
341556,Fossil Vertebrate,CMNFV 31007
341557,Fossil Vertebrate,CMNFV 31008
341558,Fossil Vertebrate,CMNFV 31009
341571,Fossil Vertebrate,CMNFV 31022
341572,Fossil Vertebrate,CMNFV 31023
341573,Fossil Vertebrate,CMNFV 31024
341574,Fossil Vertebrate,CMNFV 31025
341575,Fossil Vertebrate,CMNFV 31026
341576,Fossil Vertebrate,CMNFV 31027
341577,Fossil Vertebrate,CMNFV 31028
341578,Fossil Vertebrate,CMNFV 31029
341579,Fossil Vertebrate,CMNFV 31030
341587,Fossil Vertebrate,CMNFV 31038
341726,Fossil Vertebrate,CMNFV 30588
341729,Fossil Vertebrate,CMNFV 30593
341730,Fossil Vertebrate,CMNFV 30594
341731,Fossil Vertebrate,CMNFV 30595
341732,Fossil Vertebrate,CMNFV 30596
342026,Fossil Vertebrate,CMNFV 45576
342133,Fossil Vertebrate,CMNFV 40944
342147,Fossil Vertebrate,CMNFV 40958
342156,Fossil Vertebrate,CMNFV 40967
342169,Fossil Vertebrate,CMNFV 40980
342170,Fossil Vertebrate,CMNFV 40981
342171,Fossil Vertebrate,CMNFV 40982
342172,Fossil Vertebrate,CMNFV 40983
342173,Fossil Vertebrate,CMNFV 40984
342174,Fossil Vertebrate,CMNFV 40985
342175,Fossil Vertebrate,CMNFV 40986
342176,Fossil Vertebrate,CMNFV 40987
342177,Fossil Vertebrate,CMNFV 40988
342178,Fossil Vertebrate,CMNFV 40989
342216,Fossil Vertebrate,CMNFV 40990
342217,Fossil Vertebrate,CMNFV 40991
342218,Fossil Vertebrate,CMNFV 40992
342219,Fossil Vertebrate,CMNFV 40993
342220,Fossil Vertebrate,CMNFV 40994
342221,Fossil Vertebrate,CMNFV 40996
342222,Fossil Vertebrate,CMNFV 40997
342224,Fossil Vertebrate,CMNFV 40999
342225,Fossil Vertebrate,CMNFV 40995
342229,Fossil Vertebrate,CMNFV 40801
342234,Fossil Vertebrate,CMNFV 40806
342235,Fossil Vertebrate,CMNFV 40807
342236,Fossil Vertebrate,CMNFV 40808
342237,Fossil Vertebrate,CMNFV 40809
342339,Fossil Vertebrate,CMNFV 26239
342340,Fossil Vertebrate,CMNFV 26270
342341,Fossil Vertebrate,CMNFV 26271
342342,Fossil Vertebrate,CMNFV 26272
342343,Fossil Vertebrate,CMNFV 26273
342344,Fossil Vertebrate,CMNFV 26274
342345,Fossil Vertebrate,CMNFV 26275
342346,Fossil Vertebrate,CMNFV 26276
342469,Fossil Vertebrate,CMNFV 26399
342470,Fossil Vertebrate,CMNFV 26400
342479,Fossil Vertebrate,CMNFV 26268
342480,Fossil Vertebrate,CMNFV 26269
342684,Fossil Vertebrate,CMNFV 34424
342685,Fossil Vertebrate,CMNFV 34425
342686,Fossil Vertebrate,CMNFV 34426
342687,Fossil Vertebrate,CMNFV 34427
342688,Fossil Vertebrate,CMNFV 34428
342689,Fossil Vertebrate,CMNFV 34429
342690,Fossil Vertebrate,CMNFV 34430
342691,Fossil Vertebrate,CMNFV 34431
342692,Fossil Vertebrate,CMNFV 34432
342693,Fossil Vertebrate,CMNFV 34433
342694,Fossil Vertebrate,CMNFV 34434
342726,Fossil Vertebrate,CMNFV 34533
342727,Fossil Vertebrate,CMNFV 34535
342728,Fossil Vertebrate,CMNFV 34536
342802,Fossil Vertebrate,CMNFV 34884
342824,Fossil Vertebrate,CMNFV 34906
342833,Fossil Vertebrate,CMNFV 34915
342837,Fossil Vertebrate,CMNFV 34919
342856,Fossil Vertebrate,CMNFV 34938
342857,Fossil Vertebrate,CMNFV 34939
342864,Fossil Vertebrate,CMNFV 34970
342865,Fossil Vertebrate,CMNFV 34971
342866,Fossil Vertebrate,CMNFV 34972
342867,Fossil Vertebrate,CMNFV 34973
342868,Fossil Vertebrate,CMNFV 34974
342869,Fossil Vertebrate,CMNFV 34975
342870,Fossil Vertebrate,CMNFV 34976
342871,Fossil Vertebrate,CMNFV 34977
342872,Fossil Vertebrate,CMNFV 34978
342873,Fossil Vertebrate,CMNFV 34979
342874,Fossil Vertebrate,CMNFV 34980
342875,Fossil Vertebrate,CMNFV 34981
342876,Fossil Vertebrate,CMNFV 34982
342877,Fossil Vertebrate,CMNFV 34983
342878,Fossil Vertebrate,CMNFV 34984
342879,Fossil Vertebrate,CMNFV 34985
342880,Fossil Vertebrate,CMNFV 34986
342881,Fossil Vertebrate,CMNFV 34987
342882,Fossil Vertebrate,CMNFV 34988
342883,Fossil Vertebrate,CMNFV 34989
342884,Fossil Vertebrate,CMNFV 34990
342885,Fossil Vertebrate,CMNFV 34991
342886,Fossil Vertebrate,CMNFV 34992
342887,Fossil Vertebrate,CMNFV 34993
342888,Fossil Vertebrate,CMNFV 34994
342889,Fossil Vertebrate,CMNFV 34995
342890,Fossil Vertebrate,CMNFV 34996
342891,Fossil Vertebrate,CMNFV 34997
342892,Fossil Vertebrate,CMNFV 34998
342893,Fossil Vertebrate,CMNFV 34999
342894,Fossil Vertebrate,CMNFV 35000
342895,Fossil Vertebrate,CMNFV 35001
342896,Fossil Vertebrate,CMNFV 35002
342897,Fossil Vertebrate,CMNFV 35003
342898,Fossil Vertebrate,CMNFV 35004
342899,Fossil Vertebrate,CMNFV 35005
342900,Fossil Vertebrate,CMNFV 35006
342901,Fossil Vertebrate,CMNFV 35007
342902,Fossil Vertebrate,CMNFV 35008
342903,Fossil Vertebrate,CMNFV 35009
342904,Fossil Vertebrate,CMNFV 35010
342905,Fossil Vertebrate,CMNFV 35011
342906,Fossil Vertebrate,CMNFV 35012
342907,Fossil Vertebrate,CMNFV 35013
342908,Fossil Vertebrate,CMNFV 35014
342909,Fossil Vertebrate,CMNFV 35015
342910,Fossil Vertebrate,CMNFV 35016
342911,Fossil Vertebrate,CMNFV 35017
342912,Fossil Vertebrate,CMNFV 35018
342913,Fossil Vertebrate,CMNFV 35019
342914,Fossil Vertebrate,CMNFV 35020
342915,Fossil Vertebrate,CMNFV 35021
342916,Fossil Vertebrate,CMNFV 35022
342917,Fossil Vertebrate,CMNFV 35023
342918,Fossil Vertebrate,CMNFV 35024
342919,Fossil Vertebrate,CMNFV 35025
342920,Fossil Vertebrate,CMNFV 35026
342921,Fossil Vertebrate,CMNFV 35027
342922,Fossil Vertebrate,CMNFV 35028
342923,Fossil Vertebrate,CMNFV 35029
342924,Fossil Vertebrate,CMNFV 35030
342925,Fossil Vertebrate,CMNFV 35031
342926,Fossil Vertebrate,CMNFV 35032
342927,Fossil Vertebrate,CMNFV 35033
342928,Fossil Vertebrate,CMNFV 35034
342929,Fossil Vertebrate,CMNFV 35035
342930,Fossil Vertebrate,CMNFV 35036
342931,Fossil Vertebrate,CMNFV 35037
342932,Fossil Vertebrate,CMNFV 35038
342933,Fossil Vertebrate,CMNFV 35039
342934,Fossil Vertebrate,CMNFV 35040
342935,Fossil Vertebrate,CMNFV 35041
342936,Fossil Vertebrate,CMNFV 35042
342937,Fossil Vertebrate,CMNFV 35043
342938,Fossil Vertebrate,CMNFV 35044
342939,Fossil Vertebrate,CMNFV 35045
342940,Fossil Vertebrate,CMNFV 35046
342941,Fossil Vertebrate,CMNFV 35047
342942,Fossil Vertebrate,CMNFV 35048
342943,Fossil Vertebrate,CMNFV 35049
342944,Fossil Vertebrate,CMNFV 35050
342945,Fossil Vertebrate,CMNFV 35051
342946,Fossil Vertebrate,CMNFV 35052
342947,Fossil Vertebrate,CMNFV 35053
342948,Fossil Vertebrate,CMNFV 35054
342949,Fossil Vertebrate,CMNFV 35055
342950,Fossil Vertebrate,CMNFV 35056
342951,Fossil Vertebrate,CMNFV 35057
342952,Fossil Vertebrate,CMNFV 35058
342953,Fossil Vertebrate,CMNFV 35059
342954,Fossil Vertebrate,CMNFV 35060
342955,Fossil Vertebrate,CMNFV 35061
342956,Fossil Vertebrate,CMNFV 35062
342957,Fossil Vertebrate,CMNFV 35063
342958,Fossil Vertebrate,CMNFV 35064
342959,Fossil Vertebrate,CMNFV 35065
342960,Fossil Vertebrate,CMNFV 35066
342961,Fossil Vertebrate,CMNFV 35067
342962,Fossil Vertebrate,CMNFV 35068
342963,Fossil Vertebrate,CMNFV 35069
342964,Fossil Vertebrate,CMNFV 35070
342965,Fossil Vertebrate,CMNFV 35071
342966,Fossil Vertebrate,CMNFV 35072
342967,Fossil Vertebrate,CMNFV 35073
342968,Fossil Vertebrate,CMNFV 35074
342969,Fossil Vertebrate,CMNFV 35075
342970,Fossil Vertebrate,CMNFV 35076
342971,Fossil Vertebrate,CMNFV 35077
342972,Fossil Vertebrate,CMNFV 35078
342973,Fossil Vertebrate,CMNFV 35079
342974,Fossil Vertebrate,CMNFV 35080
342975,Fossil Vertebrate,CMNFV 35081
342976,Fossil Vertebrate,CMNFV 35082
342977,Fossil Vertebrate,CMNFV 35083
342978,Fossil Vertebrate,CMNFV 35084
342979,Fossil Vertebrate,CMNFV 35085
342980,Fossil Vertebrate,CMNFV 35086
342981,Fossil Vertebrate,CMNFV 35087
342982,Fossil Vertebrate,CMNFV 35088
342983,Fossil Vertebrate,CMNFV 35089
342984,Fossil Vertebrate,CMNFV 35090
342985,Fossil Vertebrate,CMNFV 35091
342986,Fossil Vertebrate,CMNFV 35092
342987,Fossil Vertebrate,CMNFV 35093
342988,Fossil Vertebrate,CMNFV 35094
342989,Fossil Vertebrate,CMNFV 35095
342990,Fossil Vertebrate,CMNFV 35096
342991,Fossil Vertebrate,CMNFV 35097
342992,Fossil Vertebrate,CMNFV 35098
342993,Fossil Vertebrate,CMNFV 35099
343046,Fossil Vertebrate,CMNFV 37762
343177,Fossil Vertebrate,CMNFV 37894
343636,Fossil Vertebrate,CMNFV 38354
343828,Fossil Vertebrate,CMNFV 38570
343829,Fossil Vertebrate,CMNFV 38571
343830,Fossil Vertebrate,CMNFV 38572
343831,Fossil Vertebrate,CMNFV 38573
343832,Fossil Vertebrate,CMNFV 38574
343833,Fossil Vertebrate,CMNFV 38575
343834,Fossil Vertebrate,CMNFV 38576
343835,Fossil Vertebrate,CMNFV 38577
343836,Fossil Vertebrate,CMNFV 38578
343837,Fossil Vertebrate,CMNFV 38579
343839,Fossil Vertebrate,CMNFV 38581
343840,Fossil Vertebrate,CMNFV 38582
343841,Fossil Vertebrate,CMNFV 38583
343842,Fossil Vertebrate,CMNFV 38584
343843,Fossil Vertebrate,CMNFV 38585
343844,Fossil Vertebrate,CMNFV 38586
343845,Fossil Vertebrate,CMNFV 38587
343846,Fossil Vertebrate,CMNFV 38588
343847,Fossil Vertebrate,CMNFV 38589
343848,Fossil Vertebrate,CMNFV 38590
343849,Fossil Vertebrate,CMNFV 38591
343850,Fossil Vertebrate,CMNFV 38592
343851,Fossil Vertebrate,CMNFV 38593
343852,Fossil Vertebrate,CMNFV 38594
343853,Fossil Vertebrate,CMNFV 38595
343855,Fossil Vertebrate,CMNFV 38597
343856,Fossil Vertebrate,CMNFV 38598
344064,Fossil Vertebrate,CMNFV 38806
344065,Fossil Vertebrate,CMNFV 38807
344066,Fossil Vertebrate,CMNFV 38808
344067,Fossil Vertebrate,CMNFV 38809
344068,Fossil Vertebrate,CMNFV 38810
344069,Fossil Vertebrate,CMNFV 38811
344070,Fossil Vertebrate,CMNFV 38812
344071,Fossil Vertebrate,CMNFV 38813
344072,Fossil Vertebrate,CMNFV 38814
344073,Fossil Vertebrate,CMNFV 38815
344074,Fossil Vertebrate,CMNFV 38816
344075,Fossil Vertebrate,CMNFV 38817
344076,Fossil Vertebrate,CMNFV 38818
344077,Fossil Vertebrate,CMNFV 38819
344078,Fossil Vertebrate,CMNFV 38820
344079,Fossil Vertebrate,CMNFV 38821
344080,Fossil Vertebrate,CMNFV 38822
344081,Fossil Vertebrate,CMNFV 38823
344082,Fossil Vertebrate,CMNFV 38824
344083,Fossil Vertebrate,CMNFV 38825
344084,Fossil Vertebrate,CMNFV 38826
