ID Number,xx speckey,xx Scientific Name
CAN 457401,1136032,xxDraba nivalis
CAN 466211,1136032,xxDraba nivalis
CAN 466218,1136032,xxDraba nivalis
CAN 466290,1136032,xxDraba nivalis
CAN 486188,1136032,xxDraba nivalis
CAN 518136,1136032,xxDraba nivalis
CAN 518140,1136032,xxDraba nivalis
CAN 518250,1136032,xxDraba nivalis
CAN 518362,1136032,xxDraba nivalis
CAN 486326,1136032,xxDraba nivalis
CAN 494826,1136032,xxDraba nivalis
CAN 492965,1136032,xxDraba nivalis
CAN 535981,1136032,xxDraba nivalis
CAN 82273,1131973,xxClintonia borealis
CAN 70775,1131973,xxClintonia borealis
CAN 0013882A,1131973,xxClintonia borealis
CAN 13882,1131973,xxClintonia borealis
CAN 415112,1131973,xxClintonia borealis
CAN 415139,1131973,xxClintonia borealis
CAN 323525,1131973,xxClintonia borealis
CAN 319617,1131973,xxClintonia borealis
CAN 416327,1131973,xxClintonia borealis
CAN 439381,1131973,xxClintonia borealis
CAN 430094,1131973,xxClintonia borealis
CAN 455194,1131973,xxClintonia borealis
CAN 451819,1131973,xxClintonia borealis
CAN 436736,1131973,xxClintonia borealis
CAN 435893,1131973,xxClintonia borealis
CAN 452332,1131973,xxClintonia borealis
CAN 436180,1131973,xxClintonia borealis
CAN 470251,1131973,xxClintonia borealis
CAN 475005,1131973,xxClintonia borealis
CAN 434584,1131973,xxClintonia borealis
CAN 447570,1131973,xxClintonia borealis
CAN 440992,1131973,xxClintonia borealis
CAN 470612,1131973,xxClintonia borealis
CAN 474745,1131973,xxClintonia borealis
CAN 475181,1131973,xxClintonia borealis
CAN 436473,1131973,xxClintonia borealis
CAN 433316,1131973,xxClintonia borealis
CAN 521169,1131973,xxClintonia borealis
CAN 502085,1131973,xxClintonia borealis
CAN 522342,1131973,xxClintonia borealis
CAN 500849,1131973,xxClintonia borealis
CAN 516603,1131973,xxClintonia borealis
CAN 475819,1131973,xxClintonia borealis
CAN 502043,1131973,xxClintonia borealis
CAN 540261,1131973,xxClintonia borealis
CAN 540592,1131973,xxClintonia borealis
CAN 534844,1131973,xxClintonia borealis
CAN 527314,1131973,xxClintonia borealis
CAN 530161,1131973,xxClintonia borealis
CAN 526239,1131973,xxClintonia borealis
CAN 528466,1131973,xxClintonia borealis
CAN 528547,1131973,xxClintonia borealis
CAN 530478,1131973,xxClintonia borealis
CAN 543265,1131973,xxClintonia borealis
CAN 542407,1131973,xxClintonia borealis
CAN 542579,1131973,xxClintonia borealis
CAN 553194,1131973,xxClintonia borealis
CAN 443534,1135842,xxRumex obtusifolius
CAN 416462,1135842,xxRumex obtusifolius
CAN 456124,1135842,xxRumex obtusifolius
CAN 458832,1135842,xxRumex obtusifolius
CAN 469787,1135842,xxRumex obtusifolius
CAN 470396,1135842,xxRumex obtusifolius
CAN 475175,1135842,xxRumex obtusifolius
CAN 505318,1135842,xxRumex obtusifolius
CAN 501820,1135842,xxRumex obtusifolius
CAN 501821,1135842,xxRumex obtusifolius
CAN 526267,1135842,xxRumex obtusifolius
CAN 527692,1135842,xxRumex obtusifolius
CAN 411977,1135859,xxOxyria digyna
CAN 410989,1135859,xxOxyria digyna
CAN 411207,1135859,xxOxyria digyna
CAN 410645,1135859,xxOxyria digyna
CAN 410646,1135859,xxOxyria digyna
CAN 410386,1135859,xxOxyria digyna
CAN 449687,1135859,xxOxyria digyna
CAN 451572,1135859,xxOxyria digyna
CAN 451582,1135859,xxOxyria digyna
CAN 453994,1135859,xxOxyria digyna
CAN 457175,1135859,xxOxyria digyna
CAN 484719,1135859,xxOxyria digyna
CAN 484855,1135859,xxOxyria digyna
CAN 484940,1135859,xxOxyria digyna
CAN 485136,1135859,xxOxyria digyna
CAN 476291,1135859,xxOxyria digyna
CAN 485226,1135859,xxOxyria digyna
CAN 499376,1135859,xxOxyria digyna
CAN 499377,1135859,xxOxyria digyna
CAN 465843,1135859,xxOxyria digyna
CAN 518555,1135859,xxOxyria digyna
CAN 521858,1135859,xxOxyria digyna
CAN 521871,1135859,xxOxyria digyna
CAN 517968,1135859,xxOxyria digyna
CAN 517999,1135859,xxOxyria digyna
CAN 502601,1135859,xxOxyria digyna
CAN 503626,1135859,xxOxyria digyna
CAN 490731,1135859,xxOxyria digyna
CAN 490753,1135859,xxOxyria digyna
CAN 503658,1135859,xxOxyria digyna
CAN 484986,1135859,xxOxyria digyna
CAN 486436,1135859,xxOxyria digyna
CAN 500209,1135859,xxOxyria digyna
CAN 490781,1135859,xxOxyria digyna
CAN 495530,1135859,xxOxyria digyna
CAN 484460,1135859,xxOxyria digyna
CAN 484484,1135859,xxOxyria digyna
CAN 500271,1135859,xxOxyria digyna
CAN 484505,1135859,xxOxyria digyna
CAN 485385,1135859,xxOxyria digyna
CAN 492964,1135859,xxOxyria digyna
CAN 535674,1135859,xxOxyria digyna
CAN 535918,1135859,xxOxyria digyna
CAN 535957,1135859,xxOxyria digyna
CAN 527931,1135859,xxOxyria digyna
CAN 523697,1135859,xxOxyria digyna
CAN 529456,1135859,xxOxyria digyna
CAN 517688,1135859,xxOxyria digyna
CAN 533013,1135859,xxOxyria digyna
CAN 526718,1135859,xxOxyria digyna
CAN 550686,1135859,xxOxyria digyna
CAN 550743,1135859,xxOxyria digyna
CAN 439214,1137475,xxPopulus deltoides
CAN 451070,1137475,xxPopulus deltoides
CAN 482456,1137475,xxPopulus deltoides
CAN 498685,1137475,xxPopulus deltoides
CAN 466414,1137475,xxPopulus deltoides
CAN 501584,1137475,xxPopulus deltoides
CAN 504982,1137475,xxPopulus deltoides
CAN 501399,1137475,xxPopulus deltoides
CAN 527325,1137475,xxPopulus deltoides
CAN 530422,1137475,xxPopulus deltoides
CAN 530618,1137475,xxPopulus deltoides
CAN 528367,1137475,xxPopulus deltoides
CAN 526905,1137475,xxPopulus deltoides
CAN 526928,1137475,xxPopulus deltoides
CAN 542877,1137475,xxPopulus deltoides
CAN 544172,1137475,xxPopulus deltoides
CAN 542361,1137475,xxPopulus deltoides
CAN 534532,1137475,xxPopulus deltoides
CAN 451010,1137478,xxPopulus grandidentata
CAN 435777,1137478,xxPopulus grandidentata
CAN 470473,1137478,xxPopulus grandidentata
CAN 433307,1137478,xxPopulus grandidentata
CAN 525964,1137478,xxPopulus grandidentata
CAN 524411,1137478,xxPopulus grandidentata
CAN 521190,1137478,xxPopulus grandidentata
CAN 501422,1137478,xxPopulus grandidentata
CAN 536283,1137478,xxPopulus grandidentata
CAN 528315,1137478,xxPopulus grandidentata
CAN 534612,1137478,xxPopulus grandidentata
CAN 530070,1137478,xxPopulus grandidentata
CAN 530071,1137478,xxPopulus grandidentata
CAN 517098,1137478,xxPopulus grandidentata
CAN 526270,1137478,xxPopulus grandidentata
CAN 409963,1137483,xxPopulus tremuloides
CAN 410075,1137483,xxPopulus tremuloides
CAN 429552,1137483,xxPopulus tremuloides
CAN 323531,1137483,xxPopulus tremuloides
CAN 430167,1137483,xxPopulus tremuloides
CAN 448008,1137483,xxPopulus tremuloides
CAN 457207,1137483,xxPopulus tremuloides
CAN 452124,1137483,xxPopulus tremuloides
CAN 452045,1137483,xxPopulus tremuloides
CAN 450968,1137483,xxPopulus tremuloides
CAN 457724,1137483,xxPopulus tremuloides
CAN 436186,1137483,xxPopulus tremuloides
CAN 488049,1137483,xxPopulus tremuloides
CAN 487597,1137483,xxPopulus tremuloides
CAN 447608,1137483,xxPopulus tremuloides
CAN 470575,1137483,xxPopulus tremuloides
CAN 474740,1137483,xxPopulus tremuloides
CAN 474841,1137483,xxPopulus tremuloides
CAN 474844,1137483,xxPopulus tremuloides
CAN 521416,1137483,xxPopulus tremuloides
CAN 523898,1137483,xxPopulus tremuloides
CAN 521205,1137483,xxPopulus tremuloides
CAN 525642,1137483,xxPopulus tremuloides
CAN 502125,1137483,xxPopulus tremuloides
CAN 516992,1137483,xxPopulus tremuloides
CAN 501914,1137483,xxPopulus tremuloides
CAN 516834,1137483,xxPopulus tremuloides
CAN 501421,1137483,xxPopulus tremuloides
CAN 540610,1137483,xxPopulus tremuloides
CAN 530069,1137483,xxPopulus tremuloides
CAN 526269,1137483,xxPopulus tremuloides
CAN 526466,1137483,xxPopulus tremuloides
CAN 530134,1137483,xxPopulus tremuloides
CAN 45204,1137486,xxSalix amygdaloides
CAN 203970,1137486,xxSalix amygdaloides
CAN 45205,1137486,xxSalix amygdaloides
CAN 45203,1137486,xxSalix amygdaloides
CAN 45202,1137486,xxSalix amygdaloides
CAN 117078,1137486,xxSalix amygdaloides
CAN 117076,1137486,xxSalix amygdaloides
CAN 196528,1137486,xxSalix amygdaloides
CAN 45197,1137486,xxSalix amygdaloides
CAN 45196,1137486,xxSalix amygdaloides
CAN 45187,1137486,xxSalix amygdaloides
CAN 45191,1137486,xxSalix amygdaloides
CAN 45190,1137486,xxSalix amygdaloides
CAN 45193,1137486,xxSalix amygdaloides
CAN 45206,1137486,xxSalix amygdaloides
CAN 45209,1137486,xxSalix amygdaloides
CAN 45207,1137486,xxSalix amygdaloides
CAN 349080,1137486,xxSalix amygdaloides
CAN 349081,1137486,xxSalix amygdaloides
CAN 167593,1137486,xxSalix amygdaloides
CAN 167592,1137486,xxSalix amygdaloides
CAN 167591,1137486,xxSalix amygdaloides
CAN 167589,1137486,xxSalix amygdaloides
CAN 167590,1137486,xxSalix amygdaloides
CAN 354080,1137486,xxSalix amygdaloides
CAN 359620,1137486,xxSalix amygdaloides
CAN 436962,1137486,xxSalix amygdaloides
CAN 349078,1137486,xxSalix amygdaloides
CAN 317395,1137486,xxSalix amygdaloides
CAN 317358,1137486,xxSalix amygdaloides
CAN 326196,1137486,xxSalix amygdaloides
CAN 357093,1137486,xxSalix amygdaloides
CAN 349077,1137486,xxSalix amygdaloides
CAN 349076,1137486,xxSalix amygdaloides
CAN 371826,1137486,xxSalix amygdaloides
CAN 371827,1137486,xxSalix amygdaloides
CAN 371828,1137486,xxSalix amygdaloides
CAN 371832,1137486,xxSalix amygdaloides
CAN 464843,1137486,xxSalix amygdaloides
CAN 451925,1137486,xxSalix amygdaloides
CAN 450327,1137486,xxSalix amygdaloides
CAN 464839,1137486,xxSalix amygdaloides
CAN 464840,1137486,xxSalix amygdaloides
CAN 464841,1137486,xxSalix amygdaloides
CAN 464842,1137486,xxSalix amygdaloides
CAN 457624,1137486,xxSalix amygdaloides
CAN 496564,1137486,xxSalix amygdaloides
CAN 496565,1137486,xxSalix amygdaloides
CAN 496567,1137486,xxSalix amygdaloides
CAN 496153,1137486,xxSalix amygdaloides
CAN 496537,1137486,xxSalix amygdaloides
CAN 496541,1137486,xxSalix amygdaloides
CAN 496673,1137486,xxSalix amygdaloides
CAN 496675,1137486,xxSalix amygdaloides
CAN 496680,1137486,xxSalix amygdaloides
CAN 496671,1137486,xxSalix amygdaloides
CAN 496672,1137486,xxSalix amygdaloides
CAN 496476,1137486,xxSalix amygdaloides
CAN 496473,1137486,xxSalix amygdaloides
CAN 496480,1137486,xxSalix amygdaloides
CAN 496489,1137486,xxSalix amygdaloides
CAN 496490,1137486,xxSalix amygdaloides
CAN 496497,1137486,xxSalix amygdaloides
CAN 472327,1137486,xxSalix amygdaloides
CAN 490677,1137486,xxSalix amygdaloides
CAN 482228,1137486,xxSalix amygdaloides
CAN 482227,1137486,xxSalix amygdaloides
CAN 496585,1137486,xxSalix amygdaloides
CAN 496586,1137486,xxSalix amygdaloides
CAN 497143,1137486,xxSalix amygdaloides
CAN 496598,1137486,xxSalix amygdaloides
CAN 496507,1137486,xxSalix amygdaloides
CAN 498617,1137486,xxSalix amygdaloides
CAN 502282,1137486,xxSalix amygdaloides
CAN 517505,1137486,xxSalix amygdaloides
CAN 517392,1137486,xxSalix amygdaloides
CAN 501605,1137486,xxSalix amygdaloides
CAN 547523,1137486,xxSalix amygdaloides
CAN 547522,1137486,xxSalix amygdaloides
CAN 547521,1137486,xxSalix amygdaloides
CAN 547520,1137486,xxSalix amygdaloides
CAN 547518,1137486,xxSalix amygdaloides
CAN 501878,1137486,xxSalix amygdaloides
CAN 501900,1137486,xxSalix amygdaloides
CAN 505001,1137486,xxSalix amygdaloides
CAN 483922,1137486,xxSalix amygdaloides
CAN 482487,1137486,xxSalix amygdaloides
CAN 505108,1137486,xxSalix amygdaloides
CAN 501043,1137486,xxSalix amygdaloides
CAN 501756,1137486,xxSalix amygdaloides
CAN 501759,1137486,xxSalix amygdaloides
CAN 535418,1137486,xxSalix amygdaloides
CAN 535422,1137486,xxSalix amygdaloides
CAN 547890,1137486,xxSalix amygdaloides
CAN 547891,1137486,xxSalix amygdaloides
CAN 547889,1137486,xxSalix amygdaloides
CAN 547887,1137486,xxSalix amygdaloides
CAN 547888,1137486,xxSalix amygdaloides
CAN 530947,1137486,xxSalix amygdaloides
CAN 530957,1137486,xxSalix amygdaloides
CAN 524667,1137486,xxSalix amygdaloides
CAN 532105,1137486,xxSalix amygdaloides
CAN 532109,1137486,xxSalix amygdaloides
CAN 532122,1137486,xxSalix amygdaloides
CAN 547519,1137486,xxSalix amygdaloides
CAN 549257,1137486,xxSalix amygdaloides
CAN 549259,1137486,xxSalix amygdaloides
CAN 549260,1137486,xxSalix amygdaloides
CAN 543141,1137486,xxSalix amygdaloides
CAN 543143,1137486,xxSalix amygdaloides
CAN 543144,1137486,xxSalix amygdaloides
CAN 551339,1137486,xxSalix amygdaloides
CAN 534535,1137486,xxSalix amygdaloides
CAN 464541,1135313,xxPedicularis
CAN 482845,1135313,xxPedicularis
CAN 533949,1135313,xxPedicularis
CAN 411602,1135315,xxPedicularis bracteosa
CAN 411606,1135315,xxPedicularis bracteosa
CAN 411666,1135315,xxPedicularis bracteosa
CAN 412065,1135315,xxPedicularis bracteosa
CAN 410961,1135315,xxPedicularis bracteosa
CAN 411255,1135315,xxPedicularis bracteosa
CAN 410631,1135315,xxPedicularis bracteosa
CAN 410833,1135315,xxPedicularis bracteosa
CAN 465661,1135315,xxPedicularis bracteosa
CAN 411938,1135316,xxPedicularis capitata
CAN 411013,1135316,xxPedicularis capitata
CAN 411256,1135316,xxPedicularis capitata
CAN 410414,1135316,xxPedicularis capitata
CAN 410677,1135316,xxPedicularis capitata
CAN 410693,1135316,xxPedicularis capitata
CAN 410750,1135316,xxPedicularis capitata
CAN 418875,1135316,xxPedicularis capitata
CAN 410374,1135316,xxPedicularis capitata
CAN 457225,1135316,xxPedicularis capitata
CAN 464486,1135316,xxPedicularis capitata
CAN 457389,1135316,xxPedicularis capitata
CAN 457390,1135316,xxPedicularis capitata
CAN 482727,1135316,xxPedicularis capitata
CAN 482764,1135316,xxPedicularis capitata
CAN 484885,1135316,xxPedicularis capitata
CAN 485140,1135316,xxPedicularis capitata
CAN 486221,1135316,xxPedicularis capitata
CAN 523739,1135316,xxPedicularis capitata
CAN 503604,1135316,xxPedicularis capitata
CAN 503623,1135316,xxPedicularis capitata
CAN 503640,1135316,xxPedicularis capitata
CAN 484972,1135316,xxPedicularis capitata
CAN 482617,1135316,xxPedicularis capitata
CAN 485400,1135316,xxPedicularis capitata
CAN 485409,1135316,xxPedicularis capitata
CAN 485281,1135316,xxPedicularis capitata
CAN 485422,1135316,xxPedicularis capitata
CAN 535797,1135316,xxPedicularis capitata
CAN 535946,1135316,xxPedicularis capitata
CAN 534033,1135316,xxPedicularis capitata
CAN 535625,1135316,xxPedicularis capitata
CAN 529381,1135316,xxPedicularis capitata
CAN 529387,1135316,xxPedicularis capitata
CAN 529466,1135316,xxPedicularis capitata
CAN 526670,1135316,xxPedicularis capitata
CAN 549381,1135316,xxPedicularis capitata
CAN 550814,1135316,xxPedicularis capitata
CAN 550694,1135316,xxPedicularis capitata
CAN 451589,1135317,xxPedicularis flammea
CAN 448945,1135317,xxPedicularis flammea
CAN 492887,1135317,xxPedicularis flammea
CAN 500240,1135317,xxPedicularis flammea
CAN 534032,1135317,xxPedicularis flammea
CAN 369434,1135318,xxPedicularis groenlandica
CAN 446386,1135318,xxPedicularis groenlandica
CAN 492862,1135318,xxPedicularis groenlandica
CAN 485541,1135318,xxPedicularis groenlandica
CAN 476281,1135318,xxPedicularis groenlandica
CAN 476282,1135318,xxPedicularis groenlandica
CAN 476283,1135318,xxPedicularis groenlandica
CAN 492878,1135318,xxPedicularis groenlandica
CAN 446629,1135318,xxPedicularis groenlandica
CAN 540126,1135318,xxPedicularis groenlandica
CAN 537218,1135318,xxPedicularis groenlandica
CAN 451581,1135319,xxPedicularis hirsuta
CAN 518189,1135319,xxPedicularis hirsuta
CAN 411684,1135320,xxPedicularis labradorica
CAN 411940,1135320,xxPedicularis labradorica
CAN 412175,1135320,xxPedicularis labradorica
CAN 282893,1135320,xxPedicularis labradorica
CAN 282894,1135320,xxPedicularis labradorica
CAN 411334,1135320,xxPedicularis labradorica
CAN 410348,1135320,xxPedicularis labradorica
CAN 410727,1135320,xxPedicularis labradorica
CAN 457227,1135320,xxPedicularis labradorica
CAN 451376,1135320,xxPedicularis labradorica
CAN 448969,1135320,xxPedicularis labradorica
CAN 448961,1135320,xxPedicularis labradorica
CAN 448932,1135320,xxPedicularis labradorica
CAN 457391,1135320,xxPedicularis labradorica
CAN 486040,1135320,xxPedicularis labradorica
CAN 474484,1135320,xxPedicularis labradorica
CAN 486355,1135320,xxPedicularis labradorica
CAN 477900,1135320,xxPedicularis labradorica
CAN 533928,1135320,xxPedicularis labradorica
CAN 411014,1135321,xxPedicularis lanata
CAN 410505,1135321,xxPedicularis lanata
CAN 410609,1135321,xxPedicularis lanata
CAN 410407,1135321,xxPedicularis lanata
CAN 418876,1135321,xxPedicularis lanata
CAN 410373,1135321,xxPedicularis lanata
CAN 457226,1135321,xxPedicularis lanata
CAN 464499,1135321,xxPedicularis lanata
CAN 464298,1135321,xxPedicularis lanata
CAN 464331,1135321,xxPedicularis lanata
CAN 476080,1135321,xxPedicularis lanata
CAN 484741,1135321,xxPedicularis lanata
CAN 485139,1135321,xxPedicularis lanata
CAN 486129,1135321,xxPedicularis lanata
CAN 485471,1135321,xxPedicularis lanata
CAN 523657,1135321,xxPedicularis lanata
CAN 503665,1135321,xxPedicularis lanata
CAN 490774,1135321,xxPedicularis lanata
CAN 485388,1135321,xxPedicularis lanata
CAN 485290,1135321,xxPedicularis lanata
CAN 485358,1135321,xxPedicularis lanata
CAN 529322,1135321,xxPedicularis lanata
CAN 533235,1135321,xxPedicularis lanata
CAN 535442,1135321,xxPedicularis lanata
CAN 523669,1135321,xxPedicularis lanata
CAN 523703,1135321,xxPedicularis lanata
CAN 527874,1135321,xxPedicularis lanata
CAN 529389,1135321,xxPedicularis lanata
CAN 529454,1135321,xxPedicularis lanata
CAN 529489,1135321,xxPedicularis lanata
CAN 529494,1135321,xxPedicularis lanata
CAN 529420,1135321,xxPedicularis lanata
CAN 529427,1135321,xxPedicularis lanata
CAN 529430,1135321,xxPedicularis lanata
CAN 529437,1135321,xxPedicularis lanata
CAN 529513,1135321,xxPedicularis lanata
CAN 526631,1135321,xxPedicularis lanata
CAN 527889,1135321,xxPedicularis lanata
CAN 527888,1135321,xxPedicularis lanata
CAN 448935,1135322,xxPedicularis lapponica
CAN 492888,1135322,xxPedicularis lapponica
CAN 446625,1135322,xxPedicularis lapponica
CAN 446532,1135322,xxPedicularis lapponica
CAN 486356,1135322,xxPedicularis lapponica
CAN 502508,1135322,xxPedicularis lapponica
CAN 541753,1135322,xxPedicularis lapponica
CAN 447637,1135323,xxPedicularis parviflora
CAN 447501,1135323,xxPedicularis parviflora
CAN 524229,1135323,xxPedicularis parviflora
CAN 411616,1135324,xxPedicularis sudetica
CAN 411949,1135324,xxPedicularis sudetica
CAN 412114,1135324,xxPedicularis sudetica
CAN 412171,1135324,xxPedicularis sudetica
CAN 457228,1135324,xxPedicularis sudetica
CAN 448959,1135324,xxPedicularis sudetica
CAN 448946,1135324,xxPedicularis sudetica
CAN 464404,1135324,xxPedicularis sudetica
CAN 464508,1135324,xxPedicularis sudetica
CAN 440864,1135324,xxPedicularis sudetica
CAN 464333,1135324,xxPedicularis sudetica
CAN 464338,1135324,xxPedicularis sudetica
CAN 485996,1135324,xxPedicularis sudetica
CAN 484886,1135324,xxPedicularis sudetica
CAN 485941,1135324,xxPedicularis sudetica
CAN 497398,1135324,xxPedicularis sudetica
CAN 522676,1135324,xxPedicularis sudetica
CAN 518512,1135324,xxPedicularis sudetica
CAN 502641,1135324,xxPedicularis sudetica
CAN 503652,1135324,xxPedicularis sudetica
CAN 484967,1135324,xxPedicularis sudetica
CAN 485402,1135324,xxPedicularis sudetica
CAN 485417,1135324,xxPedicularis sudetica
CAN 485289,1135324,xxPedicularis sudetica
CAN 502573,1135324,xxPedicularis sudetica
CAN 489091,1135324,xxPedicularis sudetica
CAN 486286,1135324,xxPedicularis sudetica
CAN 535449,1135324,xxPedicularis sudetica
CAN 535675,1135324,xxPedicularis sudetica
CAN 535908,1135324,xxPedicularis sudetica
CAN 535465,1135324,xxPedicularis sudetica
CAN 534238,1135324,xxPedicularis sudetica
CAN 533904,1135324,xxPedicularis sudetica
CAN 529386,1135324,xxPedicularis sudetica
CAN 529490,1135324,xxPedicularis sudetica
CAN 529416,1135324,xxPedicularis sudetica
CAN 529442,1135324,xxPedicularis sudetica
CAN 529506,1135324,xxPedicularis sudetica
CAN 529516,1135324,xxPedicularis sudetica
CAN 527875,1135324,xxPedicularis sudetica
CAN 550775,1135324,xxPedicularis sudetica
CAN 550817,1135324,xxPedicularis sudetica
CAN 550881,1135324,xxPedicularis sudetica
CAN 487998,1135328,xxPenstemon albidus
CAN 482499,1135328,xxPenstemon albidus
CAN 482392,1135328,xxPenstemon albidus
CAN 482470,1135328,xxPenstemon albidus
CAN 536085,1135328,xxPenstemon albidus
CAN 411795,1135333,xxPenstemon procerus
CAN 457395,1135333,xxPenstemon procerus
CAN 437649,1135333,xxPenstemon procerus
CAN 476502,1135333,xxPenstemon procerus
CAN 465833,1135333,xxPenstemon procerus
CAN 482566,1135333,xxPenstemon procerus
CAN 464493,1135242,xxCastilleja elegans
CAN 484836,1135242,xxCastilleja elegans
CAN 484859,1135242,xxCastilleja elegans
CAN 484860,1135242,xxCastilleja elegans
CAN 485216,1135242,xxCastilleja elegans
CAN 485230,1135242,xxCastilleja elegans
CAN 518513,1135242,xxCastilleja elegans
CAN 503624,1135242,xxCastilleja elegans
CAN 484966,1135242,xxCastilleja elegans
CAN 485053,1135242,xxCastilleja elegans
CAN 502506,1135242,xxCastilleja elegans
CAN 535808,1135242,xxCastilleja elegans
CAN 535966,1135242,xxCastilleja elegans
CAN 534050,1135242,xxCastilleja elegans
CAN 535455,1135242,xxCastilleja elegans
CAN 534228,1135242,xxCastilleja elegans
CAN 534263,1135242,xxCastilleja elegans
CAN 535568,1135242,xxCastilleja elegans
CAN 535602,1135242,xxCastilleja elegans
CAN 526663,1135242,xxCastilleja elegans
CAN 535546,1135242,xxCastilleja elegans
CAN 465804,1135244,xxCastilleja occidentalis
CAN 450698,1135250,xxCymbalaria muralis
CAN 476272,1137462,xxPrimula incana
CAN 476273,1137462,xxPrimula incana
CAN 485600,1137462,xxPrimula incana
CAN 476400,1137462,xxPrimula incana
CAN 482527,1137462,xxPrimula incana
CAN 49182,1137471,xxSalix
CAN 242612,1137471,xxSalix
CAN 242609,1137471,xxSalix
CAN 47285,1137471,xxSalix
CAN 196965,1137471,xxSalix
CAN 117117,1137471,xxSalix
CAN 347053,1137471,xxSalix
CAN 377676,1137471,xxSalix
CAN 45219,1137471,xxSalix
CAN 411101,1137471,xxSalix
CAN 371953,1137471,xxSalix
CAN 372181,1137471,xxSalix
CAN 372200,1137471,xxSalix
CAN 308365,1137471,xxSalix
CAN 377965,1137471,xxSalix
CAN 438376,1137471,xxSalix
CAN 455256,1137471,xxSalix
CAN 457548,1137471,xxSalix
CAN 517277,1137471,xxSalix
CAN 517290,1137471,xxSalix
CAN 517293,1137471,xxSalix
CAN 517308,1137471,xxSalix
CAN 523900,1137471,xxSalix
CAN 523901,1137471,xxSalix
CAN 523904,1137471,xxSalix
CAN 476518,1137471,xxSalix
CAN 476519,1137471,xxSalix
CAN 476520,1137471,xxSalix
CAN 476521,1137471,xxSalix
CAN 476522,1137471,xxSalix
CAN 476523,1137471,xxSalix
CAN 476524,1137471,xxSalix
CAN 476525,1137471,xxSalix
CAN 476526,1137471,xxSalix
CAN 476527,1137471,xxSalix
CAN 476528,1137471,xxSalix
CAN 476529,1137471,xxSalix
CAN 476530,1137471,xxSalix
CAN 476531,1137471,xxSalix
CAN 476532,1137471,xxSalix
CAN 476533,1137471,xxSalix
CAN 476534,1137471,xxSalix
CAN 476535,1137471,xxSalix
CAN 476536,1137471,xxSalix
CAN 476537,1137471,xxSalix
CAN 476538,1137471,xxSalix
CAN 476539,1137471,xxSalix
CAN 476540,1137471,xxSalix
CAN 476541,1137471,xxSalix
CAN 476542,1137471,xxSalix
CAN 476543,1137471,xxSalix
CAN 476544,1137471,xxSalix
CAN 476545,1137471,xxSalix
CAN 476546,1137471,xxSalix
CAN 476547,1137471,xxSalix
CAN 476548,1137471,xxSalix
CAN 476549,1137471,xxSalix
CAN 476550,1137471,xxSalix
CAN 476551,1137471,xxSalix
CAN 476553,1137471,xxSalix
CAN 476554,1137471,xxSalix
CAN 476555,1137471,xxSalix
CAN 541012,1137471,xxSalix
CAN 532207,1137471,xxSalix
CAN 532208,1137471,xxSalix
CAN 518677,1137471,xxSalix
CAN 533181,1137471,xxSalix
CAN 543646,1137471,xxSalix
CAN 543032,1137471,xxSalix
CAN 543035,1137471,xxSalix
CAN 542539,1137471,xxSalix
CAN 541385,1137471,xxSalix
CAN 449419,1133036,xxLinnaea
CAN 150436,1133037,xxLinnaea borealis
CAN 141453,1133037,xxLinnaea borealis
CAN 133271,1133037,xxLinnaea borealis
CAN 150545,1133037,xxLinnaea borealis
CAN 121012,1133037,xxLinnaea borealis
CAN 121011,1133037,xxLinnaea borealis
CAN 121010,1133037,xxLinnaea borealis
CAN 121009,1133037,xxLinnaea borealis
CAN 125799,1133037,xxLinnaea borealis
CAN 227620,1133037,xxLinnaea borealis
CAN 121015,1133037,xxLinnaea borealis
CAN 121014,1133037,xxLinnaea borealis
CAN 121013,1133037,xxLinnaea borealis
CAN 323558,1133037,xxLinnaea borealis
CAN 415194,1133037,xxLinnaea borealis
CAN 415220,1133037,xxLinnaea borealis
CAN 139283,1133037,xxLinnaea borealis
CAN 139457,1133037,xxLinnaea borealis
CAN 347168,1133037,xxLinnaea borealis
CAN 362984,1133037,xxLinnaea borealis
CAN 362802,1133037,xxLinnaea borealis
CAN 362801,1133037,xxLinnaea borealis
CAN 329078,1133037,xxLinnaea borealis
CAN 329076,1133037,xxLinnaea borealis
CAN 0323558A,1133037,xxLinnaea borealis
CAN 347167,1133037,xxLinnaea borealis
CAN 344017,1133037,xxLinnaea borealis
CAN 417521,1133037,xxLinnaea borealis
CAN 448004,1133037,xxLinnaea borealis
CAN 448121,1133037,xxLinnaea borealis
CAN 441787,1133037,xxLinnaea borealis
CAN 457032,1133037,xxLinnaea borealis
CAN 435511,1133037,xxLinnaea borealis
CAN 430306,1133037,xxLinnaea borealis
CAN 457105,1133037,xxLinnaea borealis
CAN 457106,1133037,xxLinnaea borealis
CAN 439486,1133037,xxLinnaea borealis
CAN 439555,1133037,xxLinnaea borealis
CAN 435899,1133037,xxLinnaea borealis
CAN 487531,1133037,xxLinnaea borealis
CAN 469824,1133037,xxLinnaea borealis
CAN 487788,1133037,xxLinnaea borealis
CAN 475013,1133037,xxLinnaea borealis
CAN 474730,1133037,xxLinnaea borealis
CAN 497247,1133037,xxLinnaea borealis
CAN 526074,1133037,xxLinnaea borealis
CAN 524290,1133037,xxLinnaea borealis
CAN 502048,1133037,xxLinnaea borealis
CAN 502094,1133037,xxLinnaea borealis
