speckey,scientific_name,authority,rank,hierarchy,total,CA-US_total,CA-US_breakdown
1150907,Geopelia cuneata,,species,Animalia; Chordata; Vertebrata; Aves; Columbiformes; Columbidae; Geopelia,2,0,
1150908,Geopelia striata,,species,Animalia; Chordata; Vertebrata; Aves; Columbiformes; Columbidae; Geopelia,1,0,
1152429,Nymphicus hollandicus,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Nymphicus,1,0,
1152431,Platycercus adscitus,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Platycercus,1,0,
1152432,Platycercus elegans,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Platycercus,1,0,
1152434,Psittacula eupatria,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Psittacula,1,0,
1152435,Psittacula krameri,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Psittacula,3,0,
1152436,Psittacula roseata,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Psittacula,1,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1152438,Pyrrhura picta,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Pyrrhura,3,0,
1152440,Touit huetii,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Touit,1,0,
1152442,Trichoglossus chlorolepidotus,"Kuhl, 1820",species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Trichoglossus,2,0,
1150892,Patagioenas leucocephala,,species,Animalia; Chordata; Vertebrata; Aves; Columbiformes; Columbidae; Patagioenas,4,0,
1150896,Patagioenas picazuro,,species,Animalia; Chordata; Vertebrata; Aves; Columbiformes; Columbidae; Patagioenas,2,0,
1150898,Patagioenas speciosa,,species,Animalia; Chordata; Vertebrata; Aves; Columbiformes; Columbidae; Patagioenas,3,0,
1152423,Lorius lory,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Lorius,1,0,
1167656,Lorius garrulus,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Lorius,1,0,
1152425,Melopsittacus undulatus,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Melopsittacus,20,10,"{:nil=>8, :B=>0, :E=>0, :S=>2, :T=>0, :Z=>0}"
1152427,Neophema chrysogaster,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Neophema,1,0,
1167682,Neophema pulchella,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Neophema,1,0,
1167628,Streptopelia vinacea,,species,Animalia; Chordata; Vertebrata; Aves; Columbiformes; Columbidae; Streptopelia,1,0,
1150920,Treron waalia,,species,Animalia; Chordata; Vertebrata; Aves; Columbiformes; Columbidae; Treron,1,0,
1167642,Treron calva,,species,Animalia; Chordata; Vertebrata; Aves; Columbiformes; Columbidae; Treron,2,0,
1150922,Turtur abyssinicus,,species,Animalia; Chordata; Vertebrata; Aves; Columbiformes; Columbidae; Turtur,1,0,
1167633,Turtur chalcospilos,,species,Animalia; Chordata; Vertebrata; Aves; Columbiformes; Columbidae; Turtur,5,0,
1167634,Turtur afer,,species,Animalia; Chordata; Vertebrata; Aves; Columbiformes; Columbidae; Turtur,31,0,
1167635,Turtur tympanistria,,species,Animalia; Chordata; Vertebrata; Aves; Columbiformes; Columbidae; Turtur,13,0,
1150924,Uropelia campestris,,species,Animalia; Chordata; Vertebrata; Aves; Columbiformes; Columbidae; Uropelia,3,0,
1150926,Zenaida asiatica,,species,Animalia; Chordata; Vertebrata; Aves; Columbiformes; Columbidae; Zenaida,2,2,"{:nil=>1, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1150780,Tringa semipalmata,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Tringa,97,84,"{:nil=>59, :B=>4, :E=>8, :S=>4, :T=>9, :Z=>0}"
1150794,Tringa brevipes,"(Vieillot, 1816)",species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Tringa,1,0,
1150795,Tringa incana,"(Gmelin, 1789)",species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Tringa,33,33,"{:nil=>31, :B=>0, :E=>0, :S=>1, :T=>1, :Z=>0}"
1150825,Tringa stagnatilis,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Tringa,2,0,
1150826,Tringa totanus,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Tringa,10,0,
1150828,Xenus cinereus,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Xenus,1,0,
1150753,Actitis hypoleucos,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Actitis,12,0,
1150754,Actitis macularius,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Actitis,376,359,"{:nil=>287, :B=>5, :E=>56, :S=>9, :T=>2, :Z=>0}"
1150811,Phalaropus fulicarius,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Phalaropus,257,254,"{:nil=>219, :B=>3, :E=>27, :S=>2, :T=>3, :Z=>0}"
1150812,Phalaropus lobatus,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Phalaropus,202,197,"{:nil=>179, :B=>2, :E=>5, :S=>11, :T=>0, :Z=>0}"
1152444,Trichoglossus haematodus,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Trichoglossus,1,0,
1152386,Agapornis pullarius,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Agapornis,7,0,
1167688,Agapornis roseicollis,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Agapornis,1,0,
1152388,Alisterus scapularis,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Alisterus,1,0,
1195685,Amazona amazonica,"(Linnaeus, 1766)",species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Amazona,1,0,
1152390,Amazona aestiva,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Amazona,1,0,
1152391,Amazona collaria,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Amazona,1,0,
1152392,Amazona ochrocephala,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Amazona,2,0,
1167716,Amazona agilis,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Amazona,2,0,
1152394,Ara chloropterus,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Ara,2,2,"{:nil=>1, :B=>0, :E=>0, :S=>1, :T=>0, :Z=>0}"
1152395,Ara nobilis,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Ara,1,0,
1152418,Forpus passerinus,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Forpus,2,0,
1152420,Glossopsitta concinna,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Glossopsitta,1,0,
1152421,Glossopsitta porphyrocephala,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Glossopsitta,2,0,
1152405,Brotogeris sanctithomae,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Brotogeris,1,0,
1152406,Brotogeris versicolurus,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Brotogeris,1,0,
1152408,Calyptorhynchus lathami,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Calyptorhynchus,1,0,
1152410,Charmosyna papou,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Charmosyna,1,0,
1152411,Charmosyna placentis,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Charmosyna,1,0,
1152412,Charmosyna pulchella,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Charmosyna,1,0,
1152414,Conuropsis carolinensis,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Conuropsis,1,0,
1152416,Forpus conspicillatus,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Forpus,1,0,
1152417,Forpus xanthopterygius,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Forpus,3,0,
1152397,Aratinga aurea,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Aratinga,3,0,
1152398,Aratinga auricapillus,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Aratinga,3,0,
1152400,Aratinga jandaya,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Aratinga,1,0,
1152401,Aratinga nana,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Aratinga,2,0,
1167699,Aratinga leucophthalma,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Aratinga,1,0,
1152403,Brotogeris chiriri,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Brotogeris,3,0,
1152404,Brotogeris chrysoptera,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Brotogeris,2,0,
1150927,Zenaida auriculata,,species,Animalia; Chordata; Vertebrata; Aves; Columbiformes; Columbidae; Zenaida,3,0,
1150928,Zenaida macroura,,species,Animalia; Chordata; Vertebrata; Aves; Columbiformes; Columbidae; Zenaida,145,144,"{:nil=>109, :B=>2, :E=>16, :S=>14, :T=>1, :Z=>2}"
1167639,Zenaida graysoni,,species,Animalia; Chordata; Vertebrata; Aves; Columbiformes; Columbidae; Zenaida,1,0,
1167630,Aplopelia larvata,,species,Animalia; Chordata; Vertebrata; Aves; Columbiformes; Columbidae; Aplopelia,1,0,
1150890,Patagioenas cayennensis,,species,Animalia; Chordata; Vertebrata; Aves; Columbiformes; Columbidae; Patagioenas,4,0,
1150891,Patagioenas fasciata,,species,Animalia; Chordata; Vertebrata; Aves; Columbiformes; Columbidae; Patagioenas,18,18,"{:nil=>14, :B=>1, :E=>1, :S=>2, :T=>0, :Z=>0}"
1167674,Psephotus haematonotus,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Psephotus,1,0,
1167692,Psittacus erithacus,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Psittacus,3,1,"{:nil=>0, :B=>0, :E=>0, :S=>1, :T=>0, :Z=>0}"
1167694,Poicephalus meyeri,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Poicephalus,1,0,
1167695,Poicephalus cryptoxanthus,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Poicephalus,4,0,
1167696,Poicephalus rufiventris,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Poicephalus,1,0,
1167697,Poicephalus senegalus,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Poicephalus,1,0,
1167648,Cacatua galerita,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Cacatua,1,0,
1152443,Psitteuteles goldiei,,species,Animalia; Chordata; Vertebrata; Aves; Psittaciformes; Psittacidae; Psitteuteles,1,0,
1150884,Colius striatus,,species,Animalia; Chordata; Vertebrata; Aves; Coliiformes; Coliidae; Colius,29,0,
1167722,Urocolius indicus,,species,Animalia; Chordata; Vertebrata; Aves; Coliiformes; Coliidae; Urocolius,5,0,
1151009,Opisthocomus hoazin,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Opisthocomidae; Opisthocomus,2,0,
1150965,Cacomantis variolosus,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Cacomantis,3,0,
1150983,Cuculus pallidus,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Cuculus,1,0,
1150984,Cuculus saturatus,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Cuculus,2,0,
1150994,Phaenicophaeus chlorophaeus,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Phaenicophaeus,1,0,
1150996,Piaya cayana,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Piaya,10,0,
1150997,Piaya melanogaster,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Piaya,1,0,
1151002,Tapera naevia,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Tapera,9,0,
1150986,Eudynamys scolopacea,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Eudynamys,2,0,
1167728,Eudynamys orientalis,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Eudynamys,2,0,
1150974,Coccyzus melacoryphus,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Coccyzus,5,0,
1150975,Coccyzus minor,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Coccyzus,2,0,
1150992,Coccyzus pluvialis,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Coccyzus,2,0,
1151000,Coccyzus vetula,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Coccyzus,1,0,
1150977,Crotophaga ani,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Crotophaga,9,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1150978,Crotophaga major,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Crotophaga,8,0,
1150979,Crotophaga sulcirostris,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Crotophaga,2,0,
1150981,Cuculus canorus,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Cuculus,13,0,
1150982,Cuculus gularis,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Cuculus,1,0,
1150988,Geococcyx californianus,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Geococcyx,6,6,"{:nil=>2, :B=>1, :E=>3, :S=>0, :T=>0, :Z=>0}"
1150990,Guira guira,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Guira,8,0,
1167732,Ceuthmochares aereus,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Ceuthmochares,2,0,
1150998,Coccycua minuta,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Coccycua,1,0,
1151004,Crinifer piscator,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Musophagidae; Crinifer,2,0,
1167788,Crinifer zonurus,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Musophagidae; Crinifer,1,0,
1150796,Calidris falcinellus,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Calidris,1,0,
1150814,Calidris pugnax,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Calidris,14,5,"{:nil=>4, :B=>0, :E=>0, :S=>1, :T=>0, :Z=>0}"
1150827,Calidris subruficollis,"(Vieillot, 1819)",species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Calidris,75,74,"{:nil=>71, :B=>0, :E=>1, :S=>1, :T=>1, :Z=>0}"
1150760,Calidris acuminata,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Calidris,2,0,
1150761,Calidris alba,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Calidris,286,280,"{:nil=>270, :B=>2, :E=>0, :S=>7, :T=>1, :Z=>0}"
1150762,Calidris alpina,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Calidris,313,297,"{:nil=>256, :B=>3, :E=>3, :S=>31, :T=>4, :Z=>0}"
1150756,Calidris virgata,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Calidris,52,52,"{:nil=>49, :B=>0, :E=>0, :S=>0, :T=>3, :Z=>0}"
502697,Limnodromus griseus,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Limnodromus,171,165,"{:nil=>148, :B=>2, :E=>3, :S=>11, :T=>0, :Z=>1}"
1166061,Limnodromus griseus hendersoni,"Rowan, 1932",subspecies,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Limnodromus; Limnodromus griseus,3,3,"{:nil=>3, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
502698,Limnodromus scolopaceus,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Limnodromus,90,88,"{:nil=>83, :B=>1, :E=>1, :S=>2, :T=>1, :Z=>0}"
1151006,Tauraco corythaix,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Musophagidae; Tauraco,5,0,
1151007,Tauraco leucolophus,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Musophagidae; Tauraco,1,0,
1167781,Tauraco schalowi,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Musophagidae; Tauraco,1,0,
1167782,Tauraco schuettii,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Musophagidae; Tauraco,1,0,
1167783,Gallirex porphyreolophus,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Musophagidae; Gallirex,1,0,
1167785,Musophaga rossae,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Musophagidae; Musophaga,1,0,
1167787,Corythaixoides concolor,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Musophagidae; Corythaixoides,2,0,
1167790,Corythaeola cristata,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Musophagidae; Corythaeola,3,0,
1152488,Tyto alba,,species,Animalia; Chordata; Vertebrata; Aves; Strigiformes; Tytonidae; Tyto,30,20,"{:nil=>14, :B=>1, :E=>1, :S=>4, :T=>0, :Z=>0}"
502709,Otus scops,,species,Animalia; Chordata; Vertebrata; Aves; Strigiformes; Strigidae; Otus,1,0,
1150967,Centropus phasianius,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Centropus,2,0,
1150968,Centropus senegalensis,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Centropus,3,0,
1167742,Centropus monachus,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Centropus,2,0,
1167743,Centropus superciliosus,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Centropus,1,0,
1150970,Chrysococcyx klaas,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Chrysococcyx,2,0,
1167726,Chrysococcyx cupreus,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Chrysococcyx,3,0,
1167727,Chrysococcyx caprius,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Chrysococcyx,2,0,
1150972,Coccyzus americanus,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Coccyzus,51,48,"{:nil=>39, :B=>0, :E=>4, :S=>3, :T=>2, :Z=>0}"
1150973,Coccyzus erythropthalmus,,species,Animalia; Chordata; Vertebrata; Aves; Cuculiformes; Cuculidae; Coccyzus,152,150,"{:nil=>107, :B=>2, :E=>17, :S=>18, :T=>6, :Z=>0}"
1150813,Phalaropus tricolor,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Phalaropus,113,108,"{:nil=>81, :B=>2, :E=>13, :S=>7, :T=>4, :Z=>1}"
1150757,Arenaria interpres,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Arenaria,319,304,"{:nil=>277, :B=>2, :E=>6, :S=>17, :T=>2, :Z=>0}"
1150758,Arenaria melanocephala,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Arenaria,52,51,"{:nil=>45, :B=>1, :E=>1, :S=>2, :T=>2, :Z=>0}"
1150763,Calidris bairdii,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Calidris,281,278,"{:nil=>259, :B=>1, :E=>12, :S=>5, :T=>1, :Z=>0}"
1150765,Calidris canutus,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Calidris,170,164,"{:nil=>147, :B=>4, :E=>5, :S=>7, :T=>1, :Z=>0}"
1150766,Calidris ferruginea,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Calidris,5,0,
1150767,Calidris fuscicollis,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Calidris,315,315,"{:nil=>288, :B=>1, :E=>14, :S=>12, :T=>0, :Z=>0}"
1150768,Calidris himantopus,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Calidris,117,117,"{:nil=>107, :B=>2, :E=>2, :S=>4, :T=>2, :Z=>0}"
1150769,Calidris maritima,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Calidris,149,146,"{:nil=>140, :B=>1, :E=>0, :S=>4, :T=>1, :Z=>0}"
1150770,Calidris mauri,,species,Animalia; Chordata; Vertebrata; Aves; Charadriiformes; Scolopacidae; Calidris,69,67,"{:nil=>63, :B=>0, :E=>2, :S=>1, :T=>1, :Z=>0}"
1152482,Strix nebulosa,,species,Animalia; Chordata; Vertebrata; Aves; Strigiformes; Strigidae; Strix,50,49,"{:nil=>33, :B=>2, :E=>0, :S=>10, :T=>4, :Z=>0}"
1152483,Strix occidentalis,,species,Animalia; Chordata; Vertebrata; Aves; Strigiformes; Strigidae; Strix,5,5,"{:nil=>5, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1152484,Strix varia,,species,Animalia; Chordata; Vertebrata; Aves; Strigiformes; Strigidae; Strix,105,86,"{:nil=>62, :B=>1, :E=>2, :S=>14, :T=>6, :Z=>1}"
1152486,Surnia ulula,,species,Animalia; Chordata; Vertebrata; Aves; Strigiformes; Strigidae; Surnia,103,103,"{:nil=>96, :B=>1, :E=>2, :S=>3, :T=>0, :Z=>1}"
1152469,Micrathene whitneyi,,species,Animalia; Chordata; Vertebrata; Aves; Strigiformes; Strigidae; Micrathene,1,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1152471,Ninox rufa,,species,Animalia; Chordata; Vertebrata; Aves; Strigiformes; Strigidae; Ninox,1,0,
1167799,Ninox japonica,,species,Animalia; Chordata; Vertebrata; Aves; Strigiformes; Strigidae; Ninox,1,0,
1152479,Pseudoscops grammicus,,species,Animalia; Chordata; Vertebrata; Aves; Strigiformes; Strigidae; Pseudoscops,2,0,
502713,Ptilopsis granti,,species,Animalia; Chordata; Vertebrata; Aves; Strigiformes; Strigidae; Ptilopsis,1,0,
1167796,Scotopelia bouvieri,,species,Animalia; Chordata; Vertebrata; Aves; Strigiformes; Strigidae; Scotopelia,1,0,
502714,Megascops asio,,species,Animalia; Chordata; Vertebrata; Aves; Strigiformes; Strigidae; Megascops,138,125,"{:nil=>98, :B=>2, :E=>3, :S=>20, :T=>1, :Z=>1}"
502715,Megascops kennicottii,,species,Animalia; Chordata; Vertebrata; Aves; Strigiformes; Strigidae; Megascops,32,32,"{:nil=>30, :B=>0, :E=>2, :S=>0, :T=>0, :Z=>0}"
502717,Megascops choliba,,species,Animalia; Chordata; Vertebrata; Aves; Strigiformes; Strigidae; Megascops,3,0,
1150589,Nyctibius griseus,,species,Animalia; Chordata; Vertebrata; Aves; Caprimulgiformes; Nyctibiidae; Nyctibius,1,0,
1150574,Caprimulgus europaeus,,species,Animalia; Chordata; Vertebrata; Aves; Caprimulgiformes; Caprimulgidae; Caprimulgus,4,0,
1150575,Caprimulgus parvulus,,species,Animalia; Chordata; Vertebrata; Aves; Caprimulgiformes; Caprimulgidae; Caprimulgus,2,0,
502711,Otus senegalensis,,species,Animalia; Chordata; Vertebrata; Aves; Strigiformes; Strigidae; Otus,1,0,
502712,Otus lettia,,species,Animalia; Chordata; Vertebrata; Aves; Strigiformes; Strigidae; Otus,1,0,
1152453,Aegolius acadicus,,species,Animalia; Chordata; Vertebrata; Aves; Strigiformes; Strigidae; Aegolius,133,132,"{:nil=>105, :B=>1, :E=>2, :S=>19, :T=>5, :Z=>0}"
