id_number,label_name,taxon_link,ident,id_date,type_status,higher_taxa,count,sex,coll_num,collector,place_collected,date_collected,spec_nature,description,acq_number,site_desc,altitude,lat,long,site_notes,home_loc
CMNAR 1220,Pseudacris triseriata feriarum,Pseudacris feriarum,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Patch, Clyde L.","North America: Canada, Ontario",1925-08-19,,,"",Christie Lake,"",44.8,-76.433333,,
CMNAR 12211,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,5,,"","Cook, Francis R.","North America: Canada, Manitoba",1970-05-21,,,1970-165,9 mi. W. on Hwy. 1 of jct. with Hwy. 11,"",49.665833,-96.103611,,
CMNAR 12239,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,31,,"","Cook, Francis R.; Cook, Joyce C.; Cook, Wanda J.","North America: Canada, Ontario",1970-05-31,,,1970-165,"Beaver creek, 6 mi. W. on Hwy. 17 of Oxdrift","",49.8,-93.05,,
CMNAR 12242,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,23,,"","Cook, Francis R.","North America: Canada, Manitoba",1970-06-01,,,1970-165,4 mi. N. on Hwy. 75 of Glenlea,"",49.693056,-97.135833,,
CMNAR 1225,Pseudacris triseriata feriarum,Pseudacris feriarum,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Patch, Clyde L.","North America: Canada, Ontario, Ottawa (metro)",1925-09-08,,,"",Ottawa,"",45.416667,-75.683333,,
CMNAR 12253,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,27,,"","Cook, Francis R.","North America: Canada, Manitoba",1970-06-07,,,1970-165,6-10 mi. S. on Hwy. 10 of The Pas,"",53.7,-101.2,,
CMNAR 12294,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Buckle, D.J.","North America: Canada, Saskatchewan",1969-06-03,,,1971-014,1.5 mi. W. of Lady Lake,"",52.016667,-102.65,,
CMNAR 12316,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,3,,"","Holmberg, Robert G.; Buckle, D.J.","North America: Canada, Saskatchewan",(18-19 SEP 1969),,,1971-014,1.5 mi. W. of Lady Lake,"",52.016667,-102.65,,
CMNAR 12320,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,43,,"","Buckle, D.J.","North America: Canada, Saskatchewan",1962-07-26,,,1971-015,Emma Lake,"",53.566667,-105.866667,,
CMNAR 12324,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,3,,"","Buckle, D.J.","North America: Canada, Saskatchewan",1962-07-26,,,1971-015,"Sunnyside Beach, Emma Lake","",53.566667,-105.85,,
CMNAR 12328,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,6,,"","Buckle, D.J.","North America: Canada, Saskatchewan",1962-08-23,fluid,,1971-015,2 mi. N. of Qu'Appelle,"",50.566667,-103.866667,,
CMNAR 12344,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Buckle, D.J.","North America: Canada, Ontario, Hastings Co. (ON), Belleville",1963-08-20,,,1971-015,"Ravine, W. end of Pine St., Belleville","",44.172222,-77.377778,,
CMNAR 12352,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,4,,"","Buckle, D.J.","North America: Canada, Saskatchewan",1963-09-19,,,1971-015,3-4 mi. E. of Lady Lake,"",52.016667,-102.533333,,
CMNAR 1291,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Sternberg, Charles M.","North America: Canada, Alberta",1925-07-22,,,"",Rumsey,"",51.85,-112.85,,
CMNAR 12942,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,9,,"","Cook, Francis R.","North America: Canada, Ontario, Leeds and Grenville United Co.",1971-04-28,,,1971-235,1.4 mi. W. & 0.3 mi. S. of Bishops Mills,"",44.866667,-75.7,,
CMNAR 12946,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,12,,"","Cook, Francis R.; Cook, Wanda J.","North America: Canada, Ontario, Leeds and Grenville United Co.",1971-04-30,,,1971-235,1.4 mi. W. & 0.3 mi. S. of Bishops Mills,"",44.866667,-75.7,,
CMNAR 12950,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,9,,"","Cook, Francis R.; Cook, Wanda J.","North America: Canada, Ontario, Leeds and Grenville United Co.",1971-05-01,,,1971-235,1.4 mi. W. & 0.3 mi. S. of Bishops Mills,"",44.866667,-75.7,,
CMNAR 12953,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,2,,"","Cook, Francis R.","North America: Canada, Ontario, Leeds and Grenville United Co.",1971-05-02,,,1971-235,1.4 mi. W. & 0.3 mi. S. of Bishops Mills,"",44.866667,-75.7,,
CMNAR 13494,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Campbell, Craig A.","North America: Canada, Ontario",1971-08-06,,,1971-298,Sibley Provincial Park,"",48.45,-88.766667,,
CMNAR 13501,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","van Zyll de Jong, Constantinus G.","North America: Canada, Manitoba",1970-07-21,,,1972-020,Siderock Lake,"",50.983333,-95.233333,,
CMNAR 1375,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Sternberg, Charles M.","North America: Canada, Alberta",1926-07-26,,,"",Rumsey,"",51.85,-112.85,,
CMNAR 1382,Pseudacris triseriata feriarum,Pseudacris feriarum,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,4,,"","Brown, J. Roland","North America: Canada, Ontario",1927-05-26,,,"",Hamilton,"",43.25,-80.266667,,
CMNAR 13912,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Cook, Francis R.","North America: Canada, Ontario, Leeds and Grenville United Co.",1972-04-28,,,1972-370,1.4 mi. W. & 0.3 mi. S. of Bishops Mills,"",44.866667,-75.7,,
CMNAR 14035,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Cook, Francis R.; Weller, Wayne F.","North America: Canada, Ontario, Leeds and Grenville United Co.",1972-05-09,,,1972-370,1 mi. S. & 2.7 mi. W. of Bishops Mills,"",44.85,-75.75,,
CMNAR 14051,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Kuyt, Ernie","North America: Canada, Northwest Territories",1966-09-07,,,1972-143,Fort Smith. Wood Buffalo National Park (NT),"",60.0,-111.883333,,
CMNAR 1025,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,4,,"","Sternberg, Charles M.","North America: Canada, Alberta",1923-07-08,,,"",Munson,"",51.566667,-112.75,,
CMNAR 10298,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Powell, C. Bruce","North America: Canada, Alberta",1966-05-03,,,1967-378,0.9 mi. S. of Bragg Creek P.O.,"",50.940278,-114.586944,,
CMNAR 10303,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,3,,"","Powell, C. Bruce","North America: Canada, Alberta",1966-05-05,,,1967-378,10 mi. S. on Hwy. 2 of High River turnoff,"",50.429444,-113.826389,,
CMNAR 10304,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,45,,"","Powell, C. Bruce","North America: Canada, Alberta",1966-05-05,,,1967-378,1 mi. N. on Hwy. 2A of High River,"",50.596389,-113.883611,,
CMNAR 10319,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,3,,"","Powell, C. Bruce","North America: Canada, Alberta, Calgary",1966-05-15,,,1967-378,"South-West Bypass at Rifle Range & Power transformer, Calgary","",51.05,-114.05,,
CMNAR 10348,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,4,,"","Powell, C. Bruce","North America: Canada, Alberta",1966-05-26,,,1967-378,"Jumping Pound-Sibbald Flats Road, 13.9 mi. from jct. with Coleman-Kananaskis Forestry Road, 12 mi. from jct. with Hwy. 1","",51.033333,-114.75,,
CMNAR 10367,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Powell, C. Bruce","North America: Canada, Alberta",1966-06-05,fluid,,1967-378,"Jumping Pound-Sibbald Flats Road, 13.9 mi. from jct. with Coleman-Kananaskis Forestry Road","",51.033333,-114.75,,
CMNAR 10380,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Powell, C. Bruce","North America: Canada, Alberta",1966-06-11,,,1967-378,"3.3 mi. N. & 0.5 mi. E. of jct. 4th. St. NW. & Northmount Driver, Calgary","",51.133333,-114.066667,,
CMNAR 10396,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Powell, C. Bruce","North America: Canada, Alberta",1966-06-18,,,1967-378,6.1 mi. W. on Willow Creek Park Road of Stavely,"",50.126389,-113.769167,,
CMNAR 10398,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Powell, C. Bruce","North America: Canada, Alberta",1966-06-18,fluid,,1967-378,6.5 mi. W. on Willow Creek Park Road of Stavely,"",50.126389,-113.769167,,
CMNAR 10399,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Powell, C. Bruce","North America: Canada, Alberta",1966-06-18,fluid,,1967-378,18.4 mi. W. on Willow Creek Park Road of Stavely,"",50.15,-113.983333,,
CMNAR 10406,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Powell, C. Bruce","North America: Canada, Alberta",1966-06-19,fluid,,1967-378,Mi. 13.9 Jumpingpound-Sibbald Flats Road,"",51.033333,-114.8,,
CMNAR 1042,Pseudacris triseriata feriarum,Pseudacris feriarum,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Johnson, Claude E.","North America: Canada, Ontario",1923-09-13,,,"",St. Thomas,"",42.766667,-81.183333,,
CMNAR 10627,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Powell, C. Bruce","North America: Canada, Alberta",1966-07-16,fluid,,1967-378,Near S. end of Lake Chestemere,"",51.033333,-113.816667,,
CMNAR 10628,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Powell, C. Bruce","North America: Canada, Alberta",1966-07-16,,,1967-378,Near S. end of Lake Chestemere,"",51.033333,-113.816667,,
CMNAR 10743,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Powell, C. Bruce","North America: Canada, Alberta",1967-05-23,,,1967-378,"4.0 mi. E. of Strathmore, on Hwy. 1","",51.0375,-113.306667,,
CMNAR 10756,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Powell, C. Bruce","North America: Canada, Northwest Territories",1965-06-07,fluid,,1967-378,Yellowknife,"",62.455556,-114.35,,
CMNAR 10757,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Powell, C. Bruce","North America: Canada, Northwest Territories",1965-06-09,fluid,,1967-378,17 mi. W. of Rae Jct.,"",62.629508,-116.275177,,
CMNAR 10758,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Powell, C. Bruce","North America: Canada, Northwest Territories",1965-06-09,fluid,,1967-378,30 mi. W. of Rae Jct.,"",62.482512,-116.484604,,
CMNAR 10760,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Powell, C. Bruce","North America: Canada, Northwest Territories",1965-06-13,fluid,,1967-378,20 mi. S. of Enterprise,"",60.346318,-116.426239,,
CMNAR 10765,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Powell, C. Bruce","North America: Canada, Alberta",1965-06-16,fluid,,1967-378,0.4 mi. E. of High Level,"",58.518889,-117.1225,,
CMNAR 10766,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Powell, C. Bruce","North America: Canada, Alberta",1965-06-16,fluid,,1967-378,3.0 mi. E. of High Level,"",58.515278,-117.044722,,
CMNAR 10768,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Powell, C. Bruce","North America: Canada, Alberta",1965-06-16,fluid,,1967-378,2.0 mi. S. of High Level,"",58.493889,-117.159167,,
CMNAR 10769,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Powell, C. Bruce","North America: Canada, Alberta",1965-06-21,fluid,,1967-378,"5.4 mi. S. of Peace River, Hwy. 2","",56.19,-117.174444,,
CMNAR 10770,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Powell, C. Bruce","North America: Canada, Alberta",1965-06-21,fluid,,1967-378,"11.8 mi. S. of Peace River, Hwy. 2","",56.093889,-117.128889,,
CMNAR 11650,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Cook, Francis R.; Cook, Joyce C.; Cook, Wanda J.","North America: Canada, Manitoba",1968-09-14,,,1969-064,3 mi. NW. on Hwy. 12 of jct. with Rat River,"",49.235278,-96.341667,,
CMNAR 11707,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Cook, Francis R.; Cook, Joyce C.; Cook, Wanda J.","North America: Canada, Manitoba",1968-10-13,,,1969-064,1 mi. S. on Hwy. 75 of Ste. Agathe turnoff,"",49.556667,-97.193611,,
CMNAR 11717,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Cook, Francis R.; Cook, Joyce C.; Cook, Wanda J.","North America: Canada, Manitoba",1969-04-12,,,1969-366,"10 mi. E. on Hwy. 1 of jct. with Hwy. 100, W. of Winnipeg","",49.833333,-97.183333,,
CMNAR 11722,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,9,,"","Cook, Francis R.; Cook, Joyce C.; Cook, Wanda J.","North America: Canada, Manitoba",1969-04-13,,,1969-366,3 mi. W. on Hwy. 1 of jct. with Hwy. 11,"",49.658611,-95.988611,,
CMNAR 11725,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,3,,"","Cook, Francis R.; Cook, Joyce C.; Cook, Wanda J.; Stewart, Kenneth W.; Merkel, B.; Lubinsky, G.","North America: Canada, Manitoba",1969-04-14,,,1969-366,3 mi. W. on Hwy. 1 of jct. with Hwy. 11,"",49.658611,-95.988611,,
CMNAR 11728,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,2,,"","Cook, Francis R.; Cook, Joyce C.; Cook, Wanda J.; Stewart, Kenneth W.","North America: Canada, Manitoba",1969-04-15,,,1969-366,19 mi. SE. on Hwy. 12 of Steinbach,"",49.280556,-96.504722,,
CMNAR 11732,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Cook, Francis R.; Cook, Joyce C.; Cook, Wanda J.; Stewart, Kenneth W.; Vincent, T.","North America: Canada, Manitoba",1969-04-17,,,1969-366,14 mi. E. on Hwy. 44 of Beausejour,"",50.064167,-96.200833,,
CMNAR 11735,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Cook, Francis R.; Cook, Joyce C.; Cook, Wanda J.","North America: Canada, Manitoba",1969-04-19,,,1969-366,31 mi. E. on Hwy. 1 of jct. with Hwy. 11,"",49.676667,-96.593611,,
CMNAR 11742,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Cook, Francis R.; Cook, Joyce C.; Cook, Wanda J.; Secoy, D.M.; Stewart, Kenneth W.; Green, R.","North America: Canada, Manitoba",1969-04-22,,,1969-366,"0.5 mi. SE. of Star Lake, Whiteshell Provincial Park","",49.733333,-95.233333,,
CMNAR 11754,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,17,,"","Cook, Francis R.; Cook, Joyce C.; Cook, Wanda J.; Stewart, Kenneth W.; Johnston, James A.","North America: Canada, Manitoba",1969-05-01,,,1969-366,2 mi. W. on Hwy. 1 of jct. with Hwy. 11,"",49.660278,-95.970278,,
CMNAR 11758,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Cook, Francis R.; Cook, Joyce C.; Cook, Wanda J.; Stewart, Kenneth W.; Johnston, James A.","North America: Canada, Manitoba",1969-05-01,,,1969-366,3 mi. W. on Hwy. 1 of jct. with Hwy. 11,"",49.658611,-95.988611,,
CMNAR 11767,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Cook, Francis R.; Cook, Joyce C.; Cook, Wanda J.; Stewart, Kenneth W.; Johnston, James A.","North America: Canada, Manitoba",1969-05-04,,,1969-366,Approx. 7 mi. W. on Hwy. 4 (now Hwy 16) of Neepawa,"",50.225278,-99.308889,,
CMNAR 11780,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Wooley, Dave","North America: Canada, Manitoba",1969-05-03,,,1969-366,"Snow Lake, approx. 80 mi. of Flin Flon","",54.866667,-100.033333,,
CMNAR 11803,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,4,,"","Stewart, Kenneth W.","North America: Canada, Manitoba",1969-04-28,,,1969-366,St. Adolphe,"",49.666667,-97.1,,
CMNAR 11828,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Cook, Francis R.; Cook, Joyce C.; Cook, Wanda J.","North America: Canada, Manitoba",1969-06-03,,,1969-366,31 mi. W. on Hwy. 1 of jct. with Hwy. 11,"",49.676667,-96.593611,,
CMNAR 11834,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Cook, Francis R.; Cook, Joyce C.; Cook, Wanda J.","North America: Canada, Manitoba",1969-06-04,,,1969-366,31 mi. W. on Hwy. 1 of jct. with Hwy. 11,"",49.676667,-96.593611,,
CMNAR 11844,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,4,,"","Cook, Francis R.; Cook, Joyce C.; Cook, Wanda J.","North America: Canada, Manitoba",1969-06-05,,,1969-366,31 mi. W. on Hwy. 1 of jct. with Hwy. 11,"",49.676667,-96.593611,,
CMNAR 1185,Pseudacris triseriata feriarum,Pseudacris feriarum,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,2,,"","Johnson, Claude E.","North America: Canada, Ontario, Elgin Co. (ON), St. Thomas (ON)",1925-09-09,,,"",St. Thomas,"",42.766667,-81.183333,,
CMNAR 11858,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Cook, Francis R.; Cook, Joyce C.; Cook, Wanda J.","North America: Canada, Manitoba",1969-06-09,fluid,,1969-366,31 mi. W. on Hwy. 1 of jct. with Hwy. 11,"",49.676667,-96.593611,,
