id_number,label_name,taxon_link,ident,id_date,type_status,higher_taxa,count,sex,coll_num,collector,place_collected,date_collected,spec_nature,description,acq_number,site_desc,altitude,lat,long,site_notes,home_loc
CMNAR 3486,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,2,,"","Denman, Luise","North America: Canada, Québec",1956-04-29,,,1957-107,"Ile Perrot, Montreal area","",45.366667,-73.933333,,
CMNAR 3506,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,3,,"","Bleakney, J. Sherman; Gorham, Stanley W.","North America: Canada, Québec",1958-04-15,,,1958-056,"1.4 mi. due W. of Black Lake, Gatineau Park","",45.483333,-75.883333,,
CMNAR 36279,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,JFDA-0633,"Desroches, Jean-François","North America: Canada, Québec, Mun. Rég. de Cté de Longueuil, Boucherville",2001-08-02,fluid,Juvénile mort dans la fosse de clôture de déviation.,A2009.0004,Etang BCV2 à Boucherville,"",45.606667,-73.392778,étang,Amphibian and Reptile Collection
CMNAR 36281,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,4,,JFDA-0638,"Desroches, Jean-François","North America: Canada, Québec, Mun. Rég. de Cté de Longueuil, Boucherville",2001-07-01,fluid,"Métamorphes, capturés dans fosses de clôture de déviation.",A2009.0004,Etang BCV2 à Boucherville,"",45.606667,-73.392778,étang,Amphibian and Reptile Collection
CMNAR 36381,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,4,M,JFDA-0853,"Desroches, Jean-François; Picard, Isabelle; MacDonald, Jeffrey","North America: Canada, Québec, Mun. Rég. de Cté de Roussillon, La Prairie",2005-04-10; 21:35 - 22:45 hes,fluid,,A2009.0004,La Prairie,"",45.396139,-73.484361,Localité d'où l'espèce Pseudacris triseriata est maintenant disparue.,Amphibian and Reptile Collection
CMNAR 36382,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,2,,JFDA-0854,"Desroches, Jean-François; Picard, Isabelle; MacDonald, Jeffrey","North America: Canada, Québec, Mun. Rég. de Cté de Longueuil, Longueuil",2005-04-10; 23:25 - 23:30 h,fluid,1 couple (mâle - femelle),A2009.0004,"Boisé du Tremblay, Longueuil","",45.532944,-73.438306,Boisé,Amphibian and Reptile Collection
CMNAR 36383,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,2,,JFDA-0859,"Desroches, Jean-François; Picard, Isabelle","North America: Canada, Québec, Mun. Rég. de Cté de Longueuil, Longueuil",2003-07-19; 11:30 - 11:35 hes,fluid,métamorphes,A2009.0004,"Boisé du Tremblay, Longueuil","",45.53275,-73.439778,Boisé,Amphibian and Reptile Collection
CMNAR 36384,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,28,M/F,JFDA-0852,"Desroches, Jean-François","North America: Canada, Québec, Mun. Rég. de Cté de Longueuil, Boucherville",2003-04,fluid,,A2009.0004,"Boucherville, site BCV2","",45.606667,-73.392778,,Amphibian and Reptile Collection
CMNAR 36385,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,F,JFDA-0855,"Desroches, Jean-François; Picard, Isabelle","North America: Canada, Québec, Mun. Rég. de Cté de Longueuil, Boucherville",2004-04-22,fluid,,A2009.0004,"Boucherville, étang IP-158","",45.59375,-73.394889,,Amphibian and Reptile Collection
CMNAR 36386,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,JFDA-0856,"Desroches, Jean-François","North America: Canada, Québec, Mun. Rég. de Cté de Longueuil, Boucherville",2001-06-20,fluid,métamorphe,A2009.0004,"Boucherville, étang BCV2","",45.606667,-73.392778,,Amphibian and Reptile Collection
CMNAR 36387,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,M,JFDA-0858,"Desroches, Jean-François","North America: Canada, Québec, Mun. Rég. de Cté de Beauharnois-Salaberry",2004-04-15,fluid,,A2009.0004,"Au sud du canal de Beauharnois, étang JFD-023","",45.214222,-74.104806,,Amphibian and Reptile Collection
CMNAR 36388,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,2,,JFDA-0866,"Desroches, Jean-François","North America: Canada, Québec, Mun. Rég. de Cté de Longueuil, Brossard",2004-04-16; 15:02 h,fluid,1 couple (mâle - femelle),A2009.0004,"Boisé de Brossard Nord, étang JFD-053","",45.425306,-73.400278,,Amphibian and Reptile Collection
CMNAR 36389,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,2,M,JFDA-0867,"Ouellette, Mathieu","North America: Canada, Québec, Mun. Rég. de Cté de Vaudreuil-Soulanges, Île Perrot",2004-04,fluid,1 couple (mâle - femelle,A2009.0004,Ile Perrot,"",45.383333,-73.95,,Amphibian and Reptile Collection
CMNAR 3880,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,2,,"","Gorham, David; Thompson, Hugh","North America: Canada, Québec",1958-04-21,,,1958-058,"Lac Philippe, Gatineau Park","",45.583333,-75.983333,,
CMNAR 3882,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Gorham, David; Thompson, Hugh","North America: Canada, Québec",1958-04-30,,,1958-058,Yarm,"",45.633333,-76.466667,,
CMNAR 4001,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,2,,"","Cook, Francis R.; Otterdahl, J.R.","North America: Canada, Saskatchewan",1959-06-06,,,1959-093,4 mi. W. on #1 from road to Pense,"",50.398056,-105.075833,,
CMNAR 4005,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Cook, Francis R.; Otterdahl, J.R.","North America: Canada, Saskatchewan",1959-06-07,,,1959-093,SE. end of Buffalo Pound Lake,"",50.566667,-105.333333,,
CMNAR 4010,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,6,,"","Cook, Francis R.; Otterdahl, J.R.","North America: Canada, Saskatchewan",1959-06-08,,,1959-093,"Pond, S. side of Tuxford","",50.566667,-105.566667,,
CMNAR 4013,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,7,,"","Cook, Francis R.; Otterdahl, J.R.","North America: Canada, Saskatchewan",1959-06-09,,,1959-093,"Pond, W. side on #10 of Balcarres","",50.8,-103.533333,,
CMNAR 4022,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,2,,"","Cook, Francis R.; Otterdahl, J.R.","North America: Canada, Saskatchewan",1959-06-13,,,1959-093,"Vicinity of Jabe Lake, Moose Mt. Prov. Pk.","",49.833333,-102.4,,
CMNAR 4026,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Cook, Francis R.; Otterdahl, J.R.","North America: Canada, Saskatchewan",1959-06-14,,,1959-093,"14.9 mi. W. of the Chalet, Moose Mt. Prov. Pk.","",49.833333,-102.733333,,
CMNAR 4028,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,13,,"","Cook, Francis R.; Otterdahl, J.R.","North America: Canada, Saskatchewan",1959-06-14,,,1959-093,"7.1 mi. W. of the Chalet, Moose Mt. Prov. Pk.","",49.816667,-102.433333,,
CMNAR 20186,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,5,,"","Schueler, Frederick W.; Rankin, R. Michael","North America: Canada, Manitoba",1980-06-08,,,1980-253,1 km. NW. of Muhigan River on Milk Lake Rd.,"",54.676389,-98.633333,,
CMNAR 20306,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,21,,"","Conley, Peggy S.; Christie, Peter","North America: Canada, Ontario, Prince Edward Co. (ON)",1979-06-29,,,1980-277,"Yerexville Rd., Lot 20 & 21, Conc.II, Sophiasburg Twp.","",44.073611,-77.126389,,
CMNAR 20311,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,6,,"","Avon, M.; Burrows, Fiona","North America: Canada, Ontario, Prince Edward Co. (ON)",1979-07-05,,,1980-277,"Yerexville Rd., Lot 20 & 21, Conc.II, Sophiasburg Twp.","",44.073611,-77.126389,,
CMNAR 20341,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,7,,"","Briggs, Penny; Conley, Peggy S.; Folds, Keli","North America: Canada, Ontario, Prince Edward Co. (ON)",1979-05-23,,,1980-277,"Lot 8, Con. l, Sophiasburg Twp.","",44.154167,-77.079167,,
CMNAR 20343,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,3,,"","Briggs, Penny; Conley, Peggy S.; Folds, Keli","North America: Canada, Ontario, Prince Edward Co. (ON)",1979-05-23,,,1980-277,"Norton's Crossroad, Con. l, Sophiasburg Twp.","",44.125,-77.172222,,
CMNAR 20350,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,6,,"","Briggs, Penny; Conley, Peggy S.; Allan, Moira","North America: Canada, Ontario, Prince Edward Co. (ON)",1979-05-28,,,1980-277,"Lot 9, Con. ll, S. Bay of Quinte, Marysburgh Twp.","",44.001944,-77.080556,,
CMNAR 20351,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,11,,"","Briggs, Penny; Conley, Peggy S.; Allan, Moira","North America: Canada, Ontario, Prince Edward Co. (ON)",1979-06-18,,,1980-277,"Lot 9, Con. ll, S. Bay of Quinte, Marysburgh Twp.","",44.001944,-77.080556,,
CMNAR 20358,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,2,,"","Briggs, Penny; Conley, Peggy S.; Allan, Moira","North America: Canada, Ontario, Prince Edward Co. (ON)",1979-05-29,,,1980-277,"Salmon Pt., Con. l, S. East Lake, Athol Twp.","",43.8625,-77.2375,,
CMNAR 20361,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,17,,"","Briggs, Penny; Conley, Peggy S.; Allan, Moira","North America: Canada, Ontario, Prince Edward Co. (ON)",1979-05-29,,,1980-277,"Lot 18, Con. ll, S. of East Lake, Athol Twp.","",43.879167,-77.191667,,
CMNAR 20365,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,19,,"","Briggs, Penny; Conley, Peggy S.; Allan, Moira","North America: Canada, Ontario, Prince Edward Co. (ON)",1979-06-12,,,1980-277,"Lot 18, Con. ll, S. of East Lake, Athol Twp.","",43.879167,-77.191667,,
CMNAR 20367,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,6,,"","Briggs, Penny; Conley, Peggy S.","North America: Canada, Ontario, Prince Edward Co. (ON)",1979-05-23,,,1980-277,"Lot 20 & 21, Con. ll, SW. of Green Pt., Sophiasburgh Twp.","",44.090278,-77.1125,,
CMNAR 20375,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,17,,"","Allan, Moira; Briggs, Penny; Conley, Peggy S.","North America: Canada, Ontario, Prince Edward Co. (ON)",1979-06-01,,,1980-277,"Lot 13, Con. l, Lakeside, Hillier Twp.","",43.956944,-77.406944,,
CMNAR 20377,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,16,,"","Allan, Moira; Briggs, Penny; Conley, Peggy S.","North America: Canada, Ontario, Prince Edward Co. (ON)",1979-06-12,,,1980-277,"Lot 13, Con. l, Lakeside, Hillier Twp.","",43.956944,-77.406944,,
CMNAR 20380,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,16,,"","Allan, Moira; Briggs, Penny; Conley, Peggy S.","North America: Canada, Ontario, Prince Edward Co. (ON)",1979-06-01,,,1980-277,"Lot 13, Con. l, Lakeside, Hillier Twp.","",43.941667,-77.399444,,
CMNAR 20387,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,9,,"","Allan, Moira; Briggs, Penny; Conley, Peggy S.","North America: Canada, Ontario, Prince Edward Co. (ON)",1979-06-06,,,1980-277,"Lots 12 & 16, Con. around Prince Edward Bay, S. Marysburgh Twp.","",44.906944,-77.047222,,
CMNAR 20391,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,7,,"","Burrows, Fiona; Conley, Peggy S.; Duyzer, Jacqui","North America: Canada, Ontario, Prince Edward Co. (ON)",1979-06-20,,,1980-277,"Lots 12 & 16, Con. around Prince Edward Bay, S. Marysburgh Twp.","",44.906944,-77.047222,,
CMNAR 21130,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Cook, Francis R.; Cook, Joyce C.","North America: Canada, Ontario, Leeds and Grenville United Co.",1981-03-30,,,1981-450,2.2 km. W. & 0.5 km. S. of Bishops Mills,"",44.866667,-75.733333,,
CMNAR 21137,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,2,,"","Rankin, R. Michael","North America: Canada, Ontario, Ottawa (metro)",1981-04-29; time: 01:05-03:15 EDST,,,"","Renaud Road, 0.6 km. NE. of jct. with County Road 42","",45.418333,-75.545556,"Habitat/gross cover: Perhaps a dozen interconnected or adjoining ponds in second growth forest and alder. Some ponds may be dry in summer but largest supports beaver. Site covers 4-5 acres between Blackburn Siding and Renaud Road.; Microhabitat: permanent, natural, flooding, pond",
CMNAR 21204,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Schueler, Frederick W.; Rankin, R. Michael","North America: Canada, Ontario, Leeds and Grenville United Co.",1981-04-01,,,1981-338,"4.3 mi. N. of Brockville, ""L90"" turn on N. Augusta Rd.","",44.67,-75.725,,
CMNAR 21214,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,2,,"","Schueler, Frederick W.; Rankin, R. Michael","North America: Canada, Ontario, Hastings Co. (ON)",1981-04-02,,,1981-338,"Belleville, 1.1 mi. S. of Hwy. 401, on Hwy. 62","",44.166667,-77.384722,,
CMNAR 21216,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,2,,"","Schueler, Frederick W.; Rankin, R. Michael","North America: Canada, Ontario, Essex Co. (ON)",1981-04-03,,,1981-338,2.0 km. SW. of McGregor,"",42.116667,-82.983333,,
CMNAR 21223,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Schueler, Frederick W.; Rankin, R. Michael; Oldham, Michael J.","North America: Canada, Ontario, Essex Co. (ON)",1981-04-03,,,1981-338,5.0 km E of Leamington.,"",42.051111,-82.534444,,
CMNAR 21239,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Schueler, Frederick W.","North America: Canada, Ontario, Lambton Co. (ON)",1981-04-07,,,1981-338,1.5 km. NNE. of Bickford,"",42.766667,-82.4,,
CMNAR 21242,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Rankin, R. Michael","North America: Canada, Ontario, Chatham-Kent",1981-04-07,,,1981-338,"County Rd. 2, just E. of Thamesville","",42.55,-81.95,,
CMNAR 2126,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,2,,"","MacDonald, Stewart D.","North America: Canada, Saskatchewan",1948-07-03,,,1948-050,Many Islands Lake,"",59.7,-102.133333,,
CMNAR 21278,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Schueler, Frederick W.; Rankin, R. Michael","North America: Canada, Ontario, Lambton Co. (ON)",1981-04-10,,,1981-338,"1.3 km. N. of Payne, on Hwy. 40","",42.851944,-82.415556,,
CMNAR 21284,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Schueler, Frederick W.; Rankin, R. Michael","North America: Canada, Ontario, Lambton Co. (ON)",1981-04-10,,,1981-338,Hwy. 40 near Bickford intersection,"",42.75,-82.416667,,
CMNAR 21290,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,9,,"","Schueler, Frederick W.; Rankin, R. Michael; Oldham, Michael J.; Vivian","North America: Canada, Ontario, Essex Co. (ON)",1981-04-11,,,1981-338,4.5 km. NW. of Arner,"",42.05,-82.85,,
CMNAR 21680,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,152,,FWS8097,"Schueler, Frederick W.","North America: Canada, Manitoba",1977-06-16,,,1979-072,Oak Bluff,"",49.766667,-97.316667,,
CMNAR 21734,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,3,,"","Green, David M.","North America: Canada, Manitoba",1977-06-15,,,1983-342,"Entrance on Hwy. 313, Whiteshell Provincial Park","",50.321244,-95.603027,,
CMNAR 22295,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,F,"","Rankin, R. Michael","North America: Canada, Ontario, Ottawa (metro)",1981-08-24; time: 00:30-01:30 EDST,,"Colour: red-brown, grey stripes.","","0 - 4.2 km. SW. on Rideau Road from jct. with Hwy. 31, 1.9 mi. N. & 0.7 mi. W. of South Gloucester","",45.2625,-75.580556,Habitat/gross cover: Road through farmland.; Microhabitat: absent,
CMNAR 22522,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Cook, Francis R.; Cook, Joyce C.; Cook, Thomas W.","North America: Canada, Ontario, Leeds and Grenville United Co.",1982-04-16,,,1983-388,2.2 km. W. & 0.5 km. S. of Bishops Mills,"",44.868056,-75.729167,,
CMNAR 22565,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,4,,"","Schueler, Frederick W.; Schueler, Elsa L.","North America: Canada, Ontario, Leeds and Grenville United Co.",1982-04-23,,,"",0.5 km. SSE. of Bishops Mills,"",44.869444,-75.698611,,
CMNAR 24515,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,8,,"","Schueler, Frederick W.; Rankin, R. Michael","North America: Canada, Ontario, Kenora Distr. (ON)",1983-06-17,,,1983-174,"15 km. WNW. of Ignace, 2 km. W. of Butler","",49.466667,-91.833333,,
CMNAR 24519,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,19,,"","Schueler, Frederick W.; Rankin, R. Michael","North America: Canada, Ontario, Kenora Distr. (ON)",1983-06-17,,,1983-174,"15 km. WNW. of Ignace, 2 km. W. of Butler","",49.466667,-91.833333,,
CMNAR 24530,Pseudacris maculata,Pseudacris maculata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,5,,"","Schueler, Frederick W.; Rankin, R. Michael","North America: Canada, Ontario, Thunder Bay Distr. (ON)",1983-06-18,,,1983-174,"Hwy. 17, just W. of Pearl","",48.65,-88.666667,,
CMNAR 24547,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,30,,"","Schueler, Frederick W.; Rankin, R. Michael","North America: Canada, Ontario, Cochrane Distr. (ON)",1983-06-20,,,"","Hwy. 11, 2 km. W. of Shekak River","",49.7475,-84.384722,,
CMNAR 24563,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Schueler, Frederick W.; Rankin, R. Michael","North America: Canada, Ontario, Kenora Distr. (ON)",1983-06-17,,,1983-174,"Boat launch on Sturgeon Lake, near O'Brien's Landing","",49.838889,-91.183333,,
CMNAR 24594,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Schueler, Frederick W.","North America: Canada, Ontario, Thunder Bay Distr. (ON)",1983-05-27,,,1983-174,"N. end of Pamela Lake, 15 km. E. of Longlac","",49.7925,-86.325,,
CMNAR 24600,Pseudacris triseriata,Pseudacris triseriata,,"",,Animalia; Chordata; Vertebrata; Amphibia; Lissamphibia; Salientia; Anura; Neobatrachia; Bufonoidea; Hylidae; Hylinae; Pseudacris,1,,"","Schueler, Frederick W.","North America: Canada, Ontario, Kenora Distr. (ON)",1983-05-29,,,1983-174,"Old Hwy. 17, 15 km. WNW. of Ignace, 2 km. W. of Butler","",49.457778,-91.868056,,
