Pituophis catenifer affinis,1077612,1169270,Amphibian and Reptile
Pituophis catenifer annectens,1077613,1169270,Amphibian and Reptile
Pituophis catenifer deserticola,1125625,1169270,Amphibian and Reptile
Pituophis catenifer catenifer,1125624,1169270,""
Pituophis catenifer sayi,1077615,1169270,Amphibian and Reptile
Ptyas mucosus,1077624,1077623,Amphibian and Reptile
Spilotes pullatus,1077626,1077625,Amphibian and Reptile
Ahaetulla nasuta,1077570,1077569,Amphibian and Reptile
Elaphe schrencki,1077584,1077571,Amphibian and Reptile
Elaphe subocularis,1077585,1077571,Amphibian and Reptile
Elaphe vulpina,1077586,1077571,Amphibian and Reptile
Elaphe vulpina vulpina,1077588,1077586,Amphibian and Reptile
Elaphe dione,1077572,1077571,Amphibian and Reptile
Elaphe guttata,1077573,1077571,Amphibian and Reptile
Elaphe guttata emoryi,1077574,1077573,Amphibian and Reptile
Elaphe guttata guttata,1077575,1077573,Amphibian and Reptile
Elaphe guttata rosacea,1077576,1077573,Amphibian and Reptile
Elaphe moellendorffi,1077577,1077571,Amphibian and Reptile
Elaphe obsoleta,1077578,1077571,Amphibian and Reptile
Elaphe obsoleta obsoleta,1077580,1077578,Amphibian and Reptile
Elaphe obsoleta quadrivittata,1077581,1077578,Amphibian and Reptile
Elaphe obsoleta rossalleni,1077582,1077578,Amphibian and Reptile
Elaphe obsoleta spiloides,1077583,1077578,Amphibian and Reptile
Elaphe obsoleta lindheimeri,1077579,1077578,Amphibian and Reptile
Liochlorophis vernalis,1077608,1183444,Amphibian and Reptile
Liochlorophis vernalis vernalis,500343,1077608,Amphibian and Reptile
Liochlorophis vernalis blanchardi,1077609,1077608,Amphibian and Reptile
Liochlorophis vernalis borealis,1165311,1077608,Amphibian and Reptile
Entechinus major,1169677,1169676,Amphibian and Reptile
Pantherophis vulpinus,1077587,1194955,"Amphibian and Reptile,Parasite"
Cemophora coccinea,1077629,1077628,Amphibian and Reptile
Cemophora coccinea copei,1077630,1077629,Amphibian and Reptile
Lampropeltis calligaster,1077632,1077631,Amphibian and Reptile
Lampropeltis calligaster calligaster,1077633,1077632,Amphibian and Reptile
Lampropeltis getulus,1077634,1077631,"Amphibian and Reptile,Parasite"
Lampropeltis getulus brooksi,1077635,1077634,Amphibian and Reptile
Lampropeltis getulus californiae,1077636,1077634,Amphibian and Reptile
Lampropeltis getulus getulus,1077637,1077634,Amphibian and Reptile
Lampropeltis getulus holbrooki,1077638,1077634,"Amphibian and Reptile,Parasite"
Lampropeltis getulus splendida,1077639,1077634,Amphibian and Reptile
Lampropeltis getulus yumensis,1169022,1077634,Amphibian and Reptile
Lampropeltis mexicana,1077640,1077631,""
Lampropeltis alterna,1077641,1077631,Amphibian and Reptile
Lampropeltis triangulum,1077642,1077631,Amphibian and Reptile
Lampropeltis triangulum amaura,1077643,1077642,Amphibian and Reptile
Lampropeltis triangulum gentilis,1077644,1077642,""
Lampropeltis triangulum hondurensis,1077645,1077642,Amphibian and Reptile
Lampropeltis triangulum micropholis,1077646,1077642,Amphibian and Reptile
Lampropeltis triangulum syspila,1077647,1077642,Amphibian and Reptile
Lampropeltis triangulum triangulum,1077648,1077642,Amphibian and Reptile
Lampropeltis zonata,1077649,1077631,""
Lampropeltis pyromelana,1077650,1077631,Amphibian and Reptile
Rhinocheilus lecontei,1077652,1077651,Amphibian and Reptile
Rhinocheilus lecontei tessellatus,1169025,1077652,Amphibian and Reptile
Conopsis nasus,1077658,1077657,Amphibian and Reptile
Sonora episcopa,1077660,1077659,Amphibian and Reptile
Sonora episcopa episcopa,1077661,1077660,Amphibian and Reptile
Sonora semianulata,1077662,1077659,Amphibian and Reptile
Chionactis occipitalis,1077655,1077654,""
Chionactis occipitalis occipitalis,1077656,1077655,Amphibian and Reptile
Chironius carinatus,1168870,1168869,Amphibian and Reptile
Contia tenuis,1125615,1125614,""
Kolpophis annandalei,1077805,1077804,Amphibian and Reptile
Pelamis platura,1077807,1077806,Amphibian and Reptile
Hydrophis klossi,1077803,1077799,Amphibian and Reptile
Hydrophis caerulescens,1077800,1077799,Amphibian and Reptile
Hydrophis cyanocinctus,1077801,1077799,Amphibian and Reptile
Hydrophis fasciatus,1077802,1077799,Amphibian and Reptile
Hydrophis ornatus,1177517,1077799,Parasite
Simoliophis cibycus,1174502,1174501,Fossil Vertebrate
Shinisaurus crocodilurus,1077284,1077283,Amphibian and Reptile
Celestus warreni,1077292,1077289,Amphibian and Reptile
Celestus crusculus,1077293,1077289,""
Celestus crusculus crusculus,1077294,1077293,Amphibian and Reptile
Celestus barbouri,1077295,1077289,Amphibian and Reptile
Diploglossus atitlanensis,1077290,1077291,""
Mesaspis moreleti,1077297,1077296,Amphibian and Reptile
Barisia imbricata,1077300,1077299,Amphibian and Reptile
Barisia imbricata ciliaris,1077301,1077300,""
Elgaria coerulea,1077303,1077302,Amphibian and Reptile
Elgaria coerulea principis,1077304,1077303,Amphibian and Reptile
Elgaria kingi,1077305,1077302,Amphibian and Reptile
Elgaria multicarinata,1077306,1077302,Amphibian and Reptile
Elgaria multicarinata multicarinata,1077307,1077306,Amphibian and Reptile
Elgaria multicarinata webbi,1077308,1077306,Amphibian and Reptile
Gerrhonotus liocephlalus,1077310,1077309,""
Gerrhonotus liocephlalus infernalis,1077311,1077310,Amphibian and Reptile
Ophisaurus apodus,1077313,1077312,Amphibian and Reptile
Ophisaurus attenuatus,1077314,1077312,Amphibian and Reptile
Ophisaurus attenuatus attenuatus,1077315,1077314,Amphibian and Reptile
Ophisaurus ventralis,1077316,1077312,Amphibian and Reptile
Anguis fragilis,1077319,1077318,Amphibian and Reptile
Anguis anguis,1166028,1077318,Amphibian and Reptile
Peltosaurus granulosus,1169310,1169309,Fossil Vertebrate
Melanosaurus maximus,1172607,1172606,Fossil Vertebrate
Anniella pulchra,1166031,1166030,Amphibian and Reptile
Heloderma horridum,1077280,1077279,Amphibian and Reptile
Heloderma suspectum,1164336,1077279,Amphibian and Reptile
Varanus niloticus,1077322,1077321,Amphibian and Reptile
Varanus niloticus niloticus,1077323,1077322,Amphibian and Reptile
Varanus indicus,1077324,1077321,Amphibian and Reptile
Varanus rudicollis,1077325,1077321,Amphibian and Reptile
Varanus salvator,1077326,1077321,Amphibian and Reptile
Varanus varius,1077327,1077321,"Amphibian and Reptile,Parasite"
Varanus tristis,1177514,1077321,""
Varanus tristis orientalis,1177515,1177514,Parasite
Palaeosaniwa canadensis,1164671,1164670,Fossil Vertebrate
Xantusia vigilis,1077100,1077099,Amphibian and Reptile
Acanthosaura armata,1076958,1076957,Amphibian and Reptile
Agama agama,1076960,1076959,Amphibian and Reptile
Agama agilis,1076961,1076959,Amphibian and Reptile
Agama anchietae,1076962,1076959,""
Agama anchietae knobeli,1076963,1076962,Amphibian and Reptile
Agama cyanogaster,1076964,1076959,Amphibian and Reptile
Agama hispida,1076965,1076959,""
Agama hispida armata,1076966,1076965,Amphibian and Reptile
Agama hispida distanti,1076967,1076965,Amphibian and Reptile
Agama hispida brachyura,1076968,1076965,Amphibian and Reptile
Agama lehmanni,1076969,1076959,Amphibian and Reptile
Agama ruderata,1076970,1076959,Amphibian and Reptile
Amphibolurus barbatus,1076972,1076971,"Parasite,Amphibian and Reptile"
Calotes versicolor,1076974,1076973,"Parasite,Amphibian and Reptile"
Draco volans,1076976,1076975,Amphibian and Reptile
Phrynocephalus maculatus,1076978,1076977,Amphibian and Reptile
Phrynocephalus scutellatus,1076979,1076977,Amphibian and Reptile
Uromastyx hardwicki,1076981,1076980,Amphibian and Reptile
Physignathus lesueurii,1177525,1177524,Parasite
Gonatodes albogularis,1077085,1077084,Amphibian and Reptile
Gonatodes albogularis fuscus,1077086,1077085,Amphibian and Reptile
Sphaerodactylus goniorhynchus,1077088,1077087,Amphibian and Reptile
Sphaerodactylus argus,1077089,1077087,""
Sphaerodactylus argus argus,1077090,1077089,Amphibian and Reptile
Sphaerodactylus notatus,1077091,1077087,Amphibian and Reptile
Sphaerodactylus armasi,1077092,1077087,Amphibian and Reptile
Sphaerodactylus cinereus,1077093,1077087,Amphibian and Reptile
Sphaerodactylus gaigeae,1077094,1077087,Amphibian and Reptile
Sphaerodactylus macrolepis,1168777,1077087,""
Sphaerodactylus macrolepis guarionex,1168778,1168777,Amphibian and Reptile
Rhacodactylus auriculatus,1077001,1077000,Amphibian and Reptile
Coleonyx elegans,1077004,1077003,Amphibian and Reptile
Coleonyx variegatus,1077005,1077003,Amphibian and Reptile
Coleonyx variegatus utahensis,1077006,1077005,Amphibian and Reptile
Coleonyx variegatus bogerti,1077007,1077005,Amphibian and Reptile
Coleonyx mitratus,1077008,1077003,Amphibian and Reptile
Eublepharis macularius,1077010,1077009,Amphibian and Reptile
Hemitheconyx caudocinctus,1077012,1077011,Amphibian and Reptile
Teratoscincus przewalski,1077077,1077076,Amphibian and Reptile
Teratoscincus scincus,1077078,1077076,Amphibian and Reptile
Thecadactylus rapicauda,1077080,1077079,Amphibian and Reptile
Uroplatus fimbriatus,1077082,1077081,Amphibian and Reptile
Agamura persica,1077015,1077014,Amphibian and Reptile
Aristelliger praesignis,1077017,1077016,Amphibian and Reptile
Chondrodactylus angulifer,1077019,1077018,Amphibian and Reptile
Crossobamon eversmanni,1077021,1077020,Amphibian and Reptile
Hemidactylus turcicus,1077035,1077034,Amphibian and Reptile
Hemidactylus turcicus turcicus,1077036,1077035,Amphibian and Reptile
Hemidactylus longicephalus,1077037,1077034,Amphibian and Reptile
Hemidactylus muriceus,1077038,1077034,Amphibian and Reptile
Hemidactylus mabouia,1077039,1077034,Amphibian and Reptile
Hemidactylus brookii,1077040,1077034,Amphibian and Reptile
Hemidactylus brookii haitianus,1077041,1077040,Amphibian and Reptile
Hemidactylus triedrus,1077042,1077034,""
Hemidactylus triedrus lankae,1077043,1077042,Amphibian and Reptile
Hemidactylus bowringii,1077044,1077034,""
Hemidactylus frenatus,1166500,1077034,Parasite
Hemidactylus garnoti,1166502,1077034,""
Heteronotia binoei,1077046,1077045,Amphibian and Reptile
Lepidodactylus lugubris,1077048,1077047,Amphibian and Reptile
Lygodactylus depressus,1077050,1077049,Amphibian and Reptile
Lygodactylus methueni,1077052,1077049,Amphibian and Reptile
Lygodactylus conraui,1077053,1077049,Amphibian and Reptile
Lygodactylus picturatus,1077054,1077049,""
Lygodactylus picturatus gutturalis,1077051,1077054,Amphibian and Reptile
Lygodactylus picturatus picturatus,1077055,1077054,Amphibian and Reptile
Pachydactylus bibronii,1077057,1077056,Amphibian and Reptile
Pachydactylus lineatus,1077058,1077056,""
Pachydactylus lineatus essexi,1077059,1077058,Amphibian and Reptile
Phelsuma cepediana,1077061,1077060,Amphibian and Reptile
Phelsuma comorensis,1077062,1077060,Amphibian and Reptile
Phelsuma guentheri,1077063,1077060,Amphibian and Reptile
Phelsuma laticauda,1077064,1077060,Amphibian and Reptile
Phelsuma madagascariensis,1077065,1077060,Amphibian and Reptile
Phelsuma sundbergi,1077066,1077060,""
Phelsuma sundbergi ladiguensis,1077067,1077066,Amphibian and Reptile
Cyrtodactylus caspius,1077023,1077022,Amphibian and Reptile
Cyrtodactylus fedtschenkoi,1077024,1077022,Amphibian and Reptile
Cyrtodactylus peguensis,1077025,1077022,Amphibian and Reptile
Cyrtodactylus pulchellus,1077026,1077022,Amphibian and Reptile
Ebenavia boettgeri,1077028,1077027,Amphibian and Reptile
Gehyra oceanica,1077030,1077029,Amphibian and Reptile
Gehyra mutilata,1166501,1077029,Parasite
Gekko gecko,1077032,1077031,"Amphibian and Reptile,Parasite"
Gekko monarchus,1077033,1077031,Amphibian and Reptile
Phyllodactylus lineatus,1077069,1077068,Amphibian and Reptile
Ptychozoon lionotum,1077071,1077070,Amphibian and Reptile
Tarentola americana,1077073,1077072,""
Tarentola americana warreni,1077074,1077073,Amphibian and Reptile
Tarentola mauritanica,1077075,1077072,Amphibian and Reptile
Cosymbotus platyurus,1166516,1166515,Parasite
Chamaeleo cephalolepis,1076985,1076983,Amphibian and Reptile
Chamaeleo chameleon,1076986,1076983,Amphibian and Reptile
Chamaeleo dilepis,1076987,1076983,Amphibian and Reptile
Chamaeleo dilepis dilepis,1076988,1076987,Amphibian and Reptile
Chamaeleo ellioti,1076989,1076983,Amphibian and Reptile
Chamaeleo jacksonii,1076990,1076983,Amphibian and Reptile
Chamaeleo johnstoni,1076991,1076983,Amphibian and Reptile
Chamaeleo pumilus,1076992,1076983,""
Chamaeleo pumilus pumilus,1076993,1076992,Amphibian and Reptile
Chamaeleo rudis,1076994,1076983,""
Chamaeleo rudis rudis,1076995,1076994,Amphibian and Reptile
Chamaeleo taeniabronchus,1076996,1076983,""
Chamaeleo bitaeniatus,1076997,1076983,Amphibian and Reptile
Chamaeleo adolfifriderici,1076984,1076983,Amphibian and Reptile
Furcifer pardalis,1194953,1194952,Amphibian and Reptile
Uma notata,1076947,1076946,Amphibian and Reptile
Urosaurus nigricaudus,1076949,1076948,Amphibian and Reptile
Urosaurus ornatus,1076950,1076948,Amphibian and Reptile
Uta stansburiana,1076952,1076951,Amphibian and Reptile
Uta stansburiana hesperis,1076953,1076952,Amphibian and Reptile
Cyclura cornuta,1076955,1076954,Amphibian and Reptile
Anolis cristatellus,1076816,1076815,Amphibian and Reptile
Anolis cristatellus cristatellus,1168776,1076816,Amphibian and Reptile
Anolis purpurescens,1076817,1076815,Amphibian and Reptile
Anolis auratus,1076818,1076815,Amphibian and Reptile
Anolis baracoae,1076819,1076815,Amphibian and Reptile
Anolis bimaculatus,1076820,1076815,Amphibian and Reptile
Anolis brunneus,1076821,1076815,Amphibian and Reptile
Anolis carolinensis,1076822,1076815,"Amphibian and Reptile,Parasite"
Anolis carolinensis carolinensis,1076823,1076822,Amphibian and Reptile
Anolis wattsi,1076852,1076815,Amphibian and Reptile
Anolis cuvieri,1076853,1076815,Amphibian and Reptile
Anolis evermanni,1076854,1076815,Amphibian and Reptile
Anolis gundlachi,1076855,1076815,Amphibian and Reptile
Anolis krugi,1076856,1076815,Amphibian and Reptile
Anolis pulchellus,1076857,1076815,Amphibian and Reptile
Anolis stratulus,1076858,1076815,Amphibian and Reptile
Anolis distichus,1076824,1076815,Amphibian and Reptile
Anolis equestris,1076825,1076815,""
Anolis equestris juraguensis,1076826,1076825,Amphibian and Reptile
Anolis garmani,1076827,1076815,Amphibian and Reptile
Anolis grahami,1076828,1076815,Amphibian and Reptile
Anolis grahami grahami,1076829,1076828,Amphibian and Reptile
Anolis humilis,1076830,1076815,Amphibian and Reptile
Anolis iodorus,1076831,1076815,Amphibian and Reptile
Anolis leachii,1076832,1076815,Amphibian and Reptile
Anolis limifrons,1076833,1076815,Amphibian and Reptile
Anolis lineatopus,1076834,1076815,Amphibian and Reptile
Anolis lineatopus ahenobarbus,1076835,1076834,Amphibian and Reptile
Anolis lineatopus lineatopus,1076836,1076834,Amphibian and Reptile
Anolis luteogularis,1076837,1076815,""
Anolis luteogularis nivevultus,1076838,1076837,Amphibian and Reptile
Anolis luteogularis delacruzi,1076839,1076837,Amphibian and Reptile
Anolis luteogularis sectilis,1076840,1076837,Amphibian and Reptile
Anolis luteogularis coctilis,1076841,1076837,Amphibian and Reptile
Anolis nitens,1076842,1076815,""
Anolis nitens nitens,1076843,1076842,Amphibian and Reptile
Anolis opalinus,1076844,1076815,Amphibian and Reptile
Anolis petersi,1076845,1076815,Amphibian and Reptile
Anolis reconditus,1076846,1076815,Amphibian and Reptile
Anolis roquet,1076847,1076815,""
Anolis roquet extremus,1076848,1076847,Amphibian and Reptile
Anolis sagrei,1076849,1076815,Amphibian and Reptile
Anolis sagrei ordinatus,1076850,1076849,Amphibian and Reptile
Anolis sagrei sagrei,1076851,1076849,Amphibian and Reptile
Basiliscus basiliscus,1076860,1076859,Amphibian and Reptile
Basiliscus brailuscus,1076861,1076859,Amphibian and Reptile
Basiliscus vittatus,1076862,1076859,Amphibian and Reptile
Callisaurus draconoides,1076864,1076863,Amphibian and Reptile
Corytophanes cristatus,1076866,1076865,Amphibian and Reptile
Corytophanes hernandezi,1168874,1076865,Amphibian and Reptile
Crotaphytus collaris,1076868,1076867,Amphibian and Reptile
Crotaphytus collaris collaris,1076869,1076868,Amphibian and Reptile
Ctenosaura similis,1076872,1076871,Parasite
Ctenosaura similis similis,1076873,1076872,Amphibian and Reptile
Ctenosaura acanthura,1076874,1076871,Amphibian and Reptile
Ctenosaura hemilopha,1076875,1076871,Amphibian and Reptile
Dipsosaurus dorsalis,1076877,1076876,Amphibian and Reptile
Dipsosaurus dorsalis dorsalis,1076878,1076877,Amphibian and Reptile
Enyalius iheringii,1076880,1076879,Amphibian and Reptile
Holbrookia maculata,1076882,1076881,Amphibian and Reptile
Holbrookia maculata approximans,1076883,1076882,Amphibian and Reptile
Holbrookia texana,1076884,1076881,Amphibian and Reptile
Holbrookia texana scitula,1076885,1076884,""
Holbrookia propinqua,1168864,1076881,Amphibian and Reptile
Oplurus cuvieri,1076903,1076902,Amphibian and Reptile
Petrosaurus thalassinus,1076905,1076904,Amphibian and Reptile
Phrynosoma cornutum,1076907,1076906,"Amphibian and Reptile,Parasite"
Phrynosoma douglasii,1076909,1076906,Amphibian and Reptile
Phrynosoma douglassi brevirostre,1076910,1076909,""
Phrynosoma douglassi ornatissimum,1076912,1076909,""
Phrynosoma douglassi douglassi,1125578,1076909,""
Phrynosoma hernandesi,1076911,1076906,Amphibian and Reptile
Phrynosoma orbiculare,1076913,1076906,""
Phrynosoma orbiculare orbiculare,1076914,1076913,Amphibian and Reptile
Phrynosoma solare,1076915,1076906,Amphibian and Reptile
Phrynosoma coronatum,1169467,1076906,Amphibian and Reptile
Phrynosoma coronatum frontale,1169468,1169467,""
Plica umbra,1076917,1076916,""
Plica umbra umbra,1076918,1076917,Amphibian and Reptile
Plica plica,1195689,1076917,Parasite
Polychrus gutturosus,1076920,1076919,""
Polychrus gutturosus spurrellii,1076921,1076920,Amphibian and Reptile
Polychrus marmoratus,1076922,1076919,Amphibian and Reptile
Sauromalus obesus,1076924,1076923,Amphibian and Reptile
Sceloporus graciosus,1076928,1076925,""
Sceloporus jarrovi,1076929,1076925,Amphibian and Reptile
Sceloporus magister,1076930,1076925,Amphibian and Reptile
Sceloporus merriami,1076931,1076925,Amphibian and Reptile
Sceloporus merriami annulatus,1076932,1076931,Amphibian and Reptile
Sceloporus merriami longipunctatus,1076933,1076931,""
Sceloporus mucronatus,1076934,1076925,""
Sceloporus occidentalis,1076935,1076925,Amphibian and Reptile
Sceloporus occidentalis biseriatus,1169269,1076935,Amphibian and Reptile
Sceloporus olivaceus,1076936,1076925,Amphibian and Reptile
Sceloporus orcutti,1076937,1076925,Amphibian and Reptile
Sceloporus poinsetti,1076938,1076925,Amphibian and Reptile
Sceloporus scalaris,1076939,1076925,Amphibian and Reptile
Sceloporus undulatus,1076940,1076925,Amphibian and Reptile
Sceloporus undulatus consobrinus,1076941,1076940,""
Sceloporus undulatus hyacinthinus,1076942,1076940,Amphibian and Reptile
Sceloporus undulatus undulatus,1076943,1076940,Amphibian and Reptile
Sceloporus undulatus garmani,1076944,1076940,""
Sceloporus virgatus,1076945,1076925,Amphibian and Reptile
Sceloporus clarki,1076926,1076925,Amphibian and Reptile
Sceloporus serrifer,1169802,1076925,""
Sceloporus serrifer cyanogenys,1076927,1169802,Amphibian and Reptile
Iguana iguana,1076887,1076886,"Amphibian and Reptile,Parasite"
Iguana iguana iguana,1076888,1076887,""
Iguana iguana rhinolopha,1076889,1076887,""
Laemanctus serratus,1076891,1076890,Amphibian and Reptile
Leiocephalus stictigaster,1076898,1076892,""
Leiocephalus stictigaster celeustes,1076899,1076898,Amphibian and Reptile
Leiocephalus stictigaster gibarensis,1076900,1076898,Amphibian and Reptile
Leiocephalus stictigaster naranjoi,1076901,1076898,Amphibian and Reptile
Leiocephalus carinatus,1076893,1076892,Amphibian and Reptile
Leiocephalus carinatus hodsdoni,1076894,1076893,Amphibian and Reptile
Leiocephalus macropus,1076895,1076892,""
Leiocephalus macropus asbolomus,1076896,1076895,Amphibian and Reptile
Leiocephalus macropus phylax,1076897,1076895,Amphibian and Reptile
Parasauromalus olseni,1170859,1170858,Fossil Vertebrate
Gambelia wislizeni,1076870,1169313,Amphibian and Reptile
Ameiva ameiva,1077103,1077102,Amphibian and Reptile
Ameiva ameiva melanocephala,1077104,1077103,Amphibian and Reptile
Ameiva ameiva tobagana,1077105,1077103,Amphibian and Reptile
Ameiva auberi,1077106,1077102,""
Ameiva auberi atrothorax,1077107,1077106,Amphibian and Reptile
Ameiva auberi garridoi,1077108,1077106,Amphibian and Reptile
Ameiva auberi marcida,1077109,1077106,Amphibian and Reptile
Ameiva dorsalis,1077110,1077102,Amphibian and Reptile
Ameiva edracantha,1077111,1077102,Amphibian and Reptile
Ameiva erythrocephala,1077112,1077102,Amphibian and Reptile
Ameiva festiva,1077113,1077102,Amphibian and Reptile
Ameiva exsul,1077114,1077102,Amphibian and Reptile
Ameiva undulata,1166024,1077102,Amphibian and Reptile
Gymnophthalmus multiscutatus,1077137,1077136,Amphibian and Reptile
Tupinambis teguixin,1077139,1077138,Amphibian and Reptile
Tupinambis teguixin nigropunctatus,1077140,1077139,Amphibian and Reptile
Dracaena guianensis,1077142,1077141,Amphibian and Reptile
Anadia ocellata,1077116,1077115,Amphibian and Reptile
Cnemidophorus lemniscatus,1077124,1077117,Amphibian and Reptile
Cnemidophorus angusticeps,1077125,1077117,""
Cnemidophorus angusticeps petenensis,1077126,1077125,Amphibian and Reptile
Cnemidophorus exsanguis,1077127,1077117,Amphibian and Reptile
Cnemidophorus sacki,1077128,1077117,Amphibian and Reptile
Cnemidophorus sacki gularis,1077129,1077128,Amphibian and Reptile
Cnemidophorus sexlineatus,1077130,1077117,Amphibian and Reptile
Cnemidophorus tigris,1077131,1077117,Amphibian and Reptile
Cnemidophorus tigris septentrionalis,1077132,1077131,Amphibian and Reptile
Cnemidophorus tigris maximus,1171003,1077131,Amphibian and Reptile
Cnemidophorus uniparens,1077133,1077117,Amphibian and Reptile
Cnemidophorus guttatus,1077134,1077117,""
Cnemidophorus guttatus immutabilis,1077135,1077134,""
Cnemidophorus lacertoides,1077118,1077117,Amphibian and Reptile
Cnemidophorus tesselatus,1077119,1077117,Amphibian and Reptile
Cnemidophorus hyperythrus,1077120,1077117,Amphibian and Reptile
Cnemidophorus hyperythrus beldingi,1169268,1077120,Amphibian and Reptile
Cnemidophorus burti,1077121,1077117,""
Cnemidophorus burti stictogrammus,1077122,1077121,""
Cnemidophorus burti immutabilis,1077123,1077121,Amphibian and Reptile
Chamops segnis,1164053,1164052,Fossil Vertebrate
Callopistes maculatus,1168867,1168866,Amphibian and Reptile
Tretioscincus bifasciatus,1168878,1168877,""
Tretioscincus bifasciatus kugleri,1168879,1168878,Amphibian and Reptile
Eremias guttulata,1077145,1077144,Amphibian and Reptile
Eremias velox,1077146,1077144,Amphibian and Reptile
Lacerta agilis,1077148,1077147,Amphibian and Reptile
Lacerta agilis brevicaudatus,1077149,1077148,Amphibian and Reptile
Lacerta viridis,1077151,1077147,Amphibian and Reptile
Lacerta viridis viridis,1077152,1077151,Amphibian and Reptile
Lacerta vivipara,1077153,1077147,Amphibian and Reptile
Lacerta lepida,1077154,1077147,Amphibian and Reptile
Ophisops elegans,1077156,1077155,Amphibian and Reptile
Poromera fordi,1077158,1077157,Amphibian and Reptile
Podarcis hispanica,1077150,1169442,Amphibian and Reptile
Takydromus sexlineatus,1166518,1166517,Parasite
Cordylosaurus subtessellatus,1077178,1077177,Amphibian and Reptile
Gerrhosaurus flavigularis,1077180,1077179,Amphibian and Reptile
Gerrhosaurus major,1077181,1077179,Amphibian and Reptile
Tetradactylus seps,1077183,1077182,""
Tetradactylus seps seps,1077184,1077183,Amphibian and Reptile
Platysaurus intermedius,1077172,1077171,Amphibian and Reptile
Pseudocordylus microlepidotus,1077174,1077173,Amphibian and Reptile
Pseudocordylus microlepidotus namaquensis,1077175,1077174,Amphibian and Reptile
Chamaesaura anguina,1077162,1077161,Amphibian and Reptile
Chamaesaura anguina tenuior,1077163,1077162,Amphibian and Reptile
Cordylus warreni,1077169,1077164,Amphibian and Reptile
Cordylus warreni depressus,1077170,1077169,Amphibian and Reptile
Cordylus cataphractus,1077165,1077164,Amphibian and Reptile
Cordylus cordylus,1077166,1077164,""
Cordylus cordylus cordylus,1077167,1077166,Amphibian and Reptile
Cordylus jordani,1077168,1077164,Amphibian and Reptile
Acontias meleagris,1077269,1077268,Amphibian and Reptile
Feylinia elegans,1077272,1077271,""
Feylinia elegans grandisquamus,1077273,1077272,Amphibian and Reptile
Feylinia elegans elegans,1077274,1077272,Amphibian and Reptile
Feylinia currori,1077275,1077271,Amphibian and Reptile
Eumeces egregius,1077188,1077187,Amphibian and Reptile
Eumeces egregius similis,1077189,1077188,Amphibian and Reptile
Eumeces tetragrammus,1077190,1077187,Amphibian and Reptile
Eumeces tetragrammus brevilineatus,1169339,1077190,""
Eumeces fasciatus,1077191,1077187,Amphibian and Reptile
Eumeces inexpectatus,1077192,1077187,Amphibian and Reptile
Eumeces laticeps,1077193,1077187,Amphibian and Reptile
Eumeces longirostris,1077194,1077187,Amphibian and Reptile
Eumeces obsoletus,1077195,1077187,Amphibian and Reptile
Eumeces septentrionalis,1077196,1077187,Amphibian and Reptile
Eumeces septentrionalis septentrionalis,1077197,1077196,""
Eumeces skiltonianus,1077198,1077187,Amphibian and Reptile
Eumeces skiltonianus skiltonianus,1077199,1077198,""
Eumeces gilberti,1168863,1077187,Amphibian and Reptile
Scelotes mira,1077201,1077200,Amphibian and Reptile
Scincus scincus,1077203,1077202,Amphibian and Reptile
Chalcides chalcides,1077205,1077204,""
Chalcides chalcides chalcides,1077206,1077205,""
Chalcides chalcides tridactylus,1171243,1077205,Amphibian and Reptile
Tiliqua scincoides,1077265,1077264,Amphibian and Reptile
Tiliqua rugosa,1077213,1077264,Amphibian and Reptile
Riopa afer,1077253,1077252,Amphibian and Reptile
Riopa fernandi,1077254,1077252,Amphibian and Reptile
Riopa sundevalli,1077255,1077252,Amphibian and Reptile
Sphenomorphus assatus,1077257,1077256,""
Sphenomorphus assatus taylori,1077258,1077257,Amphibian and Reptile
Scincella lateralis,1168862,1077256,Amphibian and Reptile
Sphenomorphus essingtoni,1077260,1077259,Amphibian and Reptile
Sphenomorphus labillardieri,1077261,1077259,Amphibian and Reptile
Sphenomorphus nigricaudis,1077262,1077259,Amphibian and Reptile
Egernia depressa,1077215,1077214,Amphibian and Reptile
Egernia napoleonis,1077216,1077214,Amphibian and Reptile
Egernia major,1077217,1077214,Amphibian and Reptile
Egernia bungana,1077218,1077214,Amphibian and Reptile
Egernia frerei,1077219,1077214,Amphibian and Reptile
Egernia pulchra,1077220,1077214,""
Egernia pulchra longicauda,1077221,1077220,Amphibian and Reptile
Emoia cyanura,1077223,1077222,Amphibian and Reptile
Emoia nigra,1077224,1077222,Amphibian and Reptile
Leiolopisma bicarinatum,1077226,1077225,Amphibian and Reptile
Leiolopisma reichenovei,1077228,1077225,Amphibian and Reptile
Leptosiaphos luberoensis,1077230,1077229,Amphibian and Reptile
Lygosoma novaeguineae,1077232,1077231,Amphibian and Reptile
Mabuya binotata,1077234,1077233,Amphibian and Reptile
Mabuya stangeri,1077235,1077233,Amphibian and Reptile
Mabuya comorensis,1077236,1077233,Amphibian and Reptile
Mabuya blandingi,1077237,1077233,Amphibian and Reptile
Mabuya capensis,1077238,1077233,Amphibian and Reptile
Mabuya homalocephala,1077239,1077233,Amphibian and Reptile
Mabuya homalocephala smithii,1077240,1077239,Amphibian and Reptile
Mabuya homalocephala homalocephala,1077241,1077239,Amphibian and Reptile
Mabuya homalocephala depressa,1077242,1077239,Amphibian and Reptile
Mabuya mabouya,1077243,1077233,Amphibian and Reptile
