Bryophyte,CANM 274138,2
Bryophyte,CANM 283837,2
Bryophyte,CANM 212767,2
Bryophyte,CANM 102917,2
Lichen,CANL 123304,2
Lichen,CANL 123305,2
Bryophyte,CANM 104429,2
Bryophyte,CANM 210748,2
Bryophyte,CANM 317714,2
Lichen,CANL 128115,3
Lichen,CANL 127045,2
Lichen,CANL 126508,2
Bryophyte,CANM 211099,3
Bryophyte,CANM 244418,2
Lichen,CANL 127202,3
Bryophyte,CANM 274217,2
Bryophyte,CANM 236383,2
Bryophyte,CANM 335778,2
Lichen,CANL 127364,2
Bryophyte,CANM 336394,3
Bryophyte,CANM 336048,2
Bryophyte,CANM 336623,2
Lichen,CANL 1851,2
Lichen,CANL 103691,2
Lichen,CANL 33041,2
Lichen,CANL 90178,2
Lichen,CANL 113563,3
Lichen,CANL 38968,2
Bryophyte,CANM 301618,2
Bryophyte,CANM 302447,2
Bryophyte,CANM 22033,2
Bryophyte,CANM 21955,3
Bryophyte,CANM 24207,2
Bryophyte,CANM 268050,2
Bryophyte,CANM 242765,3
Bryophyte,CANM 25065,2
Lichen,CANL 95059,3
Lichen,CANL 59219,3
Lichen,CANL 74855,2
Lichen,CANL 81870,2
Lichen,CANL 83524,2
Lichen,CANL 53891,2
Lichen,CANL 65926,2
Lichen,CANL 61620,2
Lichen,CANL 64877,2
Lichen,CANL 89977,2
Lichen,CANL 53890,3
Lichen,CANL 27032,2
Lichen,CANL 97360,2
Bryophyte,CANM 236402 [dup2],2
Bryophyte,CANM 211543,2
Bryophyte,CANM 24216,2
Bryophyte,CANM 307663,2
Bryophyte,CANM 258124,2
Bryophyte,CANM 236599,2
Bryophyte,CANM 128918,2
Bryophyte,CANM 24438,2
Bryophyte,CANM 135351,2
Bryophyte,CANM 147341,2
Lichen,CANL 95808,3
Lichen,CANL 11470,2
Lichen,CANL 94364,2
Lichen,CANL 55032,2
Lichen,CANL 55052,2
Lichen,CANL 74798,3
Lichen,CANL 88921,2
Lichen,CANL 13028,2
Lichen,CANL 21320,3
Lichen,CANL 92122,2
