id,module,group_area,name,private_public,group_type,group_owner,department,note,create_date,updated_by,update_date
1814,1,catalogue,Newmaster Loan - Rhizomnium gracile,PUBLIC,Loan,MBOUCHARD,,,2008-03-17 08:54:24 UTC,MBOUCHARD,2013-09-19 16:16:05 UTC
1815,1,catalogue,Newmaster Loan - Rhizomnium magnifolium,PUBLIC,Loan,MBOUCHARD,,,2008-03-17 09:51:13 UTC,PFRANK,2010-03-15 10:27:04 UTC
1822,1,catalogue,Newmaster Loan - Rhizomnium nudum,PUBLIC,Loan,MBOUCHARD,,,2008-03-19 10:57:56 UTC,PFRANK,2010-03-15 10:27:12 UTC
1823,1,catalogue,Newmaster Loan-Plagiomnium ciliare,PUBLIC,Loan,MBOUCHARD,,Newmaster loan,2008-03-19 11:07:20 UTC,,
1825,1,catalogue,Newmaster Loan - Rhizomnium pseudopunctatum,PUBLIC,Loan,MBOUCHARD,,,2008-03-19 11:57:35 UTC,PFRANK,2010-03-15 10:27:19 UTC
1827,1,catalogue,Newmaster Loan-Rhizomnium punctatum,PUBLIC,,MBOUCHARD,,,2008-03-19 13:01:24 UTC,,
1828,1,catalogue,Newmaster Loan-Rhizomnium punctatum ssp. chlorophyllosum,PUBLIC,Loan,MBOUCHARD,,,2008-03-19 15:05:57 UTC,,
1829,1,catalogue,Newmaster Loan-Rhizomnium sp.,PUBLIC,Loan,MBOUCHARD,,,2008-03-19 15:22:04 UTC,,
1830,1,catalogue,Newmaster Loan - Plagiomnium cuspidatum,PUBLIC,Loan,MBOUCHARD,,,2008-03-19 15:52:50 UTC,PFRANK,2010-03-15 10:25:19 UTC
1831,1,catalogue,Newmaster Loan - Plagiomnium drummondii,PUBLIC,Loan,MBOUCHARD,,,2008-03-20 11:38:11 UTC,PFRANK,2010-03-15 10:25:28 UTC
1832,1,catalogue,Newmaster Loan - Plagiomnium ellipticum,PUBLIC,Loan,MBOUCHARD,,,2008-03-21 09:58:33 UTC,PFRANK,2010-03-15 10:25:36 UTC
1833,1,catalogue,Newmaster Loan - Plagiomnium insigne,PUBLIC,Loan,MBOUCHARD,,,2008-03-21 15:48:17 UTC,PFRANK,2010-03-15 10:25:44 UTC
1834,1,catalogue,Newmaster Loan - Plagiomnium medium,PUBLIC,Loan,MBOUCHARD,,,2008-03-22 09:14:01 UTC,PFRANK,2010-03-15 10:25:52 UTC
1835,1,catalogue,Newmaster Loan - Plagiomnium medium ssp. curvatulum,PUBLIC,Loan,MBOUCHARD,,,2008-03-23 12:49:47 UTC,PFRANK,2010-03-15 10:26:00 UTC
1836,1,catalogue,Newmaster Loan - Plagiomnium rostratum,PUBLIC,Loan,MBOUCHARD,,,2008-03-23 13:03:10 UTC,PFRANK,2010-03-15 10:26:08 UTC
1837,1,catalogue,Newmaster Loan - Plagiomnium venustum,PUBLIC,Loan,MBOUCHARD,,,2008-03-23 13:22:06 UTC,PFRANK,2010-03-15 10:26:30 UTC
1844,1,catalogue,Lauriault Loan - Asclepias,PUBLIC,Loan,MBOUCHARD,,,2008-04-08 09:33:11 UTC,,
1879,1,catalogue,CPT loan to CCI,PUBLIC,Loan,MBOUCHARD,,,2008-05-23 10:51:07 UTC,,
1899,1,catalogue,Darbyshire Loan - Pastinaca sativa (ON),PUBLIC,Loan,MBOUCHARD,,,2008-07-09 11:12:29 UTC,,
1900,1,catalogue,Darbyshire Loan - Pastinaca sativa (QC),PUBLIC,Loan,MBOUCHARD,,,2008-07-09 13:31:38 UTC,,
1901,1,catalogue,Darbyshire Loan - Pastinaca sativa (NB),PUBLIC,Loan,MBOUCHARD,,,2008-07-09 14:12:34 UTC,,
1902,1,catalogue,Darbyshire Loan - Pastinaca sativa (NS),PUBLIC,Loan,MBOUCHARD,,,2008-07-09 14:17:46 UTC,,
1903,1,catalogue,Darbyshire Loan - Pastinaca sativa (BC),PUBLIC,,MBOUCHARD,,,2008-07-09 14:19:50 UTC,,
1904,1,catalogue,Darbyshire Loan - Pastinaca sativa (NT),PUBLIC,,MBOUCHARD,,,2008-07-09 14:20:40 UTC,,
1905,1,catalogue,Darbyshire Loan - Pastinaca sativa (AB-SK-MB),PUBLIC,,MBOUCHARD,,,2008-07-09 14:40:40 UTC,,
1908,1,catalogue,Lafarge Loan - Aulacomnium palustre,PUBLIC,Loan,MBOUCHARD,,,2008-07-10 15:38:50 UTC,,
1909,1,catalogue,Lafarge Loan - Aulacomnium palustre (NT),PUBLIC,Loan,MBOUCHARD,,,2008-07-11 10:47:02 UTC,,
1911,1,catalogue,Lafarge Loan - Aulacomnium palustre (NU),PUBLIC,Loan,MBOUCHARD,,,2008-07-15 10:14:44 UTC,,
1913,1,catalogue,Lafarge Loan - Aulacomnium palustre (EU),PUBLIC,Loan,MBOUCHARD,,,2008-07-16 10:10:12 UTC,,
1914,1,catalogue,Lafarge loan - Aulacomnium palustre var.,PUBLIC,Loan,MBOUCHARD,,,2008-07-16 13:45:05 UTC,,
1931,1,catalogue,Georeferenced Ranunculus & others,PUBLIC,,MBOUCHARD,,,2008-08-19 09:35:21 UTC,,
2005,1,catalogue,Salicornia rubra,PUBLIC,Exhibition,MBOUCHARD,,,2008-12-22 13:20:17 UTC,,
2023,1,catalogue,PEI Mosses advanced search,PUBLIC,General Inquiry,MBOUCHARD,,,2009-01-28 11:36:01 UTC,,
2081,1,catalogue,Oxytropis loan,PUBLIC,Loan,MBOUCHARD,,,2009-03-19 11:49:19 UTC,,
2089,1,catalogue,Draba for Elven,PUBLIC,General Inquiry,MBOUCHARD,,,2009-04-06 08:42:01 UTC,,
2099,1,catalogue,LP2006-0204,PUBLIC,,MBOUCHARD,,,2009-04-07 13:44:05 UTC,,
2163,1,catalogue,Amelanchier loan for DAO,PUBLIC,Loan,MBOUCHARD,,,2009-06-22 09:27:05 UTC,,
2183,1,catalogue,Hypogymnia austerodes,PUBLIC,Loan,MBOUCHARD,,,2009-07-09 14:17:41 UTC,,
2185,1,catalogue,Hypogymnia loan to Goward,PUBLIC,Loan,MBOUCHARD,,,2009-07-15 07:16:59 UTC,,
2192,1,catalogue,Linum lewisii,PUBLIC,Loan,MBOUCHARD,,,2009-07-22 09:01:36 UTC,,
2228,1,catalogue,Sphagnum pylaisii & tenellum,PUBLIC,Loan,MBOUCHARD,,,2009-09-17 11:05:54 UTC,,
2364,1,catalogue,Euphrasia type search,PUBLIC,,MBOUCHARD,,,2010-03-04 11:10:21 UTC,,
2411,1,catalogue,Loan to DAO-Artemisia biennis,PUBLIC,Loan,MBOUCHARD,,,2010-05-06 11:32:17 UTC,MBOUCHARD,2010-05-06 15:07:13 UTC
2495,1,catalogue,A2009.0045,PUBLIC,,MBOUCHARD,,,2010-09-09 14:23:15 UTC,MBOUCHARD,2010-09-09 14:23:18 UTC
2496,1,catalogue,A2009.0047,PUBLIC,,MBOUCHARD,,,2010-09-10 08:53:04 UTC,MBOUCHARD,2010-09-10 08:53:58 UTC
2498,1,catalogue,A2007.0058,PUBLIC,,MBOUCHARD,,,2010-09-10 11:15:58 UTC,MBOUCHARD,2010-09-10 11:16:04 UTC
2500,1,catalogue,A2010.0062,PUBLIC,,MBOUCHARD,,,2010-09-10 11:18:22 UTC,MBOUCHARD,2010-09-10 11:18:28 UTC
2502,1,catalogue,A2007.0007,PUBLIC,,MBOUCHARD,,,2010-09-10 11:20:54 UTC,MBOUCHARD,2010-09-10 11:20:58 UTC
2549,1,catalogue,Loan for Norman Dignard,PUBLIC,,MBOUCHARD,,Loan of Huperzia selago from the world,2010-10-20 07:54:01 UTC,MBOUCHARD,2010-10-20 09:01:46 UTC
2552,1,catalogue,Macoun 2010,PUBLIC,,MBOUCHARD,,Specimens selected by PYW for packet transfer,2010-10-22 11:42:13 UTC,MBOUCHARD,2010-10-22 11:42:17 UTC
2704,1,catalogue,Eagle Hill loan 2011,PUBLIC,Loan,MBOUCHARD,,Specimen used for demonstration,2011-05-25 15:08:49 UTC,MBOUCHARD,2011-05-25 15:10:59 UTC
2705,1,catalogue,Eagle Hill TLC 2011,PUBLIC,Loan,MBOUCHARD,,Set for TLC test,2011-05-25 15:14:34 UTC,MBOUCHARD,2011-05-25 15:21:14 UTC
2707,1,catalogue,A2010.0011,PUBLIC,,MBOUCHARD,,,2011-06-03 11:39:29 UTC,MBOUCHARD,2011-06-03 11:39:34 UTC
2708,1,catalogue,A2010.0034,PUBLIC,,MBOUCHARD,,,2011-06-03 15:07:50 UTC,MBOUCHARD,2011-06-03 15:07:55 UTC
2709,1,catalogue,A2010.0073,PUBLIC,,MBOUCHARD,,,2011-06-03 15:12:32 UTC,MBOUCHARD,2011-06-03 15:12:37 UTC
2710,1,catalogue,Loan to UPOS Carex maritima and C. canescens,PUBLIC,Loan,MBOUCHARD,,,2011-06-06 12:55:05 UTC,BOTDATA1,2011-06-10 09:11:41 UTC
2760,1,catalogue,Loan to Micheline Bouchard,PUBLIC,Loan,MBOUCHARD,,Vouchers for illustration,2011-09-09 10:13:28 UTC,MBOUCHARD,2011-09-09 10:46:10 UTC
2787,1,catalogue,Request for Canadian plant records,PUBLIC,,MBOUCHARD,,"On behalf of Dr. Cota-Sanchez, the Curator of the W.P. Fraser Herbarium (SASK), we request a listing of records (current and historical) of your Canadian herbarium holdings of the following plants:
Droseraceae: Drosera anglica, D. liinearis, D. rotundifolia
Lentibulariaceae: Pinguicula villosa, P. vulgaris, Utricula cornuta, U. intermedia, U. minor, U. macrohiza
Sarracenuaceae: Sarracenia purpurea

Some of you have already sent us your Saskatchewan records. Dr. Cota-Sanchez has decided to expand his research project to include all Canadian records of the above plants. We would appreciate it if you could provide the label data for your specimens on an Excel spreadsheet including the following information:
- your accession number
- locality information
- habitat information
- date collected
- collector name(s) and number
Or, if it is more convenient, photocopies or scanned images of the label data can be sent.
",2011-09-30 08:05:35 UTC,MBOUCHARD,2011-09-30 08:14:47 UTC
2788,1,catalogue,A2008.0009,PUBLIC,,MBOUCHARD,,,2011-09-30 15:09:33 UTC,,
2789,1,catalogue,A2008.0009,PUBLIC,,MBOUCHARD,,,2011-09-30 15:10:14 UTC,MBOUCHARD,2011-09-30 15:10:21 UTC
2803,1,catalogue,Repairs to A2010.0094,PUBLIC,,MBOUCHARD,,Delete wrong collector number then add Type to correct number,2011-10-13 13:34:49 UTC,MBOUCHARD,2011-10-13 13:35:01 UTC
2811,1,catalogue,Alectoria sarmentosa from BC,PUBLIC,,MBOUCHARD,,,2011-10-18 09:56:14 UTC,MBOUCHARD,2011-10-18 09:56:45 UTC
2817,1,catalogue,BC lichen species for Alaska,PUBLIC,General Inquiry,MBOUCHARD,,"Bryoria cervinula, B. bicolor, Lobaria linita, L. pulmonaria, Usnea longissima,& Ramalina menziesii",2011-10-24 08:05:11 UTC,MBOUCHARD,2011-10-24 08:11:09 UTC
2819,1,catalogue,Loan-Jungermannia-Faubert-Audrey,PUBLIC,Loan,MBOUCHARD,,,2011-10-24 09:46:05 UTC,MBOUCHARD,2011-10-24 09:53:18 UTC
2824,1,catalogue,Macoun 2009,PUBLIC,,MBOUCHARD,,,2011-10-26 13:50:41 UTC,MBOUCHARD,2011-10-26 14:40:57 UTC
2827,1,catalogue,Eriphorum holotype,PUBLIC,,MBOUCHARD,,,2011-10-28 09:17:12 UTC,MBOUCHARD,2011-10-28 09:17:14 UTC
2838,1,catalogue,Sharnoff labels,PUBLIC,,MBOUCHARD,,,2011-11-04 11:05:15 UTC,MBOUCHARD,2011-11-04 11:19:48 UTC
2839,1,catalogue,Isoneotype label,PUBLIC,,MBOUCHARD,,,2011-11-04 14:10:16 UTC,,
2845,1,catalogue,Data request for OMAFRA,PUBLIC,,MBOUCHARD,,,2011-11-09 09:02:38 UTC,MBOUCHARD,2011-11-09 09:36:45 UTC
2846,1,catalogue,Karen Dillman request BC,PUBLIC,,MBOUCHARD,,,2011-11-09 10:42:52 UTC,MBOUCHARD,2011-11-09 10:44:54 UTC
2847,1,catalogue,Packet transfer,PRIVATE,,MBOUCHARD,,,2011-11-09 13:08:53 UTC,MBOUCHARD,2011-11-09 13:09:44 UTC
2849,1,catalogue,A2011.0024,PUBLIC,,MBOUCHARD,,,2011-11-15 09:57:20 UTC,MBOUCHARD,2011-11-15 09:59:56 UTC
2854,1,catalogue,Richardson-Sable Island labels,PUBLIC,,MBOUCHARD,,,2011-11-18 11:33:00 UTC,MBOUCHARD,2011-11-18 11:33:14 UTC
2855,1,catalogue,A2009.0062,PUBLIC,,MBOUCHARD,,,2011-11-18 11:42:41 UTC,MBOUCHARD,2011-11-18 14:45:08 UTC
2864,1,catalogue,Loan to Zanoni NYBG,PUBLIC,Loan,MBOUCHARD,,,2011-11-30 09:23:38 UTC,MBOUCHARD,2011-12-13 14:04:36 UTC
2868,1,catalogue,Loan to Gillespie-final exam,PUBLIC,,MBOUCHARD,,,2011-12-05 14:55:48 UTC,MBOUCHARD,2011-12-05 15:13:02 UTC
2879,1,catalogue,Ectropothecium loan,PUBLIC,Loan,MBOUCHARD,,,2011-12-09 11:28:02 UTC,MBOUCHARD,2012-01-19 13:55:52 UTC
2882,1,catalogue,A2011.0086,PUBLIC,,MBOUCHARD,,,2011-12-12 10:41:22 UTC,MBOUCHARD,2011-12-12 11:07:03 UTC
2883,1,catalogue,Loan to Saag,PUBLIC,,MBOUCHARD,,,2011-12-12 11:39:14 UTC,MBOUCHARD,2011-12-12 11:41:19 UTC
2885,1,catalogue,Extra label CANL114822,PUBLIC,,MBOUCHARD,,,2011-12-12 15:28:08 UTC,MBOUCHARD,2014-05-26 10:03:54 UTC
2890,1,catalogue,Loan to Imke Schmitt-Germany,PUBLIC,Loan,MBOUCHARD,,,2012-01-03 13:11:50 UTC,MBOUCHARD,2012-01-03 13:11:52 UTC
2895,1,catalogue,Isotype label,PUBLIC,,MBOUCHARD,,,2012-01-06 15:19:17 UTC,MBOUCHARD,2012-01-06 15:19:19 UTC
2898,1,catalogue,Macoun 2009 lost labels,PUBLIC,,MBOUCHARD,,,2012-01-11 12:30:54 UTC,MBOUCHARD,2012-01-11 12:36:24 UTC
2899,1,catalogue,A2011.0075,PUBLIC,,MBOUCHARD,,,2012-01-12 13:59:24 UTC,MBOUCHARD,2012-01-12 14:06:12 UTC
2912,1,catalogue,Ectropothecium type loan,PUBLIC,,MBOUCHARD,,,2012-01-19 14:11:01 UTC,MBOUCHARD,2012-01-19 14:13:47 UTC
2914,1,catalogue,Type folder labels,PUBLIC,,MBOUCHARD,,,2012-01-20 15:58:26 UTC,MBOUCHARD,2012-10-24 14:36:49 UTC
2918,1,catalogue,Pogonatum pensylvanicum,PUBLIC,,MBOUCHARD,,,2012-01-26 09:24:52 UTC,MBOUCHARD,2012-01-26 09:24:54 UTC
2919,1,catalogue,A2011.0088,PUBLIC,,MBOUCHARD,,,2012-01-26 12:31:45 UTC,MBOUCHARD,2012-01-26 12:45:08 UTC
2921,1,catalogue,Vaccinium oxycoccos du Québec,PUBLIC,,MBOUCHARD,,,2012-01-27 12:47:14 UTC,MBOUCHARD,2012-02-03 13:32:14 UTC
2927,1,catalogue,Rubus arcticus subsp. acaulis du Québec,PUBLIC,,MBOUCHARD,,,2012-02-03 13:36:29 UTC,MBOUCHARD,2012-02-13 15:18:08 UTC
2928,1,catalogue,Cool Science -Sokoloff,PUBLIC,,MBOUCHARD,,,2012-02-07 14:38:02 UTC,MBOUCHARD,2012-02-07 14:38:51 UTC
2929,1,catalogue,A2011.0090,PUBLIC,,MBOUCHARD,,,2012-02-08 10:42:35 UTC,MBOUCHARD,2012-02-08 10:42:36 UTC
2932,1,catalogue,A2011.0079,PUBLIC,,MBOUCHARD,,,2012-02-14 14:39:48 UTC,MBOUCHARD,2012-02-14 15:03:33 UTC
2934,1,catalogue,Stachys loan,PUBLIC,,MBOUCHARD,,,2012-02-15 08:51:18 UTC,MBOUCHARD,2012-03-06 15:31:51 UTC
2937,1,catalogue,Lepraria eburnea label,PUBLIC,,MBOUCHARD,,,2012-02-16 13:04:44 UTC,MBOUCHARD,2012-02-16 13:04:45 UTC
2939,1,catalogue,Acadia loan,PUBLIC,,MBOUCHARD,,,2012-02-17 11:58:19 UTC,MBOUCHARD,2012-02-17 11:59:22 UTC
2948,1,catalogue,Correction to labels Brodo A2011.0075,PUBLIC,,MBOUCHARD,,,2012-02-23 14:46:05 UTC,MBOUCHARD,2012-02-23 14:51:31 UTC
2949,1,catalogue,A2011.0075 difficult one,PUBLIC,,MBOUCHARD,,,2012-02-23 15:02:01 UTC,MBOUCHARD,2014-08-26 15:49:40 UTC
2953,1,catalogue,Schoenoplectus loan,PUBLIC,Loan,MBOUCHARD,,,2012-02-29 08:36:26 UTC,MBOUCHARD,2012-03-06 10:29:56 UTC
2956,1,catalogue,A2012.0018,PUBLIC,,MBOUCHARD,,,2012-02-29 16:49:57 UTC,MBOUCHARD,2012-02-29 16:58:23 UTC
2962,1,catalogue,Stachys loan MBB,PUBLIC,,MBOUCHARD,,,2012-03-06 15:36:51 UTC,MBOUCHARD,2012-03-06 15:36:57 UTC
2964,1,catalogue,Pond Inlet for Lavoie,PUBLIC,,MBOUCHARD,,,2012-03-07 15:29:37 UTC,MBOUCHARD,2012-05-17 11:11:09 UTC
2965,1,catalogue,Bylot Island for Lavoie,PUBLIC,,MBOUCHARD,,,2012-03-07 15:36:31 UTC,MBOUCHARD,2012-03-07 15:37:03 UTC
2983,1,catalogue,"Loan to UPOS, Spain",PUBLIC,,MBOUCHARD,,,2012-03-27 09:19:07 UTC,MBOUCHARD,2012-04-20 10:59:15 UTC
2987,1,catalogue,Loan to Jean Faubert 2012 - Grimmia elatior,PUBLIC,,MBOUCHARD,,,2012-03-27 12:33:30 UTC,MBOUCHARD,2012-03-27 12:33:46 UTC
2998,1,catalogue,Placopsis loan to McCune,PUBLIC,,MBOUCHARD,,,2012-04-17 07:14:18 UTC,MBOUCHARD,2012-04-17 07:14:46 UTC
3001,1,catalogue,Loan to Stephen Clayden-April 2012,PUBLIC,,MBOUCHARD,,,2012-04-24 10:26:47 UTC,MBOUCHARD,2012-04-26 14:51:30 UTC
3013,1,catalogue,A2012.0033,PUBLIC,,MBOUCHARD,,,2012-04-25 11:07:06 UTC,MBOUCHARD,2012-04-25 11:26:30 UTC
3017,1,catalogue,A2008.0075,PUBLIC,,MBOUCHARD,,Transfered form Bird collection acquisition,2012-04-27 08:45:38 UTC,MBOUCHARD,2012-04-27 08:53:44 UTC
3027,1,catalogue,Pond(s) Inlet-Arctic Bay-Admiralty Inlet-Bylot Island,PUBLIC,,MBOUCHARD,,,2012-05-17 11:17:10 UTC,MBOUCHARD,2012-05-17 12:38:36 UTC
3028,1,catalogue,Lavoie,PUBLIC,,MBOUCHARD,,,2012-05-17 14:52:37 UTC,MBOUCHARD,2012-05-31 10:08:12 UTC
3031,1,catalogue,Silene acaulis loan to Oslo,PUBLIC,,MBOUCHARD,,,2012-05-22 12:08:56 UTC,MBOUCHARD,2012-05-22 12:40:59 UTC
3032,1,catalogue,Medicago sativa loan for DAO,PUBLIC,,MBOUCHARD,,,2012-05-22 14:49:17 UTC,MBOUCHARD,2012-06-06 14:19:08 UTC
3033,1,catalogue,Pond Inlet out on loan,PUBLIC,,MBOUCHARD,,,2012-05-23 09:10:05 UTC,MBOUCHARD,2012-05-23 09:13:27 UTC
3047,1,catalogue,Loan to Étienne Léveillé-Bourret 1,PUBLIC,,MBOUCHARD,,,2012-06-11 10:10:53 UTC,MBOUCHARD,2012-06-11 11:08:52 UTC
3049,1,catalogue,MT loan Potentilla,PUBLIC,,MBOUCHARD,,,2012-06-11 13:39:18 UTC,MBOUCHARD,2012-06-11 13:52:56 UTC
3050,1,catalogue,Loan Brassicaceae DAO June 2012,PUBLIC,,MBOUCHARD,,,2012-06-12 13:31:49 UTC,MBOUCHARD,2012-06-12 14:36:23 UTC
3053,1,catalogue,Loan Potentilla vahliana (MT),PUBLIC,,MBOUCHARD,,Loan to Etienne Leveille-Bourret,2012-06-14 09:01:04 UTC,MBOUCHARD,2012-06-15 12:12:06 UTC
3061,1,catalogue,A2012.0033: 125117 to 125192,PUBLIC,,MBOUCHARD,,,2012-06-27 11:29:19 UTC,MBOUCHARD,2012-06-27 11:33:16 UTC
3062,1,catalogue,Medicago sativa et al - missed,PUBLIC,,MBOUCHARD,,,2012-06-28 15:02:57 UTC,MBOUCHARD,2012-06-28 15:44:58 UTC
3068,1,catalogue,Leptogium rivulare loan to Goward,PUBLIC,,MBOUCHARD,,,2012-07-10 09:05:36 UTC,MBOUCHARD,2012-07-10 09:11:16 UTC
3069,1,catalogue,A2012-0050: 125194 to 125240,PUBLIC,,MBOUCHARD,,,2012-07-11 15:01:39 UTC,MBOUCHARD,2012-07-13 09:03:20 UTC
3082,1,catalogue,Barcelona loan,PUBLIC,,MBOUCHARD,,,2012-07-23 13:21:08 UTC,MBOUCHARD,2012-07-23 13:22:28 UTC
3083,1,catalogue,A2012.0058,PUBLIC,,MBOUCHARD,,,2012-07-23 13:48:00 UTC,MBOUCHARD,2012-07-23 13:55:09 UTC
3089,1,catalogue,Loan to Steven Selva,PUBLIC,,MBOUCHARD,,,2012-07-26 15:45:53 UTC,MBOUCHARD,2012-07-26 15:47:48 UTC
3092,1,catalogue,A2012.0046,PUBLIC,,MBOUCHARD,,,2012-08-01 10:10:01 UTC,MBOUCHARD,2012-08-02 14:53:12 UTC
3105,1,catalogue,Scott Pritchett molecular work ,PUBLIC,,MBOUCHARD,,,2012-09-04 16:15:56 UTC,MBOUCHARD,2012-09-05 11:20:23 UTC
3106,1,catalogue,Polygala sanguinea from Canada,PUBLIC,General Inquiry,MBOUCHARD,,"Request for data by Paul Catling, DAO",2012-09-05 11:36:43 UTC,MBOUCHARD,2012-09-10 16:47:10 UTC
3112,1,catalogue,Phlox hoodii and P. richardsonii on loan to Steffi Ickert-Bond,PUBLIC,Loan,MBOUCHARD,,,2012-09-12 08:33:16 UTC,MBOUCHARD,2012-09-27 11:19:37 UTC
3125,1,catalogue,Starr Lab 1,PUBLIC,,MBOUCHARD,,,2012-09-19 09:45:06 UTC,MBOUCHARD,2012-11-14 08:46:38 UTC
3127,1,catalogue,A2012.0050,PUBLIC,,MBOUCHARD,,,2012-09-25 07:39:09 UTC,MBOUCHARD,2012-09-25 07:41:55 UTC
3130,1,catalogue,Starr Lab 2,PUBLIC,,MBOUCHARD,,,2012-09-27 07:45:12 UTC,MBOUCHARD,2012-11-14 08:46:04 UTC
3133,1,catalogue,Starr lab 3,PUBLIC,,MBOUCHARD,,,2012-10-11 11:48:39 UTC,MBOUCHARD,2012-10-11 11:59:37 UTC
3134,1,catalogue,Starr lab 4,PUBLIC,,MBOUCHARD,,,2012-10-11 12:01:15 UTC,MBOUCHARD,2013-10-03 16:29:19 UTC
3137,1,catalogue,Moss labels,PUBLIC,,MBOUCHARD,,,2012-10-16 15:11:57 UTC,MBOUCHARD,2012-10-17 14:51:58 UTC
3138,1,catalogue,Loan to Goffinet,PUBLIC,,MBOUCHARD,,,2012-10-17 14:57:00 UTC,MBOUCHARD,2012-10-17 14:57:37 UTC
3139,1,catalogue,Correction to Erigeron glabellus,PUBLIC,,MBOUCHARD,,,2012-10-22 15:34:13 UTC,MBOUCHARD,2012-10-23 14:09:58 UTC
3148,1,catalogue,Second set duplicate CANL,PUBLIC,,MBOUCHARD,,,2012-10-29 17:00:02 UTC,MBOUCHARD,2012-10-29 17:01:46 UTC
3150,1,catalogue,Starr lab 5,PUBLIC,,MBOUCHARD,,,2012-10-30 09:15:40 UTC,MBOUCHARD,2012-10-31 10:15:15 UTC
3153,1,catalogue,Starr lab 8,PUBLIC,,MBOUCHARD,,"Various species of Asteraceae, Liliaceae, Amaryllidaceae, Iridaceae, Orchidaceae, Alismataceae, Juncaceae and Typhaceae for Julian Starr Ottawa University Botany laboratories",2012-11-06 15:05:17 UTC,MBOUCHARD,2013-10-23 16:02:54 UTC
3155,1,catalogue,Mix of species to enter?,PUBLIC,,MBOUCHARD,,,2012-11-08 15:29:25 UTC,MBOUCHARD,2012-11-08 15:34:39 UTC
3156,1,catalogue,A2012.0026,PUBLIC,,MBOUCHARD,,,2012-11-09 11:47:55 UTC,MBOUCHARD,2012-11-09 13:48:15 UTC
3159,1,catalogue,Starr lab 7,PUBLIC,Education,MBOUCHARD,,"Various species of Scrophulariaceae, Lamiaceae, Rubiaceae, Caprifoliaceae, Plantaginaceae and Orobanchaceae for Ottawa U. Botany class.",2012-11-14 08:47:37 UTC,MBOUCHARD,2012-11-14 10:30:34 UTC
3162,1,catalogue,Starr Lab 9,PUBLIC,Education,MBOUCHARD,,Various species of Cyperaceae and Poaceae,2012-11-16 10:36:15 UTC,MBOUCHARD,2013-10-28 16:53:32 UTC
3163,1,catalogue,Starr Lab 6,PUBLIC,,MBOUCHARD,,,2012-11-16 14:14:41 UTC,MBOUCHARD,2012-11-20 13:24:48 UTC
3164,1,catalogue,Mix of species with unknown purpose,PUBLIC,,MBOUCHARD,,"Oxytropis lagopus var. lagopus, Cryptantha,Halimobos, Yucca, Athronia, Iris.",2012-11-19 07:56:08 UTC,MBOUCHARD,2012-11-19 14:01:44 UTC
3166,64,sites,A2012.0034,PUBLIC,,MBOUCHARD,,Brodo's Thailand colelction,2012-11-20 14:59:19 UTC,,
3167,1,catalogue,A2012.0034,PUBLIC,,MBOUCHARD,,Brodo's Thailand collection,2012-11-20 14:59:51 UTC,MBOUCHARD,2013-09-19 16:24:07 UTC
3170,1,catalogue,Amaranthus retroflexus - DAO request,PUBLIC,General Inquiry,MBOUCHARD,,,2012-11-23 14:02:50 UTC,MBOUCHARD,2012-11-27 13:55:00 UTC
3171,1,catalogue,A2012.0057,PUBLIC,,MBOUCHARD,,,2012-12-05 13:58:25 UTC,MBOUCHARD,2012-12-05 16:35:25 UTC
3177,1,catalogue,Amaranthus retroflexus,PUBLIC,,MBOUCHARD,,,2012-12-11 10:55:45 UTC,MBOUCHARD,2012-12-11 10:56:10 UTC
3193,1,catalogue,Labels for Colin,PUBLIC,,MBOUCHARD,,,2013-01-04 11:43:29 UTC,MBOUCHARD,2013-01-04 11:43:44 UTC
3201,1,catalogue,CANL 57752 new label,PUBLIC,,MBOUCHARD,,,2013-01-08 16:00:40 UTC,MBOUCHARD,2013-08-30 14:04:56 UTC
3209,1,catalogue,Lauron-Moreau sample request,PUBLIC,,MBOUCHARD,,,2013-01-18 15:49:05 UTC,MBOUCHARD,2013-01-23 09:50:14 UTC
3210,1,catalogue,Populus balsamifera of Ontario,PUBLIC,General Inquiry,MBOUCHARD,,,2013-01-21 13:58:12 UTC,MBOUCHARD,2014-05-06 15:20:48 UTC
3215,1,catalogue,Loan to Ken Farr 2013,PUBLIC,,MBOUCHARD,,,2013-02-05 10:25:56 UTC,MBOUCHARD,2013-02-05 13:15:15 UTC
3216,1,catalogue,Labels for Karen,PUBLIC,,MBOUCHARD,,,2013-02-05 16:00:17 UTC,MBOUCHARD,2013-02-05 16:42:40 UTC
3219,1,catalogue,Lauron-Moreau sample request 2,PUBLIC,,MBOUCHARD,,,2013-02-07 13:52:40 UTC,MBOUCHARD,2013-02-07 13:55:07 UTC
3226,1,catalogue,Tortella rigens for Hedenas,PUBLIC,,MBOUCHARD,,,2013-02-18 13:32:09 UTC,MBOUCHARD,2013-02-18 13:33:27 UTC
3227,1,catalogue,Loan to Knudsen 2013-02,PUBLIC,,MBOUCHARD,,,2013-02-18 14:25:44 UTC,MBOUCHARD,2013-02-18 14:29:50 UTC
3228,1,catalogue,Nathalie Rodrigue Zostera,PUBLIC,,MBOUCHARD,,,2013-02-19 11:29:05 UTC,MBOUCHARD,2013-02-19 11:29:07 UTC
3230,1,catalogue,Loan to Michael Windham - Duke,PUBLIC,Loan,MBOUCHARD,,,2013-02-20 17:09:01 UTC,MBOUCHARD,2013-02-20 17:09:04 UTC
