id,module,group_area,name,private_public,group_type,group_owner,department,note,create_date,updated_by,update_date
2759,1,catalogue,Gillespie 1,PUBLIC,,BOTDATA1,,,2011-09-08 16:06:11 UTC,BOTDATA1,2011-09-08 16:11:00 UTC
2761,1,catalogue,Laval loan,PUBLIC,,BOTDATA1,,,2011-09-12 08:44:52 UTC,BOTDATA1,2011-09-12 08:46:27 UTC
2762,1,catalogue,Brodo A2011.0035,PUBLIC,,BOTDATA1,,,2011-09-12 10:17:05 UTC,BOTDATA1,2011-09-12 10:50:37 UTC
2767,1,catalogue,Lichen Dups,PUBLIC,,BOTDATA1,,,2011-09-15 13:14:43 UTC,BOTDATA1,2011-09-15 13:57:32 UTC
2769,1,catalogue,Braya Harris loan,PUBLIC,,BOTDATA1,,,2011-09-16 09:52:12 UTC,BOTDATA1,2011-09-16 09:55:37 UTC
2770,1,catalogue,Gillespie 2,PUBLIC,,BOTDATA1,,,2011-09-16 13:08:31 UTC,BOTDATA1,2011-09-16 13:08:35 UTC
2771,1,catalogue,Duplicate lichen labels,PUBLIC,,BOTDATA1,,,2011-09-19 10:49:58 UTC,BOTDATA1,2011-09-21 10:51:53 UTC
2859,1,catalogue,BOLD Updates (Nov 2011),PUBLIC,,BOTDATA1,,,2011-11-28 12:16:39 UTC,BOTDATA1,2011-11-29 08:59:12 UTC
2863,1,catalogue,Richardson-Rae Expedition Specimens,PUBLIC,,BOTDATA1,,,2011-11-29 12:15:32 UTC,BOTDATA1,2011-11-29 12:22:19 UTC
2896,1,catalogue,Meta Incognita S. Planifolia,PUBLIC,,BOTDATA1,,,2012-01-09 08:13:53 UTC,BOTDATA1,2012-01-09 08:14:40 UTC
2968,1,catalogue,Salix - Nunavut,PUBLIC,,BOTDATA1,,,2012-03-12 15:37:07 UTC,BOTDATA1,2012-03-12 15:37:17 UTC
2969,1,catalogue,Salix - Northwest Territories,PUBLIC,,BOTDATA1,,,2012-03-12 15:38:09 UTC,BOTDATA1,2012-03-12 15:39:07 UTC
2970,1,catalogue,Salix - Yukon Territory,PUBLIC,,BOTDATA1,,,2012-03-12 15:39:49 UTC,BOTDATA1,2012-03-12 15:39:55 UTC
2971,1,catalogue,Salix - Alaska,PUBLIC,,BOTDATA1,,,2012-03-12 15:40:59 UTC,BOTDATA1,2012-03-12 15:41:07 UTC
3029,1,catalogue,Plants of Iqaluit,PUBLIC,,BOTDATA1,,,2012-05-17 16:14:30 UTC,MCURRIE,2015-01-14 17:19:53 UTC
3037,1,catalogue,Kattannilik Small Box,PUBLIC,,BOTDATA1,,,2012-05-28 15:07:45 UTC,,
3038,1,catalogue,Kimmirut Large Box,PUBLIC,,BOTDATA1,,,2012-05-28 15:10:39 UTC,BOTDATA1,2012-05-28 15:10:44 UTC
3048,1,catalogue,Sokoloff Scratchpad Uploads (June 2012),PUBLIC,,BOTDATA1,,,2012-06-11 10:30:03 UTC,BOTDATA1,2012-06-11 15:15:31 UTC
3052,1,catalogue,Sokoloff Scratchpad Second Batch,PUBLIC,,BOTDATA1,,,2012-06-13 10:32:08 UTC,BOTDATA1,2012-06-13 10:40:12 UTC
3081,1,catalogue,Barcelona loan,PUBLIC,,BOTDATA1,,,2012-07-23 12:51:31 UTC,BOTDATA1,2012-07-23 12:51:59 UTC
3094,1,catalogue,Sporobolus Request,PUBLIC,,BOTDATA1,,,2012-08-02 11:03:33 UTC,BOTDATA1,2012-08-02 11:05:53 UTC
3095,1,catalogue,VI 2008 Collections,PUBLIC,,BOTDATA1,,,2012-08-03 11:50:55 UTC,BOTDATA1,2012-08-03 11:51:20 UTC
3140,1,catalogue,CAE Herbarium Specimens,PUBLIC,,BOTDATA1,,,2012-10-22 16:55:37 UTC,BOTDATA1,2012-10-22 16:59:36 UTC
3160,1,catalogue,Victoria Island Vascular Plant Collections,PUBLIC,,BOTDATA1,,,2012-11-14 09:45:22 UTC,JPRICE,2015-03-05 10:11:24 UTC
3212,1,catalogue,Loan for Nature Nocturne,PUBLIC,,BOTDATA1,,,2013-01-23 10:16:30 UTC,BOTDATA1,2013-01-23 10:16:52 UTC
3218,1,catalogue,Liverworts of Canada KD,PUBLIC,Environment Canada General Status List - Liverwort Project,BOTDATA1,,,2013-02-06 10:21:58 UTC,KDAVIS,2013-08-30 17:13:33 UTC
3221,1,catalogue,Somerset Island Vascular Plants,PUBLIC,,BOTDATA1,,,2013-02-11 13:33:44 UTC,JPRICE,2015-03-05 09:27:11 UTC
3222,1,catalogue,Platanthera obtusata Request,PUBLIC,,BOTDATA1,,,2013-02-11 15:30:05 UTC,BOTDATA1,2013-02-11 15:30:08 UTC
3224,1,catalogue,Specimens for Flora Exhibit,PUBLIC,,BOTDATA1,,,2013-02-12 08:54:31 UTC,BOTDATA1,2013-02-12 09:09:02 UTC
3229,1,catalogue,Kathryn Baker Bryophytes,PUBLIC,,BOTDATA1,,Environment Canada Contract,2013-02-20 10:07:56 UTC,MBOUCHARD,2014-05-29 07:04:06 UTC
3241,1,catalogue,Laurie's Collections,PUBLIC,,BOTDATA1,,,2013-03-04 07:46:17 UTC,BOTDATA1,2013-03-04 07:46:28 UTC
3250,1,catalogue,Arabis,PUBLIC,,BOTDATA1,,,2013-03-13 09:20:38 UTC,BOTDATA1,2013-03-13 09:23:21 UTC
3276,1,catalogue,CAFF Redlist,PUBLIC,,BOTDATA1,,,2013-04-12 12:09:34 UTC,BOTDATA1,2013-04-12 12:33:35 UTC
3279,1,catalogue,CAFF Redlist 2,PUBLIC,,BOTDATA1,,,2013-04-12 16:05:14 UTC,BOTDATA1,2013-04-12 16:14:04 UTC
3296,1,catalogue,Cambridge Bay Collections,PUBLIC,,BOTDATA1,,,2013-05-09 12:12:36 UTC,BOTDATA1,2013-05-09 12:13:25 UTC
3305,1,catalogue,Grass Data for Upload,PUBLIC,,BOTDATA1,,,2013-05-15 09:22:06 UTC,BOTDATA1,2013-05-15 09:25:47 UTC
3325,1,catalogue,Specimens for CAA Update,PUBLIC,,BOTDATA1,,,2013-05-30 16:46:13 UTC,BOTDATA1,2013-05-30 18:04:50 UTC
3362,1,catalogue,Somerset Mosses,PUBLIC,,BOTDATA1,,,2013-07-25 11:25:18 UTC,BOTDATA1,2013-07-25 11:25:43 UTC
3400,1,catalogue,Campanula rotundifolia,PUBLIC,,BOTDATA1,,,2013-09-23 11:43:41 UTC,BOTDATA1,2013-09-23 11:43:44 UTC
3476,1,catalogue,Oxytropis,PUBLIC,,BOTDATA1,,,2013-12-30 14:11:57 UTC,BOTDATA1,2013-12-30 14:12:02 UTC
3477,1,catalogue,Pedicularis,PUBLIC,,BOTDATA1,,,2014-01-02 11:49:15 UTC,BOTDATA1,2014-01-02 11:49:25 UTC
3516,1,catalogue,Rachel's Jan27,PUBLIC,,BOTDATA1,,,2014-01-27 11:22:43 UTC,BOTDATA1,2014-01-27 17:04:40 UTC
3517,64,sites,Rachel's Jan27,PUBLIC,,BOTDATA1,,,2014-01-27 11:27:57 UTC,BOTDATA1,2014-01-27 17:06:12 UTC
3518,1,catalogue,Anne-Jan27,PUBLIC,,BOTDATA1,,,2014-01-27 14:38:08 UTC,BOTDATA1,2014-01-27 16:27:08 UTC
3520,1,catalogue,Rachel's Jan28,PUBLIC,,BOTDATA1,,,2014-01-28 07:45:56 UTC,BOTDATA1,2014-01-28 16:46:34 UTC
3521,64,sites,Rachel's Jan28,PUBLIC,,BOTDATA1,,,2014-01-28 07:46:18 UTC,BOTDATA1,2014-01-28 16:35:37 UTC
3522,1,catalogue,Anne-Jan28,PUBLIC,,BOTDATA1,,,2014-01-28 08:41:18 UTC,BOTDATA1,2014-01-28 16:27:02 UTC
3523,1,catalogue,Rachel's Jan29,PUBLIC,,BOTDATA1,,,2014-01-29 08:28:18 UTC,BOTDATA1,2014-01-29 17:08:20 UTC
3524,64,sites,Rachel's Jan29,PUBLIC,,BOTDATA1,,,2014-01-29 08:28:35 UTC,BOTDATA1,2014-01-29 17:09:20 UTC
3525,1,catalogue,Anne-Jan29,PUBLIC,,BOTDATA1,,,2014-01-29 08:39:22 UTC,BOTDATA1,2014-01-29 15:26:22 UTC
3527,1,catalogue,Rachel's Jan30,PUBLIC,,BOTDATA1,,,2014-01-30 07:49:19 UTC,BOTDATA1,2014-01-30 16:12:47 UTC
3528,64,sites,Rachel's Jan30,PUBLIC,,BOTDATA1,,,2014-01-30 07:49:40 UTC,BOTDATA1,2014-01-30 16:15:07 UTC
