id_number,label_name,taxon_link,ident,id_date,type_status,higher_taxa,count,sex,coll_num,collector,place_collected,date_collected,spec_nature,description,acq_number,site_desc,altitude,lat,long,site_notes,home_loc
CMNA 2017-0467,Aricidea (Aricidea) albatrossae,Aricidea (Aricidea) albatrossae,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Orbiniida; Paraonidae; Aricidea; Aricidea (Aricidea),4,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-31,fluid,,"",Amundsen Gulf - centre - east of CA-20,"",70.598683,-121.283683,,
CMNA 2017-0468,Maldane sarsi,Maldane sarsi,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Capitellida; Maldanidae; Maldaninae; Maldane,6,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-31,fluid,,"",Amundsen Gulf - centre - east of CA-20,"",70.598683,-121.283683,,
CMNA 2017-0469,Ophelina cylindricaudata,Ophelina cylindricaudata,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Opheliida; Opheliidae; Ophelina,5,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-31,fluid,,"",Amundsen Gulf - centre - east of CA-20,"",70.598683,-121.283683,,
CMNA 2017-0470,Notomastus,Notomastus,,"",,Animalia; Annelida; Polychaeta; Capitellida; Capitellidae,11,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-31,fluid,,"",Amundsen Gulf - centre - east of CA-20,"",70.598867,-121.283083,,
CMNA 2017-0471,Scoletoma impatiens,Lumbrineris impatiens,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Eunicida; Eunicea; Lumbrineridae; Lumbrineris,4,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-26,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.403333,-126.761667,,
CMNA 2017-0472,Micronephthys minuta,Micronephthys minuta,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Phyllodocida; Phyllodociformia; Nephtyidacea; Nephtyidae; Micronephthys,1,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-26,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.403333,-126.761667,,
CMNA 2017-0473,Nothria conchylega,Nothria conchylega,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Eunicida; Eunicea; Onuphidae; Hyalinoeciinae; Nothria,1,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-26,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.403333,-126.761667,,
CMNA 2017-0474,Amage auricula,Amage auricula,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Terebellida; Ampharetidae; Ampharetinae; Amage,4,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-26,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.403333,-126.761667,,
CMNA 2017-0475,Melinna cf cristata + cf elisabethae,Melinna,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Terebellida; Ampharetidae; Melinninae,2,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-26,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.403333,-126.761667,,
CMNA 2017-0476,Tharyx cf kirkegaardi + cf marioni,Tharyx,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Spionida; Cirratuliformia; Cirratulidae,1,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-26,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.403333,-126.761667,,
CMNA 2017-0477,Aricidea (Aricidea) albatrossae,Aricidea (Aricidea) albatrossae,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Orbiniida; Paraonidae; Aricidea; Aricidea (Aricidea),3,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-26,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.403333,-126.761667,,
CMNA 2017-0478,Maldane sarsi,Maldane sarsi,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Capitellida; Maldanidae; Maldaninae; Maldane,32,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-26,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.403333,-126.761667,,
CMNA 2017-0479,Nicomache sp a,Nicomache,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Capitellida; Maldanidae; Nicomachinae,1,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-26,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.403333,-126.761667,,
CMNA 2017-0480,Scoletoma tenuis,Lumbrineris tenuis,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Eunicida; Eunicea; Lumbrineridae; Lumbrineris,1,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-27,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.412883,-126.814167,,
CMNA 2017-0481,Micronephthys minuta,Micronephthys minuta,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Phyllodocida; Phyllodociformia; Nephtyidacea; Nephtyidae; Micronephthys,1,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-27,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.412883,-126.814167,,
CMNA 2017-0482,Mystides borealis,Mystides borealis,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Phyllodocida; Phyllodociformia; Phyllodocidacea; Phyllodocidae; Mystides,1,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-27,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.412883,-126.814167,,
CMNA 2017-0483,Nereimyra punctata,Nereimyra punctata,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Phyllodocida; Nereidiformia; Hesionidae; Nereimyra,1,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-27,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.412883,-126.814167,,
CMNA 2017-0484,Nothria conchylega,Nothria conchylega,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Eunicida; Eunicea; Onuphidae; Hyalinoeciinae; Nothria,2,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-27,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.412883,-126.814167,,
CMNA 2017-0485,Pholoe minuta,Pholoe minuta,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Phyllodocida; Aphroditiformia; Aphroditacea; Pholoidae; Pholoe,1,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-27,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.412883,-126.814167,,
CMNA 2017-0486,Schistomeringos rudolphi,Schistomeringos rudolphi,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Eunicida; Eunicea; Dorvilleidae; Schistomeringos,1,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-27,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.412883,-126.814167,,
CMNA 2017-0487,Ampharete cf baltica + cf vega,Ampharete,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Terebellida; Ampharetidae; Ampharetinae,7,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-27,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.412883,-126.814167,,
CMNA 2017-0488,Ampharetidae,Ampharetidae,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Terebellida,4,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-27,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.412883,-126.814167,,
CMNA 2017-0489,Diplocirrus longisetosus,Diplocirrus longisetosus,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Flabelligerida; Flabelligeridae; Diplocirrus,1,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-27,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.412883,-126.814167,,
CMNA 2017-0490,Euchone papillosa,Euchone papillosa,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Sabellida; Sabellidae; Fabriciinae; Euchone,2,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-27,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.412883,-126.814167,,
CMNA 2017-0491,Prionospio cf cirrifera + cf steenstrupi,Prionospio,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Spionida; Spioniformia; Spionidae,5,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-27,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.412883,-126.814167,,
CMNA 2017-0492,Sabellidae,Sabellidae,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Sabellida,4,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-27,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.412883,-126.814167,,
CMNA 2017-0493,Terebellidae,Terebellidae,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Terebellida,4,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-27,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.412883,-126.814167,,
CMNA 2017-0494,Terebellides stroemii,Terebellides stroemii,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Terebellida; Trichobranchidae; Terebellides,2,,"","McClelland, Christine",Arctic Ocean: Beaufort Sea,2003-10-27,fluid,,"",Amundsen Gulf - centre - near CA-05,"",71.412883,-126.814167,,
CMNA 2017-0427,Clymenura,Clymenura,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Capitellida; Maldanidae; Euclymeninae,1,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.93735,-138.5053,,
CMNA 2017-0428,Capitellidae cf Heteromastus + cf Mediomastus,Capitellidae,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Capitellida,1,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.93735,-138.5053,,
CMNA 2017-0429,Maldane sarsi,Maldane sarsi,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Capitellida; Maldanidae; Maldaninae; Maldane,2,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.93735,-138.5053,,
CMNA 2017-0430,Ophelina cylindricaudata,Ophelina cylindricaudata,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Opheliida; Opheliidae; Ophelina,1,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.93735,-138.5053,,
CMNA 2017-0431,Syllis cornuta,Ehlersia cornuta,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Phyllodocida; Nereidiformia; Syllidae; Syllinae; Ehlersia,3,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937983,-138.505533,,
CMNA 2017-0432,Eunoe barbata,Eunoe barbata,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Phyllodocida; Aphroditiformia; Aphroditacea; Polynoidae; Harmothoinae; Eunoe,2,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937983,-138.505533,,
CMNA 2017-0433,Exogone cf hebes + cf verugera,Exogone,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Phyllodocida; Nereidiformia; Syllidae; Exogoninae,1,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937983,-138.505533,,
CMNA 2017-0434,Scoletoma impatiens,Lumbrineris impatiens,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Eunicida; Eunicea; Lumbrineridae; Lumbrineris,2,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937983,-138.505533,,
CMNA 2017-0435,Micronephthys minuta,Micronephthys minuta,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Phyllodocida; Phyllodociformia; Nephtyidacea; Nephtyidae; Micronephthys,11,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937983,-138.505533,,
CMNA 2017-0436,Pholoe minuta,Pholoe minuta,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Phyllodocida; Aphroditiformia; Aphroditacea; Pholoidae; Pholoe,8,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937983,-138.505533,,
CMNA 2017-0437,Ampharetidae,Ampharetidae,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Terebellida,6,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937983,-138.505533,,
CMNA 2017-0438,Myriochele heeri,Myriochele heeri,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Oweniida; Oweniidae; Myriochele,6,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937983,-138.505533,,
CMNA 2017-0439,Polycirrus,Polycirrus,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Terebellida; Terebellidae; Polycirrinae,1,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937983,-138.505533,,
CMNA 2017-0440,Prionospio cf cirrifera + cf steenstrupi,Prionospio,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Spionida; Spioniformia; Spionidae,9,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937983,-138.505533,,
CMNA 2017-0441,Terebellidae,Terebellidae,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Terebellida,1,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937983,-138.505533,,
CMNA 2017-0442,Terebellides stroemii,Terebellides stroemii,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Terebellida; Trichobranchidae; Terebellides,9,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937983,-138.505533,,
CMNA 2017-0443,Tharyx cf kirkegaardi + cf marioni,Tharyx,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Spionida; Cirratuliformia; Cirratulidae,3,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937983,-138.505533,,
CMNA 2017-0444,Aricidea (Aricidea) albatrossae,Aricidea (Aricidea) albatrossae,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Orbiniida; Paraonidae; Aricidea; Aricidea (Aricidea),3,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937983,-138.505533,,
CMNA 2017-0445,Maldane sarsi,Maldane sarsi,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Capitellida; Maldanidae; Maldaninae; Maldane,2,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937983,-138.505533,,
CMNA 2017-0446,Ophelina cylindricaudata,Ophelina cylindricaudata,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Opheliida; Opheliidae; Ophelina,4,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937983,-138.505533,,
CMNA 2017-0447,Eunoe barbata,Eunoe barbata,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Aphroditiformia; Aphroditacea; Polynoidae; Harmothoinae; Eunoe,2,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937617,-138.505783,,
CMNA 2017-0448,Scoletoma impatiens,Lumbrineris impatiens,,"",,Animalia; Annelida; Polychaeta; Eunicida; Eunicea; Lumbrineridae; Lumbrineris,2,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937617,-138.505783,,
CMNA 2017-0449,Laonice cirrata,Laonice cirrata,,"",,Animalia; Annelida; Polychaeta; Spionida; Spioniformia; Spionidae; Laonice,1,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937617,-138.505783,,
CMNA 2017-0450,Myriochele heeri,Myriochele heeri,,"",,Animalia; Annelida; Polychaeta; Oweniida; Oweniidae; Myriochele,1,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937617,-138.505783,,
CMNA 2017-0451,Prionospio cf cirrifera + cf steenstrupi,Prionospio,,"",,Animalia; Annelida; Polychaeta; Spionida; Spioniformia; Spionidae,3,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937617,-138.505783,,
CMNA 2017-0452,Terebellides stroemii,Terebellides stroemii,,"",,Animalia; Annelida; Polychaeta; Terebellida; Trichobranchidae; Terebellides,2,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937617,-138.505783,,
CMNA 2017-0453,Tharyx cf kirkegaardi + cf marioni,Tharyx,,"",,Animalia; Annelida; Polychaeta; Spionida; Cirratuliformia; Cirratulidae,3,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937617,-138.505783,,
CMNA 2017-0454,Trochochaeta multisetosa,Trochochaeta multisetosa,,"",,Animalia; Annelida; Polychaeta; Spionida; Spioniformia; Trochochaetidae; Trochochaeta,2,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937617,-138.505783,,
CMNA 2017-0455,Aricidea (Strelzovia) quadrilobata,Aricidea (Strelzovia) quadrilobata,,"",,Animalia; Annelida; Polychaeta; Orbiniida; Paraonidae; Aricidea; Aricidea (Strelzovia),1,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937617,-138.505783,,
CMNA 2017-0456,Ophelina cylindricaudata,Ophelina cylindricaudata,,"",,Animalia; Annelida; Polychaeta; Opheliida; Opheliidae; Ophelina,2,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-6,fluid,,"",Mackenzie Canyon,"",69.937617,-138.505783,,
CMNA 2017-0457,Syllis cornuta,Ehlersia cornuta,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Phyllodocida; Nereidiformia; Syllidae; Syllinae; Ehlersia,1,,"","Archambault, Philippe",Arctic Ocean: Beaufort Sea,2003-10-13,fluid,,"",Amundsen Gulf - centre,"",70.650067,-123.0803,,
CMNA 2017-0227,Ampharete,Ampharete,"Pocklington, Patricia","",,Animalia; Annelida; Polychaeta; Terebellida; Ampharetidae; Ampharetinae,1,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-9-29,fluid,,"",Kugmallit Canyon - centre,"",71.451667,-133.81,,
CMNA 2017-0228,Tharyx kirkegaardi,Tharyx kirkegaardi,"Pocklington, Patricia","",,Animalia; Annelida; Polychaeta; Spionida; Cirratuliformia; Cirratulidae; Tharyx,6,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-9-29,fluid,,"",Kugmallit Canyon - centre,"",71.451667,-133.81,,
CMNA 2017-0229,Heteromastus,Heteromastus,"Pocklington, Patricia","",,Animalia; Annelida; Polychaeta; Capitellida; Capitellidae,1,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-9-29,fluid,,"",Kugmallit Canyon - centre,"",71.451667,-133.81,,
CMNA 2017-0230,Notomastus,Notomastus,,"",,Animalia; Annelida; Polychaeta; Capitellida; Capitellidae,1,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-9-29,fluid,,"",Kugmallit Canyon - centre,"",71.451667,-133.81,,
CMNA 2017-0231,Micronephthys minuta,Micronephthys minuta,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Phyllodociformia; Nephtyidacea; Nephtyidae; Micronephthys,123,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-2,fluid,,"",off Kugmallit Bay,"",70.145,-133.515,,
CMNA 2017-0232,Prionospio cf cirrifera + cf steenstrupi,Prionospio,,"",,Animalia; Annelida; Polychaeta; Spionida; Spioniformia; Spionidae,1,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-2,fluid,,"",off Kugmallit Bay,"",70.145,-133.515,,
CMNA 2017-0233,Tharyx cf kirkegaardi + cf marioni,Tharyx,,"",,Animalia; Annelida; Polychaeta; Spionida; Cirratuliformia; Cirratulidae,14,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-2,fluid,,"",off Kugmallit Bay,"",70.145,-133.515,,
CMNA 2017-0234,Aricidea cf catherinae + cf suecica/cf nolani,Aricidea,,"",,Animalia; Annelida; Polychaeta; Orbiniida; Paraonidae,1,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-2,fluid,,"",off Kugmallit Bay,"",70.145,-133.515,,
CMNA 2017-0235,Cossura longocirrata,Cossura longocirrata,,"",,Animalia; Annelida; Polychaeta; Cossurida; Cossuridae; Cossura,1,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-2,fluid,,"",off Kugmallit Bay,"",70.145,-133.515,,
CMNA 2017-0236,Levinsenia gracilis,Levinsenia gracilis,,"",,Animalia; Annelida; Polychaeta; Orbiniida; Paraonidae; Levinsenia,18,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-2,fluid,,"",off Kugmallit Bay,"",70.145,-133.515,,
CMNA 2017-0237,Scoletoma impatiens,Lumbrineris impatiens,,"",,Animalia; Annelida; Polychaeta; Eunicida; Eunicea; Lumbrineridae; Lumbrineris,3,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-4,fluid,,"",Kugmallit Canyon - inshore of CA-04,"",70.838333,-133.633333,,
CMNA 2017-0238,Micronephthys minuta,Micronephthys minuta,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Phyllodociformia; Nephtyidacea; Nephtyidae; Micronephthys,180,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-4,fluid,,"",Kugmallit Canyon - inshore of CA-04,"",70.838333,-133.633333,,
CMNA 2017-0239,Pholoe minuta,Pholoe minuta,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Aphroditiformia; Aphroditacea; Pholoidae; Pholoe,1,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-4,fluid,,"",Kugmallit Canyon - inshore of CA-04,"",70.838333,-133.633333,,
CMNA 2017-0240,Myriochele heeri,Myriochele heeri,,"",,Animalia; Annelida; Polychaeta; Oweniida; Oweniidae; Myriochele,3,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-4,fluid,,"",Kugmallit Canyon - inshore of CA-04,"",70.838333,-133.633333,,
CMNA 2017-0241,Prionospio cf cirrifera + cf steenstrupi,Prionospio,,"",,Animalia; Annelida; Polychaeta; Spionida; Spioniformia; Spionidae,4,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-4,fluid,,"",Kugmallit Canyon - inshore of CA-04,"",70.838333,-133.633333,,
CMNA 2017-0242,Tharyx cf kirkegaardi + cf marioni,Tharyx,,"",,Animalia; Annelida; Polychaeta; Spionida; Cirratuliformia; Cirratulidae,21,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-4,fluid,,"",Kugmallit Canyon - inshore of CA-04,"",70.838333,-133.633333,,
CMNA 2017-0243,Orbiniidae cf LeitoScoloplos + cf Scoloplos,Orbiniidae,,"",,Animalia; Annelida; Polychaeta; Orbiniida,5,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-4,fluid,,"",Kugmallit Canyon - inshore of CA-04,"",70.838333,-133.633333,,
CMNA 2017-0244,Levinsenia gracilis,Levinsenia gracilis,,"",,Animalia; Annelida; Polychaeta; Orbiniida; Paraonidae; Levinsenia,22,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-4,fluid,,"",Kugmallit Canyon - inshore of CA-04,"",70.838333,-133.633333,,
CMNA 2017-0245,Maldane sarsi,Maldane sarsi,,"",,Animalia; Annelida; Polychaeta; Capitellida; Maldanidae; Maldaninae; Maldane,4,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-4,fluid,,"",Kugmallit Canyon - inshore of CA-04,"",70.838333,-133.633333,,
CMNA 2017-0246,Harmothoe fragilis,Harmothoe fragilis,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Aphroditiformia; Aphroditacea; Polynoidae; Harmothoinae; Harmothoe,1,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-7,fluid,,"","Amundsen Gulf - west, offshore of CA-03","",71.266667,-128.516667,,
CMNA 2017-0247,Scoletoma impatiens,Lumbrineris impatiens,,"",,Animalia; Annelida; Polychaeta; Eunicida; Eunicea; Lumbrineridae; Lumbrineris,11,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-7,fluid,,"","Amundsen Gulf - west, offshore of CA-03","",71.266667,-128.516667,,
CMNA 2017-0248,Micronephthys minuta,Micronephthys minuta,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Phyllodociformia; Nephtyidacea; Nephtyidae; Micronephthys,17,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-7,fluid,,"","Amundsen Gulf - west, offshore of CA-03","",71.266667,-128.516667,,
CMNA 2017-0249,Nereimyra punctata,Nereimyra punctata,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Nereidiformia; Hesionidae; Nereimyra,4,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-7,fluid,,"","Amundsen Gulf - west, offshore of CA-03","",71.266667,-128.516667,,
CMNA 2017-0250,Pholoe longa,Pholoe longa,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Aphroditiformia; Aphroditacea; Pholoidae; Pholoe,8,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-7,fluid,,"","Amundsen Gulf - west, offshore of CA-03","",71.266667,-128.516667,,
CMNA 2017-0251,Pholoe minuta,Pholoe minuta,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Aphroditiformia; Aphroditacea; Pholoidae; Pholoe,16,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-7,fluid,,"","Amundsen Gulf - west, offshore of CA-03","",71.266667,-128.516667,,
CMNA 2017-0252,Sphaerodoropsis cf biseralis + cf minuta,Sphaerodoropsis,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Phyllodociformia; Phyllodocidacea; Sphaerodoridae,1,,"","Simard, Melanie",Arctic Ocean: Beaufort Sea,2002-10-7,fluid,,"","Amundsen Gulf - west, offshore of CA-03","",71.266667,-128.516667,,
