speckey,scientific_name
1133362,xxCryptostegia
1133363,xxCryptostegia grandiflora
1133366,xxCynanchum
1133212,xxFuntumia
1133213,xxFuntumia elastica
1133942,xxPlantago cordata
1133943,xxPlantago eriopoda
1133944,xxPlantago lanceolata
1133947,xxPlantago ovata
1133948,xxPlantago rugelii
1133950,xxPlantago virginica
1131879,xxLiliaceae
1130006,xxAnthocerotophyta
1130007,xxAnthocerotopsida
1130788,xxBromeliaceae
1132743,xxVerbesina encelioides
1131899,xxAletris
1131900,xxAletris aurea
1132606,"xxAsteroideae, Heliantheae"
1132607,xxActinea
1132608,xxActinea richardsonii
1132609,xxActinomeris
1133249,xxNerium
1133250,xxNerium indicum
1133252,xxOchrosia
1131049,xxCarex vaginata
1131052,xxCyperus
1131058,xxEleocharis
1131059,xxEleocharis acicularis
1131061,xxEriophorum
1131062,xxEriophorum angustifolium
1131063,xxEriophorum angustifolium var. subarcticum
1131064,xxEriophorum russeolum
1131065,xxEriophorum spissum
1131066,xxFimbristylis
1131067,xxFimbristylis dichotoma
1131074,xxLipocarpha
1133677,xxVoyria
1133683,xxVoyriella oxycarpa
1133685,xxLoganiaceae
1133688,xxGelsemium
1133530,xxEnicostema
1133532,xxErythraea
1133544,xxGentiana
1133545,xxGentiana alba
1133546,xxGentiana amarella
1133547,xxGentiana amarella acuta
1133548,xxGentiana andrewsii
1133550,xxGentiana calycosa
1133554,xxGentiana elegans
1131924,xxAsparagus officinalis
1132246,xxOrchidales
1132247,xxBurmanniaceae
1132937,xxCampanula rotundifolia
1132938,xxCampanula uniflora
1132646,xxClibadium erosum
1132648,xxCoreopsis
1132649,xxCoreopsis cardaminefolia
1132653,xxDyssodia
1132654,xxDyssodia acerosa
1132655,xxDyssodia aurea
1133567,xxGentianella
1133568,xxGentianella amarella
1133570,xxGentianella barbellata
1133574,xxGentianella detonsa nesophila
1133579,xxGentianella propinqua
1133581,xxHalenia
1133582,xxHalenia deflexa
1133585,xxHelia micrantha
1131231,xxPanicum
1131233,xxPanicum dichotomiflorum
1131234,xxPanicum maximum
1132354,xxGoodyera
1132355,xxGoodyera oblongifolia
1132356,xxGoodyera pubescens
1132357,xxGoodyera sp.
1133955,xxConvolvulaceae
1133965,xxConvolvulus
1133966,xxConvolvulus althaeoides
1133967,xxConvolvulus arvensis
1133972,xxCuscuta campestris
1133595,xxLeiphaimos
1133597,xxLeiphaimos parasitica
1133600,xxLisianthus
1133096,xxValerianaceae
1133101,xxValeriana
1133102,xxValeriana capitata
1133105,xxValeriana officinalis
1133106,xxValerianella
1133107,xxValerianella dentata
1133109,xxGentianales
1133110,xxAntoniaceae
1133117,xxApocynaceae
1139812,xxRanunculus pygmaeus
1143771,xxDesmodium
1143772,xxDesmodium canadense
1138804,xxUlmaceae
1138822,xxCeltis occidentalis
1139181,xxMagnoliaceae
1139182,xxLiriodendron
1139184,xxLiriodendron tulipifera
1139185,xxMagnolia
1143624,xxMimosa biuncifera
1143625,xxMimosa biuncifera var. lindheimeri
1142190,xxProteales
1142191,xxElaeagnaceae
1142192,xxElaeagnus
1142193,xxElaeagnus angustifolia
1142194,xxElaeagnus commutata
1142195,xxShepherdia
1142196,xxShepherdia argentea
1142197,xxShepherdia canadensis
1142198,xxProteaceae
1138259,xxEucommiales
1138263,xxFagales
1138267,xxBetulaceae
1137967,xxMelothria sp.
1137969,xxMicrosechium sp.
1137976,xxPsiguria
1138268,xxAlnus
1139147,xxCinnamomum sp.
1138877,xxBoehmeria cylindrica
1143939,xxLathyrus
1143941,xxLathyrus maritimus
1143942,xxLathyrus nevadensis
1143943,xxLathyrus nevadensis var. pilosellus
1143944,xxLathyrus ochroleucus
1143945,xxLathyrus palustris
1143946,xxLathyrus venosus
1143947,xxLathyrus venosus var. intonsus
1143950,xxAstragalus alpinus
1143951,xxAstragalus vexilliflexus
1140962,xxCordia alba
1140963,xxCordia allidora
1140965,xxCordia boissierii
1140966,xxCordia collococca
1140973,xxCordia sp.
1140979,xxLabiatae
1140574,xxManihot
1142670,xxChrysobalanaceae
1138631,xxJuglandales
1138632,xxJuglandaceae
1139587,xxBerberis thunbergii
1139590,xxBerberis vulgaris
1139597,xxMahonia
1137984,xxSechium
1137985,xxSechium edule
1137986,xxSicana
1140351,xxArgythamnia
1140352,xxArgythamnia lanceolata
1138271,xxBetula sp.
1138274,xxAlnus crispa
1138276,xxAlnus glutinosa
1138277,xxAlnus incana
1138279,xxAlnus maritima
1138282,xxAlnus rhombifolia
1138283,xxAlnus rubra
1138284,xxAlnus rugosa
1138285,xxAlnus serrulata
1138286,xxAlnus sinuata
1138287,xxAlnus viridis
1138288,xxBetula alba
1138289,xxBetula alleghaniensis
1138290,xxBetula fontinalis
1138291,xxBetula glandulosa
1138293,xxBetula lenta
1138295,xxBetula lutea
1138296,xxBetula nigra
1138297,xxBetula occidentalis
1138298,xxBetula papyrifera
1137987,xxSicana odorifera
1137988,xxSicyos
1137989,xxSicyos angulatus
1137997,xxDatiscaceae
1137998,xxDatisca
1137999,xxDatisca glomerata
1138000,xxFlacourtiaceae
1138007,xxBanara
1139632,xxCorynocarpaceae
1139633,xxCorynocarpus
1141096,xxLinum perenne
1141098,xxLinum usitatissimum
1138299,xxBetula populifolia
1138300,xxBetula pumila
1139637,xxLardizabalaceae
1139638,xxAkebia
1143975,xxOxytropis huddelsonii
1143977,xxRobinia pseudoacacia
1143979,xxTephrosia
1143987,xxHedysarum
1143989,xxHedysarum boreale
1143990,xxHedysarum mackenzii
1143991,xxHedysarum sulphurescens
1142698,xxCrassula
1138318,xxCorylaceae
1138319,xxCorylus
1138320,xxCorylus americana
1138321,xxCorylus americana f. missouriensis
1138322,xxCorylus avellana
1138323,xxCorylus californica
1138326,xxCorylus cornuta
1138328,xxCorylus rostrata
1138329,xxCorylus sp.
1138330,xxFagaceae
1143014,xxGymnocladus dioicus
1138669,xxJuglans cinerea
1140368,xxBernardia
1139993,xxIcacinaceae
1140388,xxChamaesyce
1138116,xxPetalonyx nitidus
1138117,xxPetalonyx thurberi
1138118,xxMalesherbiaceae
1140751,xxGeranium
1140752,xxGeranium bicknellii
1140754,xxGeranium dissectum
1140755,xxGeranium erianthum
1140757,xxGeranium molle
1138692,xxLeitneriales
1138693,xxLeitneriaceae
1138696,xxMyricales
1138697,xxMyricaceae
1138705,xxMyrica
1138707,xxMyrica californica
1138709,xxMyrica cerifera
1138711,xxMyrica gale
1138713,xxMyrica inodora
1138717,xxMyrica pensylvanica
1138722,xxMyrica sp.
1140882,xxAmsinckia intermedia
1141061,xxLinales
1139420,xxChloranthaceae
1138087,xxXylosma
1138088,xxXylosma flexuosum
1138092,xxFouquieriaceae
1138093,xxFouquieria
1138095,xxFouquieria splendens
1138096,xxFrankeniaceae
1138097,xxFrankenia
1138100,xxFrankenia pulverulenta
1139766,xxClematis vitalba
1139774,xxDelphinium
1139775,xxDelphinium bicolor
1138723,xxTrochodendrales
1140430,xxCroton
1141065,xxErythroxylaceae
1141084,xxLinaceae
1141091,xxLinum
1141093,xxLinum catharticum
1138107,xxLoasaceae
1138112,xxMentzelia
1138114,xxMentzelia involucrata
1138115,xxPetalonyx
1139738,xxAnemone drummondii
1139741,xxAnemone multifida
1139742,xxAnemone narcissiflora
1139743,xxAnemone narcissiflora interior
1139744,xxAnemone parviflora
1139747,xxAnemone richardsoni
1139748,xxAnemone riparia
1139749,xxAquilegia
1139750,xxAquilegia canadensis
1140728,xxBalsaminaceae
1140729,xxImpatiens
1140731,xxImpatiens capensis
1140735,xxGeraniaceae
1138165,xxTamarix pentandra
1138166,xxTamarix smyrensis
1139066,xxAustrobaileyaceae
1139751,xxAquilegia flavescens
1139752,xxAquilegia formosa
1139753,xxAquilegia vulgaris
1139754,xxCaltha
1139757,xxCaltha palustris
1139761,xxClematis
1139458,xxPiperaceae
1139069,xxCalycanthaceae
1139072,xxCanellaceae
1139077,xxEupomatiaceae
1139814,xxRanunculus reptans
1139816,xxRanunculus sp.
1139818,xxThalictrum
1139819,xxThalictrum dasycarpum
1139820,xxThalictrum dioicum
1139824,xxThalictrum polygamum
1139825,xxThalictrum pubescens
1138436,xxQuercus borealis
1138440,xxQuercus coccinea
1138129,xxPassiflora edulis
1138130,xxPassiflora foetida
1138131,xxPassiflora foetida var. ciliata
1138139,xxPassiflora quadrangularis
1138147,xxTamaricaceae
1138155,xxTamarix
1138156,xxTamarix africana
1138158,xxTamarix aphylla
1138159,xxTamarix aralensis
1138160,xxTamarix gallica
1141050,xxLantana
1141051,xxLantana camara
1140198,xxBuxaceae
1139781,xxDelphinium nuttallianum
1139802,xxRanunculus aquatilis var. capillaceus
1139804,xxRanunculus arvensis
1139807,xxRanunculus gmelini
1139808,xxRanunculus lapponicus
1139809,xxRanunculus nivalis
1139810,xxRanunculus pedatifidus
1138548,xxQuercus prinoides
1138556,cf. Knightiophyllum
1138557,cf. Knightiophyllum sp.
1138559,cf. Quercus consimilis
1138560,xxHamamelidales
1138569,xxCercidiphyllaceae
1139287,xxWinteraceae
1140907,xxLappula
1140909,xxLappula echinata
1140910,xxLappula squarrosa
1140911,xxLappula squarrosa squarrosa
1140920,xxMyosotis
1140922,xxMyosotis alpestris
1140923,xxMyosotis alpestris asiaticae
1140924,xxMyosotis arvensis
1140926,xxMyosotis scorpioides
1135604,xxStellaria humifusa
1135608,xxChenopodiaceae
1135613,xxAtriplex
1135626,xxChenopodium
1136415,xxEmpetrum
1136416,xxEmpetrum nigrum
1136417,xxEmpetrum rubrum
1136418,xxEpacridaceae
1135657,xxSalicornia rubra
1135658,xxSalsola
1135660,xxSalsola pestifer
1139328,xxNymphaeales
1139543,xxSaururaceae
1139552,xxBerberidaceae
1135000,xxGomphostigma
1135001,xxGomphostigma virgatum
1135006,xxGesneriaceae
1135780,xxArmeria maritima var. labradorica
1135788,xxPolygonales
1135672,xxDidiereaceae
1140070,xxCornales
1140087,xxCornaceae
1138225,xxHamamelidae
1138226,xxCasuarinales
1138227,xxCasuarinaceae
1137520,xxSalix nigra
1137522,xxSalix ovalifolia
1137523,xxSalix pedicellaris
1137524,xxPellta
1137525,xxSalix pentandra
1135081,xxLentibulariaceae
1135085,xxPinguicula
1135830,xxEriogonum ovalifolium
1135834,xxOxyria digyma
1135839,xxRumex crispus
1135840,xxRumex longifolius
1135841,xxRumex mexicanus
1140845,xxMyriophyllum heterophyllum
1140846,xxMyriophyllum humile
1140850,xxMyriophyllum spicatum
1140852,xxMyriophyllum tenellum
1138941,xxMagnoliidae
1138942,xxAristolochiales
1138943,xxAristolochiaceae
1137527,xxSalix planifolia
1137528,xxSalix prolixa
1137529,xxSalix purpurea
1137530,xxSalix pyrifolia
1137531,xxSalix reticulata
1137532,xxSalix scouleriana
1137533,xxSalix sericea
1137534,xxSalix serissima
1135353,xxVerbascum thapsus
1135354,xxVeronica
1135357,xxVeronica americana
1135366,xxCaryophyllidae
1135367,xxBatales
1135371,xxCaryophyllales
1135372,xxAchatocarpaceae
1135378,xxAizoaceae
1136834,xxElaeocarpaceae
1139333,xxCabombaceae
1140288,xxAcalypha
1140291,xxAcalypha indica
1139720,xxAconitum delphinifolium
1139721,xxAconitum delphinifolium delphinifolium
1139722,xxActaea
1139724,xxActaea rubra
1136120,xxThlaspi
1136128,xxMoringaceae
1135415,xxAmaranthaceae
1135433,xxAmaranthus
1135434,xxAmaranthus albus
1135435,xxAmaranthus australis
1135436,xxAmaranthus gracilis
1136168,xxDiapensiales
1136172,xxDiapensia lapponica
1136178,xxDilleniaceae
1138019,xxCasearia
1138022,xxCasearia guianensis
1138025,xxCasearia sylvestris
1139906,xxPaxistima myrisiniter
1135803,xxPolygonum alaskanum
1135805,xxPolygonum amphibium var. stipulaceum
1135808,xxPolygonum bistorta
1135809,xxPolygonum bistorta plumosum
1135810,xxPolygonum bistortoides
1135811,xxPolygonum careyi
1135812,xxPolygonum cilinode
1135814,xxPolygonum convolvulus
1135815,xxPolygonum cuspidatum
1135816,xxPolygonum douglasii
1135819,xxPolygonum pensylvanicum
1136503,xxAndromeda
1136505,xxAndromeda glaucophylla
1136506,xxAndromeda polifolia
1135822,xxPolygonum scandens
1135823,xxPolygonum tenue
1135824,xxPolygonum viviparum
1135826,xxEriogonum
1136606,xxVaccinium vitis-idaea
1136607,xxMonotropaceae
1136612,xxMonotropa
1136613,xxMonotropa hypopithys
1136614,xxMonotropa uniflora
1136618,xxPterospora
1136619,xxPterospora andromedea
1137535,xxSalix sitchensis
1137536,xxSalix syrticola
1137538,xxSalix uva-ursi
1137544,xxDrosera angelica
1139346,xxNymphaeaceae
1139352,xxNuphar lutea
1139413,xxPapaver lapponicum occientale
1139414,xxPapaver nudicaule
1139415,xxPapaver radicatum
1139416,xxPapaver rhoeas
1139419,xxPiperales
1137562,xxSarraceniaceae
1135192,xxOrobanchaceae
1135194,xxBoschniakia rossica
1136134,xxResedaceae
1138186,xxGloeospermum sp.
1138187,xxHybanthus
1138192,xxHymenanthera
1138208,xxViola epipsila
1138209,xxViola epipsila repens
1139359,xxNymphaea
1139360,xxNymphaea alba
1139364,xxNymphaea lotus
1139366,xxNymphaea odorata
1139368,xxNymphaea tuberosa
1139369,xxPapaverales
1139372,xxAdlumia fungosa
1138030,xxDoryalis
1138032,xxDoryalis hebecarpa
1138033,xxDovyalis
1138038,xxFlacourtia
1138039,xxFlacourtia indica
1138621,xxPlatanaceae
1139379,xxCorydalis sempervirans
1139827,xxThalictrum venulosum
1139830,xxRosidae
1139831,xxCelastrales
1139832,xxAquifoliaceae
1139833,xxIlex
1139840,xxIlex verticillata
1139844,xxCelastraceae
1138044,xxHomalium
1138053,xxHydnocarpus sp.
1138056,xxLaetia
1138058,xxLeatia
1138059,xxLeatia procera
1138738,xxCannabis
1138952,xxMagnoliales
1138956,xxAnnonaceae
1138959,xxAnnona
1138967,xxAsimina
1138973,xxCananga
1139719,xxAconitum
1136622,xxPyrolaceae
1136623,xxChimaphila
1136624,xxChimaphila menziesii
1136626,xxMoneses
1140758,xxGeranium richardsonii
1140759,xxGeranium robertianum
1140760,xxGeranium rotundifolium
1140761,xxGeranium viscosissimum
1140776,xxLimnanthaceae
1140779,xxOxalidaceae
1140782,xxOxalis
1139717,xxPodophyllum peltatum
1136903,xxAbutilon theophrasti
1136627,xxMoneses uniflora
1136628,xxOrthilia
1136629,xxOrthilia secunda
1136630,xxOrthilia secunda secunda
1136631,xxOrthilia secunda var. obtusata
1136632,xxPyrola
1136633,xxPyrola americana
1136634,xxPyrola aphylla
1136635,xxPyrola asarifolia
1136637,xxPyrola chlorantha
1136638,xxPyrola elliptica
1136639,xxPyrola grandiflora
1136640,xxPyrola minor
1135202,xxPedaliaceae
1140787,xxTropaeolaceae
1139083,xxHernandiaceae
1137933,xxCucumis dipsaceus
1137934,xxCucumis sativus
1137935,xxCucurbita
1137936,xxCucurbita maxima
1137937,xxCucurbita foetidissima
1137938,xxCucurbita pepo
1137939,xxCucurbita sp.
1137940,xxCyclanthera
1137941,xxCyclanthera sp.
1137947,xxEchinocystis lobata
1137950,xxElaterium
1137952,xxFevillea
1137954,xxFrantzia
1135218,xxScrophulariaceae
1135233,xxCalceolaria
1135973,xxBerteroa
1135974,xxBerteroa incana
1135985,xxBraya purpurascens
1139255,xxSchisandraceae
1140116,xxGarryaceae
1140117,xxGarrya
1140137,xxNyssaceae
1140149,xxRhizophoraceae
1137960,xxLagenaria
1137961,xxLagenaria siceraria
1137963,xxLagenaria vulgaris
1137964,xxLuffa
1137966,xxMelothria
1135584,xxSilene acaulis
1135585,xxSilene acaulis var. subacaulescens
1135586,xxSilene cucubalus
1135587,xxSilene menzeisii
1135588,xxSilene menziesii
1135589,xxSilene noctiflora
1135590,xxSilene parryi
1135591,xxSilene repens
1135594,xxSpergularia
1135596,xxSpergularia marina
1138739,xxCannabis sativa
1138743,xxMoraceae
1137373,xxPrimulales
1137374,xxMyrsinaceae
1134845,xxBignoniaceae
1134869,xxCampsis radicans
1140796,xxHaloragales
1140797,xxGunneraceae
1135960,xxCruciferae
1135963,xxArabis
1135964,xxArabis glabra
1135965,xxArabis hirsuta
1135966,xxArabis hirsuta pycnocarpa
1135967,xxArabis holboelii
1135968,xxArabis lyallii
1135969,xxArabis lyrata
1135971,xxBarbarea orthoceras
1137690,xxTriadenum
1137691,xxTriadenum tubulosum
1137692,xxMarcgraviaceae
1140840,xxMyriophyllum
1140841,xxMyriophyllum alterniflorum
1140842,xxMyriophyllum elatinoides
1140844,xxMyriophyllum farwellii
1138545,xxQuercus nigra
1138210,xxViola glabella
1138212,xxViola nephrophila
1138213,xxViola nuttallii
1138214,xxViola orbiculata
1138215,xxViola pensylvanica
1138216,xxViola rugulosa
1138217,xxViola sp.
1139095,xxHimantandraceae
1139101,xxIlliciaceae
1139105,xxLauraceae
1137706,xxOchnaceae
1135351,xxVerbascum
1135600,xxStellaria cf. cuspidata
1135601,xxStellaria crassifolia
1135603,xxStellaria gramineae
1135988,xxCapsella
1135989,xxCapsella bursa
1135990,xxCapsella bursa-pastoris
1135991,xxCardamine
1135992,xxCardamine hirsuta
1135993,xxCardamine pratensis
1135994,xxCardamine pratensis angustifolia
1135999,xxCochlearia
1136011,xxDentaria diphylla
1136012,xxDescurainia
1136014,xxDescurainia sophia
1136015,xxDescurainia sophioides
1146714,xxTortula muralis
1146715,xxTortula sp.
1146717,cf. Tortella
1146718,cf. Tortella sp.
1146722,xxRacopilaceae
1146725,xxRhytidiaceae
1146730,xxRhytidium
1146731,xxRhytidium rugosum
1146732,xxSchistostegaceae
1146733,xxSchistostega
1146474,cf. Dicranum sp.
1146475,xxDisceliaceae
1146476,xxDiscelium
1146477,xxDiscelium nudum
1144382,xxRosa acicularis
1144383,xxRosa arkansana
1147128,xxConiferales; Coniferae
1147131,xxPicea sonomensis
1147133,xxMetasequoia
1147134,xxMetasequoia sp.
1147148,xxTaxus
1147150,xxTaxus canadensis
1146735,xxSematophyllaceae
1146739,xxSphagnum
1146744,xxSphagnum acutifolium
1146745,xxSphagnum capillacium
1146751,xxSphagnum imbricatum
1146754,xxSphagnum nemoreum
1146756,xxSphagnum recurvum
1146765,xxSphagnum wulfianum
1146766,xxSplachnaceae
1146767,xxSplachnum
1146768,xxSplachnum ampullaceum
1147805,xxDicksonites sp.
1147808,xxTrichipteris
1147809,xxTrichipteris corcovadensis
1147811,xxLophosoria
1147812,xxLophosoria quadripinnata
1144386,xxRosa blanda
1144387,xxRosa cf. blanda
1144389,xxRosa rubiginosa
1144390,xxRubus
1144391,xxRubus acaulis
1144392,xxRubus arcticus
1144393,xxRubus arcticus acaulis
1144394,xxRubus chamaemoris
1144395,xxRubus chamaemorus
1144396,xxRubus deliciosus
1144398,xxRubus parviflorus
1144399,xxRubus pubescens
1144400,xxRubus sp.
1144401,xxSanguisorba
1144402,xxSanguisorba officinalis
1144408,xxSpiraea
1144409,xxSpiraea alba
1144411,xxSpiraea beauverdiana
1144412,xxSpiraea betulifolia
1144413,xxSpiraea densiflora
1144415,xxSpiraea japonica
1144416,xxSpiraea latifolia
1144417,xxSpiraea lucida
1144419,xxSpiraea tomentosa
1144804,xxAcer leucoderme
1144805,xxAcer macrophyllum
1144807,xxAcer negundo
1144808,xxAcer negundo var. negundo
1145733,xxSimaroubaceae
1145752,xxStaphyleaceae
1144133,xxRhynchosia americana
1146052,xxSanicula
1146054,xxSanicula marilandica
1146063,xxSium suave
1146068,xxThaspium
1146069,xxThaspium barbinods
1146077,xxZizia
1145760,xxSurianaceae
1145763,xxZygophyllaceae
1146522,xxAnacamptodon
1146523,xxAnacamptodon splachnoides
1146524,xxFabronia
1146525,xxFabronia pusilla
1144424,xxSaxifragaceae
1144431,xxChrysoplenium
1144432,xxChrysoplenium tetrandrum
1144436,xxHeuchera
1144437,xxHeuchera cylindrica
1144438,xxHeuchera richardsonii
1144439,xxMitella
1144440,xxMitella nuda
1144137,xxRhynchosia cystisoides
1144138,xxRhynchosia difformis
1144141,xxRhynchosia edulis
1144147,xxRhynchosia minima
1144148,xxRhynchosia phaseoloides
1144152,xxRhynchosia reticulata
1144155,xxRhynchosia tomentosa
1144173,xxTrifolium hybridum
1147236,xxGinkgo biloba
1147245,xxGinkgo adiantoides
1147247,xxGinkgoites
1147248,xxGinkgoites dissecta
1144763,xxGeocaulon
1144764,xxGeocaulon lividum
1144799,xxAcer
1144801,xxAcer campestre
1144802,xxAcer circinatum
1144452,xxSaxifraga
1144467,xxSaxifraga rivularis
1145818,xxSaxifragales
1146478,xxCeratodon
1146486,xxDistichium
1146487,xxDistichium
1146490,xxDitrichum
1146493,xxPleuridium
1146495,xxSaelania
1146497,cf. Ceratodon
1146499,x xPleuriditrichum
1146500,xxPleuriditrichum marylandicum
1146501,xxEncalyptaceae
1146502,xxBryobrittonia
1146503,xxBryobrittonia longipes
1146504,xxEncalypta
1146507,xxEncalypta ciliata
1146509,xxEncalypta sp.
1146510,cf. Encalypta
1146511,cf. Encalypta alpina
1146512,xxEntodontaceae
1146513,xxEntodon
1146516,xxPterigynandrum
1146123,xxRanunculales
1144809,xxAcer nigrum
1144813,xxAcer pensylvanicum
1144815,xxAcer plantanoides
1144816,xxAcer pseudoplatanus
1144818,xxAcer rubrum
1144819,xxAcer saccharinum
1144820,xxAcer saccharum
1144821,xxAcer sp.
1144822,xxAcer spicatum
1146571,cf. Pleurozium schreberi
1146572,xxHypnaceae
1144479,xxSantalales
1144484,xxBalanophoraceae
1144509,xxLoranthaceae
1147854,xxDennstaedtiaceae
1147855,[Blotiella
1147856,[Blotiella stipitata
1147857,xxDennstaedtia
1147859,xxDennstaedtia punctilobula
1147861,xxDennstaedtia sp.
1147864,xxHypolepis
1147870,xxHypolepis punctata
1147871,xxHypolepis repens
1147874,xxMicrolepia
1147875,[Microlepia hirsuta
1147876,[Microlepia wiffordii
1147878,[Oenotrichia tripinnata
1147880,[Orthiopteris minor
1146518,xxEphemeraceae
1146519,xxEphemerum
1146520,xxEphemerum serratum
1146521,xxFabroniaceae
1144833,xxAnacardiaceae
1146526,xxFissidentaceae
1146527,xxFissidens
1146528,xxFissidens adiantoides
1146529,xxFissidens crassipes
1146532,xxFontinalaceae
1146533,xxFontinalis
1146534,xxFontinalis antipyretica
1146131,xxLeguminosae
1146161,xxMoraceae
1147591,xxPolystichum lonchitis
1147592,xxPolystichum mohrioides
1147593,xxPolystichum munitum
1147594,xxPolystichum muricatum
1147595,xxPolystichum scopulinum
1147602,xxTectaria
1147603,xxTectaria cicutaria
1147604,xxTectaria heracleifolia
1147606,xxWoodsia
1147608,xxWoodsia ilvensis
1147609,xxWoodsia obtusa
1147612,xxAspleniaceae
1146535,xxFontinalis hypnoides
1146536,xxFunariaceae
1146537,xxFunaria
1146542,xxPhyscomitrella
1146543,xxPhyscomitrella patens
1146549,xxGrimmia
1146552,xxGrimmia pulvinata
1146557,xxRhacomitrium
1146559,xxHookeriaceae
1146560,xxHookeria
1146561,xxHookeria lucens
1146562,xxHylocomiaceae
1146563,xxPleurozium
1146565,xxHylocomium
1146569,xxRhytidiadelphus squarrosus
1146570,cf. Pleurozium
1144280,xxCrataegus
1146861,xxChamaecyparis
1146862,xxChamaecyparis sp.
1144889,xxRhus
1144898,xxRhus sp.
1144900,xxRhus trilobata
1144901,xxRhus typhina
1146577,xxHypnum hamulosum
1146579,xxHypnum sp.
1146580,xxOrthothecium
1146583,xxOrthothecium strictum
1146584,xxPlatydictya
1146586,xxPlatygyrium
1146588,xxPtilium
1146594,cf. Orthothecium
1146595,cf. Orthothecium sp.
1146596,cf. Orthothecium strictum
1146597,cf. Platydictya
1146598,cf. Platydictya jungermannioides
1147881,[Orthiopteris minus
1147883,[Paesia radula
1147884,[Paesia scaberula
1147885,xxPteridium
1147886,xxPteridium aquilinum
1146327,cf. Amblystegium sp.
1146328,cf. Calliergon
1146331,cf. Campylium polygonum
1144247,xxRosa sp.
1144249,xxRosa sp. nov.
1146876,xxChamaecyparis lawsoniana
1146877,xxChamaecyparis nootkatensis
1146881,xxChamaecyparis thyoides
1146599,xxLembophyllaceae
1146600,xxIsothecium
1146602,xxLeskeaceae
1146603,xxAnomodon
1146608,xxLeucobryaceae
1146609,xxLeucobryum
1146611,xxLeucodontaceae
1146612,xxLeucodon
1146614,xxMeesiaceae
1146615,xxMeesia
1146620,xxMeesia triquetra
1148041,xxHymenophyllum microcarpum
1144263,xxAmelanchier
1144264,xxAmelanchier alnifolia
1144266,xxAmelanchier bartramiana
1144268,xxAmelanchier sp.
1144269,xxAronia
1144270,xxAronia melanocarpa
1144271,xxAruncus
1144954,xxBurseraceae
1149680,XXEscharidae
1146318,xxHygroamblystegium
1146325,cf. Amblystegium
1146378,xxEurhynchium rusciforme
1146379,xxEurhynchium speciosum
1146380,xxHomalothecium
1144282,xxCrataegus mollis
1144283,xxCrataegus sp.
1144285,xxDryas
1144286,xxDryas drummondii
1144288,xxDryas integrifolia
1144289,xxDryas integrifolia integrifolia
1144290,xxDryas octopetala
1144293,xxFragaria
1144294,xxFragaria chiloensis
1144295,xxFragaria vesca
1144297,xxFragaria virginiana
1144298,xxFragaria virginiana glauca
1144299,xxGeum
1144302,xxGeum canadense
1144304,xxGeum rivale
1144305,xxGeum triflorum
1144313,xxLuetkea pectinata
1149719,XXHincksinidae
1148200,xxPolypodium phymatoides
1148203,xxPolypodium scolopendria
1148204,xxPolypodium scouleri
1148208,xxPolypodium spectrum
1146624,cf. Meesia triquetra
1146625,xxMniaceae
1146626,xxCinclidium
1146627,xxCinclidium arcticum
1146630,xxCinclidium latifolium
1146631,xxCinclidium sp.
1146632,xxCinclidium stygium
1146633,xxMnium
1146639,cf. Cinclidium
1146640,cf. Cinclidium arcticum
1146641,cf. Cinclidium latifolium
1146642,xxNeckeraceae
1146643,xxNeckera
1146644,xxNeckera crispa
1146645,xxOrthotrichaceae
1146646,xxOrthotrichum
1146649,xxUlota
1146332,cf. Campylium sp.
1146334,cf. Drepanocladus exannulatus
1146336,cf. Loeskypnum
1146337,cf. Loeskypnum badium
1144319,xxMalus
1144321,xxMalus fusca
1148209,xxPolypodium tamariscinum
1148211,xxPolypodium virginianum
1148225,xxPteridales
1148231,xxAdiantum capillusveneris
1148232,xxAdiantum hispidulum
1148233,xxAdiantum jordani
1148234,xxAdiantum pedatum
1146652,xxPlagiotheciaceae
1146653,xxPlagiothecium
1146656,xxPlagiothecium undulatum
1146657,xxPolytrichaceae
1146658,xxPolytrichastrum
1146663,xxPogonatum
1146667,xxPolytrichum
1146339,cf. Scorpidium scorpioides
1146340,cf. Scorpidium sp.
1146341,xxArchidiaceae
1146342,xxArchidium
1146343,xxArchidium alternifolium
1146344,xxAulacomniaceae
1146345,xxAulacomnium
1146346,xxAulacomnium acuminatum
1146348,xxAulacomnium sp.
1146349,xxAulacomnium turgidum
1146350,xxBartramiaceae
1146351,xxBartramia
1146352,xxBartramia ithyphylla
1146356,xxBreutelia
1146358,xxConostomum
1146360,xxPhilonotis
1146363,xxPhilonotis sp.
1146364,cf. Bartramia
1146365,cf. Bartramia sp.
1146366,xxBrachytheciaceae
1146367,xxBrachythecium
1146368,xxBrachythecium sp.
1146370,xxEurhynchium riparioides
1146372,xxEurhynchium sp.
1145957,xxUmbelliferae
1145964,xxAngelica
1145966,xxAngelica lucida
1146721,xxCampylostelium saxicola
1147583,xxPolybotrya
1147586,xxPolystichum
1147587,xxPolystichum acrostichoides
1147588,xxPolystichum andersonii
1146381,xxHomalothecium lutescens
1146383,xxRhynchostegiella
1146386,xxRhynchostegium
1146387,xxRhynchostegium murale
1146388,xxScleropodium
1146392,cf. Brachythecium
1146396,xxBryaceae
1146397,xxAnomobryum
1146399,xxBryum
1146401,xxBryum alpinum
1148600,xxCystopteris sp.
1144755,xxComandra livida
1144757,xxComandra richardsiana
