emu_module,emu_column,type,kind,lookup_parent,lookup_name,lookup_level,reference_module,reference_column,reference_link,description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdmDateModified,dtDate,dkAtom,,,,,,,Date of most recent record modification.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdmGUIDIsPreferred_tab,dtText,dkTable,,YesNo,1,,,,Yes/No values indicating the preferred GUID. Only one GUID can be preferred.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdmGUIDPreferredType,dtText,dkAtom,,GUID Type,1,,,,"The preferred GUID type, e.g. UUID4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdmGUIDPreferredValue,dtText,dkAtom,,,,,,,The preferred GUID value.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdmGUIDType_tab,dtText,dkTable,,GUID Type,1,,,,"The GUIS type, e.g. UUID4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdmGUIDValue_tab,dtText,dkTable,,,,,,,The GUID value.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdmImportIdentifier,dtText,dkAtom,,,,,,,User-defined identifier for the import.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdmInsertedBy,dtText,dkAtom,,Admin Names,1,,,,Name of user responsible for the insertion of the record.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdmModifiedBy,dtText,dkAtom,,Admin Names,1,,,,Name of user responsible for the most recent modification of the record.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdmOriginalData,dtText,dkAtom,,,,,,,"All or part of the original data available to EMu from another source when it was first installed. The legacy data can be used to store the entire data set, or data that did not fit into a specific field in EMu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdmPublishWebNoPassword,dtText,dkAtom,,,,,,,Yes or no response: are the integrity and security of the data sufficient for it be published on the Internet?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdmPublishWebNoPasswordFlag,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdmPublishWebPassword,dtText,dkAtom,,,,,,,Yes or no response: are the integrity and security of the data sufficient for it be published on the Intranet?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdmPublishWebPasswordFlag,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdmSystemIdentifier,dtText,dkAtom,,,,,,,System generated identifier for the import.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdmTimeInserted,dtTime,dkAtom,,,,,,,Time of record insertion.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdmTimeModified,dtTime,dkAtom,,,,,,,Time of most recent record modification.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdtAuditRef_tab,dtInteger,dkTable,,,,eaudit,AudKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdtDate_tab,dtDate,dkTable,,,,eaudit,AudDate,AdtAuditRef_tab,Audit trail of the dates when an operation was performed on the record.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdtOperation_tab,dtText,dkTable,,Audit Operation,1,eaudit,AudOperation,AdtAuditRef_tab,Audit trail of the operations (insert/update/delete) performed on the record.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdtTime_tab,dtTime,dkTable,,,,eaudit,AudTime,AdtAuditRef_tab,Audit trail of the times when the operations were performed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,AdtUser_tab,dtText,dkTable,,Audit User,1,eaudit,AudUser,AdtAuditRef_tab,Audit trail of the users who have performed an operation on the record.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,ConConservation_tab,dtText,dkTable,,,,econservation,SummaryData,ConConservationRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,ConConservationRef_tab,dtInteger,dkTable,,,,econservation,InfAssociatedLoanRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,DatCommenceNotify,dtText,dkTable,,,,eparties,SummaryData,DatCommenceNotifyRef_tab,The people who need to be notified of a loan's imminent commencement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,DatCommenceNotifyRef_tab,dtInteger,dkTable,,,,eparties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,DatDateRecorded0,dtDate,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,DatDueNotify,dtText,dkTable,,,,eparties,SummaryData,DatDueNotifyRef_tab,The people who need to be notified of a loan's imminent return.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,DatDueNotifyRef_tab,dtInteger,dkTable,,,,eparties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,DatLoanCancellationDate,dtDate,dkAtom,,,,,,,The date that the loan was cancelled (if applicable),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,DatLoanCommencementDate,dtDate,dkAtom,,,,,,,The date on which the loan commences.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,DatLoanCommenceNotifyDate,dtDate,dkAtom,,,,,,,The date by which people need to be notified of a loan's imminent commencement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,DatLoanDueDate,dtDate,dkAtom,,,,,,,The date on which the loan is due for return.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,DatLoanDueNotifyDate,dtDate,dkAtom,,,,,,,The date by which people need to be notified of a loan's imminent return.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,DatNotes_tab,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,DatPreviousDueDates0,dtDate,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,DatReasonForExtension_tab,dtText,dkTable,,,,,,,The reason that the loan was extended.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,DatRecalled,dtText,dkAtom,,YesNo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,DatRevisedDueDate0,dtDate,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,DatStatus_tab,dtText,dkTable,,Loan Date Status,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,ExtendedData,dtText,dkAtom,,,,,,,A multi-line summary of the salient parts of the current record. The extended data is automatically constructed by EMu when the record is saved. It is displayed along side of the thumbnail image when the persistent image option is selected in Show Detail mode.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,FinCostCode_tab,dtText,dkTable,,,,,,,Internally assigned number/code to identify the cost.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,FinCostsIncurred_tab,dtCurrency,dkTable,,,,,,,The amount of each cost.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,FinDescriptionOfCost_tab,dtText,dkTable,,,,,,,A description of any costs associated with the loan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,FinForeignAmount_tab,dtText,dkTable,,,,,,,The amount of the cost concerned (in foreign currency). [Note: this is a text field to allow for different currency symbols.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,FinInsurance,dtText,dkAtom,,,,einsurance,SummaryData,FinInsuranceRef,Details of an insurance policy associated with the loan - attaches a record from the Insurance module.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,FinInsuranceRef,dtInteger,dkAtom,,,,einsurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,FinTotalCost,dtCurrency,dkAtom,,,,,,,The total amount for all costs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfAuthorisedBy,dtText,dkAtom,,,,eparties,SummaryData,InfAuthorisedByRef,The person who authorised the loan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfAuthorisedByRef,dtInteger,dkAtom,,,,eparties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfAuthorisedEmail,dtText,dkAtom,,,,eparties,AddEmail,InfAuthorisedByRef,Email address of the loan authoriser (automatically loaded from Parties module).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfAuthorisedFax,dtText,dkAtom,,,,eparties,NamFax,InfAuthorisedByRef,Fax number of the movement authoriser (automatically loaded from Parties module).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfAuthorisedMobile,dtText,dkAtom,,,,eparties,NamMobile,InfAuthorisedByRef,Mobile phone number of the movement authoriser (automatically loaded from Parties module).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfAuthorisedPhone,dtText,dkAtom,,,,eparties,NamBusiness_tab,InfAuthorisedByRef,Phone number of the loan authoriser (automatically loaded from Parties module).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfAuthorizedBy_tab,dtText,dkTable,,,,eparties,SummaryData,InfAuthorizedByRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfAuthorizedByRef_tab,dtInteger,dkTable,,,,eparties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfAuthorizedDate0,dtDate,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfBorrowerEmail,dtText,dkAtom,,,,eparties,AddEmail,InfBorrowerLenderRef,Email address of the borrower/lender (automatically loaded from Parties module).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfBorrowerFax,dtText,dkAtom,,,,eparties,NamFax,InfBorrowerLenderRef,Fax number of the borrower/lender (automatically loaded from Parties module).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfBorrowerInstitution,dtText,dkAtom,,,,eparties,NamOrganisation,InfBorrowerLenderRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfBorrowerLender,dtText,dkAtom,,,,eparties,NamFullName,InfBorrowerLenderRef,"The person, institution or company that is borrowing or lending the collection item.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfBorrowerLenderRef,dtInteger,dkAtom,,,,eparties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfBorrowerLenderRole,dtText,dkAtom,,Loan Borrower Role,1,,,,"The role of the role, institution or company that is borrowing or lending the collection item",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfBorrowerMobile,dtText,dkAtom,,,,eparties,NamMobile,InfBorrowerLenderRef,Mobile phone number of the borrower/lender (automatically loaded from Parties module).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfBorrowerPhone,dtText,dkAtom,,,,eparties,NamBusiness_tab,InfBorrowerLenderRef,Phone number of the borrower/lender (automatically loaded from Parties module).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfCityTown,dtText,dkAtom,,,,eparties,AddPostCity,InfBorrowerLenderRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfClearedResearch,dtText,dkAtom,,YesNo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfCollection,dtText,dkAtom,,Loan Collection,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfContentSummary,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfCountry,dtText,dkAtom,,,,eparties,AddPostCountry,InfBorrowerLenderRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfCreditLine,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfDateAuthorised,dtDate,dkAtom,,,,,,,The date on which the loan was authorised.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfDateClosed,dtDate,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfDateRequested,dtDate,dkAtom,,,,,,,The date on which the loan was requested.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfDirection,dtText,dkAtom,,,,,,,Direction of loan - incoming or outgoing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfEventAssociation,dtText,dkAtom,,,,eevents,SummaryData,InfEventAssociationRef,An event in which items on loan are involved - attaches to the Events module.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfEventAssociationRef,dtInteger,dkAtom,,,,eevents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfInitiatedBy,dtText,dkAtom,,,,eparties,SummaryData,InfInitiatedByRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfInitiatedByRef,dtInteger,dkAtom,,,,eparties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfInitiatedDate,dtDate,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfLoanConditions,dtText,dkAtom,,,,erights,SummaryData,InfLoanConditionsRef,"A piece of text that should be used in conjunction with the loan indicating credit, e.g. &quot;Loaned to the Museum by the National Trust&quot;.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfLoanConditionsRef,dtInteger,dkAtom,,,,erights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfLoanNumber,dtText,dkAtom,,,,,,,Internally assigned number or code to identify the loan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfLoanPurpose,dtText,dkAtom,,,,,,,The purpose that the collection item is being borrowed/lent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfLoanStatus,dtText,dkAtom,,,,,,,Tick the box if the loan has been closed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfLoanStatusValue,dtText,dkAtom,,Loan Status,1,,,,Status of the loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfLoanSupervisor,dtText,dkAtom,,,,eparties,SummaryData,InfLoanSupervisorRef,The person (internal) responsible for supervising the loan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfLoanSupervisorRef,dtInteger,dkAtom,,,,eparties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfOtherNumber,dtText,dkAtom,,,,,,,Number assigned to identify the loan by the other institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfPostalAddress,dtText,dkAtom,,,,eparties,AddPostStreet,InfBorrowerLenderRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfPostZipCode,dtText,dkAtom,,,,eparties,AddPostPost,InfBorrowerLenderRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfReasonForLoan,dtText,dkAtom,,Loan Reason,1,,,,The loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfRecommendedBy_tab,dtText,dkTable,,,,eparties,SummaryData,InfRecommendedByRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfRecommendedByDate,dtDate,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfRecommendedByRef_tab,dtInteger,dkTable,,,,eparties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfRecordType,dtText,dkAtom,,Record Type,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfRequestedBy,dtText,dkAtom,,,,eparties,SummaryData,InfRequestedByRef,The person who requested the loan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfRequestedByRef,dtInteger,dkAtom,,,,eparties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfRequestedEmail,dtText,dkAtom,,,,eparties,AddEmail,InfRequestedByRef,Email address of the loan requester (automatically loaded from Parties module).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfRequestedFax,dtText,dkAtom,,,,eparties,NamFax,InfRequestedByRef,Fax number of the movement requester (automatically loaded from Parties module).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfRequestedMobile,dtText,dkAtom,,,,eparties,NamMobile,InfRequestedByRef,Fax number of the movement requester (automatically loaded from Parties module).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfRequestedPhone,dtText,dkAtom,,,,eparties,NamBusiness_tab,InfRequestedByRef,Phone number of the loan requester (automatically loaded from Parties module).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfSignedConditionsReturned,dtText,dkAtom,,YesNo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfSignedInvoiceReturned,dtText,dkAtom,,YesNo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfStateProvince,dtText,dkAtom,,,,eparties,AddPostState,InfBorrowerLenderRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfSupervisorEmail,dtText,dkAtom,,,,eparties,AddEmail,InfLoanSupervisorRef,Email address of the movement supervisor (automatically loaded from Parties module).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfSupervisorFax,dtText,dkAtom,,,,eparties,NamFax,InfLoanSupervisorRef,Fax number of the movement supervisor (automatically loaded from Parties module).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfSupervisorMobile,dtText,dkAtom,,,,eparties,NamMobile,InfLoanSupervisorRef,Mobile phone number of the movement supervisor (automatically loaded from Parties module).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfSupervisorPhone,dtText,dkAtom,,,,eparties,NamBusiness_tab,InfLoanSupervisorRef,Phone number of the movement supervisor (automatically loaded from Parties module).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,InfTransactionPurpose,dtText,dkAtom,,Transaction Purpose,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,irn,dtInteger,dkKey,,,,,,,Internal Record Number. This is a unique number assigned automatically by EMu to each and every record in every module.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,IteCatDateReturned0,dtDate,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,MovMovements_tab,dtText,dkTable,,,,emovements,SummaryData,MovMovementsRef_tab,List of any movements associated with the loan - attaches to the Movements module.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,MovMovementsRef_tab,dtInteger,dkTable,,,,emovements,InfAssociatedLoanRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloans,MulCreator_nesttab,dtText,dkNested,,Media Creator,1,emultimedia,MulCreator_tab,MulMultiMediaRef_tab,"The person or organization primarily responsible for creating the intellectual content of the resource. For example, authors in the case of written documents, artists, photographers, or illustrators in the case of visual resources. (Dublin Core Metadata standard)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
