emu_module,emu_column,type,kind,lookup_parent,lookup_name,lookup_level,reference_module,reference_column,reference_link,description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,EnvLoan_tab,dtText,dkAtom,,,,eloans,SummaryData,EnvLoanRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,EnvLoanRef_tab,dtInteger,dkTable,,,,eloans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,EnvMaximumLightExposure,dtFloat,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,EnvMaximumLightLevel,dtFloat,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,EnvMaximumUVLevel,dtFloat,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,EnvMaximumUVLevelHours,dtFloat,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,EnvMovement_tab,dtText,dkTable,,,,emovements,SummaryData,EnvMovementRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,EnvMovementRef_tab,dtInteger,dkTable,,,,emovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,EnvRecommendedRelativeHumidity,dtFloat,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,EnvRecommendedTemperatureMt,dtFloat,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,EnvStartDate0,dtDate,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,EnvTotalLightExposure_tab,dtFloat,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,EnvTotalUVExposure_tab,dtFloat,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,EnvUVExposure_tab,dtFloat,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,EnvUVLevel_tab,dtFloat,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,EveCommencementDate_tab,dtText,dkTable,,,,eevents,DatCommencementDate,EveEventsRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,EveCompletionDate_tab,dtText,dkTable,,,,eevents,DatCompletionDate,EveEventsRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,EveEvents_tab,dtText,dkTable,,,,eevents,SummaryData,EveEventsRef_tab,List of any event records associated with the collection item - attaches to the Events module.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,EveEventsRef_tab,dtInteger,dkTable,,,,eevents,ObjAttachedObjectsRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,EveEventTitle_tab,dtText,dkTable,,,,eevents,EveEventTitle,EveEventsRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,EveEventType_tab,dtText,dkTable,,,,eevents,EveTypeOfEvent,EveEventsRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,ExcAsOfDate,dtDate,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,ExcAttentionIndividual_tab,dtText,dkTable,,,,eloans,InfBorrowerLenderLocal,LoaLoansRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,ExcInstiution_tab,dtText,dkTable,,,,eloans,InfBorrowerOrganisationLocal,LoaLoansRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,ExcNumberOfDuplicates,dtInteger,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,ExcTransactionDirection_tab,dtText,dkTable,,,,eloans,InfDirection,LoaLoansRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,ExcTransactionNumbers_tab,dtText,dkTable,,,,eloans,InfLoanNumber,LoaLoansRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,ExcTransactionType_tab,dtText,dkTable,,,,eloans,InfReasonForLoan,LoaLoansRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,ExtendedData,dtText,dkAtom,,,,,,,A multi-line summary of the salient parts of the current record. The extended data is automatically constructed by EMu when the record is saved. It is displayed along side of the thumbnail image when the persistent image option is selected in Show Detail mode.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaCultivated,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaDescription_tab,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaFrequency,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaFrequencyAbundance,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaGeneralUses,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaHabit,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaHabitat,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaLabelVerbatim,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaNotesNotOnLabel,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaNotesOnLabel,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaOtherDateDescribed0,dtDate,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaOtherDescribedBy_tab,dtText,dkTable,,,,eparties,SummaryData,FeaOtherDescribedByRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaOtherDescribedByRef_tab,dtInteger,dkTable,,,,eparties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaOtherFromOriginalLabel_tab,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaOtherNotes_tab,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaOtherPreferred_tab,dtText,dkTable,,YesNo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaPlantFungDesc,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaRepStatesCollection_tab,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaRepStatesSpecimen_tab,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaSex_tab,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaSexDateDescribed0,dtDate,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaSexDescribedBy_tab,dtText,dkTable,,,,eparties,SummaryData,FeaSexDescribedByRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaSexDescribedByRef_tab,dtInteger,dkTable,,,,eparties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaSexFromOriginalLabel_tab,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaSexNotes_tab,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaSexPreferred_tab,dtText,dkTable,,YesNo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaStage_tab,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaStageDateDescribed0,dtDate,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaStageDescribedBy_tab,dtText,dkTable,,,,eparties,SummaryData,FeaStageDescribedByRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaStageDescribedByRef_tab,dtInteger,dkTable,,,,eparties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaStageFromOriginalLabel_tab,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaStageNotes_tab,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaStagePreferred_tab,dtText,dkTable,,YesNo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FeaSubstrate,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FlaActionOrTreatmentMethod_tab,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FlaDateFlagged0,dtDate,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FlaDateUnflagged0,dtDate,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FlaDescription0,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FlaFlaggedBy_tab,dtText,dkTable,,,,eparties,SummaryData,FlaFlaggedByRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FlaFlaggedByRef_tab,dtInteger,dkTable,,,,eparties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FlaFlags_tab,dtText,dkTable,,Flags,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FlaHaveFlags,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FlaUnflaggedBy_tab,dtText,dkTable,,,,eparties,SummaryData,FlaUnflaggedByRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,FlaUnflaggedByRef_tab,dtInteger,dkTable,,,,eparties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,HanDisplaySupportsEnclosures,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,HanHandlingInstructions,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,HanHandlingReferences_tab,dtText,dkTable,,,,ebibliography,SummaryData,HanHandlingReferencesRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,HanHandlingReferencesRef_tab,dtInteger,dkTable,,,,ebibliography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,HanHazardousMaterial,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,HanSpecialShippingInstructions,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,HanStorageSupportsEnclosures,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,HanVulnerabilitiesConcerns,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,ImgAssociatedName_tab,dtText,dkTable,,,,eparties,SummaryData,ImgAssociatedNameRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,ImgAssociatedNameRef_tab,dtInteger,dkTable,,,,eparties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,ImgIconography_tab,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,ImgImageLocation_tab,dtText,dkTable,,Image Location,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,ImgImageType_tab,dtText,dkTable,,Image Type,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,ImgRoyalName_tab,dtText,dkTable,,,,eparties,SummaryData,ImgRoyalNameRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,ImgRoyalNameRef_tab,dtInteger,dkTable,,,,eparties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,ImgSubject_tab,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,IncDateRecorded0,dtDate,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,IncDeterminationDate0,dtDate,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,IncDeterminedBy_tab,dtText,dkAtom,,,,eparties,SummaryData,IncDeterminedByRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,IncDeterminedByRef_tab,dtText,dkTable,,,,eparties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,IncIncidentalTaxa,dtText,dkAtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,IncNotes_tab,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,IncOriginalDetermination_tab,dtText,dkTable,,YesNoUnknown,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,IncRecordedBy_tab,dtText,dkTable,,,,eparties,SummaryData,IncRecordedByRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,IncRecordedByRef_tab,dtText,dkTable,,,,eparties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,IncReference_nesttab,dtText,dkNested,,,,ebibliography,SummaryData,IncReferenceRef_nesttab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,IncReferenceRef_nesttab,dtInteger,dkNested,,,,ebibliography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,IncTaxon_tab,dtText,dkTable,,,,etaxonomy,SummaryData,IncTaxonRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,IncTaxonRef_tab,dtText,dkTable,,,,etaxonomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,InscInscriptionSubject_tab,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,InscMarkDescription0,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,InscMarkLanguage_tab,dtText,dkTable,,Mark Language,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,InscMarkLocation_tab,dtText,dkTable,,Mark Location,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,InscMarkType_tab,dtText,dkTable,,Mark Type,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,InscOriginalText0,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,InscTranslation0,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,InsInsurance,dtText,dkAtom,,,,einsurance,SummaryData,InsInsuranceRef,Attaches an insurance policy from the Insurance module.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,InsInsuranceRef,dtInteger,dkAtom,,,,einsurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,irn,dtInteger,dkKey,,,,,,,Internal Record Number. This is a unique number assigned automatically by EMu to each and every record in every module.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,LegAuditDate0,dtDate,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,LegAuditNotes_tab,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,LegAuditType_tab,dtText,dkTable,,Audit Type,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,LegDateGranted0,dtDate,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,LegDateInsured0,dtDate,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,LegInsuranceDocument_tab,dtText,dkTable,,,,einsurance,SummaryData,LegInsuranceDocumentRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,LegInsuranceDocumentRef_tab,dtInteger,dkTable,,,,einsurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,LegRightsDocument_tab,dtText,dkTable,,,,erights,SummaryData,LegRightsDocumentRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,LegRightsDocumentRef_tab,dtInteger,dkTable,,,,erights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,LegRightsNotes_tab,dtText,dkTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,LegTypeofRight_tab,dtText,dkTable,,Type of Right,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,LoaBorrowerLender_tab,dtText,dkTable,,,,eloans,InfBorrowerLenderLocal,LoaLoansRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,LoaCommencementDate0,dtDate,dkTable,,,,eloans,DatLoanCommencementDate,LoaLoansRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecatalogue,LoaLoanDueDate0,dtDate,dkTable,,,,eloans,DatLoanDueDate,LoaLoansRef_tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
